Linux 5.15.0-91-generic (gl5) 	01/22/2024 	_x86_64_	(32 CPU)

09:01:56 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:02:01 AM     all      3.83      0.00      4.22      0.05      0.00     91.90
09:02:01 AM       0      0.60      0.00      4.61      0.00      0.00     94.79
09:02:01 AM       1      1.00      0.00      4.01      0.00      0.00     94.99
09:02:01 AM       2      0.60      0.00      4.60      0.00      0.00     94.80
09:02:01 AM       3      1.00      0.00      4.20      0.00      0.00     94.80
09:02:01 AM       4      0.80      0.00      4.61      0.00      0.00     94.59
09:02:01 AM       5      0.60      0.00      4.42      0.00      0.00     94.98
09:02:01 AM       6      1.20      0.00      4.00      0.00      0.00     94.80
09:02:01 AM       7      0.60      0.00      4.41      0.00      0.00     94.99
09:02:01 AM       8      1.20      0.00      4.00      0.00      0.00     94.80
09:02:01 AM       9      1.00      0.00      4.41      0.00      0.00     94.59
09:02:01 AM      10      1.20      0.00      4.19      0.00      0.00     94.61
09:02:01 AM      11      1.60      0.00      4.40      0.00      0.00     94.00
09:02:01 AM      12      1.00      0.00      4.20      0.00      0.00     94.80
09:02:01 AM      13      0.60      0.00      4.40      0.00      0.00     95.00
09:02:01 AM      14     92.57      0.00      2.21      0.00      0.00      5.22
09:02:01 AM      15      1.20      0.00      4.00      0.00      0.00     94.80
09:02:01 AM      16      0.60      0.00      4.60      0.00      0.00     94.80
09:02:01 AM      17      0.80      0.00      4.21      0.00      0.00     94.99
09:02:01 AM      18      1.20      0.00      3.81      0.00      0.00     94.99
09:02:01 AM      19      0.80      0.00      4.20      0.00      0.00     95.00
09:02:01 AM      20      1.20      0.00      4.00      0.00      0.00     94.80
09:02:01 AM      21      1.00      0.00      4.60      0.00      0.00     94.40
09:02:01 AM      22      0.80      0.00      4.02      0.00      0.00     95.18
09:02:01 AM      23      0.80      0.00      4.39      0.00      0.00     94.81
09:02:01 AM      24      1.00      0.00      4.20      0.00      0.00     94.80
09:02:01 AM      25      0.80      0.00      4.20      0.00      0.00     95.00
09:02:01 AM      26      0.80      0.00      4.21      0.00      0.00     94.99
09:02:01 AM      27      2.60      0.00      4.20      0.00      0.00     93.20
09:02:01 AM      28      0.80      0.00      4.59      0.00      0.00     94.61
09:02:01 AM      29      0.80      0.00      4.61      0.00      0.00     94.59
09:02:01 AM      30      1.00      0.00      4.39      1.60      0.00     93.01
09:02:01 AM      31      1.20      0.00      4.00      0.00      0.00     94.80

09:02:01 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:02:06 AM     all      2.15      0.00      0.19      0.76      0.00     96.90
09:02:06 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:02:06 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
09:02:06 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
09:02:06 AM       3      0.20      0.00      0.20      0.00      0.00     99.60
09:02:06 AM       4      0.40      0.00      0.60      0.00      0.00     99.00
09:02:06 AM       5      0.20      0.00      0.00      0.00      0.00     99.80
09:02:06 AM       6      0.00      0.00      0.20      0.00      0.00     99.80
09:02:06 AM       7      0.20      0.00      0.40      0.00      0.00     99.40
09:02:06 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
09:02:06 AM       9     22.69      0.00      0.60      3.01      0.00     73.69
09:02:06 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
09:02:06 AM      11     22.24      0.00      0.60      2.00      0.00     75.15
09:02:06 AM      12      0.00      0.00      0.00      0.00      0.00    100.00
09:02:06 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
09:02:06 AM      14     21.56    
