Linux 5.15.0-91-generic (gl5) 	01/21/2024 	_x86_64_	(32 CPU)

06:38:30 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
06:38:35 PM 363535424 390201308   1698752      0.43   1386004  26400412   4755920      1.18  12279992  16106760         4    627728   1837956     10656      6068    272100
06:38:40 PM 363534016 390201196   1698944      0.43   1386004  26401708   4756840      1.18  12280200  16107884       400    627756   1837876     10640      6076    272116
06:38:45 PM 363472644 390141140   1758460      0.45   1386012  26403004  10325896      2.56  12280552  16177016      1624    696016   1838428      9712      7660    271348
06:38:50 PM 363529904 390198904   1700680      0.43   1386020  26403476   4284292      1.06  12280712  16109956       388    628508   1838468      9648      5992    271284
06:38:55 PM 363538708 390208944   1690576      0.43   1386020  26404672   4284292      1.06  12280720  16111176      1356    628504   1838572      9648      5992    271284
06:39:00 PM 363538280 390209692   1689796      0.43   1386020  26405768   4284292      1.06  12280720  16112248       404    628508   1838684      9648      5996    271268
06:39:05 PM 363533356 390206164   1693300      0.43   1386020  26407072   4284292      1.06  12280724  16113580      1188    628512   1838800      9664      5996    271220
06:39:10 PM 363534796 390208520   1691052      0.43   1386020  26407952   4284292      1.06  12280724  16114412       332    628512   1838728      9664      5992    271220
06:39:15 PM 363526676 390201648   1697956      0.43   1386020  26409060   4284292      1.06  12280724  16115640      1344    628640   1838836      9664      5992    271252
06:39:20 PM 363527552 390203892   1695680      0.43   1386028  26410356   4284292      1.06  12280724  16116820       320    628516   1838932      9664      5992    271252
06:39:25 PM 363526584 390204692   1694664      0.43   1386032  26411980   4284292      1.06  12280736  16118536      1188    628592   1839288      9664      5992    271252
06:39:30 PM 363528620 390208088   1691348      0.43   1386036  26413280   4284292      1.06  12280740  16119816       320    628580   1839264      9664      5992    271236
06:39:35 PM 363528196 390209080   1690504      0.43   1386036  26414592   4284292      1.06  12280744  16121148      1164    628580   1839220      9664      5988    271268
06:39:40 PM 363529100 390211244   1688292      0.43   1386044  26415820   4284292      1.06  12280752  16122348       308    628580   1839292      9664      5984    271252
06:39:45 PM 363527476 390211116   1688344      0.43   1386052  26417160   4284292      1.06  12280764  16123712      1292    628592   1839516      9664      5992    271188
06:39:50 PM 363528832 390213484   1686000      0.43   1386052  26418116   4284292      1.06  12280764  16124640       204    628584   1839548      9680      5992    271204
06:39:55 PM 363526004 390212116   1687324      0.43   1386052  26419556   4284292      1.06  12280764  16126072      1244    628604   1839612      9680      5992    271284
06:40:00 PM 363525252 390212696   1686728      0.43   1386056  26420800   4284292      1.06  12280768  16127384       224    628648   1839712      9664      5988    271268
06:40:05 PM 363516816 390206132   1693320      0.43   1386056  26422388   4284292      1.06  12280768  16129040      1276    628668   1839968      9680      5992    271284
06:40:10 PM 363516832 390207400   1692220      0.43   1386056  26423576   4284292      1.06  12280772  16130208       176    628712   1839864      9680      5996    271284
06:40:15 PM 363510220 390202612   1696860      0.43   1386060  26425156   4284292      1.06  12280776  16131856      1236    628728   1840252      9680      5988    271300
06:40:20 PM 363510728 390204588   1694876      0.43   1386072  26426560   4284292      1.06  12280780  16133280       180    628760   1840312      9680      5992    271300
06:40:25 PM 363510536 390205676   1693832      0.43   1386072  26427716   4283508      1.06  12280784  16134268       280    628544   1840392      9648      5928    271252
06:40:30 PM 363504804 390201204   1698112      0.43   1386072  26428936   4288196      1.06  12280796  16137304        28    630452   1840624      9712      6100    271308
06:40:35 PM 363505036 390202568   1696768      0.43   1386072  26430012   4284292      1.06  12280792  16136792       472    628824   1840660      9680      5996    271300
06:40:40 PM 363498240 390196984   1702484      0.43   1386072  26431068   4284292      1.06  12280796  16137888      1356    628856   1840684      9680      5992    271300
06:40:45 PM 363498044 390197792   1701692      0.43   1386076  26432000   4284292      1.06  12280804  16138864       436    628888   1840736      9680      5992    271268
06:40:50 PM 363512656 390213744   1685640      0.43   1386080  26433236   4284292      1.06  12280800  16140092      1368    628900   1840936      9680      6000    271300
06:40:55 PM 363510564 390213044   1686352      0.43   1386080  26434540   4284292      1.06  12280808  16141416       224    628928   1841012      9680      5988    271316
06:41:00 PM 363509888 390213976   1685332      0.43   1386080  26435872   4284292      1.06  12280812  16142768      1296    628972   1841376      9680      5996    271268
06:41:05 PM 363508472 390214084   1685208      0.43   1386080  26437332   4284292      1.06  12280812  16144268       216    628988   1841456      9696      5996    271268
06:41:10 PM 363508696 390216052   1683088      0.43   1386080  26438888   4284292      1.06  12280812  16145864       764    629012   1841796      9680      5988    271316
06:41:15 PM 363507508 390216172   1682960      0.43   1386080  26440100   4284292      1.06  12280816  16147148       216    629060   1841900      9680      5992    271316
06:41:20 PM 363499504 390209944   1689392      0.43   1386080  26441740   4284292      1.06  12280816  16148744       784    629064   1841832      9680      5996    271284
06:41:25 PM 363497900 390210052   1689324      0.43   1386088  26443380   4284292      1.06  12280820  16150404       232    629060   1841856      9696      5996    271284
06:41:30 PM 363489048 390203184   1696008      0.43   1386088  26445124   4284292      1.06  12280828  16152112       704    629056   1842280      9696      5988    271316
06:41:35 PM 363486748 390202920   1696436      0.43   1386088  26447060   4284292      1.06  12280828  16154068       196    629064   1842216      9696      5992    271268
06:41:40 PM 363500380 390218376   1681084      0.43   1386088  26448648   4284292      1.06  12280832  16155644       776    629092   1842348      9696      5992    271268
06:41:45 PM 363500712 390220424   1679052      0.43   1386092  26450272   4285316      1.06  12280832  16157332       192    629160   1842420      9696      6004    271284
06:41:50 PM 363494744 390216596   1683000      0.43   1386092  26452224   4289588      1.06  12280832  16161564       788    631400   1842488      9728      6116    271356
06:41:55 PM 363493648 390217268   1682496      0.43   1386096  26453920   4285316      1.06  12280832  16161020        28    629216   1842388      9696      5996    271284
06:42:00 PM 363487120 390212376   1687636      0.43   1386100  26455580   4285448      1.06  12280840  16162788       816    629312   1842112      9696      5996    271284
06:42:05 PM 363485948 390213000   1687032      0.43   1386100  26457268   4285448      1.06  12280844  16164528        24    629376   1842200      9696      6004    271284
06:42:10 PM 363484156 390213400   1686596      0.43   1386100  26459360   4284664      1.06  12280840  16166492       408    629196   1842336      9664      5932    271220
06:42:15 PM 363474128 390205212   1694652      0.43   1386104  26461068   4285580      1.06  12280852  16168452      1144    629500   1842596      9696      5996    271316
06:42:20 PM 363472380 390205332   1694532      0.43   1386104  26462804   4285580      1.06  12280852  16170352       376    629592   1842728      9696      6004    271332
06:42:25 PM 363482312 390216916   1683100      0.43   1386104  26464424   4286860      1.06  12280860  16172956       956    630688   1842608      9696      6004    271348
06:42:30 PM 363481812 390218264   1681768      0.43   1386104  26466116   4286860      1.06  12280860  16174796       336    630756   1842748      9680      6004    271332
06:42:35 PM 363480396 390218920   1681064      0.43   1386104  26468172   4286992      1.06  12280860  16176844       984    630836   1842812      9696      6000    271284
06:42:40 PM 363479232 390219364   1680628      0.43   1386104  26469668   4286992      1.06  12280864  16178464       304    630896   1842916      9696      6000    271252
06:42:45 PM 363474812 390216756   1682952      0.43   1386104  26471336   4286992      1.06  12280864  16180128       960    630976   1843344      9712      6012    271188
06:42:50 PM 363473376 390217240   1682524      0.43   1386104  26473144   4286992      1.06  12280864  16182092       312    631048   1843400      9712      6012    271188
06:42:55 PM 363464940 390210708   1688752      0.43   1386108  26474916   4287124      1.06  12280868  16183936      1024    631116   1843832      9712      6000    271284
06:43:00 PM 363464216 390211740   1687800      0.43   1386112  26476544   4287124      1.06  12280876  16185620       292    631188   1843876      9712      6008    271268
06:43:05 PM 363460188 390209732   1689708      0.43   1386116  26478388   4287124      1.06  12280876  16187548      1248    631320   1844148      9696      6008    271236
06:43:10 PM 363459168 390210652   1688800      0.43   1386116  26480204   4287272      1.06  12280880  16189440       300    631344   1844260      9696      6008    271252
06:43:15 PM 363455584 390208724   1690544      0.43   1386120  26481760   4287272      1.06  12280888  16191036      1184    631404   1844540      9696      6000    271220
06:43:20 PM 363468952 390223664   1675680      0.42   1386120  26483232   4287272      1.06  12280892  16192576       296    631472   1844564      9696      6000    271220
