timestamp,module,event
2024-01-23T11:09:17,topoaa,start
2024-01-23T11:09:22,topoaa,finish
2024-01-23T11:09:23,rigidbody,start
2024-01-23T18:27:46,rigidbody,finish
2024-01-23T18:27:47,caprieval,start
2024-01-23T19:01:09,caprieval,finish
2024-01-23T19:01:11,seletop,start
2024-01-23T19:01:11,seletop,finish
2024-01-23T19:01:11,caprieval,start
2024-01-23T19:02:51,caprieval,finish
2024-01-23T19:02:52,flexref,start
2024-01-23T21:33:28,caprieval,start
2024-01-23T21:33:28,flexref,finish
2024-01-23T21:35:16,caprieval,finish
2024-01-23T21:35:18,emref,start
2024-01-23T21:49:10,emref,finish
2024-01-23T21:49:10,caprieval,start
2024-01-23T21:50:39,caprieval,finish
2024-01-23T21:50:39,clustfcc,start
2024-01-23T21:51:10,clustfcc,finish
2024-01-23T21:51:10,seletopclusts,start
2024-01-23T21:51:49,seletopclusts,finish
2024-01-23T21:51:49,caprieval,start
2024-01-23T21:53:13,caprieval,finish
