Linux 5.15.0-91-generic (gl5) 	01/27/2024 	_x86_64_	(32 CPU)

11:16:51 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
11:16:56 PM 311119584 389936044   1792184      0.45   1558076  77139544   4669984      1.16  34083644  45159880       216    574164   3249160     10624      5944    278928
11:17:01 PM 311060912 389879500   1847844      0.47   1558076  77141500  10238764      2.54  34083840  45227964      1256    640608   3250216      9696      7252    278112
11:17:06 PM 311119816 389939200   1788088      0.45   1558076  77142304   4197192      1.04  34084128  45162952       228    574968   3250264      9600      5868    278016
11:17:11 PM 311120760 389942508   1785008      0.45   1558076  77144628   4198080      1.04  34084132  45165196      1256    574888   3250076      9616      5876    278032
11:17:16 PM 311119416 389943360   1784268      0.45   1558076  77146680   4198080      1.04  34084136  45167248       220    574868   3250108      9600      5844    278016
11:17:21 PM 311118264 389944232   1783528      0.45   1558080  77148608   4198080      1.04  34084144  45169008      1280    574844   3250068      9584      5880    277984
11:17:26 PM 311119844 389947704   1780132      0.45   1558080  77150384   4198080      1.04  34084148  45170868       200    574840   3250108      9584      5884    278000
11:17:31 PM 311111888 389941796   1786404      0.45   1558080  77152288   4198080      1.04  34084136  45172964      1228    575080   3249888     10112      6112    278048
11:17:36 PM 311113128 389944720   1783364      0.45   1558080  77153848   4198080      1.04  34084140  45174172       176    574596   3250128      9568      5860    277984
11:17:41 PM 311109764 389943416   1784768      0.45   1558080  77155784   4198100      1.04  34084140  45176504       316    574656   3250152      9792      5980    278016
11:17:46 PM 311110116 389945952   1782136      0.45   1558080  77157856   4198080      1.04  34084152  45178368        24    574864   3250360      9584      5896    277968
11:17:51 PM 311110372 389948340   1779736      0.45   1558080  77159828   4202352      1.04  34084156  45182460       504    577128   3250532      9600      6024    277960
11:17:56 PM 311111468 389951452   1776648      0.45   1558080  77161756   4198080      1.04  34084148  45182284      1492    574880   3250596      9552      5840    277920
11:18:01 PM 311111800 389953824   1774364      0.45   1558080  77163716   4198080      1.04  34084148  45184304       384    574960   3250588      9584      5908    277920
11:18:06 PM 311106612 389950680   1777568      0.45   1558080  77165680   4198080      1.04  34084156  45186324      1336    575004   3250608      9584      5896    277968
11:18:11 PM 311106532 389952472   1775712      0.45   1558080  77167468   4198080      1.04  34084156  45188148       368    575040   3250756      9568      5896    277952
11:18:16 PM 311101408 389949308   1778672      0.45   1558080  77169312   4198080      1.04  34084152  45189944      1336    574908   3251076      9552      5824    277984
11:18:21 PM 311100464 389950340   1777572      0.45   1558080  77171196   4198080      1.04  34084156  45191956       404    575140   3251236      9600      5888    278000
11:18:26 PM 311097928 389950060   1777876      0.45   1558080  77173304   4198080      1.04  34084160  45194100      1336    575160   3251360      9584      5892    277984
