timestamp,module,event
2024-01-24T16:11:01,topoaa,start
2024-01-24T16:11:22,topoaa,finish
2024-01-24T16:11:23,rigidbody,start
2024-01-24T16:48:34,rigidbody,finish
2024-01-24T16:48:34,seletop,start
2024-01-24T16:48:35,seletop,finish
2024-01-24T16:48:35,caprieval,start
2024-01-24T16:49:50,caprieval,finish
2024-01-24T16:49:52,flexref,start
2024-01-24T17:34:16,flexref,finish
2024-01-24T17:34:17,caprieval,start
2024-01-24T17:35:00,caprieval,finish
2024-01-24T17:35:02,emref,start
2024-01-24T17:39:26,emref,finish
2024-01-24T17:39:26,caprieval,start
2024-01-24T17:40:09,caprieval,finish
