timestamp,module,event
2024-01-22T14:35:37,topoaa,start
2024-01-22T14:35:42,topoaa,finish
2024-01-22T14:35:43,rigidbody,start
2024-01-23T03:25:52,rigidbody,finish
2024-01-23T03:25:53,caprieval,start
2024-01-23T04:10:20,caprieval,finish
2024-01-23T04:10:22,seletop,start
2024-01-23T04:10:23,seletop,finish
2024-01-23T04:10:23,caprieval,start
2024-01-23T04:12:34,caprieval,finish
2024-01-23T04:12:36,flexref,start
2024-01-23T08:39:14,caprieval,start
2024-01-23T08:39:14,flexref,finish
2024-01-23T08:41:16,caprieval,finish
2024-01-23T08:41:17,emref,start
2024-01-23T09:04:00,emref,finish
2024-01-23T09:04:00,caprieval,start
2024-01-23T09:05:59,caprieval,finish
2024-01-23T09:05:59,clustfcc,start
2024-01-23T09:06:35,clustfcc,finish
2024-01-23T09:06:35,seletopclusts,start
2024-01-23T09:07:04,seletopclusts,finish
2024-01-23T09:07:04,caprieval,start
2024-01-23T09:09:06,caprieval,finish
