timestamp,module,event
2024-01-21T15:30:47,topoaa,start
2024-01-21T15:30:57,topoaa,finish
2024-01-21T15:30:58,rigidbody,start
2024-01-21T15:56:06,rigidbody,finish
2024-01-21T15:56:06,seletop,start
2024-01-21T15:56:06,seletop,finish
2024-01-21T15:56:07,caprieval,start
2024-01-21T15:56:42,caprieval,finish
2024-01-21T15:56:44,flexref,start
2024-01-21T16:38:13,flexref,finish
2024-01-21T16:38:14,caprieval,start
2024-01-21T16:38:48,caprieval,finish
2024-01-21T16:38:49,emref,start
2024-01-21T16:42:39,emref,finish
2024-01-21T16:42:39,caprieval,start
2024-01-21T16:43:11,caprieval,finish
