timestamp,module,event
2024-01-27T06:00:14,topoaa,start
2024-01-27T06:00:22,topoaa,finish
2024-01-27T06:00:23,rigidbody,start
2024-01-27T06:14:57,rigidbody,finish
2024-01-27T06:14:58,seletop,start
2024-01-27T06:14:58,seletop,finish
2024-01-27T06:14:58,caprieval,start
2024-01-27T06:15:34,caprieval,finish
2024-01-27T06:15:36,flexref,start
2024-01-27T06:39:32,flexref,finish
2024-01-27T06:39:32,caprieval,start
2024-01-27T06:40:31,caprieval,finish
2024-01-27T06:40:32,emref,start
2024-01-27T06:43:32,emref,finish
2024-01-27T06:43:32,caprieval,start
2024-01-27T06:44:05,caprieval,finish
