Linux 5.15.0-91-generic (gl5) 	01/24/2024 	_x86_64_	(32 CPU)

10:45:34 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:45:39 AM     all      3.76      0.00      4.40      0.13      0.00     91.71
10:45:39 AM       0      0.60      0.00      4.62      0.00      0.00     94.78
10:45:39 AM       1      0.60      0.00      5.62      0.00      0.00     93.78
10:45:39 AM       2      1.20      0.00      5.20      0.00      0.00     93.60
10:45:39 AM       3      0.80      0.00      4.21      3.81      0.00     91.18
10:45:39 AM       4      1.00      0.00      4.79      0.00      0.00     94.21
10:45:39 AM       5      1.20      0.00      4.19      0.00      0.00     94.61
10:45:39 AM       6      0.80      0.00      4.20      0.00      0.00     95.00
10:45:39 AM       7      0.60      0.00      4.82      0.00      0.00     94.58
10:45:39 AM       8      0.80      0.00      4.21      0.00      0.00     94.99
10:45:39 AM       9     90.00      0.00      1.00      0.20      0.00      8.80
10:45:39 AM      10      1.40      0.00      4.21      0.00      0.00     94.39
10:45:39 AM      11      0.40      0.00      4.61      0.00      0.00     94.99
10:45:39 AM      12      0.80      0.00      4.39      0.00      0.00     94.81
10:45:39 AM      13      0.60      0.00      4.40      0.00      0.00     95.00
10:45:39 AM      14      1.20      0.00      4.20      0.00      0.00     94.60
10:45:39 AM      15      1.00      0.00      4.40      0.00      0.00     94.60
10:45:39 AM      16      0.80      0.00      4.99      0.00      0.00     94.21
10:45:39 AM      17      0.80      0.00      4.60      0.00      0.00     94.60
10:45:39 AM      18      4.20      0.00      4.40      0.00      0.00     91.40
10:45:39 AM      19      0.40      0.00      5.20      0.00      0.00     94.40
10:45:39 AM      20      1.00      0.00      4.00      0.00      0.00     95.00
10:45:39 AM      21      0.80      0.00      4.80      0.00      0.00     94.40
10:45:39 AM      22      1.20      0.00      4.61      0.00      0.00     94.19
10:45:39 AM      23      0.60      0.00      4.80      0.00      0.00     94.60
10:45:39 AM      24      1.20      0.00      4.00      0.00      0.00     94.80
10:45:39 AM      25      0.80      0.00      4.40      0.00      0.00     94.80
10:45:39 AM      26      1.00      0.00      4.01      0.00      0.00     94.99
10:45:39 AM      27      1.20      0.00      4.41      0.00      0.00     94.39
10:45:39 AM      28      0.80      0.00      4.59      0.00      0.00     94.61
10:45:39 AM      29      1.20      0.00      4.01      0.00      0.00     94.79
10:45:39 AM      30      0.80      0.00      4.40      0.00      0.00     94.80
10:45:39 AM      31      0.40      0.00      4.61      0.00      0.00     94.99

10:45:39 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:45:44 AM     all      0.69      0.00      0.07      1.49      0.00     97.75
