Linux 5.15.30-2-pve (superserver2) 	01/27/2024 	_x86_64_	(32 CPU)

04:25:31 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:25:36 AM     all      3.06      0.00      4.43      0.15      0.00     92.36
04:25:36 AM       0      0.80      0.00      4.41      0.00      0.00     94.79
04:25:36 AM       1      1.00      0.00      4.39      0.00      0.00     94.61
04:25:36 AM       2      0.80      0.00      4.40      0.00      0.00     94.80
04:25:36 AM       3      0.80      0.00      4.20      0.00      0.00     95.00
04:25:36 AM       4      0.60      0.00      4.60      0.00      0.00     94.80
04:25:36 AM       5      0.80      0.00      4.59      0.00      0.00     94.61
04:25:36 AM       6      0.80      0.00      4.40      0.00      0.00     94.80
04:25:36 AM       7      0.80      0.00      4.59      0.00      0.00     94.61
04:25:36 AM       8      0.40      0.00      4.61      0.00      0.00     94.99
04:25:36 AM       9     73.40      0.00      1.80      2.60      0.00     22.20
04:25:36 AM      10      0.60      0.00      4.60      0.00      0.00     94.80
04:25:36 AM      11      0.80      0.00      4.40      0.00      0.00     94.80
04:25:36 AM      12      0.80      0.00      4.80      0.00      0.00     94.40
04:25:36 AM      13      0.80      0.00      4.21      0.00      0.00     94.99
04:25:36 AM      14      0.80      0.00      4.40      0.00      0.00     94.80
04:25:36 AM      15      0.60      0.00      4.61      0.00      0.00     94.79
04:25:36 AM      16      1.00      0.00      4.20      0.00      0.00     94.80
04:25:36 AM      17      1.00      0.00      4.20      0.00      0.00     94.80
04:25:36 AM      18      0.40      0.00      4.82      0.00      0.00     94.78
04:25:36 AM      19      0.80      0.00      4.60      2.20      0.00     92.40
04:25:36 AM      20      0.60      0.00      4.80      0.00      0.00     94.60
04:25:36 AM      21      0.80      0.00      4.40      0.00      0.00     94.80
04:25:36 AM      22      0.40      0.00      4.61      0.00      0.00     94.99
04:25:36 AM      23      3.00      0.00      4.60      0.00      0.00     92.40
04:25:36 AM      24      0.40      0.00      4.79      0.00      0.00     94.81
04:25:36 AM      25      0.60      0.00      4.59      0.00      0.00     94.81
04:25:36 AM      26      0.60      0.00      4.79      0.00      0.00     94.61
04:25:36 AM      27      0.40      0.00      4.61      0.00      0.00     94.99
04:25:36 AM      28      1.40      0.00      4.39      0.00      0.00     94.21
04:25:36 AM      29      0.80      0.00      4.42      0.00      0.00     94.78
04:25:36 AM      30      0.40      0.00      4.60      0.00      0.00     95.00
04:25:36 AM      31      0.60      0.00      4.41      0.00      0.00     94.99

04:25:36 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:25:41 AM     all      3.61      0.00      0.11      0.94      0.00     95.33
04:25:41 AM       0      6.41      0.00      0.00      0.00      0.00     93.59
04:25:41 AM       1     14.06      0.00      0.00      0.00      0.00     85.94
04:25:41 AM       2      3.60      0.00      0.00      0.00      0.00     96.40
04:25:41 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM       8      0.00      0.00      0.20      0.00      0.00     99.80
04:25:41 AM       9      3.60      0.00      0.40     19.20      0.00     76.80
04:25:41 AM      10      4.61      0.00      0.80      3.01      0.00     91.58
04:25:41 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      12      4.42      0.00      0.40      0.60      0.00     94.58
04:25:41 AM      13     18.76      0.00      0.40      0.00      0.00     80.84
04:25:41 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      15      0.80      0.00      0.00      0.00      0.00     99.20
04:25:41 AM      16      9.60      0.00      0.00      0.00      0.00     90.40
04:25:41 AM      17      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      18      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      19      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      20      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      21      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      22      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      23      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      24      0.00      0.00      0.40      4.00      0.00     95.60
04:25:41 AM      25     12.22      0.00      0.40      0.80      0.00     86.57
04:25:41 AM      26      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      27     19.04      0.00      0.20      1.60      0.00     79.16
04:25:41 AM      28      0.60      0.00      0.00      0.00      0.00     99.40
04:25:41 AM      29      0.20      0.00      0.20      0.00      0.00     99.60
04:25:41 AM      30      0.00      0.00      0.00      0.00      0.00    100.00
04:25:41 AM      31     17.80      0.00      0.20      1.00      0.00     81.00

04:25:41 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
04:25:46 AM     all      5.34      0.00      0.23      2.20      0.00     92.23
04:25:46 AM       0     21.89      0.00      0.20      7.63      0.00     70.28
04:25:46 AM       1     23.00      0.00      0.40      6.80      0.00     69.80
04:25:46 AM       2      4.42      0.00      0.00      8.23      0.00     87.35
04:25:46 AM       3      0.20      0.00      0.20      0.00      0.00     99.60
04:25:46 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
04:25:46 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
04:25:46 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
04:25:46 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
04:25:46 AM       8      0.20      0.00      0.00      2.20      0.00     97.60
04:25:46 AM       9     15.03      0.00      0.60      1.00      0.00     83.37
