Linux 5.15.0-91-generic (gl5) 	01/26/2024 	_x86_64_	(32 CPU)

03:26:48 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
03:26:53 AM 327867436 390057784   1724264      0.44   1494172  61007756   4660644      1.16  26818884  36227852       256    573332   2764920     10592      6024    277252
03:26:58 AM 327855440 390049544   1732100      0.44   1494172  61011332   4663452      1.16  26819360  36231604        24    573792   2765504     10608      6060    277412
03:27:03 AM 327841628 390038016   1742408      0.44   1494172  61013580   4188316      1.04  26820804  36231968       528    573348   2766760      9696      5956    276500
03:27:08 AM 327836196 390033956   1746484      0.44   1494172  61014784   4188720      1.04  26820900  36233996      1480    574224   2766912      9712      5964    276468
03:27:13 AM 327837308 390037148   1743456      0.44   1494172  61016748   4188720      1.04  26820936  36235892       248    574220   2766864      9664      5896    276452
03:27:18 AM 327844112 390046252   1734696      0.44   1494172  61018824   4188852      1.04  26820940  36238104      1504    574308   2766744      9696      5964    276468
03:27:23 AM 327845368 390049168   1731756      0.44   1494172  61020384   4188852      1.04  26820976  36239596       216    574336   2766868      9696      5964    276452
03:27:28 AM 327844900 390050780   1730464      0.44   1494172  61022240   4188852      1.04  26820980  36241528      1376    574372   2766772      9696      5964    276500
03:27:33 AM 327846036 390053932   1727296      0.44   1494172  61024096   4188852      1.04  26821012  36243300       244    574320   2766948      9712      5964    276468
03:27:38 AM 327837868 390047964   1733240      0.44   1494172  61026020   4188984      1.04  26821056  36245312      1440    574456   2767248      9696      5964    276436
03:27:43 AM 327838236 390050172   1731036      0.44   1494172  61027736   4188984      1.04  26821056  36247036       244    574484   2767368      9696      5968    276452
03:27:48 AM 327836248 390050144   1731076      0.44   1494172  61029424   4188984      1.04  26821088  36248732      1372    574528   2767628      9696      5968    276516
03:27:53 AM 327835952 390051700   1729540      0.44   1494172  61031164   4189120      1.04  26821128  36250456       236    574568   2767720      9696      5964    276484
03:27:58 AM 327837556 390055192   1726344      0.44   1494172  61032752   4189120      1.04  26821132  36252104      1272    574600   2767724      9696      5960    276452
03:28:03 AM 327836404 390055904   1725664      0.44   1494172  61034528   4189120      1.04  26821172  36253852       184    574640   2767780      9696      5968    276500
03:28:08 AM 327836908 390058692   1722864      0.44   1494172  61036584   4189120      1.04  26821172  36255996      1180    574716   2768020      9712      5964    276532
03:28:13 AM 327834080 390058100   1723580      0.44   1494172  61038696   4189252      1.04  26821208  36258176       196    574820   2768020      9712      5964    276532
03:28:18 AM 327822316 390048288   1733116      0.44   1494172  61040436   4189252      1.04  26821244  36259896      1148    574872   2768508      9696      5964    276484
03:28:23 AM 327823232 390050864   1730560      0.44   1494172  61042012   4189252      1.04  26821248  36261540       212    574964   2768572      9696      5964    276500
03:28:28 AM 326809836 389042364   2729816      0.69   1494172  61046584 190949508     47.35  26823448  37315172      4120   1627316   2778140     10752     33956    277284
03:28:33 AM 326788656 389023836   2748044      0.70   1494172  61049184 190971488     47.36  26823536  37328640      1268   1637336   2778492     10704     34408    277332
03:28:38 AM 327067704 389307488   2464872      0.62   1494172  61054008 138998436     34.47  26823720  36988596      2936   1292920   2777792     10560     27748    277188
03:28:43 AM 326764820 389004404   2768312      0.70   1494172  61054148 171254916     42.47  26824316  37323012      5688   1627900   2777096     10704     33320    277236
03:28:48 AM 326774880 389017908   2755348      0.70   1494172  61057852 184441832     45.74  26824640  37300976      6484   1602160   2776296     10688     33980    277140
03:28:53 AM 326909136 389155296   2618172      0.66   1494176  61061176 162231452     40.23  26824964  37148552      7088   1446412   2775888     10608     30832    277060
03:28:58 AM 326941864 389189932   2584184      0.65   1494180  61063048 158381432     39.28  26825408  37137796      4388   1433748   2775272     10656     30028    277092
03:29:03 AM 326704464 388955056   2818888      0.71   1494184  61065720 190949392     47.35  26825868  37357160      7272   1652192   2775292     10720     34368    277172
03:29:08 AM 326922312 389177440   2596788      0.66   1494184  61070304 168758304     41.85  26826196  37182336      6124   1472976   2774960     10656     31816    277092
03:29:13 AM 326788916 389045824   2728384      0.69   1494184  61072180 176018020     43.65  26826724  37291988      6432   1580336   2774884     10704     33208    277204
03:29:18 AM 326768392 389029296   2744536      0.70   1494184  61076108 183560640     45.52  26827136  37304636      5920   1589024   2775328     10720     33276    277156
03:29:23 AM 326890980 389155320   2618408      0.66   1494184  61079792 160304512     39.75  26827396  37189240      6524   1470932   2775184     10640     30692    277156
03:29:28 AM 326841448 389107884   2665764      0.68   1494184  61082052 156458736     38.80  26827924  37231208      4484   1511228   2775100     10656     30976    277156
03:29:33 AM 326705020 388975012   2798652      0.71   1494184  61085608 190961488     47.36  26828376  37368000      7120   1644620   2775084     10736     34268    277220
03:29:38 AM 326739396 389013024   2760252      0.70   1494184  61089240 180739100     44.82  26828692  37324964      6464   1599032   2775476     10704     33408    277300
03:29:43 AM 326774036 389049888   2723620      0.69   1494188  61091372 161028212     39.93  26829096  37268396      5628   1540784   2775332     10704     31600    277220
03:29:48 AM 326719248 388998640   2775128      0.70   1494192  61094740 190971812     47.36  26829620  37382188      6296   1651980   2775240     10736     34444    277204
03:29:53 AM 326866384 389149804   2623384      0.66   1494192  61098652 166845752     41.38  26829908  37219972      6064   1485520   2775936     10688     30820    277156
03:29:58 AM 326770720 389055748   2718012      0.69   1494192  61100332 168226896     41.72  26830412  37318152      4748   1583148   2775292     10720     32356    277204
