timestamp,module,event
2024-01-31T07:25:09,topoaa,start
2024-01-31T07:25:15,topoaa,finish
2024-01-31T07:25:16,rigidbody,start
2024-01-31T11:18:26,rigidbody,finish
2024-01-31T11:18:28,caprieval,start
2024-01-31T11:41:56,caprieval,finish
2024-01-31T11:41:58,seletop,start
2024-01-31T11:41:58,seletop,finish
2024-01-31T11:41:58,caprieval,start
2024-01-31T11:43:04,caprieval,finish
2024-01-31T11:43:05,flexref,start
2024-01-31T13:08:56,flexref,finish
2024-01-31T13:08:57,caprieval,start
2024-01-31T13:10:28,caprieval,finish
2024-01-31T13:10:30,emref,start
2024-01-31T13:18:53,emref,finish
2024-01-31T13:18:53,caprieval,start
2024-01-31T13:20:02,caprieval,finish
2024-01-31T13:20:03,clustfcc,start
2024-01-31T13:20:30,clustfcc,finish
2024-01-31T13:20:31,seletopclusts,start
2024-01-31T13:21:16,seletopclusts,finish
2024-01-31T13:21:17,caprieval,start
2024-01-31T13:22:11,caprieval,finish
