Linux 5.15.0-91-generic (gl5) 	01/24/2024 	_x86_64_	(32 CPU)

11:40:10 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
11:40:15 AM 341626236 390119904   1707872      0.43   1470020  47653812   4659212      1.16  21521696  28146072      1208    572380   2400608     10592      5992    274688
11:40:20 AM 341622232 390117480   1710320      0.43   1470020  47655384   4663644      1.16  21521736  28149652       312    574268   2400592     10608      6016    274672
11:40:25 AM 341597832 390096128   1731136      0.44   1470020  47658432  15381000      3.81  21522748  28215316      1376    638036   2401128      9664      7856    273824
11:40:30 AM 341630692 390129812   1697776      0.43   1470020  47659240  12362200      3.07  21523256  28200544       340    622916   2400820      9648      7660    273760
11:40:35 AM 341646296 390146116   1681688      0.43   1470024  47659924   4187692      1.04  21523708  28152040      1308    574072   2400616      9568      5868    273744
11:40:40 AM 341643748 390145472   1682540      0.43   1470024  47661692   4187692      1.04  21523716  28154692       356    574464   2400544      9600      5944    273728
11:40:45 AM 341636964 390140508   1687456      0.43   1470024  47663436   4187692      1.04  21523744  28155552      1252    574140   2400668      9584      5864    273728
11:40:50 AM 341636056 390141256   1686708      0.43   1470024  47664988   4187824      1.04  21523752  28157164       172    574184   2400772      9584      5864    273728
11:40:55 AM 341630336 390136100   1691880      0.43   1470024  47665492   4187824      1.04  21523784  28158060       764    575192   2400816     10064      5852    273744
11:41:00 AM 341631548 390138400   1689324      0.43   1470024  47666536   4187824      1.04  21523792  28158616        24    574148   2401116      9568      5816    273712
11:41:05 AM 341634912 390143568   1684140      0.43   1470024  47668260   4192096      1.04  21523796  28162588         4    576484   2401212      9616      5980    273736
11:41:10 AM 341635812 390146248   1681952      0.43   1470024  47669928   4187824      1.04  21523824  28162044      1604    574180   2400832      9600      5832    273728
11:41:15 AM 341636176 390148636   1679488      0.43   1470028  47671848   4192228      1.04  21523868  28166100       432    576512   2401008      9584      5908    273784
11:41:20 AM 341629684 390144160   1683952      0.43   1470028  47673740   4187956      1.04  21523872  28165976      1552    574368   2401144      9600      5868    273728
11:41:25 AM 341629528 390145412   1682680      0.43   1470028  47675084   4187956      1.04  21523908  28167284       296    574388   2401228      9600      5868    273728
11:41:30 AM 341621360 390138108   1689804      0.43   1470028  47675840   4187956      1.04  21523908  28168064      1480    574412   2401516      9600      5864    273680
11:41:35 AM 341622380 390139860   1688064      0.43   1470028  47676516   4187956      1.04  21523908  28168772       312    574424   2401560      9600      5868    273696
11:41:40 AM 341616236 390134860   1693192      0.43   1470032  47677560   4188088      1.04  21523952  28169820      1260    574460   2401528      9632      5900    273712
11:41:45 AM 341614692 390135024   1692896      0.43   1470032  47679164   4191992      1.04  21523960  28173168       212    576348   2401764      9632      5988    273752
11:41:50 AM 341613360 390135916   1692220      0.43   1470032  47681196   4188088      1.04  21523992  28173860      1312    574864   2401740      9632      5924    273712
11:41:55 AM 341614948 390138288   1689960      0.43   1470032  47681936   4188088      1.04  21523992  28174272       216    574652   2401672      9616      5896    273744
11:42:00 AM 341605944 390129792   1698332      0.43   1470032  47682232   4188088      1.04  21523996  28174568      1172    574556   2402008      9632      5876    273744
11:42:05 AM 341607580 390132736   1695420      0.43   1470032  47683500   4188220      1.04  21524032  28175884       192    574676   2402016      9616      5872    273744
11:42:10 AM 341606712 390133512   1694556      0.43   1470032  47684916   4188220      1.04  21524036  28177372      1248    574824   2402332      9632      5908    273696
11:42:15 AM 341605740 390134512   1693492      0.43   1470032  47686772   4188220      1.04  21524072  28179280       200    574832   2402512      9648      5936    273728
11:42:20 AM 341599112 390129644   1698632      0.43   1470032  47688388   4188220      1.04  21524068  28180604      1228    574528   2402384      9552      5728    273744
11:42:25 AM 341485588 390017372   1810308      0.46   1470032  47689576  27543368      6.83  21524436  28313580       988    706760   2403044      9744      9356    273808
11:42:30 AM 341529784 390061964   1765784      0.45   1470032  47689820  16271376      4.04  21524580  28274460      1224    667540   2403128      9808      8280    273808
11:42:35 AM 341487012 390020044   1807816      0.46   1470032  47690672  27539760      6.83  21524960  28317784      1056    710424   2403016      9792      9416    273840
11:42:40 AM 341482540 390016600   1810956      0.46   1470032  47691540  27545040      6.83  21525104  28318656      1944    710576   2403480      9920      9196    273824
11:42:45 AM 341544376 390079348   1747944      0.44   1470032  47692436  20134312      4.99  21525156  28257404       916    648452   2403760      9776      8308    273776
11:42:50 AM 341500280 390035492   1791768      0.45   1470032  47692672  24714640      6.13  21525244  28318380      1196    709284   2403796      9792      9364    273712
11:42:55 AM 341494148 390030104   1797056      0.46   1470032  47693264  27538308      6.83  21525336  28322140      2188    712712   2404048      9824      9544    273880
11:43:00 AM 341494520 390031220   1796000      0.45   1470032  47694012  27539648      6.83  21525432  28319604      1108    709392   2403984      9744      9324    273856
11:43:05 AM 341500944 390038496   1788772      0.45   1470032  47694784  24716104      6.13  21525504  28322140      2312    711256   2404016      9824      9460    273872
11:43:10 AM 341502688 390040852   1786880      0.45   1470032  47695364  27548688      6.83  21525592  28324192      1184    712932   2403584      9856      9612    273896
11:43:15 AM 341543196 390082084   1745480      0.44   1470032  47696072  21023164      5.21  21525648  28272216      2032    660116   2403768      9776      8284    273888
11:43:20 AM 341528888 390068524   1758600      0.45   1470032  47696832  23838156      5.91  21525724  28293988      1236    680756   2404196      9792      8956    273872
11:43:25 AM 341518792 390058996   1768232      0.45   1470032  47697588  23831948      5.91  21525812  28293068      1812    679632   2403904      9840      8940    273952
11:43:30 AM 341523168 390064168   1763560      0.45   1470032  47698368  23841932      5.91  21525928  28293140       772    679132   2403420      9776      8908    273840
11:43:35 AM 341509028 390050996   1776420      0.45   1470032  47699336  27540832      6.83  21526048  28326684      1976    711760   2403732      9776      9472    273904
11:43:40 AM 341514172 390056944   1770656      0.45   1470032  47700140  24715396      6.13  21526168  28322968       744    707436   2403548      9776      8988    273888
11:43:45 AM 341586040 390129532   1697768      0.43   1470032  47700832  17320448      4.30  21526188  28245960      1372    629624   2403876      9744      8084    273856
11:43:50 AM 341511028 390054664   1772480      0.45   1470032  47700972  27533456      6.83  21526304  28326248      1032    709932   2404036      9776      9424    273920
11:43:55 AM 341502152 390046560   1780556      0.45   1470032  47701748  27534468      6.83  21526396  28325624      1708    708648   2404060      9776      9384    273968
11:44:00 AM 341529468 390074760   1752148      0.44   1470032  47702628  21019244      5.21  21526440  28298496       940    680600   2404272      9744      8844    273904
11:44:05 AM 341492168 390037748   1789432      0.45   1470032  47702928  27528984      6.83  21526528  28328192      1916    709716   2403988      9744      9384    273904
11:44:10 AM 341482936 390029388   1798240      0.46   1470032  47703796  27538004      6.83  21526644  28331252      1080    712020   2403544      9792      9480    273896
11:44:15 AM 341496988 390044564   1782580      0.45   1470032  47704964  27540604      6.83  21526744  28330356      1916    710628   2403984      9776      9416    273920
11:44:20 AM 341501496 390049864   1777376      0.45   1470032  47705676  27539672      6.83  21526832  28331044      1012    710752   2403968      9776      9420    273872
11:44:25 AM 341527220 390076360   1750604      0.44   1470032  47706440  23837300      5.91  21526884  28302636      1308    680428   2404252     10016      9388    273840
11:44:30 AM 341516804 390066652   1760504      0.45   1470036  47707140  24720200      6.13  21526976  28313868      1028    692152   2404064      9760      8756    273904
11:44:35 AM 341506184 390056584   1770892      0.45   1470044  47707676  27533876      6.83  21527104  28332196      1120    710036   2403752      9776      9436    273792
11:44:40 AM 341512492 390063672   1763916      0.45   1470052  47708444  24713936      6.13  21527208  28313820      1924    690848   2403644      9776      9032    273872
11:44:45 AM 341490120 390042144   1785620      0.45   1470052  47709248  27534480      6.83  21527316  28334440       984    710896   2403508      9776      9436    273872
11:44:50 AM 341493424 390046024   1781660      0.45   1470052  47709920  27533848      6.83  21527424  28333912      1948    709932   2403492      9760      9408    273872
11:44:55 AM 341551824 390105584   1722164      0.44   1470052  47711032  22272980      5.52  21527460  28274516       684    649232   2403476      9744      8312    273856
11:45:00 AM 341503968 390058120   1768748      0.45   1470052  47711388  27538576      6.83  21527576  28338612      2144    712768   2404392      9808      9548    273848
11:45:05 AM 341516492 390071544   1755628      0.44   1470056  47712292  23832076      5.91  21527640  28308228      1148    681828   2404080      9760      8912    273808
11:45:10 AM 341483172 390038308   1789104      0.45   1470056  47712396  24719944      6.13  21527724  28332836      1616    706516   2403820      9792      9284    273856
11:45:15 AM 341505568 390061560   1765648      0.45   1470056  47713196  21904816      5.43  21527804  28320108       712    692480   2404080      9808      9240    273896
11:45:20 AM 341479156 390035884   1791508      0.45   1470056  47713952  27529724      6.83  21527892  28339588      2020    711868   2403876      9776      9408    273872
11:45:25 AM 341515160 390072788   1754588      0.44   1470056  47714848  23831376      5.91  21527976  28308660       776    680104   2403896      9776      8868    273824
11:45:30 AM 341475636 390033460   1793300      0.45   1470056  47715048  27530912      6.83  21528064  28336344      1296    707752   2404508      9808      9356    273856
11:45:35 AM 341492988 390052096   1774668      0.45   1470056  47716296  21906368      5.43  21528120  28336176       588    706248   2404540      9744      8312    273856
11:45:40 AM 341480568 390040080   1787380      0.45   1470056  47716664  27531592      6.83  21528228  28345400      2136    715252   2403880      9776      9408    273872
11:45:45 AM 341502272 390062676   1765028      0.45   1470060  47717564  24719856      6.13  21528320  28323244       852    692372   2403624      9744      8936    273856
11:45:50 AM 341475452 390036168   1790768      0.45   1470060  47717820  27529996      6.83  21528136  28343832      2000    712496   2404448      9760      9424    273872
11:45:55 AM 341474252 390035776   1791144      0.45   1470060  47718592  27528688      6.83  21528248  28342652       928    710636   2404500      9776      9420    273840
11:46:00 AM 341464760 390027256   1799452      0.46   1470060  47719664  27539800      6.83  21528348  28344328      1704    711400   2404612      9776      9336    273936
11:46:05 AM 341542208 390105992   1720700      0.44   1470064  47720912  17320972      4.30  21528376  28266084       136    631804   2404664      9744      8008    273840
11:46:10 AM 341467368 390030884   1795604      0.45   1470064  47720848  27539956      6.83  21528484  28345872      1600    711544   2404664      9872      9436    273936
11:46:15 AM 341466588 390030800   1795524      0.45   1470064  47721552  27543692      6.83  21528596  28348468       692    713480   2404820      9808      9560    273896
11:46:20 AM 341470448 390034996   1790896      0.45   1470064  47721864  21910584      5.43  21528648  28340024       144    705068   2405276      9744      8828    273776
11:46:25 AM 341468484 390034276   1791876      0.45   1470064  47723100  27532288      6.83  21528720  28353644      2592    717548   2405024      9776      9564    273840
11:46:30 AM 341475344 390041508   1784660      0.45   1470064  47723456  27534028      6.83  21528820  28346680      1092    710468   2405024      9808      9468    273824
11:46:35 AM 341490472 390056908   1769320      0.45   1470064  47723900  24730924      6.13  21528896  28334908      1444    698304   2404792      9792      9148    273824
11:46:40 AM 341476368 390043660   1782812      0.45   1470064  47724716  27529796      6.83  21528940  28351276       384    713764   2404588      9760      9512    273856
11:46:45 AM 341478648 390046656   1780032      0.45   1470064  47725440  27540188      6.83  21529048  28349544      2072    711516   2404364      9776      9432    273936
11:46:50 AM 341481904 390050596   1775892      0.45   1470064  47726112  27545228      6.83  21529156  28349464       916    710848   2404576      9760      9348    273824
11:46:55 AM 341468344 390037968   1788224      0.45   1470064  47727032  27534012      6.83  21529224  28354664      1120    715228   2404884      9792      9608    273896
11:47:00 AM 341496836 390067096   1758908      0.45   1470068  47727668  24728964      6.13  21529292  28336084       820    695468   2405068      9776      9228    273864
11:47:05 AM 341466920 390037708   1788384      0.45   1470076  47728216  27544948      6.83  21529408  28355560      1896    715184   2404952      9792      9552    273912
11:47:10 AM 341465796 390037448   1788868      0.45   1470080  47729052  27537364      6.83  21529524  28353516      1024    712288   2404752      9776      9568    273864
11:47:15 AM 341539732 390112428   1713940      0.43   1470080  47730080  17329720      4.30  21529556  28275256      1352    633064   2404716      9760      8248    273896
11:47:20 AM 341493392 390066508   1760052      0.45   1470084  47730476  23839136      5.91  21529648  28326720       936    684196   2404544      9792      9140    273904
11:47:25 AM 341499892 390072808   1753812      0.44   1470084  47730496  19091180      4.73  21529712  28332900      1448    690436   2404264      9792      9204    273944
11:47:30 AM 341477192 390050960   1775780      0.45   1470084  47731348  27534216      6.83  21529792  28358308       744    715024   2404144      9808      9592    273928
11:47:35 AM 341483856 390058528   1767804      0.45   1470084  47732288  24717876      6.13  21529872  28337720      1668    693044   2404516      9728      8800    273976
11:47:40 AM 341463332 390038392   1787932      0.45   1470084  47732688  27531680      6.83  21529976  28357128       604    712788   2404512      9792      9564    273944
11:47:45 AM 341469456 390045096   1781056      0.45   1470084  47733280  24721900      6.13  21530052  28353312      1436    708392   2404672      9792      9296    273912
11:47:50 AM 341475584 390052240   1774212      0.45   1470084  47734284  24723792      6.13  21530124  28356124       500    710196   2404384      9760      8852    273896
11:47:55 AM 341472280 390049468   1776936      0.45   1470084  47734804  27531668      6.83  21530236  28359248      1224    712828   2404444     10096      9572    273992
11:48:00 AM 341467936 390045920   1779980      0.45   1470084  47735604  27544484      6.83  21530444  28361484      1080    714104   2404944      9824      9600    273960
11:48:05 AM 341467288 390046020   1780120      0.45   1470088  47736340  27548256      6.83  21530668  28360288       556    713032   2404712      9824      9556    273912
11:48:10 AM 341540584 390121012   1704820      0.43   1470088  47738020  17324224      4.30  21530700  28281360      1688    632212   2405036      9792      7988    273976
11:48:15 AM 341463104 390043436   1782516      0.45   1470096  47737896  27548436      6.83  21530816  28361760      1056    713096   2404936      9824      9540    273976
11:48:20 AM 341458928 390040140   1785812      0.45   1470112  47738616  27533472      6.83  21530952  28361984      1084    712628   2405080      9872      9560    273976
11:48:25 AM 341497448 390079176   1746228      0.44   1470112  47739140  21911536      5.43  21530960  28331308       704    681408   2405620      9904      9308    273952
11:48:30 AM 341482740 390065252   1760412      0.45   1470112  47739864  27542356      6.83  21531072  28363248      2248    712252   2405420      9824      9544    273880
11:48:35 AM 341526132 390108760   1717048      0.43   1470112  47739996  19089608      4.73  21531116  28323680       396    673108   2405260      9840      9032    273880
11:48:40 AM 341477712 390061208   1764620      0.45   1470112  47740764  27538168      6.83  21531188  28365544      1500    714264   2405340      9856      9560    273928
11:48:45 AM 341484472 390068728   1757568      0.45   1470112  47741484  27538264      6.83  21531300  28364736       540    712884   2404912      9872      9592    273896
11:48:50 AM 341507424 390092712   1733584      0.44   1470112  47742512  23842240      5.91  21531388  28337360      1680    684504   2404916      9872      9168    273976
11:48:55 AM 341476328 390061880   1764380      0.45   1470112  47742808  24723212      6.13  21531436  28367036       536    713908   2404920      9840      9496    273952
11:49:00 AM 341497896 390084068   1742728      0.44   1470112  47743416  23832676      5.91  21531536  28335664      1444    682072   2404396      9808      9048    273904
11:49:05 AM 341479232 390065900   1760856      0.45   1470112  47743936  24725012      6.13  21531616  28361668       396    708156   2404412      9840      9392    273904
11:49:10 AM 341469464 390056692   1770108      0.45   1470112  47744460  27540664      6.83  21531664  28367288      1308    712764   2404404      9824      9472    274000
11:49:15 AM 341472292 390060340   1766504      0.45   1470112  47745288  27542988      6.83  21531752  28370312       496    715068   2404352      9840      9528    273936
11:49:20 AM 341467696 390056296   1770372      0.45   1470116  47745864  27532796      6.83  21531796  28373220      1164    717532   2404500      9856      9592    273920
11:49:25 AM 341470912 390060088   1766816      0.45   1470116  47746400  27529820      6.83  21531896  28369164       288    712380   2404304      9840      9460    273856
11:49:30 AM 341482696 390072604   1754544      0.44   1470116  47747024  24731220      6.13  21531988  28351808      1276    695048   2404168      9888      9232    273992
11:49:35 AM 341496572 390087260   1739816      0.44   1470116  47747776  21025584      5.21  21532052  28337300       208    679816   2404268      9824      8744    273936
11:49:40 AM 341468572 390059852   1767160      0.45   1470116  47748368  27535956      6.83  21532132  28371328      1100    713512   2404332      9888      9360    274016
11:49:45 AM 341468996 390060956   1765904      0.45   1470116  47749012  27529732      6.83  21532244  28371532       152    713040   2404520      9856      9504    273984
11:49:50 AM 341498324 390091152   1735728      0.44   1470120  47749872  23834588      5.91  21532240  28343060       328    683672   2404504      9760      8908    273872
11:49:55 AM 341473344 390066436   1760780      0.45   1470124  47750084  27536052      6.83  21532368  28372400      1660    712468   2404216      9792      9484    273824
11:50:00 AM 341537156 390130920   1696096      0.43   1470124  47750768  18211284      4.52  21532404  28308076       572    647980   2404404      9776      8404    273808
11:50:05 AM 341482604 390076768   1749692      0.44   1470124  47751156  24715732      6.13  21532480  28355600      1336    695100   2404972      9760      9180    273936
11:50:10 AM 341466088 390060796   1765700      0.45   1470128  47751692  24715452      6.13  21532592  28370784       396    709952   2404940      9824      9376    273888
11:50:15 AM 341483656 390079604   1747412      0.44   1470128  47752932  23839384      5.91  21532628  28346024      1812    683924   2404420      9808      8984    273920
11:50:20 AM 341451764 390047856   1779164      0.45   1470128  47753080  27538040      6.83  21532708  28377588      1136    714972   2404412      9824      9544    273888
11:50:25 AM 341488016 390084404   1742140      0.44   1470128  47753352  21029476      5.22  21532784  28341796      1680    679456   2404912      9840      8888    273904
11:50:30 AM 341489924 390087124   1739160      0.44   1470128  47754160  23835312      5.91  21532828  28348388       744    685388   2405176      9856      9016    273936
11:50:35 AM 341454472 390052376   1773724      0.45   1470128  47754812  27545332      6.83  21532944  28378864      2000    714844   2405412      9856      9588    273976
