timestamp,module,event
2024-01-31T13:28:10,topoaa,start
2024-01-31T13:28:15,topoaa,finish
2024-01-31T13:28:16,rigidbody,start
2024-01-31T17:21:45,rigidbody,finish
2024-01-31T17:21:46,caprieval,start
2024-01-31T17:45:59,caprieval,finish
2024-01-31T17:46:01,seletop,start
2024-01-31T17:46:01,seletop,finish
2024-01-31T17:46:02,caprieval,start
2024-01-31T17:47:08,caprieval,finish
2024-01-31T17:47:09,flexref,start
2024-01-31T19:13:34,flexref,finish
2024-01-31T19:13:35,caprieval,start
2024-01-31T19:14:32,caprieval,finish
2024-01-31T19:14:33,emref,start
2024-01-31T19:21:55,emref,finish
2024-01-31T19:21:55,caprieval,start
2024-01-31T19:22:55,caprieval,finish
2024-01-31T19:22:55,clustfcc,start
2024-01-31T19:23:17,clustfcc,finish
2024-01-31T19:23:17,seletopclusts,start
2024-01-31T19:23:47,seletopclusts,finish
2024-01-31T19:23:47,caprieval,start
2024-01-31T19:24:30,caprieval,finish
