timestamp,module,event
2024-01-20 19:39:32,topoaa,start
2024-01-20 19:39:37,topoaa,finish
2024-01-20 19:39:38,rigidbody,start
2024-01-21 07:32:30,rigidbody,finish
2024-01-21 07:32:31,caprieval,start
2024-01-21 08:11:23,caprieval,finish
2024-01-21 08:11:24,seletop,start
2024-01-21 08:11:27,seletop,finish
2024-01-21 08:11:28,caprieval,start
2024-01-21 08:12:57,caprieval,finish
2024-01-21 08:12:59,flexref,start
2024-01-21 12:35:32,flexref,finish
2024-01-21 12:35:33,caprieval,start
2024-01-21 12:37:09,caprieval,finish
2024-01-21 12:37:10,emref,start
2024-01-21 12:58:44,emref,finish
2024-01-21 12:58:44,caprieval,start
2024-01-21 13:00:44,caprieval,finish
2024-01-21 13:00:44,clustfcc,start
2024-01-21 13:01:13,clustfcc,finish
2024-01-21 13:01:13,seletopclusts,start
2024-01-21 13:02:00,seletopclusts,finish
2024-01-21 13:02:00,caprieval,start
2024-01-21 13:03:33,caprieval,finish
