timestamp,module,event
2024-01-28T01:32:45,topoaa,start
2024-01-28T01:32:51,topoaa,finish
2024-01-28T01:32:52,rigidbody,start
2024-01-28T08:14:24,rigidbody,finish
2024-01-28T08:14:26,caprieval,start
2024-01-28T08:38:02,caprieval,finish
2024-01-28T08:38:04,seletop,start
2024-01-28T08:38:06,seletop,finish
2024-01-28T08:38:08,caprieval,start
2024-01-28T08:39:19,caprieval,finish
2024-01-28T08:39:20,flexref,start
2024-01-28T11:09:04,caprieval,start
2024-01-28T11:09:04,flexref,finish
2024-01-28T11:10:15,caprieval,finish
2024-01-28T11:10:16,emref,start
2024-01-28T11:22:43,emref,finish
2024-01-28T11:22:43,caprieval,start
2024-01-28T11:23:55,caprieval,finish
2024-01-28T11:23:55,clustfcc,start
2024-01-28T11:24:17,clustfcc,finish
2024-01-28T11:24:17,seletopclusts,start
2024-01-28T11:24:55,seletopclusts,finish
2024-01-28T11:24:55,caprieval,start
2024-01-28T11:25:48,caprieval,finish
