Timestamp,CPU,CPU MHz,module,event
2024-01-22 15:07:25,16,800.0,rigidbody,start
2024-01-22 15:07:25,17,800.0,rigidbody,start
2024-01-22 15:07:25,18,800.0,rigidbody,start
2024-01-22 15:07:25,19,800.0,rigidbody,start
2024-01-22 15:07:25,20,800.0,rigidbody,start
2024-01-22 15:07:25,21,2000.0,rigidbody,start
2024-01-22 15:07:25,22,2000.0,rigidbody,start
2024-01-22 15:07:25,23,800.0,rigidbody,start
2024-01-22 15:07:25,24,800.0,rigidbody,start
2024-01-22 15:07:25,25,800.0,rigidbody,start
2024-01-22 15:07:25,26,800.0,rigidbody,start
2024-01-22 15:07:25,27,800.0,rigidbody,start
2024-01-22 15:07:25,28,800.0,rigidbody,start
2024-01-22 15:07:25,29,800.0,rigidbody,start
2024-01-22 15:07:25,30,800.0,rigidbody,start
2024-01-22 15:07:25,31,800.0,rigidbody,start
2024-01-22 15:07:30,0,800.085,rigidbody,start
2024-01-22 15:07:30,1,800.0,rigidbody,start
2024-01-22 15:07:30,2,800.0,rigidbody,start
2024-01-22 15:07:30,3,800.0,rigidbody,start
2024-01-22 15:07:30,4,800.0,rigidbody,start
2024-01-22 15:07:30,5,800.0,rigidbody,start
2024-01-22 15:07:30,6,800.0,rigidbody,start
2024-01-22 15:07:30,7,2100.0,rigidbody,start
2024-01-22 15:07:30,8,800.0,rigidbody,start
2024-01-22 15:07:30,9,800.0,rigidbody,start
2024-01-22 15:07:30,10,800.0,rigidbody,start
2024-01-22 15:07:30,11,800.0,rigidbody,start
2024-01-22 15:07:30,12,800.0,rigidbody,start
2024-01-22 15:07:30,13,800.0,rigidbody,start
2024-01-22 15:07:30,14,800.0,rigidbody,start
2024-01-22 15:07:30,15,800.0,rigidbody,start
2024-01-22 15:07:30,16,800.0,rigidbody,start
2024-01-22 15:07:30,17,800.0,rigidbody,start
2024-01-22 15:07:30,18,927.645,rigidbody,start
2024-01-22 15:07:30,19,800.0,rigidbody,start
