Linux 5.15.0-91-generic (gl5) 	01/19/2024 	_x86_64_	(32 CPU)

12:38:45 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
12:38:50 PM 383438152 390395220   1564924      0.40   1217520   7304936   4655308      1.15   3919156   5148948       176    574172   1333016     10656      6092    268416
12:38:55 PM 383312192 390272972   1686680      0.43   1217524   7308576  16262148      4.03   3919760   5279888       544    702248   1333576     10496      8568    267648
12:39:00 PM 383393524 390356516   1603328      0.41   1217532   7310752   7202184      1.79   3921080   5185504       144    606632   1333412      9712      6840    267520
12:39:05 PM 383408660 390373016   1587116      0.40   1217536   7312084   4182584      1.04   3921176   5154976       408    574816   1333152      9680      6016    267520
12:39:10 PM 383407364 390373828   1586440      0.40   1217548   7314172   4182584      1.04   3921224   5157112      1384    574912   1333024      9696      6020    267536
12:39:15 PM 383406944 390375716   1584528      0.40   1217552   7316336   4182716      1.04   3921220   5159224       428    574852   1333188      9680      5988    267536
12:39:20 PM 383398820 390370388   1590036      0.40   1217564   7318952   4182716      1.04   3921276   5161968      1324    575024   1333176      9696      6020    267552
12:39:25 PM 383397936 390371840   1588372      0.40   1217572   7321172   4182848      1.04   3921296   5164092       384    574972   1333496      9728      6012    267520
12:39:30 PM 383409024 390385068   1575208      0.40   1217580   7323152   4182848      1.04   3921372   5166180      1300    575132   1333584      9728      6044    267504
12:39:35 PM 383407124 390385492   1574776      0.40   1217584   7325404   4182848      1.04   3921404   5168288       388    575024   1333660      9680      5948    267472
12:39:40 PM 383405288 390385768   1574484      0.40   1217592   7327372   4182988      1.04   3921420   5170412      1408    575200   1333812      9712      6016    267456
12:39:45 PM 383407368 390389944   1570464      0.40   1217596   7329368   4182980      1.04   3921472   5172396       388    575244   1333752      9712      6020    267408
12:39:50 PM 383404960 390389908   1570508      0.40   1217596   7331732   4182980      1.04   3921512   5174820      1404    575336   1333752      9728      6044    267408
12:39:55 PM 383405828 390393004   1567304      0.40   1217596   7333812   4183112      1.04   3921544   5176840       340    575252   1334008      9664      5924    267408
12:40:00 PM 383400620 390390072   1570640      0.40   1217604   7335984   4183112      1.04   3921544   5179156      1396    575424   1333700      9696      5976    267408
12:40:05 PM 383401088 390392904   1567796      0.40   1217608   7338232   4183112      1.04   3921592   5181540       348    575584   1333824      9712      6020    267440
12:40:10 PM 383260372 390254220   1705836      0.43   1217616   7340140  27539144      6.83   3921964   5315728      1928    708396   1334584      9840      9524    267632
12:40:15 PM 383257852 390252552   1707436      0.43   1217624   7341028  27527832      6.83   3922220   5317352       780    709724   1334608      9840      9408    267600
