timestamp,module,event
2024-01-18 02:25:07,topoaa,start
2024-01-18 02:25:12,topoaa,finish
2024-01-18 02:25:13,rigidbody,start
2024-01-18 09:06:27,rigidbody,finish
2024-01-18 09:06:28,caprieval,start
2024-01-18 09:28:08,caprieval,finish
2024-01-18 09:28:09,seletop,start
2024-01-18 09:28:12,seletop,finish
2024-01-18 09:28:13,caprieval,start
2024-01-18 09:29:20,caprieval,finish
2024-01-18 09:29:22,flexref,start
2024-01-18 12:00:11,flexref,finish
2024-01-18 12:00:12,caprieval,start
2024-01-18 12:01:14,caprieval,finish
2024-01-18 12:01:15,emref,start
2024-01-18 12:13:43,emref,finish
2024-01-18 12:13:43,caprieval,start
2024-01-18 12:14:49,caprieval,finish
2024-01-18 12:14:50,clustfcc,start
2024-01-18 12:15:10,clustfcc,finish
2024-01-18 12:15:10,seletopclusts,start
2024-01-18 12:15:35,seletopclusts,finish
2024-01-18 12:15:35,caprieval,start
2024-01-18 12:16:28,caprieval,finish
