Linux 5.15.0-87-generic (gl6) 	02/01/2024 	_x86_64_	(32 CPU)

06:14:15 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
06:17:45 AM  46708452 389356980   1483024      0.38   3999524 328584476   3119456      0.77 155946344 176789148        64    179396  14083664      8368      3912    295324
06:17:50 AM  46709704 389359596   1480400      0.37   3999524 328585768   3119456      0.77 155946344 176790504       168    179444  14083744      8368      3908    295324
06:17:55 AM  46708028 389358932   1481056      0.38   3999524 328586756   3119456      0.77 155946344 176791464        24    179484  14083776      8368      3908    295324
06:18:00 AM  46706348 389359040   1480964      0.38   3999524 328588480   3119588      0.77 155946344 176793324       180    179560  14083824      8368      3908    295324
06:18:05 AM  46707340 389361548   1478436      0.37   3999524 328589968   3119588      0.77 155946344 176794892        28    179652  14083872      8368      3912    295324
06:18:10 AM  46707428 389363228   1476764      0.37   3999524 328591488   3119588      0.77 155946344 176796460        28    179684  14083936      8368      3912    295324
06:18:15 AM  46705976 389363800   1476200      0.37   3999524 328593456   3119588      0.77 155946344 176798484        32    179772  14083984      8368      3908    295340
06:18:20 AM  46705952 389365200   1474792      0.37   3999524 328594808   3119720      0.77 155946344 176799924         8    179828  14084064      8368      3912    295340
06:18:25 AM  46704020 389364848   1475144      0.37   3999524 328596324   3119720      0.77 155946344 176801492        52    179888  14084128      8368      3908    295356
06:18:30 AM  46702656 389364788   1475288      0.37   3999524 328597592   3119720      0.77 155946344 176802824       184    179940  14084080      8368      3912    295372
06:18:35 AM  46702028 389365892   1474024      0.37   3999524 328599308   3119720      0.77 155946344 176804564        32    180040  14084256      8368      3912    295356
06:18:40 AM  46701616 389367328   1472756      0.37   3999524 328601052   3119852      0.77 155946344 176806548       176    180212  14084192      8368      3908    295356
06:18:45 AM  46701244 389368652   1471452      0.37   3999524 328602680   3119852      0.77 155946344 176808220        32    180276  14084240      8368      3908    295356
06:18:50 AM  46699768 389368644   1471440      0.37   3999524 328604088   3119852      0.77 155946344 176809716        28    180344  14084320      8368      3908    295372
06:18:55 AM  46699824 389370348   1469824      0.37   3999524 328605664   3119852      0.77 155946344 176811348         4    180408  14084304      8368      3908    295388
06:19:00 AM  46700336 389372488   1467580      0.37   3999524 328607268   3119984      0.77 155946344 176813048       144    180496  14084432      8368      3912    295356
06:19:05 AM  46701892 389375208   1464892      0.37   3999524 328608368   3119984      0.77 155946344 176814192        44    180564  14084464      8368      3912    295356
06:19:10 AM  46701356 389376176   1463940      0.37   3999524 328609860   3119984      0.77 155946344 176815652       168    180588  14084460      8368      3908    295356
06:19:15 AM  46701184 389377672   1462516      0.37   3999524 328611408   3119984      0.77 155946344 176817344        16    180656  14084508      8368      3908    295324
06:19:20 AM  46700504 389378732   1461448      0.37   3999524 328613092   3124336      0.77 155946348 176821220       236    182916  14084572      8400      4024    295364
06:19:25 AM  46700384 389380116   1460060      0.37   3999524 328614552   3124336      0.77 155946348 176822792        16    182976  14084620      8368      4024    295364
06:19:30 AM  46701188 389382584   1457520      0.37   3999524 328616164   3124336      0.77 155946348 176824456       156    183040  14084744      8352      4020    295316
06:19:35 AM  46701356 389384340   1455756      0.37   3999524 328617680   3124336      0.77 155946344 176825980        52    183020  14084824      8352      3984    295316
06:19:40 AM  46707052 389391252   1448884      0.37   3999524 328618920   3124476      0.77 155946352 176827352       180    183248  14084760      8384      4064    295300
06:19:45 AM  46708392 389393900   1446312      0.37   3999524 328620104   3124476      0.77 155946348 176828548         4    183156  14084808      8384      4024    295300
06:19:50 AM  46708012 389394872   1445324      0.37   3999524 328621424   3124476      0.77 155946348 176829892       156    183216  14084856      8416      4088    295300
06:19:55 AM  46707324 389395848   1444344      0.37   3999524 328623028   3124476      0.77 155946344 176831432         8    183136  14084920      8384      4020    295300
06:20:00 AM  46705604 389396056   1444112      0.37   3999524 328624900   3124476      0.77 155946348 176833420         4    183272  14085000      8416      4056    295348
06:20:05 AM  46707028 389398684   1441396      0.37   3999524 328626080   3124608      0.77 155946328 176834492        40    183160  14085112      8352      3956    295332
06:20:10 AM  46706644 389399624   1440404      0.36   3999524 328627376   3124608      0.77 155946332 176835944       172    183308  14085192      8400      4048    295348
06:20:15 AM  46700720 389394952   1445176      0.37   3999524 328628592   3124608      0.77 155946352 176837224        40    183408  14085128      8384      4056    295364
06:20:20 AM  46701564 389397708   1442332      0.37   3999524 328630448   3124608      0.77 155946352 176839084       180    183440  14085272      8432      4088    295348
06:20:25 AM  46701628 389399388   1440808      0.36   3999524 328631940   3124740      0.77 155946352 176840600        40    183388  14085240      8400      4056    295332
06:20:30 AM  46700212 389399940   1440216      0.36   3999524 328633852   3124740      0.77 155946352 176842596       212    183496  14085336      8432      4088    295364
06:20:35 AM  46700292 389401384   1438748      0.36   3999524 328635144   3124740      0.77 155946352 176843904        44    183476  14085432      8384      4028    295364
06:20:40 AM  46700480 389403148   1436916      0.36   3999524 328636692   3124740      0.77 155946336 176845440       192    183512  14085528      8384      4024    295348
06:20:45 AM  46711352 389415500   1424740      0.36   3999524 328638076   3124740      0.77 155946352 176846892         8    183540  14085448      8384      4024    295348
06:20:50 AM  46709932 389415932   1424248      0.36   3999524 328639876   3124872      0.77 155946352 176848700       168    183576  14085560      8384      4028    295348
06:20:55 AM  46711792 389419352   1420808      0.36   3999524 328641392   3124872      0.77 155946352 176850280         8    183608  14085624      8384      4028    295364
06:21:00 AM  46711640 389420724   1419432      0.36   3999524 328642856   3124872      0.77 155946352 176851756       180    183648  14085688      8384      4024    295332
06:21:05 AM  46711508 389422576   1417600      0.36   3999524 328644740   3125012      0.77 155946352 176853704        12    183684  14085768      8384      4024    295348
06:21:10 AM  46711372 389423484   1416688      0.36   3999524 328645756   3125012      0.77 155946352 176854700       160    183692  14085800      8384      4028    295332
06:21:15 AM  46711532 389425428   1414688      0.36   3999524 328647468   3125012      0.77 155946352 176856484         8    183732  14085928      8384      4028    295348
06:21:20 AM  46705120 389420768   1419484      0.36   3999524 328649216   3125012      0.77 155946352 176858156       244    183764  14085796      8384      4040    295332
06:21:25 AM  46704492 389421748   1418716      0.36   3999524 328650732   3120792      0.77 155946348 176857628         4    181608  14085676      8352      3912    295308
06:21:30 AM  46702372 389421628   1418828      0.36   3999524 328652644   3120924      0.77 155946348 176859612       172    181700  14085772      8352      3912    295260
06:21:35 AM  46701356 389422196   1418172      0.36   3999524 328654156   3120924      0.77 155946348 176861236         4    181792  14085932      8352      3912    295260
06:21:40 AM  46699724 389421940   1418516      0.36   3999524 328655508   3120924      0.77 155946348 176862632         4    181852  14085868      8352      3916    295292
06:21:45 AM  46705480 389429316   1411164      0.36   3999524 328657056   3121060      0.77 155946348 176864284         8    181940  14085916      8352      3908    295276
06:21:50 AM  46703772 389429180   1411160      0.36   3999524 328658608   3121316      0.77 155946348 176865912       172    182040  14086076      8352      3916    295292
06:21:55 AM  46701196 389428624   1411916      0.36   3999524 328660524   3121316      0.77 155946348 176867940        28    182132  14085980      8352      3916    295276
06:22:00 AM  46698200 389427628   1412828      0.36   3999524 328662432   3121316      0.77 155946348 176869916       164    182228  14086156      8352      3916    295276
06:22:05 AM  46695348 389426416   1414044      0.36   3999524 328664036   3121448      0.77 155946348 176871644        24    182324  14086188      8352      3912    295276
06:22:10 AM  46694396 389426988   1413464      0.36   3999524 328665504   3121448      0.77 155946348 176873176         4    182404  14086252      8352      3916    295292
06:22:15 AM  46685968 389419748   1420200      0.36   3999524 328667132   3121704      0.77 155946348 176874400        12    182496  14086316      8352      3924    295292
06:22:20 AM  46684104 389419748   1420676      0.36   3999524 328668456   3121704      0.77 155946340 176876252       168    182564  14086380      8352      3912    295276
06:22:25 AM  46681904 389419028   1421356      0.36   3999524 328669944   3121704      0.77 155946340 176877808         8    182648  14086412      8352      3916    295276
06:22:30 AM  46680764 389419628   1420824      0.36   3999524 328671552   3121836      0.77 155946348 176879544       160    182736  14086476      8352      3912    295308
06:22:35 AM  46678092 389418820   1421824      0.36   3999524 328673352   3122092      0.77 155946348 176881428        20    182832  14086348      8352      3916    295308
06:22:40 AM  46677136 389419336   1421344      0.36   3999524 328674756   3122092      0.77 155946348 176882940         0    182912  14086380      8352      3912    295324
06:22:45 AM  46674924 389419064   1421704      0.36   3999524 328676640   3122236      0.77 155946348 176884896        12    183008  14086348      8352      3916    295324
06:22:50 AM  46672444 389418100   1422536      0.36   3999524 328678128   3122236      0.77 155946348 176886416       152    183080  14086508      8352      3920    295324
06:22:55 AM  46670732 389417932   1422744      0.36   3999524 328679568   3122236      0.77 155946348 176887996        28    183164  14086572      8352      3916    295340
06:23:00 AM  46668728 389417520   1423164      0.36   3999524 328681088   3122492      0.77 155946348 176889592       160    183244  14086636      8352      3912    295324
06:23:05 AM  46666756 389417092   1423620      0.36   3999524 328682604   3122492      0.77 155946348 176891200        16    183336  14086636      8352      3916    295324
06:23:10 AM  46664836 389416844   1423872      0.36   3999524 328684208   3122624      0.77 155946348 176892868       160    183400  14086700      8352      3908    295292
06:23:15 AM  46664672 389418204   1422432      0.36   3999524 328685668   3122624      0.77 155946348 176894380        12    183436  14086844      8352      3912    295292
06:23:20 AM  46662952 389417956   1422792      0.36   3999524 328687076   3122624      0.77 155946348 176895856       180    183524  14086796      8352      3916    295276
06:23:25 AM  46662276 389418532   1422180      0.36   3999524 328688296   3126844      0.78 155946348 176899292        28    185784  14086864      8384      4028    295332
06:23:30 AM  46657208 389415136   1425496      0.36   3999524 328689952   3123012      0.77 155946348 176898860       244    183676  14086960      8352      3920    295324
06:23:35 AM  46656012 389415712   1425040      0.36   3999524 328691668   3123012      0.77 155946348 176900652        16    183784  14086896      8352      3916    295324
06:23:40 AM  46654884 389416220   1424508      0.36   3999524 328693216   3123012      0.77 155946348 176902468       164    183976  14087008      8352      3916    295308
06:23:45 AM  46653168 389415888   1424824      0.36   3999524 328694536   3123152      0.77 155946348 176903872         8    184076  14087088      8352      3916    295324
06:23:50 AM  46652240 389416652   1424060      0.36   3999524 328696164   3123152      0.77 155946348 176905572         8    184148  14087152      8352      3916    295308
06:23:55 AM  46650764 389416972   1423700      0.36   3999524 328697904   3123408      0.77 155946348 176907388         0    184240  14087248      8352      3916    295324
06:24:00 AM  46649120 389416924   1423784      0.36   3999524 328699432   3123408      0.77 155946348 176909012       156    184324  14087280      8352      3920    295340
06:24:05 AM  46654812 389424112   1416532      0.36   3999524 328700896   3123408      0.77 155946348 176910576        12    184412  14087376      8352      3924    295324
06:24:10 AM  46653128 389423764   1416880      0.36   3999524 328702168   3123540      0.77 155946348 176911896       160    184472  14087440      8352      3916    295324
06:24:15 AM  46652180 389424228   1416352      0.36   3999524 328703516   3123540      0.77 155946348 176913332        16    184544  14087568      8352      3920    295340
06:24:20 AM  46649500 389423136   1417580      0.36   3999524 328705032   3123796      0.77 155946348 176914960        32    184640  14087504      8352      3920    295340
06:24:25 AM  46649336 389424404   1416208      0.36   3999524 328706440   3123796      0.77 155946348 176916448        16    184736  14087632      8352      3920    295356
06:24:30 AM  46647788 389424504   1416224      0.36   3999524 328708020   3123796      0.77 155946348 176918124       120    184820  14087584      8352      3916    295324
06:24:35 AM  46654320 389432716   1408004      0.36   3999524 328709644   3123928      0.77 155946348 176919780        16    184912  14087648      8352      3916    295340
06:24:40 AM  46653904 389433528   1407184      0.36   3999524 328710832   3123928      0.77 155946348 176921092       156    184976  14087696      8368      3916    295308
06:24:45 AM  46652496 389433476   1407236      0.36   3999524 328712124   3124184      0.77 155946348 176922448         8    185048  14087760      8352      3916    295308
06:24:50 AM  46651044 389433436   1407336      0.36   3999524 328713508   3124320      0.77 155946348 176923892       160    185108  14087728      8352      3920    295340
06:24:55 AM  46663100 389447384   1393304      0.35   3999524 328715308   3124320      0.77 155946348 176925760         8    185200  14087904      8352      3916    295340
06:25:00 AM  46660104 389446656   1394072      0.35   3999524 328717472   3124320      0.77 155946348 176928064         4    185308  14087968      8352      3916    295356
06:25:05 AM  46660060 389447924   1392828      0.35   3999528 328718756   3124320      0.77 155946368 176929352       208    185368  14087968      8352      3920    295324
06:25:10 AM  46649616 389438876   1402012      0.36   3999528 328720080   3124576      0.77 155946368 176930792        32    185444  14087904      8352      3916    295324
06:25:15 AM  46648964 389439208   1401564      0.35   3999528 328721036   3124708      0.77 155946368 176931776        12    185500  14088048      8352      3920    295340
06:25:20 AM  46646016 389437816   1403004      0.36   3999528 328722528   3124708      0.77 155946368 176933408       180    185616  14088064      8352      3920    295324
06:25:25 AM  46645608 389438700   1402036      0.36   3999528 328723792   3124708      0.77 155946368 176934712        56    185684  14088176      8352      3924    295324
06:25:30 AM  46643716 389438964   1401864      0.36   3999528 328725872   3128928      0.78 155946372 176939140        80    188000  14088160      8384      4040    295348
06:25:35 AM  46641840 389438892   1401924      0.36   3999528 328727592   3129316      0.78 155946372 176940952        32    188132  14088256      8384      4044    295332
06:25:40 AM  46648368 389446724   1394052      0.35   3999528 328728856   3129316      0.78 155946372 176942312        24    188200  14088336      8384      4040    295332
06:25:45 AM  46647496 389446720   1394060      0.35   3999528 328729704   3129316      0.78 155946372 176943192        32    188264  14088352      8384      4040    295332
06:25:50 AM  46646592 389447008   1393808      0.35   3999528 328730860   3129316      0.78 155946372 176944448       164    188336  14088352      8384      4040    295316
06:25:55 AM  46645188 389447640   1393196      0.35   3999528 328732796   3129572      0.78 155946372 176946500        32    188468  14088432      8384      4040    295316
06:26:00 AM  46643816 389448064   1392772      0.35   3999528 328734528   3129704      0.78 155946372 176948360       156    188572  14088496      8384      4044    295332
06:26:05 AM  46643064 389448776   1392008      0.35   3999528 328735964   3129704      0.78 155946372 176949856        40    188676  14088576      8384      4044    295348
06:26:10 AM  46642116 389449280   1391544      0.35   3999528 328737344   3129704      0.78 155946372 176951312         0    188744  14088608      8384      4044    295364
06:26:15 AM  46634228 389442388   1398412      0.35   3999528 328738332   3129960      0.78 155946372 176952332        16    188788  14088640      8384      4040    295380
06:26:20 AM  46631784 389441328   1399448      0.35   3999528 328739660   3130100      0.78 155946372 176953752       172    188872  14088720      8384      4044    295380
06:26:25 AM  46630676 389441832   1398944      0.35   3999528 328741176   3130100      0.78 155946372 176955432        12    189016  14088816      8384      4040    295364
06:26:30 AM  46628776 389441536   1399284      0.35   3999528 328742752   3130100      0.78 155946372 176957104       180    189104  14088800      8384      4044    295380
06:26:35 AM  46626628 389440916   1399892      0.35   3999528 328744212   3130356      0.78 155946372 176958660        28    189208  14088880      8400      4048    295380
06:26:40 AM  46624092 389441076   1399864      0.35   3999528 328746832   3132496      0.78 155947108 176961848        20    190540  14088824      8432      4160    295364
06:26:45 AM  46624056 389442156   1398772      0.35   3999528 328747896   3132628      0.78 155947116 176963008        20    190612  14088888      8432      4160    295380
06:26:50 AM  46618176 389437684   1403208      0.36   3999528 328749276   3132628      0.78 155947116 176964476       148    190704  14088952      8416      4160    295380
06:26:55 AM  46618008 389439020   1401876      0.36   3999528 328750712   3132884      0.78 155947116 176966008         8    190796  14089016      8416      4160    295380
06:27:00 AM  46617096 389439324   1401552      0.35   3999528 328751868   3132884      0.78 155947116 176967248       156    190876  14089096      8416      4160    295364
06:27:05 AM  46615404 389439580   1401328      0.35   3999528 328753752   3133016      0.78 155947116 176969256         8    191008  14089128      8416      4160    295364
06:27:10 AM  46543272 389370544   1470752      0.37   3999632 328756696   3392436      0.84 155948908 177029084       304    250236  14088788      8496      4900    295412
06:27:15 AM  46446260 389326520   1514832      0.38   4001180 328807748   3649148      0.90 155996232 177075924     48816    291156  14089120      8528      5316    295508
06:27:20 AM  46374116 389304740   1536488      0.39   4001560 328857520   3816716      0.95 156049116 177081676     97528    299108  14089456      8528      5540    295444
06:27:25 AM  46555536 389391188   1450112      0.37   4001604 328762544   3131132      0.78 156001940 176924120     50288    189844  14089344      8384      4012    295268
06:27:30 AM  46554360 389391228   1449992      0.37   4001604 328763736   3127044      0.78 156001940 176923232     43552    187764  14089448      8368      3924    295228
06:27:35 AM  46552008 389391112   1450160      0.37   4001604 328765872   3131204      0.78 156001936 176926972       404    189356  14089496      8368      3944    295252
06:27:40 AM  46551428 389391944   1449316      0.37   4001604 328767224   3127452      0.78 156001936 176927308       484    188336  14089568      8368      3960    295228
06:27:45 AM  46555028 389396948   1444468      0.37   4001604 328768608   3127452      0.78 156001920 176928488       508    188100  14089432      8352      3896    295196
06:27:50 AM  46552224 389395888   1445476      0.37   4001604 328770292   3127708      0.78 156001920 176930204       196    188156  14089544      8336      3896    295164
06:27:55 AM  46547468 389392648   1448736      0.37   4001604 328771756   3127708      0.78 156001932 176931736        52    188184  14089576      8352      3888    295180
06:28:00 AM  46545760 389392604   1448836      0.37   4001604 328773332   3127708      0.78 156001936 176933496       188    188408  14089608      8384      3960    295212
06:28:05 AM  46544596 389392744   1448700      0.37   4001604 328774600   3127708      0.78 156001936 176934824        36    188476  14089640      8368      3928    295212
06:28:10 AM  46543128 389392772   1448668      0.37   4001604 328776036   3127964      0.78 156001936 176936340       152    188532  14089704      8320      3860    295212
06:28:15 AM  46541912 389392612   1448824      0.37   4001604 328777048   3128096      0.78 156001940 176937496         8    188636  14089752      8384      3964    295212
06:28:20 AM  46540336 389392388   1448952      0.37   4001604 328778400   3128096      0.78 156001888 176938852         0    188692  14089848      8352      3920    295196
06:28:25 AM  46538916 389392804   1448592      0.37   4001604 328780116   3128948      0.78 156001932 176940736        48    188864  14089912      8352      3896    295196
06:28:30 AM  46537452 389393140   1448472      0.37   4001604 328781860   3128352      0.78 156001936 176942552       168    188952  14089752      8368      3924    295196
06:28:35 AM  46536256 389393572   1447780      0.37   4001604 328783412   3128484      0.78 156001936 176944244        52    189056  14090088      8368      3924    295196
06:28:40 AM  46535060 389393892   1447536      0.37   4001604 328784900   3128484      0.78 156001936 176945816       164    189300  14090040      8368      3928    295228
06:28:45 AM  46534132 389394296   1447132      0.37   4001604 328786168   3128484      0.78 156001936 176947324        24    189384  14090104      8368      3928    295244
06:28:50 AM  46532660 389394036   1447296      0.37   4001604 328787380   3128740      0.78 156001912 176948580       156    189464  14090200      8368      3928    295260
06:28:55 AM  46530976 389394252   1447164      0.37   4001604 328789180   3128740      0.78 156001936 176950544        56    189588  14090216      8368      3924    295276
06:29:00 AM  46531148 389396260   1445104      0.37   4001604 328790972   3128872      0.78 156001936 176952416       172    189744  14090312      8368      3928    295308
06:29:05 AM  46528992 389395628   1445804      0.37   4001604 328792412   3128872      0.78 156001936 176954060        32    189872  14090328      8384      3928    295324
06:29:10 AM  46527796 389396064   1445360      0.37   4001604 328793988   3129128      0.78 156001936 176955712       176    189984  14090392      8384      3932    295308
06:29:15 AM  46527124 389396816   1444616      0.37   4001604 328795340   3129128      0.78 156001936 176957192        16    190076  14090456      8384      3932    295308
06:29:20 AM  46526656 389397472   1443952      0.37   4001604 328796440   3129260      0.78 156001936 176958328         8    190144  14090488      8384      3932    295308
06:29:25 AM  46525076 389397760   1443672      0.37   4001604 328798268   3129516      0.78 156001936 176960248         4    190232  14090520      8384      3928    295308
06:29:30 AM  46524264 389398372   1442984      0.37   4001604 328799672   3129516      0.78 156001936 176961672       180    190292  14090616      8384      3932    295308
06:29:35 AM  46522088 389397468   1443904      0.37   4001604 328800880   3129516      0.78 156001936 176962940        48    190352  14090664      8384      3936    295308
06:29:40 AM  46520388 389397428   1444024      0.37   4001604 328802428   3129660      0.78 156001936 176964656       168    190480  14090696      8384      3932    295324
06:29:45 AM  46518184 389396852   1444608      0.37   4001604 328804032   3133820      0.78 156001940 176968144        16    192444  14090712      8416      4052    295332
06:29:50 AM  46518452 389398272   1443160      0.37   4001604 328805212   3129916      0.78 156001936 176967616         0    190644  14090712      8336      3932    295308
06:29:55 AM  46518896 389400196   1441240      0.37   4001604 328806624   3129916      0.78 156001936 176969104         0    190740  14090776      8336      3932    295324
06:30:00 AM  46518388 389401512   1439932      0.36   4001604 328808424   3129916      0.78 156001936 176971028       164    190856  14090792      8336      3928    295292
06:30:05 AM  46519504 389404132   1437260      0.36   4001604 328809916   3130304      0.78 156001936 176972572        44    190960  14090856      8336      3932    295308
06:30:10 AM  46517552 389403828   1437560      0.36   4001604 328811440   3130304      0.78 156001936 176974256       172    191052  14090984      8336      3932    295292
06:30:15 AM  45816320 388556020   2276436      0.58   4000692 328665864 164941132     40.90 155977860 177874716      3540   1214372  14099828      9376     31520    296044
06:30:20 AM  45752656 388455328   2377416      0.60   4000692 328628800 192523188     47.74 155978236 177935240       448   1312548  14099576      9376     33312    296044
06:30:25 AM  45697360 388379792   2453012      0.62   4000692 328608560 192591456     47.76 155953120 177947776       964   1320056  14099516      9376     33300    296028
06:30:30 AM  45678812 388361788   2471012      0.63   4000692 328609108 192584676     47.76 155953228 177939472      1500   1311408  14099516      9376     33276    296028
06:30:35 AM  45679508 388346624   2469796      0.63   4000692 328609628 192895412     47.84 155953244 177946376       420   1317768  14099516      9376     33364    296028
06:30:40 AM  45671140 388339328   2477024      0.63   4000692 328610680 192486876     47.73 155953332 177946428      1024   1316924  14099604      9392     33292    296012
06:30:45 AM  45685156 388356688   2459572      0.62   4000692 328614084 183260656     45.45 155953496 177897516      3576   1264844  14099636      9376     32284    296028
06:30:50 AM  45644128 388317652   2499140      0.63   4000692 328616048 189773308     47.06 155953784 177953988      5972   1319432  14099132      9408     33236    295980
06:30:55 AM  45614196 388290776   2526300      0.64   4000692 328619092 188490356     46.74 155954048 177939000      7724   1300608  14098860      9392     32668    295948
06:31:00 AM  45560480 388237688   2579228      0.65   4000692 328619728 192806400     47.81 155954140 177978264      9040   1340620  14099012      9408     33360    295980
06:31:05 AM  45561668 388239444   2577480      0.65   4000692 328620288 192497172     47.74 155954140 177980704      9628   1342152  14099012      9408     33372    296012
06:31:10 AM  45591724 388271084   2545980      0.64   4000692 328621896 189474808     46.99 155954284 177971828      9336   1332152  14098848      9392     32808    296012
06:31:15 AM  45648748 388330232   2487076      0.63   4000692 328624000 176044932     43.66 155954388 177896036      8464   1254060  14098624      9376     31860    296028
