Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

02:12:47 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
03:38:47 PM  47552672 388160516   2641612      0.67   4006840 326644292 189606680     47.02 150355004 181616532      8836   1348328  14013724      9392     33228    302112
03:38:52 PM  47568140 388177872   2624076      0.66   4006840 326646204 188932624     46.85 150355104 181602220      9248   1332688  14013880      9408     33392    302112
03:38:57 PM  47531172 388142728   2659448      0.67   4006840 326648008 189414380     46.97 150355208 181633664      9492   1361920  14013672      9392     33948    302080
03:39:02 PM  47565788 388179028   2623160      0.66   4006840 326649600 186593048     46.27 150355364 181634152      9320   1361560  14013752      9408     33232    302064
03:39:07 PM  47546624 388160772   2641572      0.67   4006840 326650556 193036652     47.87 150355512 181637636      8332   1364260  14013548      9408     33852    302096
03:39:12 PM  47548596 388165404   2637388      0.67   4006840 326653160 186319612     46.20 150355612 181587920      8260   1311468  14013156      9392     32064    302096
03:39:17 PM  47539532 388158276   2644776      0.67   4006840 326655080 189128444     46.90 150355808 181605800      8828   1327264  14012912      9424     33044    302080
03:39:22 PM  47581852 388181036   2621580      0.66   4006840 326635444 179097360     44.41 150355984 181543932      8200   1286460  14013424      9376     32364    302064
03:39:27 PM  47518288 388118336   2683988      0.68   4006840 326636308 192226528     47.67 150356132 181627296      9176   1368196  14013716      9424     34008    302072
03:39:32 PM  47510748 388111560   2690500      0.68   4006840 326637072 192834216     47.82 150356160 181630548      9468   1370736  14013980      9424     34040    302064
03:39:37 PM  47557216 388160056   2641704      0.67   4006840 326639080 186383540     46.22 150356284 181590824      8940   1329212  14014300      9392     33548    302096
03:39:42 PM  47543740 388148132   2653524      0.67   4006840 326640556 189913900     47.10 150356480 181603116      8408   1340652  14014480      9392     33708    302080
03:39:47 PM  47532736 388139912   2661312      0.67   4006840 326643352 189435528     46.98 150356632 181601288      8500   1335752  14014900      9392     33912    302064
03:39:52 PM  47534804 388143756   2656696      0.67   4006840 326645056 186119420     46.16 150356788 181604044      7756   1337344  14015744      9392     33004    302032
03:39:57 PM  47495976 388106108   2694276      0.68   4006840 326646216 192940908     47.85 150356968 181638364      8472   1371328  14015832      9408     33904    302080
03:40:02 PM  47499512 388110576   2690132      0.68   4006840 326647036 192322872     47.69 150357024 181635428      8764   1366612  14015620      9392     33340    302096
03:40:07 PM  47484464 388097212   2703376      0.68   4006840 326648720 192848192     47.82 150357092 181653352      9124   1383220  14015740      9392     33948    302096
03:40:12 PM  47572652 388187540   2613228      0.66   4006840 326650744 189915912     47.10 150357248 181618312      8348   1345536  14015676      9392     33884    302096
03:40:17 PM  47563124 388179268   2621664      0.66   4006840 326652012 189405740     46.97 150357388 181634672      8124   1361748  14015500      9360     33364    302048
03:40:22 PM  47575196 388194132   2606724      0.66   4006840 326654748 189617540     47.02 150357628 181625772      8216   1350164  14015632      9424     34172    302088
03:40:27 PM  47547792 388167928   2632896      0.67   4006840 326655972 192626548     47.77 150357756 181640596      8360   1364196  14015640      9440     34044    302096
03:40:32 PM  47569400 388191524   2609904      0.66   4006840 326657932 188730008     46.80 150357892 181619916      9156   1340048  14015064      9408     33976    302112
03:40:37 PM  47569976 388194080   2607700      0.66   4006840 326659872 192845896     47.82 150358004 181657580     10084   1377432  14014752      9408     33992    302144
03:40:42 PM  47559780 388185088   2617184      0.66   4006840 326661084 186014136     46.13 150358096 181611680      8896   1330156  14014252      9392     33384    302144
03:40:47 PM  47497844 388123756   2678776      0.68   4006840 326661596 192296164     47.69 150358200 181658680      8660   1376872  14014084      9408     33804    302112
03:40:52 PM  47512592 388140500   2661956      0.67   4006840 326663564 191917124     47.59 150358320 181652544      7128   1369464  14014188      9392     33308    302096
03:40:57 PM  47537776 388167896   2634660      0.67   4006840 326665784 186686196     46.30 150358556 181605048      7788   1319360  14014080      9376     33004    302160
03:41:02 PM  47528000 388159916   2642932      0.67   4006840 326667568 189339184     46.95 150358700 181640240      8408   1352932  14013800      9408     33380    302128
03:41:07 PM  47525348 388159184   2643740      0.67   4006840 326669456 192526280     47.74 150358824 181655376      8052   1365752  14013756      9392     33676    302096
03:41:12 PM  47555880 388190704   2611824      0.66   4006840 326670444 192219196     47.67 150358956 181655588      8500   1366032  14014152      9408     33872    302096
03:41:17 PM  47625200 388261948   2540352      0.64   4006840 326672420 183097188     45.41 150359044 181609428      8988   1317000  14014328      9408     32752    302096
03:41:22 PM  47601064 388240352   2561692      0.65   4006840 326674876 182007312     45.14 150359212 181579340      8084   1285164  14014668      9424     32276    302064
03:41:27 PM  47497096 388138820   2663756      0.67   4006840 326677332 188629328     46.78 150359496 181632668      8796   1336408  14014116      9424     33304    302096
03:41:32 PM  47462028 388104672   2697900      0.68   4006840 326678232 189714680     47.05 150359584 181653948      8768   1356840  14014140      9424     33924    302128
03:41:37 PM  47505780 388149964   2652308      0.67   4006840 326679772 188831896     46.83 150359704 181634968      9056   1336448  14014440      9424     33380    302096
03:41:42 PM  47478484 388124028   2678452      0.68   4006840 326681132 192427760     47.72 150359824 181671896      9420   1372264  14014232      9424     33868    302064
03:41:47 PM  47497992 388145632   2656844      0.67   4006840 326683240 186899392     46.35 150359844 181648292      8976   1325304  14014224      9424     33092    302064
03:41:52 PM  47526992 388175836   2627060      0.67   4006840 326684536 185816364     46.08 150360032 181624356      8344   1321064  14013712      9424     33052    302176
03:41:57 PM  47491856 388142280   2660648      0.67   4006840 326686156 192120636     47.64 150360264 181673080      8388   1369872  14013640      9424     33896    302160
03:42:02 PM  47487252 388139736   2663056      0.67   4006840 326688208 189337220     46.95 150360412 181671280      8076   1364568  14013784      9408     33216    302144
03:42:07 PM  47469012 388123380   2679168      0.68   4006840 326690084 192427252     47.72 150360580 181678604      9212   1370140  14014036      9424     33980    302112
03:42:12 PM  47569680 388227024   2575500      0.65   4006840 326693040 178627212     44.30 150360672 181569944      8216   1259016  14014080      9408     32444    302080
03:42:17 PM  47555700 388214200   2588392      0.66   4006840 326694204 182318088     45.21 150360832 181611400      8492   1299464  14014004      9424     33396    302112
03:42:22 PM  47538688 388198680   2603916      0.66   4006840 326695720 183273604     45.45 150361000 181629132      9280   1315436  14013976      9440     33004    302128
03:42:27 PM  47486212 388148616   2654036      0.67   4006840 326698068 192422444     47.72 150361144 181687980     10624   1372704  14013984      9424     33952    302096
03:42:32 PM  47529892 388192856   2609644      0.66   4006840 326698616 188836724     46.83 150361236 181661316      9160   1345432  14014148      9424     33968    302096
03:42:37 PM  47483112 388146804   2655452      0.67   4006840 326699344 192128816     47.65 150361316 181698300      9524   1381704  14014392      9424     33920    302016
03:42:42 PM  47533312 388198840   2603356      0.66   4006840 326701124 192320192     47.69 150361504 181677100      8108   1359136  14014508      9392     32920    302000
03:42:47 PM  47660012 388330252   2472176      0.63   4006840 326705832 175401452     43.50 150361664 181565160      7480   1242472  14014280      9408     32156    301920
03:42:52 PM  47544064 388213760   2588948      0.66   4006840 326705252 190125068     47.15 150361852 181670048      9184   1347752  14014036      9424     33444    301952
03:42:57 PM  47515104 388186796   2615240      0.66   4006840 326707724 188284196     46.69 150361968 181661804      8920   1338136  14014232      9424     33176    301952
03:43:02 PM  47532228 388204728   2597712      0.66   4006840 326708024 183779652     45.57 150362056 181640140      8120   1315948  14014336      9392     32964    301952
03:43:07 PM  47508176 388182500   2619912      0.66   4006840 326709808 189199724     46.92 150362240 181687512      8668   1361524  14014404      9440     33552    301984
03:43:12 PM  47513964 388190088   2612216      0.66   4006840 326711552 190329992     47.20 150362336 181680496      8456   1352068  14014568      9424     33236    302000
03:43:17 PM  47497264 388174380   2628064      0.67   4006840 326712580 192940084     47.85 150362444 181700600      8120   1371052  14014392      9424     33780    302032
03:43:22 PM  47525836 388204840   2597092      0.66   4006840 326714432 188111696     46.65 150362556 181666000      7936   1335140  14014940      9424     33688    302048
03:43:27 PM  47499824 388180412   2621240      0.66   4006840 326715984 189820852     47.07 150362720 181702696      7808   1370484  14015252      9424     33812    302096
03:43:32 PM  47548944 388232224   2570116      0.65   4006840 326718600 186219976     46.18 150362896 181667292      8124   1333140  14014640      9408     33280    302080
03:43:37 PM  47519856 388205320   2596824      0.66   4006840 326720604 188970836     46.86 150363100 181674576      8320   1337580  14015016      9424     33368    302048
03:43:42 PM  47458476 388144672   2657360      0.67   4006840 326721304 192116816     47.64 150363164 181707588      9008   1370352  14015160      9424     33888    302080
03:43:47 PM  47488704 388177148   2624616      0.66   4006840 326723528 186221544     46.18 150363256 181658012      9388   1319924  14015452      9424     33560    302080
03:43:52 PM  47496076 388185424   2616864      0.66   4006840 326724360 189614668     47.02 150363400 181690656      7764   1349852  14015000      9408     33176    302080
03:43:57 PM  47467248 388158720   2643348      0.67   4006840 326726324 192216488     47.67 150363576 181702144      7700   1361536  14015380      9424     33448    302080
03:44:02 PM  47462716 388155772   2646404      0.67   4006840 326727924 192425408     47.72 150363712 181709612      7760   1366520  14015256      9424     33808    302064
03:44:07 PM  47433304 388128560   2674604      0.68   4006840 326730108 189502744     46.99 150363876 181703616      7816   1358844  14014284      9392     33040    302032
03:44:12 PM  47451932 388148684   2654200      0.67   4006840 326731604 192534628     47.75 150364028 181717120      8704   1371156  14014564      9424     33844    302064
03:44:17 PM  47506880 388206208   2596884      0.66   4006840 326734188 185133204     45.91 150364112 181650524      8292   1302208  14014348      9424     32692    302064
03:44:22 PM  47446628 388147136   2655844      0.67   4006840 326735304 189813660     47.07 150364288 181712460      8088   1363528  14014524      9408     33300    302048
03:44:27 PM  47411052 388112512   2690572      0.68   4006840 326736216 192435888     47.72 150364380 181725972      7972   1375692  14014460      9440     33428    302048
03:44:32 PM  47441300 388144224   2658780      0.67   4006840 326737680 192735624     47.80 150364492 181727852      8668   1376332  14014540      9424     33784    302048
03:44:37 PM  47458604 388164108   2639096      0.67   4006840 326740268 192932832     47.84 150364688 181717820      8260   1363572  14014332      9408     33828    302080
03:44:42 PM  47470752 388177712   2625420      0.66   4006840 326741664 192322384     47.69 150364832 181728068      8224   1372932  14014464      9424     33892    302112
03:44:47 PM  47470756 388180200   2622872      0.66   4006840 326744240 189042232     46.88 150365008 181696524      8856   1338928  14014432      9424     33924    302096
03:44:52 PM  47437236 388147792   2655216      0.67   4006840 326745284 190017760     47.12 150365100 181719900      8484   1342428  14014564      9424     33904    302112
03:44:57 PM  47458316 388171408   2631360      0.67   4006840 326747816 189447824     46.98 150365244 181701276      8072   1340184  14014808      9424     33976    302080
03:45:02 PM  47438828 388152820   2649816      0.67   4006840 326748808 189610708     47.02 150365372 181706268      9056   1344768  14014848      9408     32764    302032
03:45:07 PM  47439348 388154952   2648140      0.67   4006840 326750372 189820984     47.07 150365500 181736492      8568   1373248  14014440      9424     33440    302080
03:45:12 PM  47425868 388142600   2660276      0.67   4006840 326751488 192189468     47.66 150365616 181740120      8420   1375808  14014668      9424     33604    302080
03:45:17 PM  47445712 388165024   2637064      0.67   4006840 326754140 188834668     46.83 150365804 181704928      8588   1338180  14015384      9424     33428    302048
03:45:22 PM  47442708 388163916   2637780      0.67   4006840 326756228 188017428     46.63 150365904 181715660      8760   1346792  14015584      9392     33572    302048
03:45:27 PM  47452856 388174576   2626948      0.67   4006840 326756712 189304776     46.95 150366080 181731976      8320   1362388  14015784      9424     33100    302064
03:45:32 PM  47531260 388256236   2545208      0.64   4006840 326759956 184822816     45.83 150366252 181676100      8048   1303468  14015876      9408     32808    302000
03:45:37 PM  47487000 388212148   2589584      0.66   4006840 326760128 186695208     46.30 150366388 181720924      7856   1348720  14015588      9392     32932    302048
03:45:42 PM  47486536 388213816   2588100      0.66   4006840 326762196 188531460     46.75 150366516 181716544      8700   1342444  14015468      9456     33552    302040
03:45:47 PM  47432788 388161312   2640536      0.67   4006840 326763408 189102032     46.89 150366548 181748368      9300   1373076  14015568      9424     33488    302032
03:45:52 PM  47389968 388120632   2681572      0.68   4006840 326765520 193047824     47.87 150366760 181753320      9040   1375600  14015240      9424     33924    301968
03:45:57 PM  47413840 388146104   2656636      0.67   4006840 326767056 189881920     47.09 150366904 181725324      8072   1346800  14014768      9408     33060    301952
03:46:02 PM  47400444 388134348   2668944      0.68   4006840 326768600 192524232     47.74 150367072 181746152      8384   1366200  14014312      9424     33720    301968
03:46:07 PM  47455032 388191248   2612072      0.66   4006840 326770908 189816980     47.07 150367236 181732784      8796   1349740  14014288      9408     33372    302000
03:46:12 PM  47421924 388159188   2644316      0.67   4006840 326771956 190330140     47.20 150367320 181753980      8392   1370816  14014104      9408     33312    302016
03:46:17 PM  47494280 388234684   2568800      0.65   4006840 326775064 181946480     45.12 150367400 181658592      8388   1271952  14014156      9408     32372    302032
03:46:22 PM  47463792 388205196   2597872      0.66   4006840 326775936 182442080     45.24 150367556 181680672      8116   1293320  14014700      9424     32224    302048
03:46:27 PM  47452540 388194480   2608512      0.66   4006840 326776440 186182436     46.17 150367712 181736104      8780   1347816  14014808      9424     33500    302016
03:46:32 PM  47454240 388198868   2603772      0.66   4006840 326779140 188220272     46.68 150367808 181735344      9456   1344576  14015148      9408     33252    302032
03:46:37 PM  47400112 388146072   2656704      0.67   4006840 326780524 189616228     47.02 150368012 181762648      8832   1371648  14014960      9408     33652    301984
03:46:42 PM  47406528 388153872   2648732      0.67   4006840 326781912 193109700     47.89 150368188 181758700      8116   1366708  14015128      9424     33788    302048
03:46:47 PM  47480888 388231176   2571364      0.65   4006840 326784820 185035848     45.89 150368252 181709180      9300   1314192  14015228      9424     32952    301984
03:46:52 PM  47448140 388198564   2604316      0.66   4006840 326784968 189408992     46.97 150368404 181747020      8564   1352612  14014876      9408     33992    301968
03:46:57 PM  47447548 388199484   2603328      0.66   4006840 326786480 189508992     47.00 150368464 181746108      8976   1349936  14014944      9392     33444    302016
03:47:02 PM  47430960 388183980   2618916      0.66   4006840 326787520 192941516     47.85 150368592 181770524      8520   1373232  14014904      9392     33548    302016
03:47:07 PM  47427872 388182336   2620808      0.66   4006840 326788980 186803908     46.32 150368676 181770336      7856   1371676  14014640      9376     33340    302000
03:47:12 PM  47440980 388197596   2605532      0.66   4006840 326791064 192941976     47.85 150368928 181772252      7908   1371692  14014724      9408     33940    302048
03:47:17 PM  47426808 388184996   2618044      0.66   4006840 326792596 190021132     47.12 150369012 181759204      8192   1357248  14014852      9408     33316    302064
03:47:22 PM  47437740 388197216   2605164      0.66   4006840 326793888 192105304     47.64 150369220 181758864      7296   1355880  14015508      9408     33232    302096
03:47:27 PM  47458908 388199520   2602884      0.66   4006840 326775024 188634100     46.78 150369340 181729880      9564   1344904  14015484      9408     33532    302096
03:47:32 PM  47424276 388165152   2636780      0.67   4006840 326775292 192633508     47.77 150369424 181756864      8196   1372644  14015952      9424     33488    302080
03:47:37 PM  47437056 388178968   2623016      0.66   4006840 326776324 192534680     47.75 150369476 181759040      8860   1373776  14015904      9424     33880    302064
03:47:42 PM  47420164 388163920   2638628      0.67   4006840 326778208 189618612     47.02 150369584 181744936      7228   1357260  14015300      9424     33992    302048
03:47:47 PM  47450064 388195800   2607144      0.66   4006840 326780180 183674232     45.55 150369712 181736540      7668   1347176  14014912      9424     32904    302080
03:47:52 PM  47475884 388226892   2576400      0.65   4006840 326785420 180622992     44.79 150370004 181667292      8160   1273500  14014596      9392     32312    302000
03:47:57 PM  47399508 388128260   2675948      0.68   4006840 326763068 188899808     46.84 150370212 181707736      8528   1336556  14013776      9408     33488    302000
03:48:02 PM  47408360 388138308   2665848      0.68   4006840 326764240 192436596     47.72 150370340 181749700      8736   1376940  14013852      9424     33936    302032
03:48:07 PM  47385812 388116312   2687840      0.68   4006840 326764796 192531196     47.75 150370344 181749420      9396   1376508  14013852      9424     33900    302032
03:48:12 PM  47390712 388122536   2681444      0.68   4006840 326766020 192839952     47.82 150370428 181749312      9120   1375200  14014124      9424     33868    302048
03:48:17 PM  47495016 388230488   2573604      0.65   4006840 326769708 178206492     44.19 150370596 181621448      7696   1243856  14013972      9392     31420    302016
03:48:22 PM  47377096 388113776   2690216      0.68   4006840 326770848 188418688     46.73 150370828 181712712      7128   1333680  14014140      9424     33660    302016
03:48:27 PM  47401692 388139448   2664876      0.67   4006840 326771888 189615032     47.02 150370932 181734436      7372   1355048  14013844      9408     33340    302048
03:48:32 PM  47420224 388160112   2643464      0.67   4006840 326773992 189715740     47.05 150371124 181743952      8132   1362328  14014620      9424     33144    302080
03:48:37 PM  47400808 388141612   2662004      0.67   4006840 326774920 192833624     47.82 150371204 181754852      8892   1372916  14014568      9424     33868    302096
03:48:42 PM  47391072 388133404   2670464      0.68   4006840 326776444 192427888     47.72 150371264 181757980      9112   1373980  14014320      9424     33952    302096
03:48:47 PM  47450428 388195032   2608816      0.66   4006840 326778680 186120320     46.16 150371360 181722848      8224   1336616  14014376      9392     32924    302128
03:48:52 PM  47465972 388213296   2590588      0.66   4006840 326781444 182585688     45.28 150371608 181705972      6624   1317560  14014296      9408     32944    302080
03:48:57 PM  47401868 388150864   2652740      0.67   4006840 326783032 192841040     47.82 150371904 181762092      8736   1372796  14014660      9424     33996    302128
03:49:02 PM  47377292 388127524   2675952      0.68   4006840 326784268 192909420     47.84 150372008 181763708      8824   1373016  14014788      9424     33928    302080
03:49:07 PM  47389380 388140908   2662580      0.67   4006840 326785604 189668316     47.04 150372596 181744496      8632   1353660  14014736      9424     33416    301896
03:49:12 PM  47382532 388135148   2668304      0.68   4006840 326786648 192479268     47.73 150372936 181757680      9600   1365856  14014816      9376     33708    301880
03:49:17 PM  47419252 388173684   2629596      0.67   4006840 326788464 189941172     47.10 150372972 181745872      1616   1351424  14014988      9392     33872    301928
03:49:22 PM  47405028 388160332   2643128      0.67   4006840 326789320 192790556     47.81 150373116 181763760      2624   1368116  14014824      9392     33724    301976
03:49:27 PM  47389544 388147140   2656396      0.67   4006840 326791532 183533984     45.51 150373300 181727652      4144   1330484  14014828      9376     32436    302008
03:49:32 PM  47370704 388109776   2694752      0.68   4006840 326772792 192275652     47.68 150346580 181764444      7208   1358944  14014052      9408     33660    302024
03:49:37 PM  47389864 388129764   2674724      0.68   4006840 326773556 192580428     47.76 150346676 181768568      7768   1362884  14014156      9392     33388    301992
03:49:42 PM  47414324 388156080   2648400      0.67   4006840 326775336 192479920     47.73 150346788 181767832      8752   1360352  14014240      9392     33708    301976
03:49:47 PM  47413556 388156420   2648056      0.67   4006840 326776396 186552972     46.26 150346880 181772176      9308   1363288  14014292      9360     32696    301992
03:49:52 PM  47439492 388183712   2620884      0.66   4006840 326777720 192795408     47.81 150346972 181781776      9620   1372692  14014204      9392     33780    301992
03:49:57 PM  47420772 388165888   2638772      0.67   4006840 326778596 189463536     46.98 150346992 181773360       700   1363460  14014160      9392     33204    302024
03:50:02 PM  47412328 388160872   2643412      0.67   4006840 326781892 189664660     47.03 150347272 181756416      4444   1343336  14014668      9424     33936    301976
03:50:07 PM  47435864 388186952   2617640      0.66   4006840 326784408 188472860     46.74 150347492 181745300      6052   1329040  14014388      9408     33160    301976
03:50:12 PM  47411932 388164260   2640064      0.67   4006840 326785732 189080624     46.89 150347652 181738208      6860   1321792  14014572      9408     32848    301944
03:50:17 PM  47418432 388171276   2633224      0.67   4006840 326786244 192475636     47.73 150347716 181778076      7768   1360976  14014400      9408     33564    301960
03:50:22 PM  47424240 388178136   2626264      0.67   4006840 326787312 191142200     47.40 150347780 181750796      8648   1333476  14014484      9408     33300    301960
03:50:27 PM  47361956 388118204   2685784      0.68   4006840 326789648 192481404     47.73 150347892 181787976      9688   1367584  14014912      9408     33768    301912
03:50:32 PM  47381660 388139200   2664672      0.67   4006840 326791072 187819476     46.58 150348064 181736116      8808   1314672  14014896      9392     33328    301960
03:50:37 PM  47402564 388161716   2642492      0.67   4006840 326792744 189871680     47.09 150348224 181769852      8488   1346820  14014500      9408     33296    301880
03:50:42 PM  47422180 388182952   2621288      0.66   4006840 326794404 185654724     46.04 150348272 181733540      7212   1308456  14014428      9408     33032    301864
03:50:47 PM  47413960 388176068   2627984      0.67   4006840 326795720 179825380     44.59 150348448 181733448      7824   1307780  14014636      9376     32124    301784
03:50:52 PM  47368852 388132436   2670936      0.68   4006840 326797176 192075824     47.63 150348644 181790584      8540   1363552  14015336      9440     33716    301856
03:50:57 PM  47365004 388130020   2673352      0.68   4006840 326798588 192475828     47.73 150348724 181785856      8744   1357128  14015356      9424     33432    301888
03:51:02 PM  47381668 388118796   2685384      0.68   4006524 326771012 189671668     47.04 150348908 181766760      7708   1366504  14014552      9408     33380    301912
03:51:07 PM  47415140 388153916   2649988      0.67   4006524 326772628 192690352     47.78 150349032 181768208      7512   1366236  14014860      9408     33264    301880
03:51:12 PM  47458016 388198992   2604416      0.66   4006524 326774840 189195180     46.92 150349180 181738720      8228   1334052  14015344      9392     33428    301896
03:51:17 PM  47433228 388175984   2627276      0.67   4006524 326776608 188166328     46.66 150349312 181734732      8472   1329272  14015504      9376     33500    301896
03:51:22 PM  47447564 388192324   2611292      0.66   4006524 326778616 185761848     46.07 150349432 181720744      7808   1313136  14015144      9456     32780    301896
03:51:27 PM  47404732 388150212   2653348      0.67   4006524 326779312 189563560     47.01 150349568 181750188      8768   1342480  14015224      9456     33400    301960
03:51:32 PM  47426340 388174768   2628316      0.67   4006524 326782216 182068520     45.15 150349664 181706464      7660   1296436  14015744      9392     32492    301864
03:51:37 PM  47379684 388129096   2674284      0.68   4006524 326783168 188949160     46.86 150349836 181751228      8660   1339696  14015480      9376     32704    301848
03:51:42 PM  47412552 388163208   2640184      0.67   4006524 326784428 192679968     47.78 150349988 181769884      7728   1357296  14015452      9408     33332    301832
03:51:47 PM  47420712 388173556   2630412      0.67   4006524 326786616 187159864     46.41 150350164 181758324      7780   1343732  14014876      9408     32968    301864
03:51:52 PM  47416288 388170432   2633612      0.67   4006524 326787900 186548112     46.26 150350248 181765260      8648   1349108  14014816      9392     33260    301880
03:51:57 PM  47394784 388150652   2653380      0.67   4006524 326789628 192377216     47.71 150350416 181777228      8560   1359852  14014824      9408     33612    301848
03:52:02 PM  47425440 388183444   2620880      0.66   4006524 326791768 188786192     46.82 150350568 181755476      9216   1336108  14014528      9408     33220    301848
03:52:07 PM  47456324 388215452   2589552      0.66   4006524 326792852 192071180     47.63 150350708 181782312      8772   1361996  14013888      9376     33340    301880
03:52:12 PM  47416996 388178568   2626604      0.67   4006524 326795268 188477052     46.74 150350832 181760924      7844   1337636  14013748      9408     33724    301864
03:52:17 PM  47501008 388264868   2540068      0.64   4006524 326797556 178939336     44.37 150351008 181678036      7856   1252876  14013984      9376     31908    301864
03:52:22 PM  47422396 388165932   2639012      0.67   4006396 326777308 189968736     47.11 150351184 181759548      8788   1355504  14014028      9392     33220    301880
03:52:27 PM  47447020 388170288   2635516      0.67   4006268 326757212 186718840     46.30 150351280 181719816      8796   1334988  14013124      9392     33112    301944
03:52:32 PM  47486576 388214068   2591800      0.66   4006268 326761412 181081384     44.91 150351396 181659816      8688   1271988  14013084      9392     32136    301912
03:52:37 PM  47424276 388150764   2654520      0.67   4006268 326760368 192282064     47.68 150351608 181752052      9320   1365372  14013708      9408     33668    301976
03:52:42 PM  47439316 388167304   2637900      0.67   4006268 326761884 192688936     47.78 150351716 181756348      9336   1368224  14013772      9392     33768    301928
03:52:47 PM  47450644 388180356   2624624      0.66   4006268 326763560 191974308     47.61 150351816 181757564      9812   1367856  14014044      9392     34008    301912
03:52:52 PM  47499540 388232252   2573240      0.65   4006268 326766568 182166152     45.17 150351984 181674548      8076   1282196  14013524      9376     32252    301912
03:52:57 PM  47467788 388200580   2605232      0.66   4006268 326766672 189263936     46.93 150352096 181746144      9108   1353864  14013180      9392     33344    301912
03:53:02 PM  47429420 388164036   2641968      0.67   4006268 326768464 188887408     46.84 150352184 181731124      9352   1336756  14013020      9392     33784    301912
03:53:07 PM  47450204 388187012   2619612      0.66   4006268 326770708 186172548     46.17 150352400 181722288      8256   1325580  14012348      9376     32436    301912
03:53:12 PM  47384480 388122908   2683800      0.68   4006268 326772296 192277880     47.68 150352540 181765992      8636   1368404  14012296      9376     33544    301896
03:53:17 PM  47461404 388202100   2604356      0.66   4006268 326774544 185081728     45.90 150352704 181696704      8604   1296044  14012568      9376     32688    301880
03:53:22 PM  47436168 388177472   2628696      0.67   4006268 326775248 190077500     47.14 150352788 181749680      8440   1348648  14012760      9392     33240    301864
03:53:27 PM  47407464 388149784   2656156      0.67   4006268 326776264 192895124     47.84 150352868 181769408      8408   1368264  14012988      9376     33204    301864
03:53:32 PM  47407288 388151428   2654548      0.67   4006268 326778084 189766408     47.06 150352996 181763164      8964   1360248  14012952      9392     32928    301880
03:53:37 PM  47451008 388196124   2609780      0.66   4006268 326779060 185965216     46.12 150353076 181713232      9788   1309308  14013024      9408     32812    301880
03:53:42 PM  47388548 388136408   2668688      0.68   4006268 326781784 189668576     47.04 150353276 181770280      8420   1363972  14013852      9376     33244    301864
03:53:47 PM  47387356 388136584   2668260      0.68   4006268 326783140 192285464     47.68 150353456 181780040      9156   1372420  14014116      9392     33772    301912
03:53:52 PM  47369580 388120420   2684372      0.68   4006268 326784760 186855320     46.34 150353632 181769424      7660   1361000  14014160      9360     33520    301912
03:53:57 PM  47354424 388106464   2698268      0.68   4006268 326785952 189971344     47.11 150353720 181747804      8656   1337688  14014228      9392     33280    301928
03:54:02 PM  47384536 388139024   2665804      0.68   4006268 326788404 186541936     46.26 150353840 181771596      9104   1359608  14014128      9376     33172    301896
03:54:07 PM  47413740 388168744   2636260      0.67   4006268 326788952 189566900     47.01 150353968 181772392      8980   1358600  14013920      9392     33916    301912
03:54:12 PM  47405452 388161504   2643760      0.67   4006268 326789996 192172572     47.66 150354016 181781404      8752   1367364  14013664      9392     33724    301880
03:54:17 PM  47426440 388183916   2621348      0.66   4006268 326791420 189153952     46.91 150354088 181761968      7180   1346416  14013664      9392     33356    301880
03:54:22 PM  47434740 388194712   2610636      0.66   4006268 326793996 192282236     47.68 150354348 181787432      7744   1369412  14013500      9344     33676    301896
03:54:27 PM  47481964 388244740   2560628      0.65   4006268 326796784 179251592     44.45 150354556 181694060      7876   1273240  14013496      9312     31996    301880
03:54:32 PM  47409872 388173832   2631748      0.67   4006268 326797972 185560604     46.02 150354688 181750248      8472   1328708  14013280      9344     33332    301880
03:54:37 PM  47378320 388143372   2662204      0.67   4006268 326799092 192481128     47.73 150354812 181789728      8824   1366632  14013256      9376     33712    301880
03:54:42 PM  47430336 388196016   2609920      0.66   4006268 326799724 186443584     46.24 150354856 181756512       360   1333832  14012892      9344     33076    301896
03:54:47 PM  47365620 388133512   2672348      0.68   4006268 326801936 191967304     47.61 150355044 181790804      2456   1366104  14012968      9360     33492    301896
03:54:52 PM  47368100 388138312   2667228      0.68   4006268 326804236 188681520     46.79 150355188 181761852      4424   1334964  14013308      9344     33208    301864
03:54:57 PM  47382892 388155568   2649912      0.67   4006268 326806720 185866372     46.09 150355348 181763676      5540   1334448  14013348      9344     32748    301848
03:55:02 PM  47358352 388132616   2672628      0.68   4006268 326808304 192694392     47.79 150355488 181803748      8216   1373088  14013588      9360     33820    301864
03:55:07 PM  47415052 388191324   2613460      0.66   4006268 326810424 182950640     45.37 150355672 181758012      8084   1325256  14013936      9392     33036    301896
03:55:12 PM  47405008 388182656   2622600      0.66   4006268 326811792 185865864     46.09 150355812 181765832      8760   1332108  14013472      9328     33236    301864
03:55:17 PM  47416452 388194836   2610472      0.66   4006268 326812536 188478816     46.74 150355896 181765212      9196   1329800  14013412      9344     33308    301864
03:55:22 PM  47445656 388225976   2579528      0.65   4006268 326814428 186435564     46.23 150356032 181751712      8172   1315516  14013260      9328     32528    301864
