Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

02:12:47 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
06:00:52 PM  47894156 387997576   2813780      0.71   4004676 326123324 191194332     47.41 151807900 179984852       324   1692760  14023204      9344     45352    299768
06:00:57 PM  47872960 387976704   2834648      0.72   4004676 326123652 191302444     47.44 151807916 180020568       396   1728288  14023204      9344     45520    299768
06:01:02 PM  47898628 388002648   2808592      0.71   4004676 326123924 191408844     47.47 151807972 179987980       352   1695416  14023320      9344     45536    299768
06:01:07 PM  47862620 387966920   2844280      0.72   4004676 326124204 191600772     47.51 151808032 180015588       376   1723468  14023360      9344     45584    299792
06:01:12 PM  47872636 387977080   2834116      0.72   4004676 326124352 191506640     47.49 151808028 179985312       344   1692416  14023360      9344     45556    299784
06:01:17 PM  47860004 387964584   2846608      0.72   4004676 326124484 191312596     47.44 151808032 179991436       448   1698356  14023368      9376     45676    299792
06:01:22 PM  47857960 387962704   2848488      0.72   4004676 326124648 191112352     47.39 151808028 179995576       296   1702456  14023368      9344     45640    299784
06:01:27 PM  47837400 387942560   2868712      0.73   4004676 326125068 191278108     47.43 151808088 180026188       760   1732164  14023284      9376     45740    299832
06:01:32 PM  47866840 387972156   2839160      0.72   4004676 326125220 191531864     47.50 151808088 179998012       300   1704428  14023244      9376     45820    299872
06:01:37 PM  47843448 387949184   2862292      0.72   4004676 326125640 191232772     47.42 151808092 180004000       552   1709948  14023084      9376     45676    299856
06:01:42 PM  47845044 387951108   2860204      0.72   4004676 326125968 191216356     47.42 151808256 179990908       580   1696540  14023248      9408     45740    299848
06:01:47 PM  47854612 387961688   2849584      0.72   4004676 326126980 187896644     46.60 151808312 179946008      1320   1650104  14023288      9344     45648    299832
06:01:52 PM  47791908 387898568   2912704      0.74   4004676 326126564 191506216     47.49 151808364 179983752       184   1689044  14023288      9344     45560    299832
06:01:57 PM  47789860 387897124   2914132      0.74   4004676 326127168 190829060     47.32 151808424 179971988       408   1676668  14023304      9376     45588    299784
06:02:02 PM  47782292 387889664   2921216      0.74   4004676 326127276 191281628     47.44 151808536 179972444      1036   1677040  14023680      9392     45640    299808
06:02:07 PM  47769344 387876872   2934004      0.74   4004676 326127436 191180140     47.41 151808536 179975164       368   1679800  14023680      9360     45544    299752
06:02:12 PM  47758684 387866808   2944052      0.75   4004676 326128112 190772516     47.31 151808756 179955552       372   1659580  14023616      9360     45372    299768
06:02:17 PM  47719008 387827680   2982960      0.76   4004676 326128640 191309916     47.44 151808924 180001012       228   1704728  14023856      9360     45432    299800
06:02:22 PM  47763840 387872668   2937972      0.74   4004676 326128796 191441740     47.47 151808928 179951684       216   1654932  14023856      9392     45656    299856
06:02:27 PM  47756364 387865312   2945392      0.75   4004676 326128916 191135284     47.40 151808924 179954232        60   1658100  14023792      9360     45424    299800
06:02:32 PM  47760172 387869236   2941552      0.74   4004676 326129032 191243196     47.43 151808928 179957320       148   1660640  14023708      9392     45588    299840
06:02:37 PM  47767116 387876324   2934432      0.74   4004676 326129176 191245692     47.43 151808932 179959052        40   1662188  14023740      9392     45544    299872
06:02:42 PM  47771964 387881680   2929208      0.74   4004676 326129696 191113308     47.39 151809092 179940400      1308   1643256  14023596      9376     45356    299856
06:02:47 PM  47811468 387921872   2888844      0.73   4004676 326130376 187191164     46.42 151809156 179898840       208   1601520  14023776      9376     44864    299864
06:02:52 PM  47795064 387905488   2905236      0.74   4004676 326130396 191190412     47.41 151809308 179926336       492   1628676  14023768      9360     45132    299864
06:02:57 PM  47773180 387883916   2926832      0.74   4004676 326130676 190698656     47.29 151809316 179939636       512   1641640  14023776      9360     45264    299864
06:03:02 PM  47748628 387859644   2951096      0.75   4004676 326130956 190901184     47.34 151809372 179940584        16   1642288  14023784      9360     45264    299832
06:03:07 PM  47781896 387893144   2917412      0.74   4004676 326131220 190280688     47.19 151809432 179941420       768   1643104  14023936      9392     45532    299856
06:03:12 PM  47853112 387965352   2845292      0.72   4004676 326132208 187267628     46.44 151809488 179891692       932   1592396  14023852      9344     44840    299864
06:03:17 PM  47807916 387919652   2890952      0.73   4004676 326131704 191599180     47.51 151809536 179930572       500   1631808  14023892      9360     45360    299848
06:03:22 PM  47801084 387912952   2897560      0.73   4004676 326131836 190993124     47.36 151809544 179939128       228   1640220  14023984      9392     45516    299848
06:03:27 PM  47784968 387896960   2913680      0.74   4004676 326131960 191197876     47.41 151809540 179973884       472   1674456  14023856      9360     45460    299848
06:03:32 PM  47820264 387932364   2878276      0.73   4004676 326132068 191418312     47.47 151809540 179946336       232   1647268  14023856      9360     45396    299800
06:03:37 PM  47817860 387930084   2880700      0.73   4004676 326132192 190299700     47.19 151809548 179954496       524   1655220  14023712      9424     45596    299872
06:03:42 PM  47825928 387938280   2872504      0.73   4004676 326132320 191438760     47.47 151809540 179959192       392   1659820  14023712      9360     45428    299848
06:03:47 PM  47826252 387938748   2872036      0.73   4004676 326132464 191446956     47.48 151809544 179963316       380   1663812  14023712      9392     45520    299888
06:03:52 PM  47823600 387936228   2874548      0.73   4004676 326132596 191443564     47.48 151809540 179962584       224   1662884  14023720      9376     45432    299864
06:03:57 PM  47823260 387936012   2874760      0.73   4004676 326132724 191444388     47.48 151809540 179962980       228   1663172  14023720      9360     45348    299864
06:04:02 PM  47839648 387952540   2858236      0.72   4004676 326132860 191447448     47.48 151809540 179967160       228   1667196  14023720      9360     45468    299864
06:04:07 PM  47840152 387953192   2857584      0.72   4004676 326133008 191045172     47.38 151809540 179971088       224   1671032  14023720      9344     45400    299784
06:04:12 PM  47822064 387935256   2875512      0.73   4004676 326133160 191457280     47.48 151809540 180007468       272   1707228  14023728      9344     45452    299768
06:04:17 PM  47850392 387963744   2846984      0.72   4004676 326133320 191901556     47.59 151809544 179989252       456   1688940  14023768      9376     45744    299808
06:04:22 PM  47819344 387932848   2878024      0.73   4004676 326133472 191583820     47.51 151809548 180019784       428   1719304  14023624      9360     45560    299824
06:04:27 PM  47853408 387967064   2843808      0.72   4004676 326133624 191289884     47.44 151809540 179991072       464   1690420  14023624      9344     45516    299768
06:04:32 PM  47863552 387977464   2833396      0.72   4004676 326133884 191696952     47.54 151809596 179988448       496   1687036  14023632      9376     45624    299808
06:04:37 PM  47778028 387892364   2918484      0.74   4004676 326134308 191142476     47.40 151809652 180069880       692   1768628  14023644      9344     45480    299800
06:04:42 PM  47846140 387960620   2850232      0.72   4004676 326134448 191697692     47.54 151809652 179987880       192   1686412  14023644      9328     45460    299784
06:04:47 PM  47821820 387936444   2874360      0.73   4004676 326134592 191503980     47.49 151809656 179995196       444   1693576  14023692      9392     45648    299768
06:04:52 PM  47830116 387944988   2865808      0.73   4004676 326134840 191398688     47.46 151809712 179991600       448   1689896  14023700      9344     45544    299792
06:04:57 PM  47812596 387927628   2883128      0.73   4004676 326135000 191184076     47.41 151809712 180024420       176   1722604  14023740      9376     45616    299808
06:05:02 PM  47868476 387983772   2826932      0.72   4004676 326135268 191398388     47.46 151809768 179992196       620   1690200  14023788      9360     45520    299824
06:05:07 PM  47871776 387987228   2823480      0.72   4004676 326135420 191197100     47.41 151809780 179994464       172   1692200  14023788      9392     45668    299824
06:05:12 PM  47846952 387962544   2848156      0.72   4004676 326135560 191620392     47.52 151809776 180002484       380   1700216  14023796      9360     45624    299832
06:05:17 PM  47887420 388003580   2806748      0.71   4004676 326136132 184332268     45.71 151809828 179923312       912   1620528  14024164      9360     45016    299832
06:05:22 PM  47818488 387934788   2875700      0.73   4004676 326136268 191490176     47.49 151809936 179985312       172   1682340  14024008      9376     45564    299848
06:05:27 PM  47793976 387911248   2899404      0.73   4004676 326137240 188776896     46.81 151810008 179982712       852   1679124  14023844      9408     45720    299856
06:05:32 PM  47801952 387918808   2891716      0.73   4004676 326136828 191287688     47.44 151810056 179986096       352   1682700  14023968      9392     45592    299840
06:05:37 PM  47797440 387914588   2895940      0.73   4004676 326137116 191384676     47.46 151810108 179984108       356   1680508  14023968      9360     45520    299848
06:05:42 PM  47755220 387872504   2938016      0.74   4004676 326137260 191582464     47.51 151810108 180016628       136   1712956  14023968      9344     45484    299832
06:05:47 PM  47798892 387916328   2894200      0.73   4004676 326137404 191293952     47.44 151810108 179992684       388   1688792  14023968      9360     45604    299816
06:05:52 PM  47890016 388008564   2802076      0.71   4004676 326138516 184175672     45.67 151810112 179917780       248   1612464  14023856      9392     44572    299872
06:05:57 PM  47840196 387958324   2852676      0.72   4004676 326138096 191378552     47.46 151810276 179979208      1116   1674392  14023496      9360     45516    299856
06:06:02 PM  47784080 387902732   2908248      0.74   4004676 326138624 191477180     47.48 151810284 180016424       672   1711536  14023512      9392     45660    299840
06:06:07 PM  47803616 387922176   2888940      0.73   4004676 326138536 191177572     47.41 151810332 179983256       320   1678036  14023372      9360     45560    299800
06:06:12 PM  47805108 387923964   2886952      0.73   4004676 326138824 190866148     47.33 151810392 179982036       200   1677136  14023580      9392     45636    299792
06:06:17 PM  47790708 387909696   2901304      0.73   4004676 326138960 191167004     47.41 151810388 180003008       176   1697892  14023492      9360     45492    299736
06:06:22 PM  47803508 387922792   2888300      0.73   4004676 326139252 191356064     47.45 151810500 179971020       164   1665608  14023404      9392     45420    299760
06:06:27 PM  47820988 387940612   2870376      0.73   4004676 326139624 191348088     47.45 151810552 179965920       300   1660840  14023476      9360     45424    299720
06:06:32 PM  47790696 387910640   2900172      0.73   4004676 326139944 190843880     47.33 151810612 179968372         8   1662388  14023652      9360     45396    299752
06:06:37 PM  47790728 387910964   2899272      0.73   4004676 326140252 190913716     47.34 151810720 179951780        12   1645632  14024212      9376     45240    299768
06:06:42 PM  47764248 387884732   2925568      0.74   4004676 326140484 190515556     47.25 151810724 179996800        16   1690440  14024164      9392     45488    299792
06:06:47 PM  47783088 387903856   2906200      0.74   4004676 326140768 190523440     47.25 151810784 179966904       240   1660328  14024408      9408     45616    299808
06:06:52 PM  47819580 387940608   2869268      0.73   4004676 326141028 191109220     47.39 151810888 179949408       664   1642616  14024588      9360     45220    299784
06:06:57 PM  47779412 387900680   2909092      0.74   4004676 326141272 191210100     47.42 151810936 179983944       536   1677292  14024688      9344     45192    299768
06:07:02 PM  47776048 387897600   2911952      0.74   4004676 326141552 190916628     47.34 151811004 179955744       372   1648732  14024912      9392     45552    299816
06:07:07 PM  47845816 387967812   2841736      0.72   4004676 326142000 188181736     46.67 151811004 179918600       336   1611136  14024912      9328     44832    299800
06:07:12 PM  47782272 387904320   2905200      0.74   4004676 326142048 191112524     47.39 151811064 179987792       328   1680256  14024944      9376     45488    299784
06:07:17 PM  47829664 387951968   2857544      0.72   4004676 326142304 191221412     47.42 151811112 179955592       496   1647896  14024952      9344     45324    299792
06:07:22 PM  47826740 387949180   2860312      0.72   4004676 326142444 191320092     47.44 151811116 179990712       236   1682744  14024968      9344     45440    299784
06:07:27 PM  47865296 387987984   2821480      0.71   4004676 326142688 191329140     47.45 151811168 179959032       660   1650928  14025000      9344     45400    299784
06:07:32 PM  47865488 387988696   2820752      0.71   4004676 326143208 190921196     47.35 151811176 179963120       604   1654504  14025016      9344     45424    299768
06:07:37 PM  47837000 387960256   2849156      0.72   4004676 326143224 191249168     47.43 151811284 179953516       716   1644936  14025084      9360     45348    299752
06:07:42 PM  47840468 387963852   2845528      0.72   4004676 326143352 191015332     47.37 151811284 179958620       224   1649984  14025116      9360     45408    299784
06:07:47 PM  47848928 387972464   2836916      0.72   4004676 326143504 191737912     47.55 151811284 179962808       368   1654076  14025116      9360     45440    299752
06:07:52 PM  47853092 387976772   2832608      0.72   4004676 326143648 190813584     47.32 151811284 179965148       228   1656128  14025116      9360     45432    299752
06:07:57 PM  47827064 387950864   2858488      0.72   4004676 326143772 191031164     47.37 151811288 179970336       312   1661388  14025140      9392     45556    299792
06:08:02 PM  47782696 387906792   2902412      0.74   4004676 326144064 191421016     47.47 151811340 180029340       224   1719920  14025292      9360     45444    299768
06:08:07 PM  47835640 387959872   2849312      0.72   4004676 326144200 191047304     47.38 151811348 179977528       204   1667984  14025312      9424     45640    299816
06:08:12 PM  47821132 387945632   2863472      0.73   4004676 326144468 191253400     47.43 151811348 179979932       612   1670296  14025392      9424     45804    299776
06:08:17 PM  47826940 387951588   2857496      0.72   4004676 326144616 191151456     47.40 151811352 179981124       620   1671424  14025412      9424     45776    299816
06:08:22 PM  47818508 387943300   2865816      0.73   4004676 326144760 190948564     47.35 151811344 180017684       368   1707776  14025380      9392     45588    299872
06:08:27 PM  47844808 387969944   2839148      0.72   4004676 326145080 191103544     47.39 151811400 179989168       804   1679020  14025428      9392     45600    299808
06:08:32 PM  47833536 387959100   2849876      0.72   4004676 326145468 191463276     47.48 151811512 179977900       508   1667340  14025584      9392     45600    299792
06:08:37 PM  47739608 387865444   2943436      0.75   4004676 326145740 191335616     47.45 151811568 180036568       440   1725776  14025680      9392     45476    299808
06:08:42 PM  47786164 387912124   2896752      0.73   4004676 326145868 190950832     47.35 151811564 179983132       264   1672200  14025680      9360     45552    299832
06:08:47 PM  47787952 387914048   2894828      0.73   4004676 326146004 190951292     47.35 151811564 179985336       384   1673792  14025680      9360     45540    299880
06:08:52 PM  47762768 387888988   2919892      0.74   4004676 326146124 191154764     47.40 151811564 180017548       132   1706412  14025680      9360     45596    299864
06:08:57 PM  47782120 387908476   2900404      0.73   4004676 326146260 191271060     47.43 151811564 179989292       132   1677984  14025680      9360     45504    299848
06:09:02 PM  47783232 387909704   2899176      0.73   4004676 326146376 191170488     47.41 151811564 179991140       148   1679676  14025680      9360     45520    299864
06:09:07 PM  47789236 387915836   2893044      0.73   4004676 326146504 191248936     47.43 151811576 179994572       360   1682988  14025680      9408     45664    299896
06:09:12 PM  47806980 387933848   2874880      0.73   4004676 326146772 191170436     47.41 151811628 179988728       476   1676948  14025832      9392     45540    299856
06:09:17 PM  47794636 387921652   2887228      0.73   4004676 326146920 191579296     47.51 151811628 180024580       348   1712236  14025680      9392     45628    299840
06:09:22 PM  47812548 387942144   2865756      0.73   4004736 326149948 190336984     47.20 151813680 179995288       712   1683064  14026152      9440     45852    300104
06:09:27 PM  47734320 387866108   2942964      0.75   4004740 326151632 191693824     47.54 151810460 180057620       724   1739328  14025484      9536     45864    300176
06:09:32 PM  47741372 387873292   2935800      0.74   4004740 326151768 188855396     46.83 151810524 180044672       772   1726904  14025460      9552     45560    300160
06:09:37 PM  47702208 387834560   2974628      0.75   4004740 326152200 191260824     47.43 151810568 180081780       256   1763620  14025364      9536     45820    300160
06:09:42 PM  47727072 387859564   2949628      0.75   4004740 326152336 191279540     47.43 151810572 180056692        36   1738220  14025364      9504     45808    300144
06:09:47 PM  47741488 387874132   2935052      0.74   4004740 326152488 191183116     47.41 151810572 180060320       308   1741828  14025372      9504     45844    300144
06:09:52 PM  47746340 387879120   2930028      0.74   4004740 326152628 191500720     47.49 151810572 180065668        52   1746976  14025404      9504     45904    300144
06:09:57 PM  47777684 387910740   2898408      0.73   4004740 326152936 191285564     47.44 151810632 180058580       748   1739696  14025372      9504     45760    300144
06:10:02 PM  47745704 387879796   2929356      0.74   4004740 326153968 191484784     47.49 151810688 180090076       568   1770084  14025372      9504     45784    300112
06:10:07 PM  47762992 387897108   2911764      0.74   4004740 326153992 191490568     47.49 151810748 180058648       652   1738840  14025652      9520     45952    300120
06:10:12 PM  47753704 387888264   2920656      0.74   4004740 326154436 191064012     47.38 151810856 180047432       184   1727180  14025604      9488     45772    300080
06:10:17 PM  47686140 387820572   2988324      0.76   4004740 326154308 191056712     47.38 151810912 180079664       136   1759640  14025628      9504     45944    300104
06:10:22 PM  47695056 387829632   2979252      0.75   4004740 326154452 191690720     47.54 151810920 180056512       436   1736280  14025640      9584     46148    300088
06:10:27 PM  47699480 387834208   2974736      0.75   4004740 326154604 191691628     47.54 151810912 180056500       260   1736176  14025580      9488     45824    300088
06:10:32 PM  47711220 387846084   2962860      0.75   4004740 326154740 191791036     47.56 151810912 180056028       364   1735600  14025580      9504     45916    300112
06:10:37 PM  47710412 387845412   2963532      0.75   4004740 326154876 191691436     47.54 151810908 180056280       240   1735724  14025580      9504     45812    300176
06:10:42 PM  47704048 387839336   2969516      0.75   4004740 326155168 191273044     47.43 151810960 180052944       532   1732188  14025668      9504     45732    300192
06:10:47 PM  47778224 387913908   2895156      0.73   4004740 326155564 191980504     47.61 151811076 180043188       928   1722000  14025456      9488     45660    300192
06:10:52 PM  47772672 387908936   2899684      0.73   4004740 326156140 191443280     47.48 151811244 180028404      1092   1706712  14025904      9488     45668    300176
06:10:57 PM  47740212 387876828   2931684      0.74   4004740 326156496 191020184     47.37 151811352 180025952       876   1704052  14026008      9520     45684    300192
06:11:02 PM  47762068 387898560   2909820      0.74   4004740 326156424 188284968     46.69 151811456 179998164       948   1676572  14026088      9504     45292    300176
06:11:07 PM  47732628 387869736   2938748      0.74   4004740 326157020 191301924     47.44 151811512 180015864      1220   1693680  14026004      9552     45412    300096
06:11:12 PM  47725868 387863424   2945208      0.75   4004740 326157464 191314568     47.44 151811584 180022240       596   1699288  14025860      9536     45864    300088
06:11:17 PM  47661740 387799424   3009208      0.76   4004740 326157592 191395844     47.46 151811584 180083436       192   1760884  14025860      9504     45748    300080
06:11:22 PM  47715896 387853696   2954928      0.75   4004740 326157716 191323612     47.45 151811576 180028392       196   1705704  14025860      9504     45688    300064
06:11:27 PM  47720092 387858136   2950488      0.75   4004740 326157952 191528064     47.50 151811644 180026556       684   1703600  14025868      9536     45792    300040
06:11:32 PM  47684648 387822984   2985880      0.76   4004740 326158212 190996492     47.36 151811692 180053800       508   1730584  14025660      9504     45644    300064
06:11:37 PM  47735972 387874600   2934204      0.74   4004740 326158536 190886184     47.34 151811788 180015540      1008   1691728  14025688      9568     45592    300152
06:11:42 PM  47734188 387873176   2935672      0.74   4004740 326158864 191397236     47.46 151811860 180015516       648   1691908  14025676      9520     45652    300128
06:11:47 PM  47704380 387843476   2965372      0.75   4004740 326158972 191090972     47.39 151811860 180017644       328   1693944  14025676      9520     45584    300144
06:11:52 PM  47698996 387838224   2970624      0.75   4004740 326159104 191197092     47.41 151811860 180023008       208   1699104  14025676      9520     45608    300128
06:11:57 PM  47723672 387863044   2945804      0.75   4004740 326159248 190896776     47.34 151811864 180027828       412   1703652  14025676      9552     45708    300136
06:12:02 PM  47730528 387870024   2938824      0.74   4004740 326159372 190995824     47.36 151811860 180029100       168   1705064  14025676      9520     45700    300128
06:12:07 PM  47729784 387869428   2939420      0.74   4004740 326159520 191523224     47.50 151811860 180033852       316   1709592  14025676      9520     45632    300168
06:12:12 PM  47739656 387879444   2929404      0.74   4004740 326159664 191530484     47.50 151811860 180037760       180   1713352  14025676      9520     45688    300160
06:12:17 PM  47742020 387881952   2926892      0.74   4004740 326159812 191230576     47.42 151811860 180042056       152   1717484  14025676      9520     45668    300176
06:12:22 PM  47765608 387905688   2903160      0.74   4004740 326159956 191030144     47.37 151811860 180045748       184   1720928  14025676      9520     45660    300160
06:12:27 PM  47770236 387910476   2898332      0.73   4004740 326160116 191142692     47.40 151811864 180052600       300   1727716  14025716      9552     45944    300184
06:12:32 PM  47772000 387912392   2896364      0.73   4004740 326160272 191464604     47.48 151811860 180058804       332   1733764  14025764      9536     45980    300144
06:12:37 PM  47766364 387907040   2901628      0.73   4004740 326160552 191561104     47.50 151811912 180050712       620   1725376  14025856      9520     45580    300144
06:12:42 PM  47756748 387897648   2911112      0.74   4004740 326160796 191460828     47.48 151811976 180052456       520   1727036  14025744      9568     45780    300144
06:12:47 PM  47749016 387890220   2918576      0.74   4004740 326161080 190825552     47.32 151812024 180079352       640   1753524  14025728      9520     45688    300128
06:12:52 PM  47771176 387912520   2896292      0.73   4004740 326161220 191567996     47.51 151812032 180056620        84   1730780  14025712      9552     45852    300136
06:12:57 PM  47748280 387890044   2918796      0.74   4004740 326161644 191232988     47.42 151812032 180044628        96   1718424  14025680      9536     45720    300096
06:13:02 PM  47750884 387892644   2916144      0.74   4004740 326161640 191357164     47.45 151812084 180056100       104   1729936  14025732      9536     45808    300096
06:13:07 PM  47740848 387882744   2926044      0.74   4004740 326161772 190949740     47.35 151812088 180057044       340   1731208  14025736      9568     45836    300064
06:13:12 PM  47748692 387890708   2918048      0.74   4004740 326161892 191262668     47.43 151812084 180059984        56   1733548  14025768      9536     45784    300064
06:13:17 PM  47742788 387884928   2923796      0.74   4004740 326162016 190859240     47.33 151812084 180063000       152   1735808  14025800      9536     45712    300064
06:13:22 PM  47743592 387886012   2922408      0.74   4004740 326162296 191883668     47.58 151812140 180059576        24   1732760  14026104      9536     45736    300064
06:13:27 PM  47749752 387892296   2916092      0.74   4004740 326162420 191166576     47.41 151812140 180061164       164   1734068  14026136      9536     45744    300064
06:13:32 PM  47725260 387868004   2940352      0.74   4004740 326162620 191048616     47.38 151812196 180056248        16   1729128  14026168      9568     45776    300088
06:13:37 PM  47719420 387862708   2945612      0.75   4004740 326163132 191244284     47.43 151812308 180046060        16   1718524  14026236      9536     45608    300080
06:13:42 PM  47775916 387920060   2888220      0.73   4004740 326163996 187328916     46.46 151812312 180011956         0   1683680  14026268      9536     45128    300088
06:13:47 PM  47710988 387854836   2953360      0.75   4004740 326163692 190545180     47.25 151812372 180056628       308   1728552  14026360      9568     45756    300088
06:13:52 PM  47698784 387842624   2965788      0.75   4004740 326163684 188124356     46.65 151812376 180085276       432   1757320  14026144      9568     45480    300072
06:13:57 PM  47717224 387861500   2947076      0.75   4004740 326164124 191271440     47.43 151812424 180062144       636   1733808  14025976      9536     45772    300064
06:14:02 PM  47677552 387822136   2986372      0.76   4004740 326164396 191356900     47.45 151812476 180088980       544   1760528  14026080      9536     45796    300128
06:14:07 PM  47702852 387847580   2960928      0.75   4004740 326164540 191069088     47.38 151812480 180064736       396   1736032  14026080      9536     45760    300104
06:14:12 PM  47675324 387820200   2988284      0.76   4004740 326164688 191782204     47.56 151812488 180097424       380   1768576  14026104      9568     45908    300152
06:14:17 PM  47715972 387861008   2947512      0.75   4004740 326164848 191368868     47.46 151812536 180061704       380   1732684  14026068      9568     45720    300120
06:14:22 PM  47720612 387865948   2942524      0.75   4004740 326165148 191588968     47.51 151812540 180068344       260   1739128  14026116      9568     45952    300136
06:14:27 PM  47737952 387883280   2925176      0.74   4004740 326165140 188651324     46.78 151812548 180041724       224   1712464  14026132      9488     45368    300120
06:14:32 PM  47732984 387879168   2929288      0.74   4004740 326166004 187461032     46.49 151812604 180029176       876   1699228  14026124      9536     45504    300128
06:14:37 PM  47695888 387842260   2965700      0.75   4004740 326166152 191047436     47.38 151812760 180052640      1016   1722512  14026660      9504     45736    300104
06:14:42 PM  47691812 387838612   2970004      0.75   4004740 326166580 191138464     47.40 151812876 180044584      1004   1714124  14026004      9504     45892    300072
06:14:47 PM  47654352 387801304   3007308      0.76   4004740 326166736 191233400     47.42 151812880 180079416       564   1749444  14026004      9504     45796    300088
06:14:52 PM  47673196 387820284   2988328      0.76   4004740 326166872 191359228     47.45 151812880 180057428       416   1726780  14026004      9536     45948    300136
06:14:57 PM  47678816 387826036   2982580      0.76   4004740 326167000 191566860     47.51 151812876 180057192       460   1726380  14026004      9504     45800    300088
06:15:02 PM  47680472 387827976   2980556      0.75   4004740 326167284 191570260     47.51 151812936 180058236       752   1726836  14026088      9536     45948    300144
06:15:07 PM  47689828 387838036   2970796      0.75   4004740 326167992 188115712     46.65 151812956 180049072       764   1717936  14025784      9472     45328    300048
06:15:12 PM  47668356 387816928   2992460      0.76   4004740 326168352 190792436     47.31 151813256 180022972      1948   1691160  14025232      9472     45492    300032
06:15:17 PM  47669244 387818644   2990656      0.76   4004740 326169188 188479396     46.74 151813276 180037808      1004   1705440  14025312      9488     45208    300048
06:15:22 PM  47660260 387809508   3000084      0.76   4004740 326169028 191925236     47.59 151813432 180025040      1172   1692760  14025028      9472     45716    300016
06:15:27 PM  47615836 387765192   3044352      0.77   4004740 326169140 191213548     47.42 151813436 180034012       296   1701848  14025072      9504     45884    300072
06:15:32 PM  47624904 387774376   3035188      0.77   4004740 326169260 190685092     47.29 151813476 180026120       324   1693756  14025048      9504     45372    300072
06:15:37 PM  47628112 387777868   3031476      0.77   4004740 326169536 191191996     47.41 151813544 180022104       680   1689476  14025276      9520     45684    300136
06:15:42 PM  47637632 387787620   3021752      0.77   4004740 326169772 191617144     47.52 151813544 180028788       172   1695980  14025244      9472     45708    300160
06:15:47 PM  47632820 387782920   3026456      0.77   4004740 326169880 191515748     47.49 151813544 180029284       292   1696192  14025244      9472     45588    300128
06:15:52 PM  47643012 387793240   3016136      0.76   4004740 326170008 191310876     47.44 151813544 180033316       156   1700200  14025244      9456     45700    300112
06:15:57 PM  47661808 387812284   2997040      0.76   4004740 326170256 191327112     47.45 151813548 180043420       132   1710372  14025296      9488     45900    300152
06:16:02 PM  47664880 387815648   2993648      0.76   4004740 326170552 190702812     47.29 151813604 180039208       356   1705600  14025320      9488     45760    300120
06:16:07 PM  47678496 387829424   2980208      0.75   4004740 326170712 191739992     47.55 151813600 180045016       444   1711260  14024984      9456     45688    300080
06:16:12 PM  47679288 387830368   2979492      0.75   4004740 326170828 188491808     46.74 151813604 180054476       168   1720676  14024792      9472     45628    300072
06:16:17 PM  47692296 387843676   2966156      0.75   4004740 326171128 191911184     47.59 151813660 180046032       384   1712024  14024820      9456     45780    300064
06:16:22 PM  47706808 387858340   2951492      0.75   4004740 326171280 190821360     47.32 151813660 180050788       140   1716660  14024820      9472     45756    300048
06:16:27 PM  47711180 387862868   2946964      0.75   4004740 326171436 190926700     47.35 151813660 180051780       264   1717248  14024820      9456     45692    300080
06:16:32 PM  47735244 387886920   2922808      0.74   4004740 326171424 188732248     46.80 151813668 180049324       100   1714816  14024924      9472     45200    300072
06:16:37 PM  47740136 387892236   2917492      0.74   4004740 326171848 191151660     47.40 151813720 180060892       184   1726140  14024924      9488     45756    300104
06:16:42 PM  47723576 387875988   2933772      0.74   4004740 326172128 191354772     47.45 151813776 180060276        44   1725168  14024924      9504     45832    300072
06:16:47 PM  47744668 387897216   2912544      0.74   4004740 326172264 190847304     47.33 151813772 180064596       292   1729032  14024924      9472     45820    300080
06:16:52 PM  47736532 387889220   2920532      0.74   4004740 326172404 191054712     47.38 151813780 180065620        20   1730404  14024932      9488     45828    300064
06:16:57 PM  47751104 387904072   2905640      0.74   4004740 326172684 191256164     47.43 151813832 180061972       180   1726336  14024972      9456     45700    300016
06:17:02 PM  47772040 387925128   2884712      0.73   4004740 326172804 191572796     47.51 151813832 180067228       264   1731472  14024844      9472     45816    300056
06:17:07 PM  47788300 387941912   2867912      0.73   4004740 326173328 191066140     47.38 151813840 180074788       444   1738620  14024860      9488     45892    300088
06:17:12 PM  47760584 387914196   2895728      0.73   4004740 326173328 191347744     47.45 151813940 180057920       424   1721760  14024760      9456     45792    300032
06:17:17 PM  47754716 387908432   2901508      0.73   4004740 326173432 191351560     47.45 151813940 180061316       256   1725224  14024744      9456     45724    300048
06:17:22 PM  47696040 387849876   2960064      0.75   4004740 326173552 191333344     47.45 151813940 180126096       244   1789832  14024744      9456     45748    300064
06:17:27 PM  47778352 387932200   2877604      0.73   4004740 326173564 188741940     46.81 151813952 180043216       268   1707064  14024880      9472     45536    300056
06:17:32 PM  47759176 387913412   2896456      0.73   4004740 326173952 191259088     47.43 151813988 180066900       680   1730300  14024816      9440     45812    300016
06:17:37 PM  47760492 387914872   2894956      0.73   4004740 326174096 191271744     47.43 151814000 180075820       500   1739140  14024856      9472     46020    300024
06:17:42 PM  47768116 387922636   2887192      0.73   4004740 326174236 191378564     47.46 151813996 180076200       404   1739928  14024856      9440     45840    300016
