Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

05:11:03 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
07:32:48 AM 280240636 389238480   2398132      0.61   1571840 106663852  92136364     22.85  47003256  62358908      5932   1154620   3984088     10432     19956    279672
07:32:53 AM 280250928 389249184   2388396      0.60   1571840 106664268  93532388     23.19  47003424  62383984      4144   1179340   3983116     10352     20180    279720
07:32:58 AM 280221592 389221208   2416436      0.61   1571840 106665576  98858468     24.52  47003556  62393796      4536   1188668   3983104     10800     20920    279928
07:33:03 AM 280223044 389223820   2413140      0.61   1571840 106666696  98961976     24.54  47003616  62394764      5784   1188580   3983828     10384     21020    279792
07:33:08 AM 280249892 389253080   2384052      0.60   1571840 106669112  94955188     23.55  47003756  62366608      4648   1158032   3983652     10320     20000    279736
07:33:13 AM 280225024 389230172   2407568      0.61   1571840 106671000  95166664     23.60  47003888  62371276      6188   1160956   3983116     10400     20368    279824
07:33:18 AM 280209188 389215284   2422212      0.61   1571840 106671980  94951184     23.55  47003964  62365960      4896   1155124   3983328     10320     20028    279768
07:33:23 AM 280180936 389187352   2450180      0.62   1571840 106672224  99268504     24.62  47004048  62403200      6248   1191688   3983368     10432     20876    279776
07:33:28 AM 280194284 389201928   2435040      0.62   1571840 106673964  92909392     23.04  47004124  62368252      4768   1154588   3983420     10352     19784    279688
07:33:33 AM 280154204 389163952   2473832      0.63   1571840 106675476  99158560     24.59  47004352  62397812      5532   1183356   3983196     10336     20584    279688
07:33:38 AM 280178684 389189668   2448000      0.62   1571840 106676684  98852008     24.51  47004404  62397316      4868   1181620   3983340     10368     20740    279640
07:33:43 AM 280214344 389226792   2410368      0.61   1571840 106678132  94947312     23.55  47004444  62367492      6192   1150568   3983864     10352     20228    279752
07:33:48 AM 280254200 389267440   2369784      0.60   1571840 106678888  90305832     22.39  47004532  62362048      4416   1144380   3983836     10288     19552    279688
07:33:53 AM 280234060 389249996   2387640      0.60   1571840 106681448  95160040     23.60  47004756  62373028      5756   1153084   3983560     10352     20224    279680
07:33:58 AM 280186428 389202972   2435004      0.62   1571840 106682048  99159872     24.59  47004836  62406040      4844   1185676   3983228     10320     20648    279624
07:34:03 AM 280183668 389201024   2437128      0.62   1571840 106682760  98755232     24.49  47004872  62409800      6196   1188696   3983152     10336     20680    279736
07:34:08 AM 280184564 389203608   2433924      0.62   1571840 106684404  98851872     24.51  47004976  62408484      5492   1185800   3983816     10320     20696    279704
07:34:13 AM 280190888 389211224   2425352      0.61   1571840 106685584  96043228     23.82  47005136  62394160      5236   1170372   3984884     10288     20016    279720
07:34:18 AM 280158916 389181016   2455864      0.62   1571840 106687268  99260316     24.62  47005256  62408160      4784   1182876   3984660     10336     20656    279720
07:34:23 AM 280186188 389209708   2427676      0.61   1571840 106688920  95365876     23.65  47005300  62385008      5760   1157636   3983924     10352     20240    279744
07:34:28 AM 280153312 389177036   2460220      0.62   1571840 106689144  98750368     24.49  47005380  62413580      4692   1186496   3984032     10336     20564    279704
07:34:33 AM 280153432 389179360   2458004      0.62   1571840 106691276  98548104     24.44  47005564  62418388      5176   1189260   3983996     10432     20836    279784
07:34:38 AM 280205268 389233028   2404164      0.61   1571840 106693140  94950044     23.55  47005664  62383468      4412   1152336   3984136     10304     20116    279720
07:34:43 AM 280159116 389187228   2450232      0.62   1571840 106693460  98751144     24.49  47005744  62414356      4916   1182996   3983900     10704     20712    279736
07:34:48 AM 280169312 389198944   2438436      0.62   1571840 106694968  98651092     24.46  47005860  62418636      6160   1186396   3983992     10368     20776    279712
07:34:53 AM 280171312 389201736   2435404      0.62   1571840 106695780  96243612     23.87  47005924  62412628      4692   1179708   3984212     10336     20156    279720
07:34:58 AM 280175464 389207708   2429368      0.62   1571840 106697576  99061796     24.57  47006068  62419684      6024   1185060   3984300     10384     20712    279712
07:35:03 AM 280226900 389260580   2376716      0.60   1571840 106698992  98852248     24.51  47006204  62419132      5060   1183196   3984100     10336     20676    279656
07:35:08 AM 280217324 389251872   2384572      0.60   1571840 106699876  98648424     24.46  47006264  62419232      6104   1182664   3984936     10336     20672    279704
07:35:13 AM 280187584 389223728   2412088      0.61   1571840 106701444  99168240     24.59  47006356  62430592      5828   1192184   3985592     10352     20872    279744
07:35:18 AM 280199408 389236272   2399696      0.61   1571840 106702144  98647276     24.46  47006448  62419612      5512   1180668   3985460     10336     20404    279768
07:35:23 AM 280184512 389223076   2413312      0.61   1571840 106703812  98853264     24.51  47006580  62422204      4300   1181740   3985072     10368     19812    279744
07:35:28 AM 280224280 389264644   2372184      0.60   1571840 106705592  89320112     22.15  47006684  62390784      5176   1148268   3984652     10304     19848    279736
07:35:33 AM 280206844 389248076   2389016      0.61   1571840 106706452  99061268     24.57  47006792  62432084      5040   1189196   3984396     10320     20656    279768
07:35:38 AM 280145584 389187904   2448892      0.62   1571840 106707404  98949044     24.54  47006852  62428188      6212   1183868   3984828     10336     20692    279752
07:35:43 AM 280178268 389222440   2414284      0.61   1571840 106709284  95930612     23.79  47006996  62404024      4752   1158660   3984872     10304     20196    279736
07:35:48 AM 280130356 389175684   2460788      0.62   1571840 106710484  98877828     24.52  47007136  62441460      5872   1195116   3985080     10352     20864    279784
07:35:53 AM 280123908 389170632   2465744      0.62   1571840 106711820  95534004     23.69  47007232  62435472      4436   1187576   3985236     10336     20084    279736
07:35:58 AM 280161676 389209584   2426456      0.61   1571840 106712932  93124712     23.09  47007280  62420056      5540   1171084   3985644     10272     19940    279672
07:36:03 AM 280174964 389224524   2411776      0.61   1571840 106714572  95161300     23.60  47007372  62411540      4888   1161200   3985396     10288     20244    279744
07:36:08 AM 280123868 389175304   2461016      0.62   1571840 106716360  94948392     23.55  47007520  62403320      5556   1151224   3985464     10256     20136    279736
07:36:13 AM 280128384 389180496   2455928      0.62   1571840 106716996  98646848     24.46  47007652  62437136      4980   1184072   3985400     10272     20676    279704
07:36:18 AM 280139040 389192352   2444060      0.62   1571840 106718180  98954872     24.54  47007728  62440276      5724   1186680   3985428     10144     20468    279736
07:36:23 AM 280108196 389162096   2474392      0.63   1571840 106718844  97932720     24.29  47007772  62445640       320   1191168   3985276     10304     20688    279712
07:36:28 AM 280102112 389158608   2477688      0.63   1571840 106721468  96047944     23.82  47007892  62430740      2776   1173572   3985440     10352     20128    279744
07:36:33 AM 280171596 389228904   2408052      0.61   1571840 106722220  94947784     23.55  47008040  62410916      2668   1153572   3984840     10288     20116    279704
07:36:38 AM 280189356 389247988   2389356      0.61   1571840 106723536  98645196     24.46  47008192  62441704      4552   1183304   3984460     10288     20676    279672
07:36:43 AM 280210984 389270472   2366776      0.60   1571840 106724352  96144396     23.84  47008196  62428852      5728   1169440   3984596     10304     20008    279640
07:36:48 AM 280187408 389249076   2387740      0.60   1571840 106726496  95165624     23.60  47008340  62423592      2080   1162264   3985064     10384     20352    279672
07:36:53 AM 280194360 389257508   2379516      0.60   1571840 106727980  94953920     23.55  47008484  62416068      4952   1153676   3984852     10320     20276    279696
07:36:58 AM 280147208 389211188   2426136      0.61   1571840 106728800  98646376     24.46  47008608  62450900      4572   1187472   3984564     10304     20676    279592
07:37:03 AM 280129488 389194732   2442144      0.62   1571840 106730060  98757340     24.49  47008656  62458060      6808   1192792   3985016     10336     20848    279664
07:37:08 AM 280129788 389195932   2440708      0.62   1571840 106730960  99063004     24.57  47008768  62460080      5288   1194088   3985252     10368     20904    279616
07:37:13 AM 280136336 389203812   2432644      0.62   1571840 106732208  98846540     24.51  47008880  62448144      5936   1181660   3985520     10304     20612    279656
07:37:18 AM 280125352 389194076   2442608      0.62   1571844 106733404  95837116     23.77  47008980  62450744      4508   1183184   3985340     10288     20576    279656
07:37:23 AM 280120744 389191972   2444644      0.62   1571844 106735808  95155608     23.60  47009080  62426116      6668   1156088   3985508     10272     20196    279592
07:37:28 AM 280112200 389184792   2451900      0.62   1571844 106737104  99066396     24.57  47009228  62466052      5496   1194396   3985500     10320     20844    279648
07:37:33 AM 280164940 389238860   2398216      0.61   1571844 106738308  95934544     23.79  47009332  62441216      6356   1168972   3985240     10304     20612    279608
07:37:38 AM 280147364 389221652   2415508      0.61   1571844 106738652  99164028     24.59  47009388  62462020      5032   1189404   3985180     10272     20700    279624
07:37:43 AM 280152796 389228952   2407564      0.61   1571844 106740484  95155380     23.60  47009492  62427520      5584   1153236   3985860     10288     20112    279640
07:37:48 AM 280093004 389170080   2466708      0.62   1571844 106741432  98957396     24.54  47009628  62463688      4820   1188672   3985560     10240     20620    279576
07:37:53 AM 280115724 389194416   2441904      0.62   1571844 106743080  99065904     24.57  47009764  62465272      5628   1188408   3985996     10352     20848    279800
07:37:58 AM 280168684 389249248   2386692      0.60   1571844 106744860  94843236     23.52  47009816  62426564      3808   1148796   3986468     10272     20364    279688
07:38:03 AM 280156472 389238352   2397048      0.61   1571844 106746172  95158672     23.60  47009948  62435936      5288   1156008   3987012     10384     20344    279760
07:38:08 AM 280128584 389211316   2424448      0.61   1571844 106747016  98962732     24.54  47010088  62467040      4616   1186952   3986656     10368     20912    279704
07:38:13 AM 280142652 389226752   2408840      0.61   1571844 106748340  98954692     24.54  47010180  62466096      4792   1184832   3986872     10640     20664    279736
07:38:18 AM 280135168 389220216   2414964      0.61   1571844 106749264  98851412     24.51  47010240  62467004      4800   1184736   3987308     10256     20696    279640
07:38:23 AM 280121760 389209516   2425696      0.61   1571844 106751972  98549848     24.44  47010376  62475084      5928   1190868   3987276     10288     20816    279672
07:38:28 AM 280133212 389222004   2412852      0.61   1571844 106752868  96146360     23.84  47010508  62473044      6080   1187500   3987772     10384     20788    279728
07:38:33 AM 280138076 389228028   2406924      0.61   1571844 106754016  98647104     24.46  47010612  62475660      5384   1189108   3987688     10352     20740    279640
07:38:38 AM 280116980 389208152   2427280      0.61   1571848 106755328  98758468     24.49  47010720  62480372      6208   1191908   3987112     10368     20816    279680
07:38:43 AM 280148712 389241328   2394556      0.61   1571848 106756768  95262604     23.62  47010788  62446372      4964   1157216   3986664     10368     20384    279664
07:38:48 AM 280226768 389321324   2314660      0.59   1571848 106758688  82913112     20.56  47010876  62361288      4608   1070016   3986584     10320     18696    279672
07:38:53 AM 280095768 389190756   2445456      0.62   1571848 106759076  95637144     23.72  47011064  62481880      4516   1190776   3986400     10336     20684    279672
07:38:58 AM 280103376 389199668   2436616      0.62   1571848 106760368  99062084     24.57  47011152  62484072      5528   1191612   3986340     10336     20672    279672
07:39:03 AM 280133052 389230936   2405920      0.61   1571848 106761940  94959696     23.55  47011216  62453964      5404   1160020   3985788     10288     20268    279616
07:39:08 AM 280120560 389219860   2416640      0.61   1571848 106763356  95523100     23.69  47011348  62458712      5080   1162968   3986144     10256     20076    279656
07:39:13 AM 280125608 389227028   2409852      0.61   1571848 106765580  94747404     23.50  47011516  62454032      4656   1156004   3985660     10288     20156    279608
07:39:18 AM 280099428 389201464   2435540      0.62   1571848 106766180  99158088     24.59  47011608  62485344      5692   1186680   3985552     10256     20680    279608
07:39:23 AM 280096560 389199664   2437368      0.62   1571848 106767228  99059196     24.57  47011636  62490612       868   1191672   3985544     10272     20720    279656
07:39:28 AM 280105844 389211116   2425256      0.61   1571848 106769360  91998616     22.81  47011788  62447484      3620   1146652   3986240     10240     19680    279688
07:39:33 AM 280083700 389189772   2446512      0.62   1571848 106770092  98646032     24.46  47011960  62484724      3576   1182360   3986396     10304     20888    279576
07:39:38 AM 280062528 389169960   2466292      0.62   1571848 106771380  99058032     24.57  47012044  62489544      5468   1186916   3986500     10304     20820    279712
07:39:43 AM 280040236 389148424   2488148      0.63   1571848 106772120  98651164     24.46  47012092  62488772       644   1185384   3986196     10304     20700    279680
07:39:48 AM 280083164 389193360   2443852      0.62   1571848 106774108  88646776     21.98  47012168  62426024      2168   1119528   3985576     10272     19972    279616
07:39:53 AM 280068824 389180060   2457692      0.62   1571848 106775120  98649876     24.46  47012332  62491760      2716   1186284   3985064     10288     20748    279640
07:39:58 AM 280090580 389202616   2434596      0.62   1571848 106775896  95729304     23.74  47012420  62487124      4400   1180084   3985628     10400     20640    279640
07:40:03 AM 280097440 389211624   2425588      0.61   1571848 106778020  98751900     24.49  47012540  62496600      6260   1187904   3985652     10304     20788    279632
07:40:08 AM 280083872 389198552   2438844      0.62   1571848 106778496  98645884     24.46  47012612  62492856      5212   1183192   3985488     10304     20728    279608
07:40:13 AM 280085376 389202308   2435076      0.62   1571848 106780732  96037764     23.82  47012752  62475472      5396   1164180   3985516     10288     20056    279592
07:40:18 AM 280073848 389191888   2445544      0.62   1571848 106781792  98337340     24.39  47012868  62497604      4920   1185152   3985516     10336     20748    279640
07:40:23 AM 280082768 389202716   2434536      0.62   1571848 106783532  98953700     24.54  47013008  62497844      5196   1183448   3985864     10256     20252    279624
07:40:28 AM 280117688 389239368   2397852      0.61   1571848 106785260  95055248     23.57  47013040  62472176      5072   1156172   3985900     10272     20160    279672
07:40:33 AM 280138896 389261268   2375596      0.60   1571848 106785840  94960952     23.55  47013136  62475132      5492   1159420   3986368     10272     20320    279720
07:40:38 AM 280101984 389225792   2411320      0.61   1571848 106787252  94953772     23.55  47013264  62472636      5448   1155556   3986144     10288     20240    279528
07:40:43 AM 280108232 389234144   2403408      0.61   1571848 106789244  92038452     22.82  47013424  62468008      4836   1148916   3985816     10304     19472    279600
07:40:48 AM 280066380 389192636   2444708      0.62   1571848 106789564  99167084     24.59  47013508  62509216      4984   1189820   3986048     10320     20836    279552
07:40:53 AM 280082308 389209504   2427420      0.61   1571848 106790496  98647180     24.46  47013532  62504608      1004   1184332   3986476     10304     20660    279704
07:40:58 AM 280108896 389237924   2398244      0.61   1571848 106792308  92135564     22.85  47013676  62472740      2488   1150464   3987252     10352     19780    279656
07:41:03 AM 280075044 389205104   2430912      0.62   1571848 106793288  95838876     23.77  47013796  62510524      4484   1187684   3987456     10304     20588    279680
07:41:08 AM 280090436 389222192   2414092      0.61   1571848 106794956  98651280     24.46  47013924  62514984      4592   1190648   3987216     10272     20716    279624
07:41:13 AM 280065072 389198300   2438132      0.62   1571848 106796408  98652624     24.46  47013964  62516924      6552   1191124   3987088     10288     20796    279688
07:41:18 AM 280049692 389184004   2452536      0.62   1571848 106797404  99062144     24.57  47014116  62515764      4820   1189288   3987068     10272     20660    279608
07:41:23 AM 280086116 389221680   2414384      0.61   1571848 106798656  98745396     24.49  47014232  62511476      5468   1183628   3987544     10288     20632    279704
07:41:28 AM 280192588 389331284   2304712      0.58   1571848 106801804  91567316     22.71  47014292  62458260      4352   1127548   3987596     10256     19668    279648
07:41:33 AM 280092908 389230936   2404556      0.61   1571848 106801120  96142868     23.84  47014396  62519508      5224   1188192   3988116     10288     20668    279688
07:41:38 AM 280075784 389214596   2421636      0.61   1571848 106801868  98657504     24.47  47014492  62519824      4520   1189104   3987412     10336     20824    279656
07:41:43 AM 280054036 389195252   2439728      0.62   1571848 106804284  95262360     23.62  47014652  62486472      4516   1153136   3988652     10384     20280    279664
07:41:48 AM 280007540 389149912   2485624      0.63   1571848 106805380  99065756     24.57  47014716  62530072      5184   1195732   3988156     10304     20828    279664
07:41:53 AM 280050396 389193864   2441740      0.62   1571848 106806476  98955872     24.54  47014860  62520516      5064   1185632   3988088     10272     20660    279624
07:41:58 AM 280090176 389235148   2400720      0.61   1571848 106807964  93531932     23.19  47014912  62485872      5772   1149672   3987840     10272     19536    279672
07:42:03 AM 280038728 389185592   2450928      0.62   1571848 106809840  95736516     23.74  47015068  62527476      5708   1188940   3987204     10320     20780    279608
07:42:08 AM 280062124 389209880   2427172      0.61   1571848 106810716  95363608     23.65  47015156  62495148      5924   1156144   3986688     10288     20320    279672
07:42:13 AM 280090164 389239088   2398100      0.61   1571848 106812000  95154780     23.60  47015260  62493304      4964   1153392   3986436     10256     20256    279656
07:42:18 AM 280075492 389224772   2412116      0.61   1571848 106812388  95934892     23.79  47015348  62522664      5540   1181948   3986704     10256     20356    279640
07:42:23 AM 280085872 389236964   2399868      0.61   1571848 106814264  96274600     23.87  47015464  62506744      4648   1164664   3986696     10240     20220    279592
07:42:28 AM 280062412 389214608   2422284      0.61   1571848 106815364  98857596     24.52  47015572  62530452      5896   1187544   3986640     10272     20852    279552
07:42:33 AM 280108564 389262692   2374128      0.60   1571848 106817308  95156236     23.60  47015684  62494940      4744   1149608   3986700     10240     20316    279584
07:42:38 AM 280044624 389199500   2436136      0.62   1571848 106818068  93127348     23.09  47015804  62514492      4908   1168992   3987872     10256     20460    279608
07:42:43 AM 280053052 389208808   2427408      0.61   1571848 106819080  99056524     24.56  47015880  62534292      4644   1186960   3987160     10224     20620    279512
07:42:48 AM 280003844 389161432   2474708      0.63   1571848 106821012  98853280     24.51  47016032  62533064      5388   1185024   3987136     10256     20688    279624
07:42:53 AM 279998456 389157184   2479252      0.63   1571848 106822276  96038324     23.82  47016112  62512876      4504   1163320   3986716     10224     19924    279560
07:42:58 AM 279983868 389144212   2491888      0.63   1571848 106823920  98923080     24.53  47016256  62538472      5524   1188088   3987024     10240     20804    279728
07:43:03 AM 279997608 389159100   2477476      0.63   1571848 106824992  98959340     24.54  47016316  62537560      4616   1185584   3986624     10352     20668    279696
07:43:08 AM 280032304 389194968   2441816      0.62   1571848 106826140  95934336     23.79  47016408  62535124      5340   1182100   3986440     10256     20224    279656
07:43:13 AM 280049208 389213512   2423348      0.61   1571848 106827744  98745472     24.49  47016560  62536584      4600   1182220   3986400     10256     20684    279624
07:43:18 AM 280053432 389218820   2418176      0.61   1571848 106828816  98851200     24.51  47016624  62544220      5212   1188460   3986276     10352     20724    279704
07:43:23 AM 280026364 389192884   2444180      0.62   1571848 106829952  93122596     23.09  47016736  62537192      4324   1180636   3986204     10272     20432    279688
07:43:28 AM 280031516 389200068   2435592      0.62   1571848 106831988  95359432     23.65  47016824  62514292      4124   1155496   3987604     10496     20512    279736
07:43:33 AM 279995540 389165184   2471412      0.63   1571848 106833036  98851232     24.51  47016976  62541372      5944   1182268   3986712     10256     20692    279624
07:43:38 AM 280041384 389212600   2424480      0.61   1571848 106834580  95738116     23.74  47017084  62550168      5436   1188848   3986256     10256     20724    279680
07:43:43 AM 280045784 389218344   2419100      0.61   1571848 106835952  98755940     24.49  47017176  62552744      6672   1190680   3985864     10256     20884    279696
07:43:48 AM 280050768 389225280   2412492      0.61   1571848 106837880  95157428     23.60  47017332  62517640      4364   1153996   3985560     10288     20360    279552
07:43:53 AM 280006500 389181832   2455776      0.62   1571848 106838632  98748280     24.49  47017408  62547048      5820   1182560   3985792     10240     20336    279600
07:43:58 AM 279993192 389169632   2467296      0.62   1571848 106839736  96347692     23.89  47017520  62553104      4680   1187608   3986476     10240     20580    279544
07:44:03 AM 280001760 389179556   2457204      0.62   1571848 106841036  92953584     23.05  47017596  62541624      5608   1174420   3986700     10304     19812    279640
07:44:08 AM 279997076 389175948   2460936      0.62   1571848 106842104  95731608     23.74  47017716  62550380      4428   1182164   3986584     10304     20252    279664
07:44:13 AM 279985100 389165668   2471496      0.63   1571848 106843808  99364432     24.64  47017840  62556332      5876   1187120   3986296     10256     20752    279624
07:44:18 AM 280028896 389211068   2426256      0.61   1571848 106845464  95361324     23.65  47017896  62528048      4724   1157264   3986084     10256     20188    279656
07:44:23 AM 279989920 389173636   2462964      0.62   1571848 106846968  95154976     23.60  47018048  62528196      5552   1155644   3986848     10272     20100    279656
07:44:28 AM 279932824 389117324   2518828      0.64   1571852 106847760  98854804     24.51  47018132  62561724      5296   1188792   3987284     10272     20812    279624
07:44:33 AM 279923248 389108780   2527788      0.64   1571852 106848696  99062776     24.57  47018240  62561428      5876   1187784   3986964     10288     20812    279712
07:44:38 AM 279958196 389145156   2491460      0.63   1571852 106850136  92446104     22.93  47018284  62528460      4460   1153420   3986904     10240     19796    279640
07:44:43 AM 279899424 389087184   2549140      0.65   1571852 106850832  96146936     23.84  47018404  62565376      5736   1189764   3987300     10272     20760    279680
07:44:48 AM 280001540 389191520   2445016      0.62   1571856 106853024  95020040     23.56  47018544  62531824      4392   1154572   3987112     10192     20056    279608
07:44:53 AM 279975380 389165996   2470592      0.63   1571856 106853512  98955436     24.54  47018612  62567116      5996   1188904   3987208     10240     20752    279576
07:44:58 AM 279956052 389147784   2488412      0.63   1571856 106854568  98961416     24.54  47018708  62570484      5032   1191316   3987660     10272     20820    279664
07:45:03 AM 279951232 389144640   2491640      0.63   1571856 106856228  99056308     24.56  47018848  62566020      5384   1185832   3987592     10640     20724    279544
07:45:08 AM 279999420 389194536   2441896      0.62   1571856 106857780  98950380     24.54  47018980  62565196      4560   1183148   3987596     10224     20736    279576
07:45:13 AM 279970012 389166096   2469372      0.63   1571856 106858748  98650712     24.46  47019064  62567524      5336   1184248   3988560     10416     20812    279568
07:45:18 AM 280002360 389200200   2436572      0.62   1571856 106860304  95729572     23.74  47019112  62551588      4572   1166992   3987456     10192     19996    279512
07:45:23 AM 279982708 389181684   2455376      0.62   1571856 106861424  99164112     24.59  47019268  62575988      5152   1190708   3987184     10208     20700    279512
07:45:28 AM 279978244 389179036   2457960      0.62   1571856 106863172  96149988     23.84  47019368  62579288      5952   1192128   3987316     10256     20488    279584
07:45:33 AM 280004812 389206232   2430956      0.62   1571856 106863824  95729012     23.74  47019500  62567936      4432   1179868   3987100     10272     20444    279632
07:45:38 AM 279989896 389192756   2443812      0.62   1571856 106865208  98961192     24.54  47019580  62580860      5904   1191988   3987776     10224     20672    279544
07:45:43 AM 280022172 389227160   2409196      0.61   1571856 106867332  95051756     23.57  47019684  62542352      4644   1151396   3987992     10256     20272    279480
07:45:48 AM 279997972 389204492   2432172      0.62   1571856 106868828  99076000     24.57  47019820  62583136      5624   1190444   3987720     10256     20488    279552
07:45:53 AM 280067000 389274860   2361648      0.60   1571856 106870196  94946152     23.55  47019912  62546732      4484   1153208   3987848     10208     20184    279512
07:45:58 AM 280069480 389278324   2358120      0.60   1571856 106871256  92646240     22.98  47020012  62527092      5600   1132176   3987836     10208     19716    279544
07:46:03 AM 280000224 389209492   2426724      0.61   1571856 106871680  98851320     24.51  47020104  62580436      5212   1185564   3988064     10256     20792    279544
07:46:08 AM 280005020 389216556   2419848      0.61   1571856 106873964  95153464     23.60  47020228  62547528      5168   1150480   3987860     10256     20088    279544
07:46:13 AM 280003804 389217224   2419272      0.61   1571856 106875840  93117860     23.09  47020304  62567612      5204   1159820   3987776     10208     20276    279600
07:46:18 AM 279993120 389206508   2429712      0.62   1571856 106875800  96250364     23.87  47020120  62585692      6184   1186760   3988060     10240     20600    279592
07:46:23 AM 280046044 389262472   2374416      0.60   1571856 106878792  88027184     21.83  47020212  62518300      4480   1116128   3987440     10240     19248    279560
07:46:28 AM 279966552 389182404   2453816      0.62   1571856 106878204  98652656     24.46  47020332  62589616      5664   1188072   3988120     10288     20648    279584
07:46:33 AM 279969932 389187152   2449232      0.62   1571856 106879652  99059448     24.57  47020468  62592632      4736   1190216   3987876     10240     20644    279560
07:46:38 AM 280025892 389245312   2391200      0.61   1571856 106881780  94944628     23.55  47020572  62553764      5292   1149812   3987820     10224     20120    279576
07:46:43 AM 280014796 389234472   2402104      0.61   1571856 106882024  93122200     23.09  47020644  62568172      4120   1163552   3987768     10256     20048    279568
07:46:48 AM 279998948 389220344   2416124      0.61   1571856 106883692  98649516     24.46  47020780  62594560      5804   1188356   3987928     10224     20752    279672
07:46:53 AM 279985916 389208448   2428100      0.61   1571856 106884768  95840620     23.77  47020888  62581088      4604   1174104   3987908     10320     20596    279672
07:46:58 AM 279996288 389221380   2414904      0.61   1571856 106887328  94647804     23.47  47020948  62570460        16   1160372   3988172     10144     20340    279576
07:47:03 AM 280034128 389259048   2377640      0.60   1571856 106887192  92037412     22.82  47021088  62561372      1956   1152168   3987732     10320     19896    279584
07:47:08 AM 280009552 389237068   2399672      0.61   1571856 106889800  98553276     24.44  47021216  62607496      4356   1195676   3987668     10272     20812    279576
07:47:13 AM 279984932 389213204   2423292      0.61   1571856 106890544  97827432     24.26  47021308  62598924      1452   1186280   3987924     10336     20868    279696
07:47:18 AM 280010620 389239996   2396912      0.61   1571856 106891652  95628928     23.71  47021420  62597036      1768   1183532   3987508     10272     20000    279672
07:47:23 AM 280031816 389263540   2373392      0.60   1571856 106893908  98649508     24.46  47021608  62603416      4792   1187356   3987576     10272     20728    279656
07:47:28 AM 280089360 389322788   2314472      0.59   1571856 106895600  91568960     22.71  47021676  62544892      4128   1127552   3987260     10288     19852    279632
07:47:33 AM 280004332 389237784   2399616      0.61   1571856 106895584  98855236     24.51  47021756  62605948      6064   1188788   3987160     10288     20736    279752
07:47:38 AM 280028088 389264160   2373428      0.60   1571856 106898196  95828956     23.76  47021864  62603008      1976   1182956   3986980     10272     20184    279608
07:47:43 AM 280066736 389304072   2333032      0.59   1571856 106899372  91254916     22.63  47021976  62543064      3540   1121828   3987552     10256     19516    279672
07:47:48 AM 280028724 389267256   2369932      0.60   1571856 106900552  95190148     23.61  47022116  62573200      3928   1151520   3987484     10304     20256    279696
07:47:53 AM 279997272 389236916   2400284      0.61   1571856 106901596  94917240     23.54  47022192  62580008      6288   1157472   3987540     10336     20416    279664
07:47:58 AM 279981924 389223104   2413832      0.61   1571856 106903144  98855460     24.51  47022288  62614628      5912   1190464   3987792     10320     20672    279576
07:48:03 AM 279988436 389230232   2406276      0.61   1571856 106903752  98856620     24.52  47022428  62613472      5892   1188732   3988228     10304     20832    279632
07:48:08 AM 279989872 389232824   2403716      0.61   1571856 106904860  98752300     24.49  47022508  62612976      4820   1187544   3988244     10336     20784    279648
07:48:13 AM 280015420 389259604   2377004      0.60   1571856 106906056  98649908     24.46  47022580  62617292      6080   1190976   3988212     10320     20684    279640
07:48:18 AM 280037384 389283796   2352972      0.60   1571856 106908376  92238548     22.87  47022732  62564292      4448   1134884   3987960     10336     19888    279592
07:48:23 AM 279983600 389231340   2405188      0.61   1571856 106909700  98854148     24.51  47022852  62621816      6248   1191616   3988204     10304     20668    279640
07:48:28 AM 280005684 389254536   2382204      0.60   1571856 106910768  99162292     24.59  47022968  62619552      4592   1188456   3988036     10320     20252    279640
07:48:33 AM 280020460 389269796   2366512      0.60   1571856 106911256  95935288     23.79  47023024  62599240      5460   1167480   3988464     10512     20372    279656
07:48:38 AM 279992820 389244624   2391868      0.61   1571856 106913676  95225460     23.61  47023144  62591888      4708   1157680   3988328     10368     20300    279624
07:48:43 AM 280053856 389306388   2330344      0.59   1571856 106914404  93014836     23.07  47023280  62585880      4800   1152524   3988088     10544     20492    279728
07:48:48 AM 280002108 389256008   2380788      0.60   1571856 106915932  99058692     24.57  47023388  62625564      4504   1189992   3987864     10320     20672    279752
07:48:53 AM 280013312 389268228   2368260      0.60   1571856 106916876  93247996     23.12  47023468  62609836      4504   1173192   3988244     10352     20272    279744
07:48:58 AM 280063172 389320876   2315896      0.59   1571856 106919668  91148580     22.60  47023544  62559916      5828   1120480   3987956     10336     19732    279720
07:49:03 AM 280032728 389290816   2345848      0.59   1571856 106919936  92034580     22.82  47023680  62590256      4640   1150804   3988180     10352     20040    279728
07:49:08 AM 280021824 389281504   2355060      0.60   1571856 106921520  94956208     23.55  47023800  62599480      5984   1158156   3988288     10336     20368    279664
07:49:13 AM 279985072 389245988   2390280      0.61   1571856 106922764  99061532     24.57  47023936  62628632      5020   1186660   3988576     10320     20872    279616
07:49:18 AM 279982132 389245496   2390708      0.61   1571856 106925168  95842360     23.77  47024000  62618136      6728   1174252   3988684     10256     20204    279592
07:49:23 AM 279994752 389258516   2378248      0.60   1571856 106925564  96139496     23.84  47024164  62608336      4368   1163616   3988128     10288     19964    279560
