timestamp,module,event
2024-01-20 13:11:57,topoaa,start
2024-01-20 13:12:02,topoaa,finish
2024-01-20 13:12:03,rigidbody,start
2024-01-20 19:51:04,rigidbody,finish
2024-01-20 19:51:05,caprieval,start
2024-01-20 20:15:06,caprieval,finish
2024-01-20 20:15:08,seletop,start
2024-01-20 20:15:08,seletop,finish
2024-01-20 20:15:08,caprieval,start
2024-01-20 20:16:47,caprieval,finish
2024-01-20 20:16:48,flexref,start
2024-01-20 22:45:40,caprieval,start
2024-01-20 22:45:40,flexref,finish
2024-01-20 22:46:51,caprieval,finish
2024-01-20 22:46:53,emref,start
2024-01-20 22:59:11,emref,finish
2024-01-20 22:59:11,caprieval,start
2024-01-20 23:00:17,caprieval,finish
2024-01-20 23:00:17,clustfcc,start
2024-01-20 23:00:38,clustfcc,finish
2024-01-20 23:00:39,seletopclusts,start
2024-01-20 23:01:07,seletopclusts,finish
2024-01-20 23:01:07,caprieval,start
2024-01-20 23:01:58,caprieval,finish
