Linux 5.15.30-2-pve (superserver2) 	01/24/2024 	_x86_64_	(32 CPU)

03:02:31 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
03:02:36 PM 344475544 389060336   2650912      0.67    854876  44607676   6748204      1.67  26501336  19908632        28   1113392   2284776     10160      9768    860960
03:02:41 PM 344222916 388810384   2898360      0.73    854876  44610272  39479656      9.79  26503288  20254876      1032   1459300   2287360      9520     18560    860368
03:02:46 PM 344476648 389065656   2644328      0.67    854876  44611788   6275180      1.56  26503944  19910456       168   1113716   2286144      9168      9724    860080
03:02:51 PM 344475400 389066452   2643556      0.67    854876  44613724   6275180      1.56  26503944  19912356       116   1113732   2286228      9168      9728    860080
03:02:56 PM 344473756 389066428   2644000      0.67    854876  44615240   6275180      1.56  26504008  19913828       180   1113728   2285912      9168      9724    860064
03:03:01 PM 344472776 389067324   2643276      0.67    854876  44617004   6275180      1.56  26504008  19915680       112   1113836   2285852      9200      9800    860064
03:03:06 PM 344470948 389067404   2643148      0.67    854876  44618804   6275180      1.56  26504068  19917380       164   1113736   2286008      9168      9724    860032
03:03:11 PM 344469024 389067496   2642660      0.67    854876  44620712   6275180      1.56  26504132  19919188       100   1113740   2286512      9168      9728    860096
03:03:16 PM 344468780 389069180   2640708      0.67    854876  44622536   6275180      1.56  26504136  19921040       208   1113740   2286884      9168      9728    860064
03:03:21 PM 344467332 389069828   2640280      0.67    854876  44624468   6275180      1.56  26504200  19922868       128   1113744   2286828      9168      9724    860080
03:03:26 PM 344467184 389071700   2638404      0.67    854876  44626380   6275180      1.56  26504264  19924764       188   1113744   2286940      9168      9728    860064
03:03:31 PM 344463968 389070368   2639848      0.67    854876  44628144   6275180      1.56  26504260  19926472       124   1113740   2286948      9168      9724    860064
03:03:36 PM 344462540 389070828   2639464      0.67    854876  44629888   6275180      1.56  26504328  19928204       184   1113740   2287016      9168      9724    860048
03:03:41 PM 344461888 389071960   2638656      0.67    854876  44631572   6275180      1.56  26504388  19929792        52   1113764   2286792      9168      9728    860064
03:03:46 PM 344461396 389073372   2637040      0.67    854876  44633364   6275180      1.56  26504392  19931688       164   1113808   2287108      9168      9724    860016
03:03:51 PM 344455648 389069536   2640764      0.67    854876  44635160   6275180      1.56  26504452  19933384        88   1113840   2287336      9168      9728    860000
03:03:56 PM 344456768 389072656   2637888      0.67    854876  44637024   6275180      1.56  26504520  19935280       168   1113880   2287228      9168      9720    860032
03:04:01 PM 344451268 389069160   2641296      0.67    854876  44638872   6275180      1.56  26504520  19937112        84   1113932   2287472      9184      9728    860064
03:04:06 PM 343437084 388060572   3640988      0.92    854876  44644064 193018156     47.86  26506504  20996116      4656   2170336   2296772     10208     37496    860816
