Linux 5.15.0-91-generic (gl5) 	01/25/2024 	_x86_64_	(32 CPU)

05:25:33 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
05:25:38 AM 334709828 390004808   1802088      0.46   1482600  54284332   4756872      1.18  24170948  32194584      1312    626900   2579700     10656      6416    276420
05:25:43 AM 334686580 389985112   1818764      0.46   1482600  54287856  32053256      7.95  24171420  32217112       172    646344   2582748     10512      9632    275796
05:25:48 AM 334710004 390010884   1794512      0.45   1482600  54290024   4284016      1.06  24172864  32198788      1272    627308   2581408      9664      6336    275604
05:25:53 AM 334711016 390013828   1791556      0.45   1482600  54291828   4284160      1.06  24172964  32200820       196    627656   2581548      9664      6344    275556
05:25:58 AM 334712952 390017712   1787680      0.45   1482600  54293672   4283376      1.06  24172992  32202488       288    627452   2581644      9632      6276    275524
05:26:03 AM 334692512 389999656   1806004      0.46   1482604  54295848   4288512      1.06  24173040  32206992        40    629968   2581580      9696      6480    275564
05:26:08 AM 334693248 390002592   1803096      0.46   1482608  54297904   4284292      1.06  24173044  32207000       524    627812   2581692      9664      6344    275556
05:26:13 AM 334689768 390001364   1804276      0.46   1482608  54300040   4284292      1.06  24173080  32209128      1340    627844   2581856      9664      6348    275540
05:26:18 AM 334690032 390003860   1801736      0.46   1482608  54302120   4284424      1.06  24173116  32211160       300    627784   2582052      9664      6312    275556
05:26:23 AM 334684572 390000476   1805248      0.46   1482608  54304128   4284424      1.06  24173116  32213268      1276    627928   2581992      9664      6340    275540
05:26:28 AM 334682908 390000828   1804876      0.46   1482608  54306044   4288696      1.06  24173160  32217412       460    630204   2582112      9696      6452    275548
05:26:33 AM 334678508 389998788   1807140      0.46   1482608  54308264   4284556      1.06  24173196  32217344      1492    628016   2582028      9664      6336    275540
05:26:38 AM 334676560 389998948   1807024      0.46   1482608  54310212   4284556      1.06  24173232  32219368       340    628068   2582144      9664      6336    275540
05:26:43 AM 334673412 389997776   1808216      0.46   1482608  54312108   4284556      1.06  24173232  32221344      1216    628212   2582204      9680      6356    275540
05:26:48 AM 334687700 390014264   1791792      0.45   1482608  54314156   4284696      1.06  24173272  32223496       204    628240   2582292      9680      6340    275540
05:26:53 AM 334682340 390011036   1795008      0.45   1482608  54316200   4284688      1.06  24173308  32225444      1216    628328   2582392      9680      6340    275492
05:26:58 AM 334684324 390014832   1791308      0.45   1482608  54317868   4284688      1.06  24173312  32227324       228    628400   2582440      9680      6344    275508
05:27:03 AM 333716200 389051384   2745504      0.70   1482608  54322376 191082696     47.39  24175460  33275552      4704   1674828   2591860     10720     33808    276420
05:27:08 AM 333669660 389007612   2789528      0.71   1482612  54325104 191053988     47.38  24175592  33298796      1540   1694872   2591644     10784     34720    276444
05:27:13 AM 333933908 389157900   2639592      0.67   1482624  54212324 163213648     40.47  24177668  33018908     22000   1530524   2590100     10656     31040    276324
05:27:18 AM 334018128 389240116   2557840      0.65   1482624  54210492 124689424     30.92  24178012  32955420      3052   1469684   2589464     10672     28656    276212
05:27:23 AM 333769392 388995972   2801956      0.71   1482624  54215052 191093944     47.39  24178520  33195760      6852   1705616   2589524     10880     34176    276420
05:27:28 AM 333882536 389112264   2686208      0.68   1482624  54218184 164987320     40.91  24178760  33079720      6072   1586644   2588996     10768     31772    276380
05:27:33 AM 333910896 389141800   2656840      0.67   1482624  54219836 143355244     35.55  24179160  33048128      3672   1553588   2588352     10688     30332    276148
05:27:38 AM 333738044 388973464   2824452      0.72   1482624  54224280 191041800     47.38  24179712  33205112      5912   1706516   2589148     10768     34036    276324
05:27:43 AM 333866936 389105712   2692180      0.68   1482624  54227616 158464636     39.30  24179844  33022928      5436   1521976   2589192     10704     29864    276244
05:27:48 AM 333774700 389015588   2783024      0.70   1482624  54229688 149867756     37.17  24180372  33102348      4564   1599172   2588512     10752     30936    276244
05:27:53 AM 333695204 388939776   2859736      0.72   1482628  54233380 191076608     47.38  24180896  33212576      6024   1705468   2587600     10784     33996    276340
05:27:58 AM 333767048 389015392   2783800      0.71   1482628  54237076 177157068     43.93  24181172  33129484      7188   1619860   2587996     10768     32468    276420
05:28:03 AM 333900352 389151544   2647008      0.67   1482628  54239812 161306288     40.00  24181668  33015688      4152   1503964   2588748     10720     30012    276260
05:28:08 AM 333762396 389017676   2780656      0.70   1482632  54243532 185407468     45.98  24182144  33182576      7228   1667708   2589332     10784     33628    276436
05:28:13 AM 333829004 389087380   2710828      0.69   1482636  54246584 174319876     43.23  24182448  33121944      6608   1603472   2589496     10784     32152    276284
05:28:18 AM 333883624 389145868   2652652      0.67   1482640  54250352 157604888     39.08  24182896  33019300      4556   1497952   2589280     10704     29244    276228
05:28:23 AM 333705152 388970232   2828224      0.72   1482640  54253112 185428768     45.98  24183420  33217120      6292   1693716   2589420     10752     32868    276292
05:28:28 AM 333807764 389076868   2721608      0.69   1482640  54257192 171506656     42.53  24183748  33102356      7256   1575592   2589344     10784     32168    276292
05:28:33 AM 333758312 389029372   2769448      0.70   1482640  54259236 176780580     43.84  24184276  33178992      5512   1650308   2588912     10768     32016    276300
