Linux 5.15.0-91-generic (gl5) 	01/27/2024 	_x86_64_	(32 CPU)

11:37:00 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
11:37:05 AM 315911336 389910964   1828320      0.46   1555012  72430076   4765232      1.18  31939224  42644984         0    627552   3133804     10720      6384    279176
11:37:10 AM 315866756 389870048   1868680      0.47   1555012  72433628  16369860      4.06  31939708  42704184       408    683544   3134472     10256      7644    278408
11:37:15 AM 315837900 389842852   1895336      0.48   1555016  72435276  13356280      3.31  31940904  42748072      1604    727240   3135020      9888      8400    278304
11:37:20 AM 315916264 389922656   1815836      0.46   1555016  72436680   4292520      1.06  31941240  42650480       424    628304   3134752      9728      6348    278200
11:37:25 AM 315920504 389929184   1809428      0.46   1555020  72438892   4292520      1.06  31941272  42652472      1460    628132   3134704      9728      6344    278216
11:37:30 AM 315921908 389932324   1806408      0.46   1555020  72440512   4292520      1.06  31941284  42654136       392    628188   3134700      9744      6380    278232
11:37:35 AM 315921024 389933700   1804896      0.46   1555020  72442676   4296924      1.07  31941324  42658412      1448    630444   3134932      9760      6476    278224
11:37:40 AM 315921960 389936832   1801756      0.46   1555020  72444728   4292652      1.06  31941324  42658436       456    628260   3135084      9728      6348    278200
11:37:45 AM 315919832 389936620   1801968      0.46   1555020  72446540   4292652      1.06  31941360  42660192      1192    628288   3135188      9696      6312    278232
11:37:50 AM 315917604 389936248   1802452      0.46   1555020  72448284   4292784      1.06  31941392  42661828       356    628208   3135188      9680      6280    278200
11:37:55 AM 315909380 389930784   1807948      0.46   1555020  72450908   4292784      1.06  31941432  42664600      1156    628396   3135292      9712      6340    278264
11:38:00 AM 315910260 389933272   1805536      0.46   1555020  72452460   4292784      1.06  31941436  42666220       280    628432   3135272      9712      6348    278216
11:38:05 AM 315907052 389932212   1806484      0.46   1555020  72454644   4297188      1.07  31941480  42670496      1164    630688   3135348      9760      6452    278256
11:38:10 AM 315906672 389934256   1804376      0.46   1555020  72456900   4292916      1.06  31941508  42670692       188    628524   3135580      9728      6340    278200
11:38:15 AM 315902608 389932652   1806232      0.46   1555020  72459256   4297188      1.07  31941516  42675236      1300    630832   3135432      9760      6460    278256
11:38:20 AM 315903824 389935764   1803224      0.46   1555024  72461028   4293048      1.06  31941548  42674924       184    628728   3135448      9728      6340    278168
11:38:25 AM 315900132 389934384   1804508      0.46   1555024  72463224   4293048      1.06  31941580  42677084      1136    628756   3135660      9936      6464    278248
11:38:30 AM 315803752 389840208   1898000      0.48   1555024  72465380  27652988      6.86  31941680  42807692       408    757460   3136392      9840      8292    278232
11:38:35 AM 315810284 389847876   1890240      0.48   1555024  72466452  24824680      6.16  31941956  42795932      1448    744776   3136548     10336      9280    278344
11:38:40 AM 315784588 389822480   1915700      0.49   1555024  72466912  27639336      6.85  31942476  42815044       868    764020   3136324      9872      9804    278344
11:38:45 AM 315774256 389812972   1925060      0.49   1555024  72467668  27649180      6.86  31942628  42818044      1144    766432   3136540      9920      9964    278320
11:38:50 AM 315771760 389810976   1926940      0.49   1555024  72468464  27638500      6.85  31942708  42815708      2088    763492   3136360      9872      9708    278296
11:38:55 AM 315789220 389829376   1908940      0.48   1555024  72469408  24818248      6.15  31942812  42813408       672    759772   3135956      9872      9304    278312
11:39:00 AM 315824524 389865700   1872844      0.47   1555024  72470444  21121516      5.24  31942892  42784036      1792    729872   3135712      9840      8880    278376
11:39:05 AM 315821956 389863632   1874456      0.47   1555024  72470916  23937040      5.94  31942968  42789008       964    734348   3136196      9888      9352    278392
11:39:10 AM 315787000 389829372   1908880      0.48   1555024  72471624  27633188      6.85  31943080  42819000      2228    763892   3136020      9888      9884    278328
11:39:15 AM 315798712 389841980   1895976      0.48   1555024  72472492  27652100      6.86  31943188  42820556      1300    765152   3136344      9872      9796    278304
