timestamp,module,event
2024-01-24T14:29:37,topoaa,start
2024-01-24T14:29:44,topoaa,finish
2024-01-24T14:29:45,rigidbody,start
2024-01-24T15:03:46,rigidbody,finish
2024-01-24T15:03:46,seletop,start
2024-01-24T15:03:47,seletop,finish
2024-01-24T15:03:48,caprieval,start
2024-01-24T15:05:09,caprieval,finish
2024-01-24T15:05:11,flexref,start
2024-01-24T15:52:50,flexref,finish
2024-01-24T15:52:51,caprieval,start
2024-01-24T15:53:58,caprieval,finish
2024-01-24T15:54:00,emref,start
2024-01-24T16:00:21,emref,finish
2024-01-24T16:00:21,caprieval,start
2024-01-24T16:01:28,caprieval,finish
