Linux 5.15.0-91-generic (gl5) 	01/22/2024 	_x86_64_	(32 CPU)

01:37:07 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
01:37:12 PM 357177156 390225936   1652200      0.42   1419272  32596984   4664776      1.16  14823044  19742296       300    576532   2012936     10736      5832    273100
01:37:17 PM 357161648 390213772   1663836      0.42   1419276  32600368   4662528      1.16  14823492  19743692       312    574976   2013420     10672      5716    273188
01:37:22 PM 357060796 390116280   1758816      0.45   1419276  32603580  30337524      7.52  14824972  19865316       760    694936   2016080     10000     10772    272508
01:37:27 PM 357138600 390194076   1682600      0.43   1419280  32603588   4192068      1.04  14825056  19747792       184    577300   2014480      9728      5756    272332
01:37:32 PM 357140228 390197372   1679408      0.43   1419280  32605200   4192068      1.04  14825060  19749320       188    577332   2014432      9728      5756    272268
01:37:37 PM 357140464 390199420   1677400      0.42   1419280  32606884   4191700      1.04  14825096  19750628        44    576912   2014520      9744      5788    272316
01:37:42 PM 357142040 390202772   1674120      0.42   1419280  32608572   4187928      1.04  14825096  19750612       200    575208   2014536      9712      5668    272276
01:37:47 PM 357166028 390228408   1648824      0.42   1419280  32610176   4187928      1.04  14825136  19752172         8    575212   2014240      9696      5628    272260
01:37:52 PM 357166696 390230736   1646484      0.42   1419280  32611744   4192200      1.04  14825180  19755884       504    577468   2014344      9728      5736    272284
01:37:57 PM 357163028 390228632   1648684      0.42   1419280  32613228   4187928      1.04  14825172  19754652      1220    574740   2014328      9840      5224    272260
01:38:02 PM 357162640 390229896   1647752      0.42   1419284  32614804   4196604      1.04  14825220  19761156       620    579768   2014068      9760      5864    272276
01:38:07 PM 357161064 390230092   1647864      0.42   1419288  32616436   4195820      1.04  14825220  19762676       732    579572   2013896      9728      5804    272244
01:38:12 PM 357153228 390224060   1653828      0.42   1419296  32618100   4191964      1.04  14825256  19762016       472    577264   2014096      9728      5748    272300
01:38:17 PM 357154492 390226928   1650960      0.42   1419300  32619604   4192332      1.04  14825272  19763940       432    577612   2014192      9728      5744    272284
01:38:22 PM 357153844 390227992   1649708      0.42   1419304  32621188   4196368      1.04  14825316  19767152       348    579372   2014504      9712      5776    272244
01:38:27 PM 357138528 390218404   1659032      0.42   1419316  32626748   4224584      1.05  14872448  19733144       352    586892   2014924      9776      6080    272300
01:38:32 PM 357137436 390218984   1658540      0.42   1419316  32628308   4224216      1.05  14872480  19734580       212    586832   2014948      9776      6076    272284
01:38:37 PM 357135872 390219004   1658384      0.42   1419320  32629784   4228488      1.05  14872492  19738272       368    589048   2015188      9792      6124    272372
01:38:42 PM 357136928 390221832   1655184      0.42   1419320  32631412   4220444      1.05  14872524  19735932       316    585068   2015704      9712      5892    272324
01:38:47 PM 357136308 390222700   1654268      0.42   1419328  32632800   4224348      1.05  14872540  19739236       180    587032   2015844      9760      6052    272300
01:38:52 PM 357132144 390220124   1656824      0.42   1419328  32634248   4220444      1.05  14872576  19739584       292    585936   2016004      9792      6092    272356
01:38:57 PM 357131124 390220684   1656332      0.42   1419332  32635728   4220444      1.05  14872576  19740476       220    585296   2016032      9760      5956    272356
01:39:02 PM 356643664 389736136   2135800      0.54   1419336  32638656  97616356     24.21  14873928  20273184      2448   1116408   2021092     10320     20144    272740
01:39:07 PM 356818012 389912972   1959172      0.50   1419336  32641112  71038576     17.62  14874132  20054724       836    896036   2020916     10272     16288    272780
01:39:12 PM 356617980 389714352   2158364      0.55   1419340  32642468  94802436     23.51  14874540  20282872      3256   1123248   2020396     10272     19888    272676
01:39:17 PM 356651008 389749388   2123500      0.54   1419344  32644436  77884496     19.31  14874852  20264468      2100   1103152   2020260     10240     18700    272700
01:39:22 PM 356628212 389729000   2144820      0.54   1419344  32646816  97581744     24.20  14875108  20280172      3332   1116412   2019356     10240     19668    272740
01:39:27 PM 356673824 389776736   2097300      0.53   1419344  32648924  91079044     22.59  14875428  20242892      1956   1077184   2019156     10208     18536    272580
01:39:32 PM 356647408 389752900   2120188      0.54   1419344  32651404  91951184     22.80  14875704  20262280      2576   1094904   2020204     10256     19076    272620
01:39:37 PM 356618088 389725768   2146592      0.54   1419344  32653516  97573484     24.20  14876028  20289044      3448   1119840   2021008     10272     19652    272668
01:39:42 PM 356700396 389810900   2061956      0.52   1419344  32656344  84554340     20.97  14876296  20196612      3100   1024304   2020508     10288     17844    272660
01:39:47 PM 356660632 389773120   2099684      0.53   1419352  32658312  91930300     22.80  14876672  20266680      3024   1093008   2020568     10192     19236    272548
01:39:52 PM 356619468 389734296   2137968      0.54   1419356  32660488  94759704     23.50  14876944  20288708      3040   1113396   2021268     10224     19264    272580
01:39:57 PM 356619900 389737648   2135160      0.54   1419356  32663256  94759428     23.50  14877264  20285700      3100   1107432   2020876     10240     18868    272660
01:40:02 PM 356664956 389785528   2088144      0.53   1419360  32666048  87363760     21.67  14877608  20217212      3312   1036552   2020040     10288     18464    272668
01:40:07 PM 356644728 389767232   2106656      0.53   1419360  32667992  81745788     20.27  14877836  20219900      2696   1037624   2019812     10320     17888    272668
01:40:12 PM 356603952 389728888   2145216      0.54   1419360  32670360  93889784     23.28  14878180  20272720      3728   1088868   2019660     10288     19356    272620
01:40:17 PM 356620696 389748320   2124392      0.54   1419360  32673140  87370088     21.67  14878540  20247804      2672   1061628   2020960     10384     18896    272756
01:40:22 PM 356595864 389725512   2148352      0.54   1419364  32675228  91957176     22.80  14878792  20284164      3332   1096116   2019740     10256     19088    272644
01:40:27 PM 356612864 389744428   2129412      0.54   1419364  32677348  94754256     23.50  14879116  20293120      3324   1103292   2019560     10272     19408    272580
01:40:32 PM 356636208 389770052   2102728      0.53   1419368  32679580  89140884     22.11  14879404  20286348      2712   1094080   2020664     10320     19292    272620
01:40:37 PM 356654388 389791012   2082232      0.53   1419368  32682316  91938840     22.80  14879720  20310976      2932   1116248   2020244     10336     19268    272660
01:40:42 PM 356671304 389810044   2063232      0.52   1419368  32684436  93889148     23.28  14880020  20283628      2944   1086544   2020208     10288     19080    272612
01:40:47 PM 356754148 389895564   1977484      0.50   1419368  32687104  79949544     19.83  14880268  20175356      2308    975676   2020444     10288     17120    272724
01:40:52 PM 356619480 389762748   2111164      0.53   1419368  32688856  97602580     24.20  14880636  20314724      2740   1113948   2019680     10320     19536    272692
01:40:57 PM 356659516 389806240   2067104      0.52   1419372  32692248  88261808     21.89  14880976  20259912      2544   1057032   2020308     10288     18104    272732
01:41:02 PM 356638700 389787596   2085424      0.53   1419372  32694320  84555192     20.97  14881200  20248752      2672   1043004   2020732     10304     18364    272716
01:41:07 PM 356570296 389720828   2152012      0.55   1419372  32695868  91950864     22.80  14881564  20286032      3692   1080092   2021000     10320     18888    272740
01:41:12 PM 356607668 389761104   2112560      0.54   1419372  32698736  87356448     21.66  14881784  20253932      3008   1044444   2020212     10336     18332    272732
01:41:17 PM 356546496 389702004   2170556      0.55   1419372  32700824  89136272     22.10  14882116  20304656      3624   1094268   2021300     10320     18912    272652
01:41:22 PM 356537592 389695548   2177848      0.55   1419372  32703252  94748820     23.50  14882452  20327488      2940   1114516   2020484     10304     19408    272668
