timestamp,module,event
2024-01-18 12:22:19,topoaa,start
2024-01-18 12:22:24,topoaa,finish
2024-01-18 12:22:25,rigidbody,start
2024-01-18 12:31:17,rigidbody,finish
2024-01-18 12:31:17,seletop,start
2024-01-18 12:31:18,seletop,finish
2024-01-18 12:31:18,caprieval,start
2024-01-18 12:31:40,caprieval,finish
2024-01-18 12:31:42,flexref,start
2024-01-18 12:46:12,flexref,finish
2024-01-18 12:46:12,caprieval,start
2024-01-18 12:46:35,caprieval,finish
2024-01-18 12:46:36,emref,start
2024-01-18 12:48:08,emref,finish
2024-01-18 12:48:08,caprieval,start
2024-01-18 12:48:30,caprieval,finish
