Linux 5.15.30-2-pve (superserver2) 	01/25/2024 	_x86_64_	(32 CPU)

10:34:32 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:34:37 AM     all      3.02      0.00      4.44      0.14      0.00     92.41
10:34:37 AM       0      1.20      0.00      4.02      0.00      0.00     94.78
10:34:37 AM       1      0.80      0.00      4.40      0.00      0.00     94.80
10:34:37 AM       2      0.80      0.00      4.40      0.00      0.00     94.80
10:34:37 AM       3      0.60      0.00      4.81      0.00      0.00     94.59
10:34:37 AM       4      0.40      0.00      4.99      0.00      0.00     94.61
10:34:37 AM       5      1.00      0.00      4.19      0.00      0.00     94.81
10:34:37 AM       6      0.80      0.00      4.40      0.00      0.00     94.80
10:34:37 AM       7      0.60      0.00      4.80      0.00      0.00     94.60
10:34:37 AM       8      0.80      0.00      4.40      0.00      0.00     94.80
10:34:37 AM       9     73.85      0.00      1.40      1.40      0.00     23.35
10:34:37 AM      10      0.60      0.00      4.61      1.20      0.00     93.59
10:34:37 AM      11      0.60      0.00      4.60      0.00      0.00     94.80
10:34:37 AM      12      0.60      0.00      4.41      0.00      0.00     94.99
10:34:37 AM      13      0.40      0.00      4.80      0.00      0.00     94.80
10:34:37 AM      14      0.60      0.00      4.59      0.00      0.00     94.81
10:34:37 AM      15      0.40      0.00      4.61      0.00      0.00     94.99
10:34:37 AM      16      2.79      0.00      4.79      0.00      0.00     92.42
10:34:37 AM      17      0.60      0.00      4.41      0.00      0.00     94.99
10:34:37 AM      18      0.40      0.00      4.60      0.00      0.00     95.00
10:34:37 AM      19      0.80      0.00      4.40      0.00      0.00     94.80
10:34:37 AM      20      0.60      0.00      4.60      1.80      0.00     93.00
10:34:37 AM      21      0.60      0.00      4.41      0.00      0.00     94.99
10:34:37 AM      22      0.60      0.00      4.60      0.00      0.00     94.80
10:34:37 AM      23      0.40      0.00      4.79      0.00      0.00     94.81
10:34:37 AM      24      0.60      0.00      4.60      0.00      0.00     94.80
10:34:37 AM      25      0.80      0.00      4.40      0.00      0.00     94.80
10:34:37 AM      26      0.60      0.00      4.79      0.00      0.00     94.61
10:34:37 AM      27      0.60      0.00      4.41      0.00      0.00     94.99
10:34:37 AM      28      1.00      0.00      4.19      0.00      0.00     94.81
10:34:37 AM      29      0.60      0.00      4.59      0.00      0.00     94.81
10:34:37 AM      30      0.60      0.00      4.60      0.00      0.00     94.80
10:34:37 AM      31      0.80      0.00      4.39      0.00      0.00     94.81

10:34:37 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:34:42 AM     all      3.90      0.00      0.15      0.75      0.00     95.20
10:34:42 AM       0     12.02      0.00      0.00      0.00      0.00     87.98
10:34:42 AM       1     13.20      0.00      0.00      0.00      0.00     86.80
10:34:42 AM       2      4.41      0.00      0.00      0.00      0.00     95.59
10:34:42 AM       3      0.20      0.00      0.00      0.00      0.00     99.80
10:34:42 AM       4      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM       7      0.20      0.00      0.00      0.00      0.00     99.80
10:34:42 AM       8      0.00      0.00      0.40      0.00      0.00     99.60
10:34:42 AM       9      0.00      0.00      0.40      1.60      0.00     98.00
10:34:42 AM      10      6.01      0.00      1.20     18.04      0.00     74.75
10:34:42 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      12      0.00      0.00      0.20      0.00      0.00     99.80
10:34:42 AM      13      7.00      0.00      0.80      2.00      0.00     90.20
10:34:42 AM      14     13.37      0.00      0.40      0.00      0.00     86.23
10:34:42 AM      15     20.20      0.00      0.20      1.00      0.00     78.60
10:34:42 AM      16      7.19      0.00      0.00      0.00      0.00     92.81
10:34:42 AM      17      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      18      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      19      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      20      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      21      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      22      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      23      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      24      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      25      0.20      0.00      0.20      0.00      0.00     99.60
10:34:42 AM      26      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      27     20.36      0.00      0.60      1.20      0.00     77.84
10:34:42 AM      28     20.20      0.00      0.40      0.20      0.00     79.20
10:34:42 AM      29      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      30      0.00      0.00      0.00      0.00      0.00    100.00
10:34:42 AM      31      0.00      0.00      0.00      0.00      0.00    100.00

10:34:42 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:34:47 AM     all      5.16      0.00      0.19      2.21      0.00     92.44
10:34:47 AM       0     17.84      0.00      0.40     12.22      0.00     69.54
10:34:47 AM       1      7.63      0.00      0.40     15.86      0.00     76.10
10:34:47 AM       2      4.00      0.00      0.40      4.80      0.00     90.80
10:34:47 AM       3      0.00      0.00      0.20      0.00      0.00     99.80
10:34:47 AM       4      0.00      0.00      0.20      0.00      0.00     99.80
10:34:47 AM       5      0.00      0.00      0.20      6.41      0.00     93.39
10:34:47 AM       6      0.00      0.00      0.20      0.00      0.00     99.80
10:34:47 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
10:34:47 AM       8      0.20      0.00      0.20      0.80      0.00     98.80
10:34:47 AM       9      0.20      0.00      0.00      0.00      0.00     99.80
10:34:47 AM      10     18.56      0.00      0.80      3.79      0.00     76.85
10:34:47 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
10:34:47 AM      12      6.20      0.00      0.40      0.40      0.00     93.00
