timestamp,module,event
2024-01-20 19:12:24,topoaa,start
2024-01-20 19:12:32,topoaa,finish
2024-01-20 19:12:33,rigidbody,start
2024-01-20 19:20:06,rigidbody,finish
2024-01-20 19:20:07,seletop,start
2024-01-20 19:20:07,seletop,finish
2024-01-20 19:20:07,caprieval,start
2024-01-20 19:20:29,caprieval,finish
2024-01-20 19:20:31,flexref,start
2024-01-20 19:32:06,flexref,finish
2024-01-20 19:32:06,caprieval,start
2024-01-20 19:32:28,caprieval,finish
2024-01-20 19:32:29,emref,start
2024-01-20 19:33:48,emref,finish
2024-01-20 19:33:48,caprieval,start
2024-01-20 19:34:09,caprieval,finish
