timestamp,module,event
2024-01-31T02:36:44,topoaa,start
2024-01-31T02:36:49,topoaa,finish
2024-01-31T02:36:50,rigidbody,start
2024-01-31T05:41:50,rigidbody,finish
2024-01-31T05:41:51,caprieval,start
2024-01-31T06:00:44,caprieval,finish
2024-01-31T06:00:45,seletop,start
2024-01-31T06:00:45,seletop,finish
2024-01-31T06:00:46,caprieval,start
2024-01-31T06:01:39,caprieval,finish
2024-01-31T06:01:40,flexref,start
2024-01-31T07:09:09,caprieval,start
2024-01-31T07:09:09,flexref,finish
2024-01-31T07:10:22,caprieval,finish
2024-01-31T07:10:23,emref,start
2024-01-31T07:16:47,emref,finish
2024-01-31T07:16:47,caprieval,start
2024-01-31T07:17:43,caprieval,finish
2024-01-31T07:17:43,clustfcc,start
2024-01-31T07:18:06,clustfcc,finish
2024-01-31T07:18:06,seletopclusts,start
2024-01-31T07:18:33,seletopclusts,finish
2024-01-31T07:18:33,caprieval,start
2024-01-31T07:19:15,caprieval,finish
