timestamp,module,event
2024-01-27T07:23:21,topoaa,start
2024-01-27T07:23:26,topoaa,finish
2024-01-27T07:23:27,rigidbody,start
2024-01-27T19:27:33,rigidbody,finish
2024-01-27T19:27:35,caprieval,start
2024-01-27T20:00:14,caprieval,finish
2024-01-27T20:00:16,seletop,start
2024-01-27T20:00:16,seletop,finish
2024-01-27T20:00:16,caprieval,start
2024-01-27T20:01:56,caprieval,finish
2024-01-27T20:01:58,flexref,start
2024-01-28T00:24:40,caprieval,start
2024-01-28T00:24:40,flexref,finish
2024-01-28T00:26:22,caprieval,finish
2024-01-28T00:26:24,emref,start
2024-01-28T00:47:57,emref,finish
2024-01-28T00:47:57,caprieval,start
2024-01-28T00:49:27,caprieval,finish
2024-01-28T00:49:27,clustfcc,start
2024-01-28T00:49:48,clustfcc,finish
2024-01-28T00:49:48,seletopclusts,start
2024-01-28T00:50:18,seletopclusts,finish
2024-01-28T00:50:18,caprieval,start
2024-01-28T00:51:27,caprieval,finish
