Linux 5.15.30-2-pve (superserver2) 	01/27/2024 	_x86_64_	(32 CPU)

05:12:57 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
05:13:02 AM 323626948 389171668   2488088      0.63    857112  65074524   7089876      1.76  42575384  24225848       172   1035600   2827112     10704      9956    862408
05:13:07 AM 323618472 389165512   2493100      0.63    857112  65076812  25836180      6.41  42576324  24240168       440   1048616   2828288     10480     11792    861824
05:13:12 AM 323610172 389159424   2499896      0.63    857112  65078940   6616840      1.64  42577808  24227152        36   1034912   2827664      9664      9796    861656
05:13:17 AM 323609980 389160784   2499244      0.63    857112  65080400   6620692      1.64  42577992  24230388       296   1036892   2827048      9696      9912    861600
05:13:22 AM 323612936 389165896   2494132      0.63    857112  65082452   6617868      1.64  42578052  24230952        40   1035408   2827152      9664      9804    861576
05:13:27 AM 323614140 389168436   2491588      0.63    857112  65083696   6617868      1.64  42578060  24232548       416   1035888   2827248      9696      9920    861560
05:13:32 AM 323612928 389169352   2490696      0.63    857112  65085716   6617868      1.64  42578116  24234152        44   1035412   2827332      9664      9812    861544
05:13:37 AM 323609224 389167484   2492452      0.63    857112  65087404   6617868      1.64  42578120  24235828       212   1035416   2827592      9664      9812    861576
05:13:42 AM 323608040 389168376   2491560      0.63    857112  65089364   6617868      1.64  42578184  24237732        56   1035408   2827708      9664      9808    861544
05:13:47 AM 323606656 389168812   2490996      0.63    857112  65091080   6617868      1.64  42578248  24239360       216   1035416   2827940      9664      9808    861560
05:13:52 AM 323604840 389168620   2491180      0.63    857112  65092592   6618872      1.64  42578252  24241556        60   1036072   2828060      9680      9868    861560
05:13:57 AM 323602684 389168196   2491456      0.63    857112  65094220   6618872      1.64  42578316  24243084       104   1036068   2828312      9680      9868    861560
05:14:02 AM 323601344 389168512   2491192      0.63    857112  65095764   6621712      1.64  42578316  24246108         0   1037560   2828372      9712      9992    861536
05:14:07 AM 323595384 389164700   2494604      0.63    857112  65097764   6621696      1.64  42578376  24248028       460   1037556   2828920      9712      9980    861568
05:14:12 AM 323595912 389167036   2492276      0.63    857112  65099444   6618872      1.64  42578436  24248252       224   1036100   2829040      9680      9876    861512
05:14:17 AM 323593736 389166844   2492512      0.63    857112  65101328   6621408      1.64  42578444  24251056       212   1037136   2829096      9712      9976    861552
05:14:22 AM 323592244 389167732   2491608      0.63    857112  65103548   6618872      1.64  42578508  24252876       216   1036696   2829272      9712      9988    861496
05:14:27 AM 323591584 389168636   2490900      0.63    857112  65105004   6618872      1.64  42578572  24253752        68   1036228   2829184      9664      9872    861544
05:14:32 AM 323589616 389168732   2490800      0.63    857112  65106940   6618872      1.64  42578572  24255780        52   1036268   2829316      9664      9868    861528
05:14:37 AM 323347740 388928824   2729168      0.69    857112  65108848  53316316     13.22  42579076  24525112      1916   1304168   2830916      9968     17056    861664
05:14:42 AM 323343308 388925844   2732768      0.69    857112  65110256  53312600     13.22  42579972  24526960      1444   1305772   2830340      9936     16908    861608
05:14:47 AM 323380244 388963756   2694560      0.68    857112  65111228  53320124     13.22  42580120  24526908       792   1304420   2830640      9936     16368    861576
05:14:52 AM 323416848 389002260   2656588      0.67    857112  65113100  43968556     10.90  42580236  24495544      1740   1271652   2830136      9920     16276    861560
05:14:57 AM 323381968 388968236   2690312      0.68    857112  65113960  53305192     13.22  42580424  24532180      1952   1307448   2830432      9952     16912    861528
05:15:02 AM 323378324 388966064   2692308      0.68    857112  65115412  53306556     13.22  42580648  24533460      1776   1307336   2830628      9968     16988    861632
05:15:07 AM 323379224 388968292   2689512      0.68    857112  65116688  53296328     13.22  42580848  24532744      1452   1305972   2831248      9968     16764    861624
05:15:12 AM 323430072 389021008   2637188      0.67    857112  65118516  49594176     12.30  42580976  24504828       708   1276308   2830896      9936     16228    861608
05:15:17 AM 323411928 389003948   2654024      0.67    857112  65119580  49597348     12.30  42581116  24508424      1828   1279060   2831140      9968     16400    861640
05:15:22 AM 323389292 388982512   2675688      0.68    857112  65120712  53316872     13.22  42581348  24539200      1716   1308828   2830980     10000     17032    861680
05:15:27 AM 323406080 389000704   2657712      0.67    857112  65122108  53301668     13.22  42581548  24538200      1516   1306812   2830772      9968     16576    861624
05:15:32 AM 323377632 388973844   2685072      0.68    857112  65123672  53296348     13.22  42581704  24537076       824   1304200   2830296      9952     16312    861688
05:15:37 AM 323422724 389020448   2637924      0.67    857112  65125108  43962376     10.90  42581888  24485836       904   1251636   2830916      9936     15360    861672
05:15:42 AM 323366732 388965952   2692644      0.68    857112  65126564  50485620     12.52  42582064  24535556      1324   1300216   2830732      9936     15776    861672
05:15:47 AM 323371700 388971804   2685924      0.68    857112  65127488  50479356     12.52  42582260  24540880       504   1304788   2831560      9968     16760    861608
05:15:52 AM 323379268 388980876   2677128      0.68    857112  65128996  53317400     13.22  42582440  24545940      1664   1308216   2831280     10000     17024    861648
05:15:57 AM 323389780 388993296   2664948      0.67    857112  65130868  53291468     13.22  42582628  24543660      1256   1304592   2831076      9936     16004    861672
05:16:02 AM 323443120 389047576   2610160      0.66    857112  65131776  46784388     11.60  42582800  24493900       760   1253896   2831616      9936     15188    861640
05:16:07 AM 323430028 389036096   2620780      0.66    857112  65133376  46794296     11.60  42582988  24508824      1716   1267428   2832488     10032     16032    861720
