timestamp,module,event
2024-01-18 13:30:50,topoaa,start
2024-01-18 13:30:56,topoaa,finish
2024-01-18 13:30:57,rigidbody,start
2024-01-18 13:37:37,rigidbody,finish
2024-01-18 13:37:38,seletop,start
2024-01-18 13:37:38,seletop,finish
2024-01-18 13:37:38,caprieval,start
2024-01-18 13:37:58,caprieval,finish
2024-01-18 13:38:00,flexref,start
2024-01-18 13:49:36,flexref,finish
2024-01-18 13:49:36,caprieval,start
2024-01-18 13:49:56,caprieval,finish
2024-01-18 13:49:58,emref,start
2024-01-18 13:51:15,emref,finish
2024-01-18 13:51:16,caprieval,start
2024-01-18 13:51:36,caprieval,finish
