Timestamp,CPU,CPU MHz
2024-01-28T20:21:37,0,3200.0
2024-01-28T20:21:37,1,1422.877
2024-01-28T20:21:37,2,1924.582
2024-01-28T20:21:37,3,3200.0
2024-01-28T20:21:37,4,3200.0
2024-01-28T20:21:37,5,3200.0
2024-01-28T20:21:37,6,3200.0
2024-01-28T20:21:37,7,3200.0
2024-01-28T20:21:37,8,3200.0
2024-01-28T20:21:37,9,3200.0
2024-01-28T20:21:37,10,3200.0
2024-01-28T20:21:37,11,3200.0
2024-01-28T20:21:37,12,3200.0
2024-01-28T20:21:37,13,3200.0
2024-01-28T20:21:37,14,3200.0
2024-01-28T20:21:37,15,3200.0
2024-01-28T20:21:37,16,3200.0
2024-01-28T20:21:37,17,3200.0
2024-01-28T20:21:37,18,3200.0
2024-01-28T20:21:37,19,3200.0
2024-01-28T20:21:37,20,3200.0
2024-01-28T20:21:37,21,3200.0
2024-01-28T20:21:37,22,3200.0
2024-01-28T20:21:37,23,3200.0
2024-01-28T20:21:37,24,3200.0
2024-01-28T20:21:37,25,3200.0
2024-01-28T20:21:37,26,3200.0
2024-01-28T20:21:37,27,3200.0
2024-01-28T20:21:37,28,3200.0
2024-01-28T20:21:37,29,3200.0
2024-01-28T20:21:37,30,3200.0
2024-01-28T20:21:37,31,3200.0
2024-01-28T20:21:42,0,870.995
2024-01-28T20:21:42,1,3200.0
2024-01-28T20:21:42,2,1864.359
2024-01-28T20:21:42,3,3200.0
2024-01-28T20:21:42,4,3200.0
2024-01-28T20:21:42,5,3200.0
2024-01-28T20:21:42,6,3200.0
2024-01-28T20:21:42,7,3200.0
2024-01-28T20:21:42,8,3200.0
2024-01-28T20:21:42,9,3200.0
2024-01-28T20:21:42,10,3200.0
2024-01-28T20:21:42,11,3200.0
2024-01-28T20:21:42,12,3200.0
2024-01-28T20:21:42,13,3200.0
2024-01-28T20:21:42,14,3200.0
2024-01-28T20:21:42,15,3200.0
2024-01-28T20:21:42,16,3200.0
2024-01-28T20:21:42,17,3200.0
2024-01-28T20:21:42,18,3200.0
2024-01-28T20:21:42,19,3200.0
2024-01-28T20:21:42,20,3200.0
2024-01-28T20:21:42,21,3200.0
2024-01-28T20:21:42,22,3200.0
2024-01-28T20:21:42,23,3200.0
2024-01-28T20:21:42,24,3200.0
2024-01-28T20:21:42,25,3200.0
2024-01-28T20:21:42,26,3200.0
2024-01-28T20:21:42,27,3200.0
2024-01-28T20:21:42,28,3200.0
2024-01-28T20:21:42,29,3200.0
2024-01-28T20:21:42,30,3200.0
2024-01-28T20:21:42,31,3200.0
2024-01-28T20:21:47,0,3200.0
2024-01-28T20:21:47,1,1032.757
2024-01-28T20:21:47,2,2040.169
2024-01-28T20:21:47,3,3200.0
2024-01-28T20:21:47,4,3200.0
2024-01-28T20:21:47,5,3200.0
2024-01-28T20:21:47,6,3200.0
2024-01-28T20:21:47,7,3200.0
2024-01-28T20:21:47,8,3200.0
2024-01-28T20:21:47,9,3200.0
2024-01-28T20:21:47,10,3200.0
2024-01-28T20:21:47,11,3200.0
2024-01-28T20:21:47,12,3200.0
2024-01-28T20:21:47,13,3200.0
2024-01-28T20:21:47,14,3200.0
2024-01-28T20:21:47,15,3200.0
2024-01-28T20:21:47,16,3200.0
2024-01-28T20:21:47,17,3200.0
2024-01-28T20:21:47,18,3200.0
2024-01-28T20:21:47,19,3200.0
2024-01-28T20:21:47,20,3200.0
2024-01-28T20:21:47,21,3200.0
2024-01-28T20:21:47,22,3200.0
2024-01-28T20:21:47,23,3200.0
2024-01-28T20:21:47,24,3200.0
2024-01-28T20:21:47,25,3200.0
2024-01-28T20:21:47,26,3200.0
2024-01-28T20:21:47,27,3200.0
2024-01-28T20:21:47,28,3200.0
2024-01-28T20:21:47,29,3200.0
2024-01-28T20:21:47,30,3200.0
2024-01-28T20:21:47,31,3200.0
2024-01-28T20:21:52,0,873.347
2024-01-28T20:21:52,1,3200.0
2024-01-28T20:21:52,2,3200.0
2024-01-28T20:21:52,3,3200.0
2024-01-28T20:21:52,4,3200.0
2024-01-28T20:21:52,5,3200.0
2024-01-28T20:21:52,6,3200.0
2024-01-28T20:21:52,7,3200.0
2024-01-28T20:21:52,8,3200.0
2024-01-28T20:21:52,9,3200.0
2024-01-28T20:21:52,10,3200.0
2024-01-28T20:21:52,11,3200.0
2024-01-28T20:21:52,12,3200.0
2024-01-28T20:21:52,13,3200.0
2024-01-28T20:21:52,14,3200.0
2024-01-28T20:21:52,15,3200.0
2024-01-28T20:21:52,16,3200.0
2024-01-28T20:21:52,17,3200.0
2024-01-28T20:21:52,18,3200.0
2024-01-28T20:21:52,19,3200.0
2024-01-28T20:21:52,20,3200.0
2024-01-28T20:21:52,21,3200.0
2024-01-28T20:21:52,22,3200.0
2024-01-28T20:21:52,23,3200.0
2024-01-28T20:21:52,24,3200.0
2024-01-28T20:21:52,25,3200.0
2024-01-28T20:21:52,26,3200.0
2024-01-28T20:21:52,27,3200.0
2024-01-28T20:21:52,28,3200.0
2024-01-28T20:21:52,29,3200.0
2024-01-28T20:21:52,30,3200.0
