Linux 5.15.0-91-generic (gl5) 	01/26/2024 	_x86_64_	(32 CPU)

04:45:04 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
04:45:09 PM 320845324 389928804   1827248      0.46   1545628  67634172   4710004      1.17  29767932  39964824      1096    581232   3006176     10736      6312    277612
04:45:14 PM 320844008 389929240   1826740      0.46   1545628  67635984   4711948      1.17  29767932  39966472       184    581144   3006188     10736      6280    277564
04:45:19 PM 320821964 389907844   1847840      0.47   1545628  67636660   7258304      1.80  29768272  40002292      1660    616460   3006456     10064      6900    276668
04:45:24 PM 320848568 389935444   1820204      0.46   1545628  67637656   4237212      1.05  29768432  39968584       616    582036   3006492      9712      6220    276620
04:45:29 PM 320847696 389935880   1819756      0.46   1545632  67638948   4236428      1.05  29768432  39969812       456    581932   3006516      9712      6188    276572
04:45:34 PM 320847144 389936848   1818796      0.46   1545632  67640388   4237212      1.05  29768436  39971296      1464    582080   3006588      9712      6220    276588
04:45:39 PM 320847476 389938436   1817296      0.46   1545632  67641572   4237212      1.05  29768440  39972624       304    582156   3006572      9728      6280    276572
04:45:44 PM 320839444 389931800   1823976      0.46   1545632  67642792   4241116      1.05  29768444  39975752      1560    584136   3006704      9744      6360    276596
04:45:49 PM 320838780 389932616   1823200      0.46   1545632  67644232   4237344      1.05  29768444  39975536       372    582400   3006704      9696      6240    276572
04:45:54 PM 320834884 389930140   1825588      0.46   1545632  67645508   4237344      1.05  29768440  39976548      1464    582208   3006936      9696      6224    276604
04:45:59 PM 320835180 389931908   1823896      0.46   1545632  67646864   4237344      1.05  29768440  39978032       340    582236   3006976      9696      6220    276652
04:46:04 PM 320849520 389947668   1808368      0.46   1545632  67648088   4237344      1.05  29768444  39979216      1440    582236   3006940      9696      6188    276668
04:46:09 PM 320850312 389949688   1806304      0.46   1545636  67649252   4237344      1.05  29768448  39980484       204    582324   3007044      9760      6284    276684
04:46:14 PM 320850032 389950904   1805072      0.46   1545640  67650584   4237492      1.05  29768452  39981792      1376    582316   3007220      9712      6220    276684
04:46:19 PM 320977624 389960616   1795552      0.45   1545644  67534092   4245272      1.05  29768168  39865648     18424    582324   3005636      9712      5736    276652
04:46:24 PM 320991292 389975996   1780464      0.45   1545644  67535608   4245272      1.05  29768168  39867032      1304    582208   3005540      9664      5640    276652
04:46:29 PM 320993704 389979604   1776788      0.45   1545644  67536740   4245272      1.05  29768172  39868364      1352    582424   3005672      9712      5732    276652
04:46:34 PM 320989468 389976660   1779572      0.45   1545644  67538064   4245684      1.05  29768176  39869680      1616    582492   3005800      9696      5744    276588
04:46:39 PM 320988544 389977016   1779236      0.45   1545644  67539272   4245684      1.05  29768176  39871016       168    582548   3005852      9696      5740    276636
04:46:44 PM 320987868 389977776   1778460      0.45   1545644  67540664   4254008      1.05  29768176  39872436       592    582600   3005912      9712      5740    276700
04:46:49 PM 320990036 389981308   1774900      0.45   1545644  67541956   4254008      1.05  29768176  39873792       156    582664   3006012      9696      5736    276668
04:46:54 PM 321004240 389996820   1759692      0.45   1545644  67543236   4254008      1.05  29768172  39875104       656    582720   3005736      9712      5736    276668
04:46:59 PM 321004784 389998780   1757824      0.45   1545644  67544592   4254008      1.05  29768180  39876484       168    582780   3005704      9728      5736    276620
04:47:04 PM 321004756 390000224   1756556      0.44   1545648  67545924   4258044      1.06  29768176  39880352       572    585236   3005664     10336      6144    276676
04:47:09 PM 321006052 390002756   1754116      0.44   1545648  67547108   4254140      1.05  29768188  39879196        28    582924   3005624      9760      5816    276668
04:47:14 PM 321004328 390002408   1754500      0.44   1545652  67548444   4253356      1.05  29768196  39880540       164    582948   3005624      9696      5740    276588
04:47:19 PM 320996692 389996240   1760544      0.45   1545652  67549724   4254140      1.05  29768196  39881876       856    583004   3005936      9712      5772    276620
04:47:24 PM 320995004 389996084   1760780      0.45   1545656  67551184   4254140      1.05  29768200  39883164       304    582804   3005924      9648      5672    276588
04:47:29 PM 320992284 389995140   1761468      0.45   1545656  67552736   4254272      1.06  29768196  39884696       864    582772   3006404      9664      5672    276620
04:47:34 PM 320991868 389996076   1760576      0.45   1545656  67554020   4254272      1.06  29768204  39886168       396    582956   3006428      9696      5740    276604
04:47:39 PM 321001792 390007484   1749160      0.44   1545656  67555340   4254272      1.06  29768200  39887504       880    583004   3006600      9680      5740    276588
04:47:44 PM 321002372 390009440   1747224      0.44   1545656  67556620   4254272      1.06  29768208  39888820       324    583056   3006676      9680      5744    276588
04:47:49 PM 320998460 390007284   1749468      0.44   1545660  67558076   4254272      1.06  29768212  39890300       736    583116   3006884      9696      5744    276604
04:47:54 PM 320997248 390007464   1749356      0.44   1545660  67559400   4254404      1.06  29768220  39891752       404    583236   3006884      9728      5788    276604
04:47:59 PM 320995164 390006908   1749948      0.44   1545660  67560756   4254404      1.06  29768216  39893040       728    583144   3007020      9696      5732    276620
04:48:04 PM 320995612 390008804   1748280      0.44   1545664  67562112   4254404      1.06  29768220  39894440       248    583180   3006880      9696      5768    276556
04:48:09 PM 320993652 390008160   1748828      0.44   1545668  67563396   4254404      1.06  29768220  39895664       724    583160   3007004      9648      5708    276540
04:48:14 PM 320993340 390009284   1747672      0.44   1545668  67564760   4254404      1.06  29768224  39897096       220    583208   3007108      9680      5728    276524
04:48:19 PM 320985444 390002576   1754284      0.44   1545672  67565876   4254536      1.06  29768232  39898288       676    583264   3007272      9680      5736    276572
04:48:24 PM 320985276 390003928   1752892      0.44   1545676  67567288   4254536      1.06  29768236  39899704       232    583280   3007416      9680      5740    276636
04:48:29 PM 320999280 390019284   1737668      0.44   1545676  67568728   4254536      1.06  29768236  39901160       700    583352   3007196      9712      5800    276636
04:48:34 PM 320998740 390020072   1736888      0.44   1545676  67569960   4254536      1.06  29768240  39902436       188    583336   3007284      9680      5732    276620
04:48:39 PM 320993980 390016796   1740496      0.44   1545680  67571328   4254536      1.06  29768240  39903860       676    583360   3007064      9696      5736    276668
04:48:44 PM 320993020 390017124   1740104      0.44   1545680  67572544   4254680      1.06  29768248  39905096       176    583404   3007200      9696      5736    276652
04:48:49 PM 320985288 390010824   1746352      0.44   1545680  67573892   4254680      1.06  29768240  39907204       288    584108   3007336     10272      5604    276700
04:48:54 PM 320984592 390011568   1745236      0.44   1545688  67575276   4254680      1.06  29768260  39907912       152    583488   3007756      9728      5800    276668
04:48:59 PM 320983640 390012056   1744772      0.44   1545688  67576624   4253896      1.05  29768256  39909124       352    583360   3007824      9680      5700    276620
04:49:04 PM 320979968 390009824   1747044      0.44   1545692  67578068   4254680      1.06  29768264  39910708       904    583500   3007776      9696      5732    276604
04:49:09 PM 320979276 390010460   1746448      0.44   1545692  67579308   4254820      1.06  29768264  39912004       272    583576   3007824      9712      5764    276604
04:49:14 PM 320976916 390009440   1747520      0.44   1545692  67580592   4256100      1.06  29768264  39914596       932    584856   3007828      9728      5780    276636
04:49:19 PM 320976720 390010640   1746280      0.44   1545692  67581884   4256100      1.06  29768268  39915964       276    584912   3007972      9696      5740    276652
04:49:24 PM 320970664 390006016   1750832      0.44   1545692  67583236   4256100      1.06  29768272  39917412       924    585036   3008124      9712      5744    276620
04:49:29 PM 320971748 390008480   1748356      0.44   1545696  67584560   4256100      1.06  29768268  39918628       276    584912   3008188      9664      5644    276636
04:49:34 PM 320967072 390005244   1751556      0.44   1545696  67585868   4256232      1.06  29768276  39920228       808    585244   3008356      9744      5816    276668
04:49:39 PM 320965896 390005660   1751132      0.44   1545696  67587380   4256232      1.06  29768284  39921732       240    585288   3008444      9760      5848    276652
04:49:44 PM 320964724 390005876   1750892      0.44   1545696  67588656   4256232      1.06  29768280  39922984       760    585152   3008580      9712      5744    276604
04:49:49 PM 320964124 390006688   1750032      0.44   1545696  67589988   4256232      1.06  29768280  39924268       216    585180   3008708      9712      5740    276620
04:49:54 PM 320963652 390007980   1748904      0.44   1545696  67591604   4208008      1.04  29768292  39918612       836    577944   3008692      9680      5636    276420
04:49:59 PM 320963648 390009280   1747600      0.44   1545700  67592836   4208140      1.04  29768292  39919876       176    577936   3008764      9680      5632    276436
04:50:04 PM 320958380 390005788   1751252      0.44   1545700  67594364   4208140      1.04  29768292  39921432       720    577928   3008852      9648      5572    276420
04:50:09 PM 320959420 390008036   1749056      0.44   1545700  67595488   4208140      1.04  29768300  39922560       160    577968   3008884      9664      5568    276420
04:50:14 PM 320953588 390004024   1752968      0.44   1545700  67597196   4208140      1.04  29768296  39924260       728    577980   3009096      9632      5564    276420
04:50:19 PM 320955960 390007800   1749240      0.44   1545700  67598464   4208140      1.04  29768304  39925592       184    577992   3009184      9600      5532    276404
04:50:24 PM 320950128 390003720   1753464      0.44   1545700  67600024   4208272      1.04  29768300  39927152       680    578036   3009232      9648      5568    276420
04:50:29 PM 320951832 390006908   1750292      0.44   1545704  67601400   4208272      1.04  29768304  39928568        28    578064   3009320      9648      5572    276404
04:50:34 PM 320946048 390003044   1754060      0.44   1545704  67603152   4208272      1.04  29768300  39931216       656    578992   3009584      9808      5728    276420
04:50:39 PM 320945008 390003492   1753572      0.44   1545704  67604568   4208272      1.04  29768312  39931832         0    578116   3009696      9632      5528    276436
04:50:44 PM 320948064 390007956   1749156      0.44   1545708  67605916   4207628      1.04  29768312  39933212       376    578176   3009704      9648      5568    276340
04:50:49 PM 320961216 390022580   1734580      0.44   1545708  67607148   4208412      1.04  29768320  39934440       600    578192   3009896      9648      5568    276420
04:50:54 PM 320959804 390022792   1734388      0.44   1545708  67608696   4208412      1.04  29768316  39935968       352    578180   3009952      9696      5624    276452
04:50:59 PM 320951828 390016608   1740576      0.44   1545708  67610304   4208412      1.04  29768320  39938120       860    578712   3010132      9568      5476    276532
04:51:04 PM 320950356 390016628   1740536      0.44   1545708  67611692   4208412      1.04  29768324  39939040       356    578260   3010256      9632      5536    276500
04:51:09 PM 320963836 390031660   1725308      0.44   1545708  67613108   4208544      1.04  29768324  39940536       888    578312   3010588      9696      5676    276548
04:51:14 PM 320964152 390033276   1723736      0.44   1545708  67614324   4208544      1.04  29768324  39941752       368    578332   3010628      9664      5580    276532
04:51:19 PM 320962188 390032852   1724016      0.44   1545708  67615768   4208544      1.04  29768328  39943212       796    578384   3010868      9632      5548    276452
04:51:24 PM 320960960 390032968   1723856      0.44   1545708  67617044   4208544      1.04  29768328  39944544       252    578476   3010980      9696      5676    276452
04:51:29 PM 320952540 390026216   1730664      0.44   1545708  67618624   4208544      1.04  29768328  39946032       744    578404   3011012      9664      5568    276468
04:51:34 PM 320951912 390027140   1729720      0.44   1545708  67620136   4209528      1.04  29768332  39947640       256    578452   3011072      9648      5564    276484
04:51:39 PM 320948844 390025528   1731416      0.44   1545708  67621500   4208676      1.04  29768328  39948968       736    578408   3011080      9680      5600    276484
04:51:44 PM 320948348 390026464   1730496      0.44   1545708  67622884   4200484      1.04  29768332  39950424       244    578544   3011112      9696      5628    276436
04:51:49 PM 320939600 390019336   1737524      0.44   1545712  67624316   4200484      1.04  29768336  39951920       696    578528   3011396      9648      5572    276484
04:51:54 PM 320939284 390020412   1736500      0.44   1545716  67625608   4200484      1.04  29768340  39953220       168    578588   3011440      9648      5568    276484
04:51:59 PM 320936500 390019088   1737660      0.44   1545716  67626924   4200616      1.04  29768344  39954624       744    578640   3011748      9648      5564    276420
04:52:04 PM 320935868 390019808   1736968      0.44   1545716  67628192   4200616      1.04  29768344  39955916       200    578648   3011804      9616      5536    276436
04:52:09 PM 320928868 390014612   1741984      0.44   1545716  67629840   4200616      1.04  29768344  39957576       716    578676   3012140      9648      5568    276436
04:52:14 PM 320927796 390015324   1741276      0.44   1545720  67631532   4200616      1.04  29768352  39959256        24    578712   3012224      9648      5568    276436
04:52:19 PM 320919936 390009336   1747176      0.44   1545720  67633308   4200748      1.04  29768352  39961020       668    579036   3012408     10096      5944    276516
04:52:24 PM 320918860 390009720   1746564      0.44   1545724  67634696   4200748      1.04  29768360  39962292       176    578520   3012704      9648      5564    276500
04:52:29 PM 320917992 390010416   1745904      0.44   1545724  67636132   4199964      1.04  29768360  39963676       364    578440   3012796      9632      5532    276420
04:52:34 PM 320908900 390003392   1752752      0.44   1545724  67638092   4200748      1.04  29768356  39965672      1008    578480   3013080      9648      5532    276452
04:52:39 PM 320907444 390003800   1752424      0.44   1545724  67639852   4200880      1.04  29768364  39967572       276    578624   3013104      9648      5568    276484
