Linux 5.15.0-91-generic (gl5) 	01/20/2024 	_x86_64_	(32 CPU)

05:39:24 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
05:39:29 AM 375110032 390378488   1557460      0.39   1285224  15351996   4650292      1.15   6836856  10342184       460    570488   1553836     10576      6120    269756
05:39:34 AM 375042376 390312792   1622792      0.41   1285232  15353892  10218516      2.53   6837124  10409516       764    636400   1554256     10560      6896    269004
05:39:39 AM 375098636 390369972   1565856      0.40   1285236  15354824   4177500      1.04   6837416  10346000      1380    571300   1553996      9600      6448    268924
05:39:44 AM 375096968 390369768   1566240      0.40   1285240  15356164   4178372      1.04   6837580  10346816       332    571272   1553936      9568      6040    268908
05:39:49 AM 375100368 390375184   1560852      0.40   1285244  15358156   4182276      1.04   6837580  10350284      1316    572820   1553928      9584      6112    268980
05:39:54 AM 375100664 390376664   1559368      0.39   1285248  15359264   4186548      1.04   6837600  10354356       560    575780   1554004      9664      6372    268988
05:39:59 AM 375100036 390378096   1557912      0.39   1285252  15361224   4178372      1.04   6837596  10352132      1608    571588   1554124      9568      6064    268956
05:40:04 AM 375101500 390380968   1555292      0.39   1285256  15362544   4179396      1.04   6837604  10353192       372    571272   1553956      9568      6020    268908
05:40:09 AM 375091500 390372388   1563884      0.40   1285264  15363908   4179396      1.04   6837608  10354568      1408    571276   1553992      9568      6012    268956
05:40:14 AM 375090784 390373632   1562620      0.40   1285268  15365736   4183668      1.04   6837620  10358532       460    573516   1554140      9616      6164    268916
05:40:19 AM 375084556 390369248   1566676      0.40   1285272  15367648   4180060      1.04   6837616  10358256      1360    571276   1554396      9568      6016    268940
05:40:24 AM 375084988 390371312   1564548      0.40   1285272  15369168   4183668      1.04   6837632  10361956       328    573508   1554572      9600      6140    268916
05:40:29 AM 375081064 390369148   1566964      0.40   1285280  15370856   4179396      1.04   6837628  10361540      1276    571356   1554384      9584      6076    268924
05:40:34 AM 375080572 390370508   1565700      0.40   1285288  15372580   4183668      1.04   6837644  10365472       352    573544   1554408      9552      6072    268900
05:40:39 AM 375078696 390370152   1566036      0.40   1285300  15373996   4179552      1.04   6837640  10364740      1280    571384   1554520      9568      6020    268988
05:40:44 AM 375077380 390370652   1565496      0.40   1285308  15375708   4179396      1.04   6837660  10366476       312    571420   1554656      9568      6020    268924
05:40:49 AM 375088712 390383804   1552184      0.39   1285316  15377456   4179396      1.04   6837660  10368284      1240    571476   1554880      9584      6052    268972
05:40:54 AM 375087960 390385184   1550868      0.39   1285316  15379456   4179396      1.04   6837680  10370312       292    571504   1554948      9600      6052    268956
05:40:59 AM 375079976 390378776   1557420      0.39   1285320  15380932   4179396      1.04   6837684  10371948      1296    571564   1554900      9584      6088    268940
05:41:04 AM 375079352 390380036   1556212      0.39   1285320  15382688   4183668      1.04   6837692  10375804       360    573776   1554976      9600      6128    268948
05:41:09 AM 375078112 390380520   1555472      0.39   1285324  15384300   4187572      1.04   6837688  10380160       968    576116   1555340     10128      6508    269068
05:41:14 AM 375077580 390381884   1554044      0.39   1285328  15386068   4179396      1.04   6837696  10377044       108    571648   1555528      9600      6044    268988
05:41:19 AM 375074616 390380440   1555496      0.39   1285336  15387504   4191280      1.04   6837696  10382712       864    575480   1555596     10032      6084    269044
05:41:24 AM 375073236 390380592   1554956      0.39   1285344  15389028   4183300      1.04   6837712  10381920         0    573572   1555984      9616      6128    268964
05:41:29 AM 375072408 390381240   1554336      0.39   1285344  15390432   4179396      1.04   6837716  10382148       472    572456   1556028      9632      6164    268924
05:41:34 AM 375069824 390380164   1555508      0.39   1285360  15391924   4183300      1.04   6837716  10384872       264    573624   1555932      9616      6136    268980
05:41:39 AM 375067860 390380004   1555644      0.39   1285364  15393624   4179396      1.04   6837728  10384800       340    571924   1556056      9616      6048    268956
05:41:44 AM 375060328 390374212   1561652      0.40   1285372  15395264   4179396      1.04   6837748  10386380      1568    571744   1555932      9584      6012    268940
05:41:49 AM 375058656 390374248   1561604      0.40   1285380  15396860   4179396      1.04   6837752  10387928       300    571744   1556048      9584      6020    268924
05:41:54 AM 375050996 390368108   1567668      0.40   1285384  15398284   4179396      1.04   6837764  10389520      1140    571892   1556216      9600      6064    268940
05:41:59 AM 375048328 390367308   1568492      0.40   1285388  15400064   4179396      1.04   6837764  10391200       308    571804   1556276      9600      6028    268940
05:42:04 AM 375040624 390361508   1574460      0.40   1285392  15401948   4179396      1.04   6837772  10393100      1084    571852   1556124      9584      6020    268924
05:42:09 AM 375040660 390363100   1572968      0.40   1285396  15403380   4179396      1.04   6837776  10394568       272    571876   1556144      9584      6012    268892
05:42:14 AM 375033296 390357364   1578580      0.40   1285400  15405000   4179528      1.04   6837784  10395924      1424    571568   1556272      9536      5948    268956
05:42:19 AM 375032580 390358368   1577640      0.40   1285404  15406612   4179528      1.04   6837792  10398252       320    572424   1556312      9616      6136    268924
05:42:24 AM 375025772 390353312   1582928      0.40   1285404  15408276   4180108      1.04   6837792  10399364      1404    571784   1556168      9600      6048    268956
05:42:29 AM 375025988 390355252   1581288      0.40   1285404  15409904   4188072      1.04   6837804  10405464       436    576316   1555964      9632      6248    268988
05:42:34 AM 375022092 390352924   1583144      0.40   1285404  15411512   4183932      1.04   6837800  10404900      1460    574156   1556396      9616      6140    268996
05:42:39 AM 375021024 390353464   1582624      0.40   1285404  15412980   4179660      1.04   6837796  10404300       260    572040   1556516      9616      6092    268940
05:42:44 AM 375025228 390359504   1576364      0.40   1285412  15414680   4183932      1.04   6837800  10408248      1520    574312   1556864      9616      6148    268948
05:42:49 AM 375024320 390360004   1575888      0.40   1285412  15416016   4185212      1.04   6837812  10410876       264    575632   1556912      9616      6144    268948
05:42:54 AM 375020140 390357576   1578344      0.40   1285412  15417600   4181072      1.04   6837808  10410252      1312    573336   1557052      9680      6040    268956
05:42:59 AM 375019272 390358604   1577340      0.40   1285412  15419400   4185344      1.04   6837816  10414400       256    575784   1557124      9632      6192    268948
05:43:04 AM 375017872 390358988   1576892      0.40   1285416  15421056   4181072      1.04   6837816  10415104      1016    574864   1557312     10176      6064    268988
05:43:09 AM 375017432 390360432   1575388      0.40   1285420  15422792   4181072      1.04   6837816  10415776         0    573684   1557516      9584      6036    268956
05:43:14 AM 375016316 390361136   1574664      0.40   1285424  15424504   4181204      1.04   6837820  10417572       332    573760   1557640      9584      6036    268972
05:43:19 AM 375022248 390369036   1566720      0.40   1285432  15426284   4185108      1.04   6837832  10421280      1460    575728   1557864      9616      6172    268948
05:43:24 AM 375023012 390371216   1564516      0.40   1285436  15427612   4181204      1.04   6837824  10420660       552    573784   1557972      9568      6024    268908
05:43:29 AM 375027576 390377352   1558584      0.39   1285444  15429000   4181204      1.04   6837844  10422240      1484    573928   1557944      9552      6028    268908
05:43:34 AM 375026100 390377932   1558024      0.39   1285448  15430916   4181352      1.04   6837848  10424080       304    573800   1558060      9536      5996    268892
05:43:39 AM 375031584 390385196   1550732      0.39   1285452  15432472   4185624      1.04   6837564  10428288      1688    576236   1558308      9616      6144    268948
05:43:44 AM 375031676 390386848   1549032      0.39   1285456  15433932   4181352      1.04   6837564  10427668       224    574160   1558452      9568      6032    268924
05:43:49 AM 375031740 390388984   1547260      0.39   1285460  15435752   4185256      1.04   6837572  10431312      1412    576104   1558336      9600      6152    268964
05:43:54 AM 375030976 390390060   1545944      0.39   1285460  15437488   4194300      1.04   6837584  10437900       440    580924   1558680      9616      6312    268996
05:43:59 AM 375022112 390382756   1553240      0.39   1285472  15438760   4181484      1.04   6837572  10432660      1464    574280   1558964      9584      6028    268956
05:44:04 AM 375020712 390382916   1553072      0.39   1285480  15440248   4181484      1.04   6837576  10434304       236    574460   1559036      9600      6072    268956
05:44:09 AM 375015560 390380292   1555672      0.39   1285492  15442476   4181484      1.04   6837600  10436580      1172    574504   1559348      9552      6028    268908
05:44:14 AM 375015272 390381892   1554036      0.39   1285496  15444256   4181616      1.04   6837600  10438428       188    574572   1559488      9552      6024    268892
05:44:19 AM 375011088 390379580   1556180      0.39   1285508  15445876   4186020      1.04   6837632  10442316      1404    576868   1559896      9584      6144    268916
05:44:24 AM 375010628 390380716   1555056      0.39   1285512  15447372   4185520      1.04   6837632  10442680       284    576220   1559980      9536      5988    268884
05:44:29 AM 375005712 390377548   1558412      0.39   1285516  15448944   4181616      1.04   6837628  10443300      1404    574784   1559964      9568      6056    268876
05:44:34 AM 375007344 390380488   1555448      0.39   1285516  15450188   4181764      1.04   6837636  10444628       228    574816   1560052      9584      6024    268892
05:44:39 AM 375000172 390375116   1560808      0.40   1285520  15451784   4181764      1.04   6837640  10446516      1104    575188   1560264      9712      6000    268908
05:44:44 AM 374998556 390375244   1560676      0.40   1285524  15453620   4186036      1.04   6837648  10450320        88    577204   1560172      9584      6184    268900
05:44:49 AM 374998336 390376844   1559004      0.39   1285528  15455312   4181764      1.04   6837652  10450308       740    575564   1560368     10064      6064    268940
05:44:54 AM 375010980 390391308   1544380      0.39   1285536  15456960   4185800      1.04   6837656  10453064        24    576584   1560692      9568      6076    268948
05:44:59 AM 375009716 390391500   1544252      0.39   1285536  15458328   4186168      1.04   6837668  10455440       620    577480   1560716      9600      6204    268948
05:45:04 AM 375005016 390388384   1547432      0.39   1285540  15459800   4181896      1.04   6837668  10454436      1444    575080   1560760      9600      6064    268892
05:45:09 AM 375002924 390388136   1547768      0.39   1285544  15461524   4181896      1.04   6837672  10456232       304    575160   1560788      9552      6064    268892
05:45:14 AM 374995364 390382756   1552760      0.39   1285552  15463484   4186312      1.04   6837680  10460428      1296    577396   1561388      9568      6096    268964
05:45:19 AM 374995096 390384512   1551228      0.39   1285556  15465384   4189848      1.04   6837688  10463004       308    578556   1561284      9552      6100    269004
05:45:24 AM 374990184 390381644   1553904      0.39   1285564  15467352   4182040      1.04   6837688  10462640      1296    575684   1561544      9568      6112    268924
05:45:29 AM 374990500 390383664   1552080      0.39   1285564  15468904   4182040      1.04   6837692  10463808       212    575300   1561500      9600      6096    268924
05:45:34 AM 374982960 390377724   1558424      0.39   1285572  15470348   4182040      1.04   6837708  10465184      1224    575288   1561244      9536      5996    268924
05:45:39 AM 374982028 390378432   1557616      0.39   1285572  15471928   4182172      1.04   6837708  10466864       188    575524   1561404      9568      6032    268940
05:45:44 AM 374990212 390388700   1547432      0.39   1285580  15473804   4182172      1.04   6837724  10468820      1228    575464   1561520      9584      6008    268940
05:45:49 AM 374988532 390389160   1546804      0.39   1285584  15475808   4186444      1.04   6837720  10472872       272    577564   1561820      9584      6112    268948
05:45:54 AM 374990988 390395136   1540536      0.39   1285592  15479072   4186228      1.04   6837744  10475852      1560    577272   1562360      9632      6236    268948
05:45:59 AM 374989340 390394928   1540592      0.39   1285600  15480432   4190868      1.04   6837748  10479824       336    579908   1562584      9584      6268    268988
05:46:04 AM 374980888 390388452   1547300      0.39   1285604  15482256   4186228      1.04   6837760  10479156      1312    577400   1562500      9616      6192    268964
05:46:09 AM 374982880 390392168   1543536      0.39   1285612  15483880   4182324      1.04   6837756  10478936       240    575548   1562640      9520      6024    268924
05:46:14 AM 374975444 390387024   1548580      0.39   1285620  15485920   4183252      1.04   6837764  10481080      1324    575652   1562984      9632      6128    268924
05:46:19 AM 374976852 390390424   1545096      0.39   1285628  15487820   4182712      1.04   6837772  10483168       168    575824   1563152      9568      6092    268908
05:46:24 AM 374971360 390386688   1549052      0.39   1285632  15489384   4186984      1.04   6837800  10487440      1744    578104   1563120     10128      6128    268964
05:46:29 AM 374970916 390387524   1548144      0.39   1285636  15490604   4186616      1.04   6837792  10487524       680    577424   1563248      9552      6016    268964
05:46:34 AM 374962624 390381072   1554360      0.39   1285640  15492320   4187120      1.04   6837792  10489812       528    577472   1563604     10208      6128    269012
05:46:39 AM 374962788 390382960   1552416      0.39   1285648  15493888   4182848      1.04   6837800  10489384         0    575972   1563808      9568      6040    268972
05:46:44 AM 374961216 390383300   1552152      0.39   1285652  15495668   4183104      1.04   6837808  10491328       316    576076   1563860      9568      6040    268956
05:46:49 AM 374955880 390379712   1555452      0.39   1285656  15497312   4191280      1.04   6837812  10496960      1308    580156   1564248      9632      6236    269020
05:46:54 AM 374954280 390379780   1555448      0.39   1285656  15498872   4183104      1.04   6837820  10494688       348    576244   1564292      9584      6040    268940
05:46:59 AM 374946880 390374212   1561376      0.40   1285660  15500444   4183236      1.04   6837816  10496308      1272    576324   1564188      9584      6044    268988
05:47:04 AM 374946984 390375984   1559796      0.40   1285660  15501996   4187396      1.04   6837828  10499676       212    578216   1564112      9616      6132    268964
05:47:09 AM 374954680 390385848   1549848      0.39   1285664  15503948   4183492      1.04   6837828  10499996      1508    576548   1564408      9600      6040    268988
05:47:14 AM 374954140 390387248   1548528      0.39   1285672  15505768   4187764      1.04   6837844  10504192       312    578964   1564440      9648      6200    268964
05:47:19 AM 374946924 390382048   1553328      0.39   1285680  15507644   4183624      1.04   6837848  10504288      1496    577116   1564972      9584      6104    268924
05:47:24 AM 374945728 390382648   1552644      0.39   1285684  15509308   4187528      1.04   6837848  10506444       304    578072   1565184      9568      6016    268916
05:47:29 AM 374942404 390380804   1554316      0.39   1285688  15510760   4192424      1.04   6837868  10511064      1412    580972   1565380      9616      6324    268924
05:47:34 AM 374943072 390383464   1551836      0.39   1285688  15512608   4184024      1.04   6837864  10509024       200    576868   1565344      9584      6084    268908
05:47:39 AM 374936248 390377904   1557388      0.39   1285700  15514160   4184024      1.04   6837864  10510600      1228    576916   1565052      9568      6048    268876
05:47:44 AM 374936732 390379976   1555332      0.39   1285708  15515664   4184024      1.04   6837880  10512232       240    577012   1565112      9552      6048    268876
05:47:49 AM 374935248 390380100   1555240      0.39   1285708  15517288   4188552      1.04   6837884  10516088      1328    579300   1565064      9568      6120    268900
05:47:54 AM 374936952 390383468   1551892      0.39   1285708  15518872   4184280      1.04   6837888  10515488       256    577048   1565124      9552      6044    268892
05:47:59 AM 374924536 390372704   1562616      0.40   1285716  15520436   4188684      1.04   6837892  10519448      1440    579440   1565244      9584      6128    268964
05:48:04 AM 374925992 390375656   1559736      0.40   1285720  15521868   4184412      1.04   6837900  10518684        88    577284   1565232      9568      6052    268924
05:48:09 AM 374928428 390380172   1555052      0.39   1285724  15523756   4184412      1.04   6837892  10520180      1228    577224   1565588      9856      6256    268908
05:48:14 AM 374930376 390383564   1551700      0.39   1285728  15525136   4184412      1.04   6837916  10522380       816    577728   1565608      9584      6112    268876
05:48:19 AM 374921912 390376676   1558508      0.39   1285732  15526676   4184800      1.04   6837920  10525220       928    579232   1565720     10128      6124    268924
05:48:24 AM 374920188 390377116   1558108      0.39   1285740  15528672   4192976      1.04   6837924  10529188         0    581544   1565840      9616      6232    268988
05:48:29 AM 374920104 390378712   1556600      0.39   1285740  15530268   4184800      1.04   6837932  10527772       440    578000   1565836      9584      6080    268940
05:48:34 AM 374912184 390372860   1562468      0.40   1285752  15532136   4184940      1.04   6837936  10529592      1276    577948   1566008      9600      6084    268972
05:48:39 AM 374910936 390373612   1561692      0.40   1285756  15534000   4184940      1.04   6837940  10531556       304    578044   1566164      9600      6052    268940
05:48:44 AM 374904792 390369332   1565856      0.40   1285756  15535732   4185196      1.04   6837936  10533296      1240    578016   1566412      9584      6052    268972
05:48:49 AM 374905100 390371220   1564152      0.40   1285756  15537232   4185196      1.04   6837952  10534852       300    578116   1566308      9584      6084    268988
05:48:54 AM 374902092 390370040   1565164      0.40   1285760  15538908   4185196      1.04   6837960  10536708      1204    578284   1566624      9600      6088    268924
05:48:59 AM 374903928 390373376   1561828      0.40   1285760  15540296   4185328      1.04   6837960  10538028       312    578232   1566736      9552      6020    268940
05:49:04 AM 374902548 390374432   1560756      0.40   1285764  15542424   4194128      1.04   6837972  10544804      1524    582836   1567056      9664      6296    269020
05:49:09 AM 374902496 390376316   1559044      0.39   1285768  15544260   4189856      1.04   6837972  10544356       424    580712   1566980      9632      6172    268980
05:49:14 AM 374903096 390378784   1556728      0.39   1285768  15545936   4189620      1.04   6837972  10545688      1520    580356   1567020      9616      6132    268980
05:49:19 AM 374902408 390379316   1556156      0.39   1285772  15547092   4189988      1.04   6837976  10547472       388    580860   1567120      9616      6180    268964
