timestamp,module,event
2024-02-01T06:27:49,topoaa,start
2024-02-01T06:27:54,topoaa,finish
2024-02-01T06:27:55,rigidbody,start
2024-02-01T09:30:44,rigidbody,finish
2024-02-01T09:30:46,caprieval,start
2024-02-01T09:53:30,caprieval,finish
2024-02-01T09:53:31,seletop,start
2024-02-01T09:53:31,seletop,finish
2024-02-01T09:53:32,caprieval,start
2024-02-01T09:54:36,caprieval,finish
2024-02-01T09:54:37,flexref,start
2024-02-01T11:02:03,flexref,finish
2024-02-01T11:02:04,caprieval,start
2024-02-01T11:03:01,caprieval,finish
2024-02-01T11:03:02,emref,start
2024-02-01T11:08:36,emref,finish
2024-02-01T11:08:36,caprieval,start
2024-02-01T11:09:30,caprieval,finish
2024-02-01T11:09:30,clustfcc,start
2024-02-01T11:09:52,clustfcc,finish
2024-02-01T11:09:52,seletopclusts,start
2024-02-01T11:10:23,seletopclusts,finish
2024-02-01T11:10:23,caprieval,start
2024-02-01T11:11:05,caprieval,finish
