timestamp,module,event
2024-01-20 23:49:07,topoaa,start
2024-01-20 23:49:15,topoaa,finish
2024-01-20 23:49:16,rigidbody,start
2024-01-21 00:03:56,rigidbody,finish
2024-01-21 00:03:56,seletop,start
2024-01-21 00:03:57,seletop,finish
2024-01-21 00:03:57,caprieval,start
2024-01-21 00:04:27,caprieval,finish
2024-01-21 00:04:29,flexref,start
2024-01-21 00:27:54,flexref,finish
2024-01-21 00:27:54,caprieval,start
2024-01-21 00:28:25,caprieval,finish
2024-01-21 00:28:26,emref,start
2024-01-21 00:30:55,emref,finish
2024-01-21 00:30:56,caprieval,start
2024-01-21 00:31:25,caprieval,finish
