Linux 5.15.30-2-pve (superserver2) 	01/25/2024 	_x86_64_	(32 CPU)

11:22:15 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
11:22:20 AM 338641200 389125596   2574684      0.65    855840  50361488   7099112      1.76  30790868  21324864       140   1064372   2440572     10688     10124    861940
11:22:25 AM 338595744 389081624   2618316      0.66    855840  50362976  12664752      3.14  30790920  21392020       192   1130188   2440908      9760     11116    861220
11:22:30 AM 338655064 389141908   2558024      0.65    855840  50363904   6626352      1.64  30791212  21326956        88   1064392   2440952      9712     10416    861140
11:22:35 AM 338652844 389140608   2560304      0.65    855844  50364772   6627280      1.64  30791508  21327940       168   1064848   2440020      9680     10076    861076
11:22:40 AM 338653128 389142048   2558844      0.65    855844  50365864   6627280      1.64  30791508  21329084        96   1064852   2440104      9680     10076    861044
11:22:45 AM 338648388 389138488   2562520      0.65    855844  50366968   6627280      1.64  30791508  21330156       184   1064852   2440064      9680     10076    861076
11:22:50 AM 338647448 389138780   2562204      0.65    855844  50368124   6627280      1.64  30791508  21331344        92   1064852   2440164      9680     10076    861076
11:22:55 AM 338643668 389136124   2564520      0.65    855844  50369220   6627280      1.64  30791508  21332384        16   1064848   2440532      9664     10080    861076
11:23:00 AM 338643684 389137260   2563372      0.65    855844  50370256   6629816      1.64  30791508  21334220        96   1065612   2440628      9680     10128    861068
11:23:05 AM 338640572 389135328   2565448      0.65    855844  50371384   6627280      1.64  30791500  21334536       312   1064848   2440536      9664     10076    861044
11:23:10 AM 338640824 389136724   2564048      0.65    855844  50372424   6627280      1.64  30791500  21335648        68   1064852   2440644      9664     10080    861028
11:23:15 AM 338635836 389132832   2567824      0.65    855844  50373460   6627280      1.64  30791508  21336624       188   1064852   2440820      9664     10076    861012
11:23:20 AM 338635864 389134040   2566628      0.65    855844  50374584   6627280      1.64  30791508  21337808        96   1064856   2440864      9664     10076    860996
11:23:25 AM 338633636 389133040   2567612      0.65    855844  50375716   6627280      1.64  30791508  21338904       184   1064860   2440976      9664     10076    860964
11:23:30 AM 338634140 389134812   2565844      0.65    855844  50376920   6627280      1.64  30791508  21340116       100   1064860   2441036      9664     10076    860932
11:23:35 AM 338632424 389134404   2566224      0.65    855844  50378132   6627280      1.64  30791508  21341348       152   1064876   2441160      9664     10076    860948
11:23:40 AM 338632696 389135940   2564672      0.65    855844  50379336   6627280      1.64  30791508  21342564        64   1064896   2441236      9664     10076    860932
11:23:45 AM 338630968 389135584   2565164      0.65    855844  50380600   6627280      1.64  30791508  21343888       184   1064936   2441208      9664     10076    860980
11:23:50 AM 338630224 389136116   2564624      0.65    855844  50381808   6627280      1.64  30791508  21345080        96   1064948   2441284      9664     10080    860948
11:23:55 AM 338627816 389135068   2565556      0.65    855844  50383080   6627280      1.64  30791508  21346420       148   1064988   2441488      9664     10080    860996
11:24:00 AM 338627564 389136012   2564612      0.65    855844  50384200   6627280      1.64  30791508  21347536       100   1065000   2441564      9664     10076    860948
11:24:05 AM 338625136 389134976   2566100      0.65    855844  50385492   6627280      1.64  30791504  21348868       184   1065044   2441212      9648     10076    860964
11:24:10 AM 338624140 389135268   2565792      0.65    855844  50386676   6627280      1.64  30791500  21350092       196   1065060   2441332      9664     10076    860948
11:24:15 AM 338621704 389133988   2567116      0.65    855844  50387772   6627280      1.64  30791508  21351212       148   1065080   2441348      9664     10080    860964
