Linux 5.15.30-2-pve (superserver2) 	01/26/2024 	_x86_64_	(32 CPU)

12:00:52 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
12:00:57 AM 333236204 389214400   2477132      0.63    856340  55720616   7087412      1.76  34909212  22531500        60   1029724   2583492     10784     10124    862052
12:01:02 AM 333220072 389199344   2491744      0.63    856340  55721664   9633756      2.39  34909552  22568456       380   1066052   2583964      9840     10912    861252
12:01:07 AM 333249048 389229884   2461116      0.62    856340  55723152   6612604      1.64  34909848  22534816       260   1031140   2584128      9792     10076    861140
12:01:12 AM 333246112 389229272   2461576      0.62    856340  55725396   6612604      1.64  34909848  22537056       188   1031180   2584360      9792     10076    861108
12:01:17 AM 333244848 389230448   2460560      0.62    856340  55727692   6612744      1.64  34909848  22539456       100   1031240   2584344      9792     10072    861140
12:01:22 AM 333240456 389228544   2462668      0.62    856340  55730024   6615584      1.64  34909844  22543276       240   1032792   2584296      9824     10176    861116
12:01:27 AM 333237540 389227800   2463312      0.62    856340  55732048   6612744      1.64  34909844  22543916        64   1031340   2584544      9792     10072    861140
12:01:32 AM 333233560 389226220   2464596      0.62    856340  55734288   6612884      1.64  34909844  22546168       176   1031388   2585000      9792     10076    861140
12:01:37 AM 333230148 389224844   2465984      0.62    856340  55736196   6612884      1.64  34909848  22548164        80   1031444   2585116      9792     10084    861172
12:01:42 AM 333226716 389223508   2467144      0.62    856340  55738156   6612884      1.64  34909848  22550132       128   1031516   2585428      9792     10080    861140
12:01:47 AM 333223980 389223392   2467320      0.62    856340  55740628   6613016      1.64  34909848  22552776        68   1031628   2585516      9792     10084    861156
12:01:52 AM 333221520 389223200   2467752      0.62    856340  55742812   6613016      1.64  34909848  22554992       172   1031724   2585360      9792     10080    861140
12:01:57 AM 333220524 389224452   2466656      0.62    856340  55744920   6613016      1.64  34909848  22557252        64   1031812   2585344      9792     10080    861140
12:02:02 AM 333220640 389226972   2463952      0.62    856340  55747160   6613160      1.64  34909840  22559560       148   1031916   2585692      9792     10080    861092
12:02:07 AM 333216396 389225220   2465460      0.62    856340  55749492   6613160      1.64  34909848  22562064       260   1032048   2586096      9792     10084    861140
12:02:12 AM 333214272 389225720   2465040      0.62    856340  55751956   6613160      1.64  34909848  22564564       184   1032116   2586176      9792     10084    861108
12:02:17 AM 333210800 389224736   2466212      0.62    856340  55754288   6613292      1.64  34909848  22567028       108   1032220   2586144      9792     10080    861108
12:02:22 AM 333206844 389223060   2468064      0.63    856340  55756448   6613292      1.64  34909844  22569196        44   1032288   2586088      9792     10080    861108
12:02:27 AM 333202104 389220716   2470184      0.63    856340  55758696   6613292      1.64  34909848  22571560        64   1032340   2586460      9792     10080    861156
12:02:32 AM 333192616 389213800   2476836      0.63    856340  55761108   6618784      1.64  34909844  22575980       264   1034440   2586884      9840     10236    861140
12:02:37 AM 333193840 389216780   2473604      0.63    856340  55762732   6613424      1.64  34909848  22576148       340   1032928   2587268      9824     10196    861172
12:02:42 AM 333190392 389215524   2474764      0.63    856340  55764780   6613424      1.64  34909840  22577764       156   1032476   2587508      9792     10076    861124
12:02:47 AM 333188924 389216292   2474092      0.63    856340  55766864   6613556      1.64  34909840  22579924        72   1032544   2587564      9792     10076    861108
12:02:52 AM 333185256 389215236   2475612      0.63    856340  55769332   6613556      1.64  34909848  22582372       216   1032572   2587244      9792     10072    861060
12:02:57 AM 333183292 389215888   2475204      0.63    856340  55771776   6613688      1.64  34909848  22584872        68   1032624   2587172      9792     10076    861076
12:03:02 AM 333176100 389210860   2479904      0.63    856340  55773800   6613688      1.64  34909840  22586916       188   1032672   2587640      9792     10076    861108
12:03:07 AM 333173612 389210496   2480116      0.63    856340  55775788   6613688      1.64  34909840  22588920       228   1032708   2587928      9792     10076    861124
12:03:12 AM 333172488 389211628   2478912      0.63    856340  55777864   6613820      1.64  34909840  22591096       208   1032752   2588180      9792     10076    861108
12:03:17 AM 333168984 389210516   2479736      0.63    856340  55780132   6613820      1.64  34909840  22593428        68   1032816   2588592      9792     10076    861124
12:03:22 AM 333161888 389205656   2484920      0.63    856340  55782208   6615100      1.64  34909848  22596824       184   1034136   2588428      9792     10076    861092
12:03:27 AM 333161408 389207464   2483768      0.63    856340  55784372   6615232      1.64  34909848  22599028        84   1034176   2587896      9792     10080    861140
12:03:32 AM 333158052 389206356   2484544      0.63    856340  55786480   6615232      1.64  34909840  22601204       348   1034232   2588368      9792     10080    861140
12:03:37 AM 333156056 389206412   2484364      0.63    856340  55788472   6615232      1.64  34909840  22603208       112   1034264   2588552      9792     10080    861156
12:03:42 AM 333153096 389205456   2485160      0.63    856340  55790380   6615364      1.64  34909848  22605144       140   1034308   2588808      9808     10080    861140
12:03:47 AM 333150152 389204884   2485708      0.63    856340  55792592   6618236      1.64  34909848  22608888        64   1035856   2588992      9840     10192    861164
12:03:52 AM 333149664 389206560   2484256      0.63    856340  55794616   6615364      1.64  34909844  22609532       264   1034416   2588908      9808     10080    861140
12:03:57 AM 333147568 389206612   2484356      0.63    856340  55796612   6615496      1.64  34909844  22611524       120   1034444   2588908      9792     10080    861124
12:04:02 AM 333141864 389203456   2487668      0.63    856340  55799052   6618032      1.64  34909844  22614556       136   1035068   2588860      9808     10136    861148
12:04:07 AM 333140480 389204500   2486656      0.63    856340  55801340   6615496      1.64  34909840  22616324       200   1034536   2588968      9776     10080    861140
12:04:12 AM 333137996 389203796   2487364      0.63    856340  55802992   6615628      1.64  34909844  22618068        20   1034572   2589092      9792     10084    861140
12:04:17 AM 333136248 389204256   2486948      0.63    856340  55805100   6615628      1.64  34909848  22620212       100   1034628   2589148      9792     10080    861124
12:04:22 AM 333131260 389201888   2489148      0.63    856340  55807512   6615628      1.64  34909844  22622640       192   1034672   2589524      9792     10084    861140
12:04:27 AM 333131332 389204096   2486956      0.63    856340  55809532   6615760      1.64  34909844  22624696        72   1034712   2589624      9792     10080    861140
