timestamp,module,event
2024-01-19 17:56:51,topoaa,start
2024-01-19 17:56:57,topoaa,finish
2024-01-19 17:56:58,rigidbody,start
2024-01-20 00:54:02,rigidbody,finish
2024-01-20 00:54:03,caprieval,start
2024-01-20 01:21:21,caprieval,finish
2024-01-20 01:21:23,seletop,start
2024-01-20 01:21:26,seletop,finish
2024-01-20 01:21:27,caprieval,start
2024-01-20 01:22:54,caprieval,finish
2024-01-20 01:22:56,flexref,start
2024-01-20 03:54:53,flexref,finish
2024-01-20 03:54:54,caprieval,start
2024-01-20 03:56:10,caprieval,finish
2024-01-20 03:56:12,emref,start
2024-01-20 04:09:04,emref,finish
2024-01-20 04:09:05,caprieval,start
2024-01-20 04:10:25,caprieval,finish
2024-01-20 04:10:25,clustfcc,start
2024-01-20 04:10:48,clustfcc,finish
2024-01-20 04:10:48,seletopclusts,start
2024-01-20 04:11:20,seletopclusts,finish
2024-01-20 04:11:20,caprieval,start
2024-01-20 04:12:19,caprieval,finish
