Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

01:36:43 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
03:24:19 AM  51492764 388665104   2051700      0.52   4040916 323334852  91373392     22.66 147084244 180994900      4908    728120  13938908      8896     18124    330828
03:24:24 AM  51446636 388618668   2098272      0.53   4040916 323334532  97887692     24.27 147084328 181053364      4820    790400  13938784      8912     19156    330908
03:24:29 AM  51490588 388664728   2051884      0.52   4040916 323336640  93990792     23.31 147084440 181025724      4468    761236  13939112      8880     18560    330892
03:24:34 AM  51463864 388639296   2076648      0.53   4040916 323337920  97995416     24.30 147084604 181059356      4844    793248  13939792      8912     19152    330940
03:24:39 AM  51445488 388622028   2093916      0.53   4040916 323339020  97993944     24.30 147084668 181061584      5400    794520  13939800      8928     19200    330940
03:24:44 AM  51486452 388664608   2051880      0.52   4040916 323340672  87846476     21.78 147084744 180998424      3636    729800  13939220      8896     17004    330956
03:24:49 AM  51432228 388610756   2105892      0.53   4040916 323341000  95180416     23.60 147084884 181058868      4332    789864  13939104      8896     18232    330956
03:24:54 AM  51437636 388618756   2097588      0.53   4040916 323343588  91171372     22.61 147084976 181027908      4448    756520  13939412      8896     18616    330972
03:24:59 AM  51428252 388609668   2106080      0.53   4040916 323343860  97990524     24.30 147085104 181062580      4812    791184  13940032      8912     19172    330956
03:25:04 AM  51429180 388611520   2104528      0.53   4040916 323344752  97820088     24.26 147085168 181064528      4916    792212  13939764      8912     19164    330972
03:25:09 AM  51441452 388626676   2089996      0.53   4040916 323347600  91066644     22.58 147085296 181029276      4360    754164  13939176      8912     18220    330924
03:25:14 AM  51405296 388590536   2126224      0.54   4040916 323347580  97785620     24.25 147085420 181065628      4684    790732  13939124      8912     19116    330924
03:25:19 AM  51444760 388631040   2085760      0.53   4040916 323348644  95175216     23.60 147085504 181062940      4416    787128  13939060      8912     18864    330940
03:25:24 AM  51446092 388633512   2083212      0.53   4040916 323349764  95176300     23.60 147085588 181047948      4472    770916  13939156      8896     18604    330956
03:25:29 AM  51478176 388667268   2049340      0.52   4040916 323351456  93679812     23.23 147085680 181035520      5452    757072  13939252      8896     18240    331004
03:25:34 AM  51426696 388617672   2098716      0.53   4040916 323353352  97482476     24.17 147085836 181073236      5084    793116  13939460      8896     18816    330988
03:25:39 AM  51423356 388615040   2101436      0.53   4040916 323354028  97784188     24.25 147085948 181069132      4824    788308  13939404      8912     18944    330988
03:25:44 AM  51413516 388607236   2109204      0.53   4040916 323356156  97692596     24.23 147086044 181081324      5820    798680  13939348      8912     19244    330940
03:25:49 AM  51396252 388590256   2126700      0.54   4040916 323356448  97787672     24.25 147086148 181074468      4872    791656  13938824      8928     19132    331004
03:25:54 AM  51417096 388612512   2104768      0.53   4040916 323357864  97790100     24.25 147086184 181079540      5200    794756  13938496      8912     19216    330972
03:25:59 AM  51436860 388633360   2084440      0.53   4040916 323358924  98199740     24.35 147086368 181077512      4620    791964  13938000      8912     19196    330908
03:26:04 AM  51435176 388633600   2084068      0.53   4040916 323360828  98202760     24.35 147086472 181084804      5068    797896  13938152      8912     19272    330908
03:26:09 AM  51497820 388697176   2020100      0.51   4040916 323361724  91481068     22.69 147086560 181047028      4716    759196  13938580      8896     18564    330892
03:26:14 AM  51474424 388675208   2041964      0.52   4040916 323363148  93786856     23.26 147086632 181051128      4608    761876  13938688      8896     18632    330924
03:26:19 AM  51445524 388647908   2069648      0.52   4040916 323364696  93984192     23.31 147086764 181048320      4552    757672  13938356      8896     18580    330956
03:26:24 AM  51446044 388649536   2068024      0.52   4040916 323365800  94190148     23.36 147086844 181048984      4496    757192  13938356      8912     18564    330876
03:26:29 AM  51414996 388619008   2098268      0.53   4040916 323366288  94971628     23.55 147086964 181073324      4556    781284  13938672      8912     18748    330860
03:26:34 AM  51433484 388638596   2078704      0.53   4040916 323367360  97887648     24.27 147087024 181081008      4556    787352  13938676      8912     18556    330908
03:26:39 AM  51472604 388679688   2037148      0.52   4040916 323369340  93990992     23.31 147087108 181057348      5204    762340  13939132      8912     18608    330924
03:26:44 AM  51483224 388691652   2025016      0.51   4040916 323370660  90084112     22.34 147087192 181024976      4960    728704  13939324      8848     18112    330876
03:26:49 AM  51449432 388658348   2058848      0.52   4040916 323371136  97889632     24.28 147087352 181088008      4852    791512  13938808      8928     19144    330892
03:26:54 AM  51446912 388656808   2060088      0.52   4040916 323372080  97585996     24.20 147087428 181089404      4764    792100  13939144      8880     19136    330908
03:26:59 AM  51455320 388666136   2050640      0.52   4040916 323373028  97892700     24.28 147087444 181091920      5352    793096  13939236      8880     19460    330876
03:27:04 AM  51450016 388661924   2054252      0.52   4040916 323374132  97994376     24.30 147087588 181092068      5100    792716  13939824      8880     19228    330892
03:27:09 AM  51458064 388671524   2044480      0.52   4040916 323375696  94972260     23.55 147087780 181084896      3940    783716  13939984      8880     18652    330844
03:27:14 AM  51436328 388652124   2064160      0.52   4040916 323378008  97585616     24.20 147087888 181097904      5080    795088  13939728      8848     18796    330940
03:27:19 AM  51424892 388641164   2075072      0.53   4040916 323378520  97587832     24.20 147087924 181099204      5436    795424  13939740      8896     19260    330940
03:27:24 AM  51428180 388646112   2069960      0.52   4040916 323380184  94877244     23.53 147088008 181083868      5484    779024  13939900      8864     18712    330892
03:27:29 AM  51449560 388669076   2047036      0.52   4040916 323381752  88154832     21.86 147088176 181059344      4400    753016  13939876      8864     18384    330908
03:27:34 AM  51406752 388626716   2089364      0.53   4040916 323382148  97686596     24.22 147088276 181099216      4696    792636  13939960      8880     19096    330908
03:27:39 AM  51425120 388646484   2069412      0.52   4040916 323383512  97582216     24.20 147088384 181096496      4844    788088  13940180      8880     19048    330940
03:27:44 AM  51413052 388635592   2080084      0.53   4040916 323384692  97985372     24.30 147088484 181091860      4536    783076  13940396      8896     19012    330956
03:27:49 AM  51464240 388689724   2025944      0.51   4040916 323387640  87576260     21.72 147088564 181018092      4740    706372  13940400      8896     17980    330956
03:27:54 AM  51381916 388606892   2108996      0.53   4040916 323387092  97684332     24.22 147088668 181101916      4912    790860  13940220      8880     19088    330956
03:27:59 AM  51440824 388667988   2047632      0.52   4040916 323389248  94087044     23.33 147088792 181069780      4468    756068  13940520      8864     18596    330972
03:28:04 AM  51434596 388663896   2051892      0.52   4040916 323391352  90290912     22.39 147088876 181047348      4556    731940  13940384      8864     18100    330972
03:28:09 AM  51376924 388606188   2109304      0.53   4040916 323391324  97990044     24.30 147089056 181102272      4512    787392  13940672      8880     19040    330972
03:28:14 AM  51420936 388652280   2063380      0.52   4040916 323393400  90966100     22.56 147089120 181070964      4752    753872  13940508      8880     18764    330972
03:28:19 AM  51365888 388597940   2118316      0.54   4040916 323394132  97586620     24.20 147089232 181110312      5140    792912  13939888      8896     19172    330972
03:28:24 AM  51360204 388592700   2123624      0.54   4040916 323394552  97586988     24.20 147089292 181112072      4880    794064  13939844      8896     19120    330972
03:28:29 AM  51400244 388634540   2081508      0.53   4040916 323396348  97926024     24.28 147089460 181111928      4640    792380  13940124      8880     19152    330956
03:28:34 AM  51406612 388642492   2073656      0.53   4040916 323397940  94875080     23.53 147089524 181098776      4976    777600  13940016      8864     18484    330956
03:28:39 AM  51396804 388634496   2081568      0.53   4040916 323399712  93882516     23.28 147089632 181081616      5048    758872  13940140      8896     18632    330924
03:28:44 AM  51356936 388595712   2120584      0.54   4040916 323400808  97793820     24.25 147089724 181124980      6052    801300  13939896      8880     19308    330924
03:28:49 AM  51379072 388618420   2097632      0.53   4040916 323401344  94667224     23.48 147089832 181114576      4944    790508  13940176      8896     19004    330908
03:28:54 AM  51396372 388637112   2079500      0.53   4040916 323402700  97991548     24.30 147089940 181116892      5252    791504  13939652      8880     19176    330876
03:28:59 AM  51397204 388638332   2078244      0.53   4040916 323403084  95074032     23.58 147090000 181095768      1648    769928  13939692      8944     19080    330908
03:29:04 AM  51396684 388639472   2077108      0.53   4040916 323404744  97986728     24.30 147090124 181113380      2120    786136  13939688      8880     18292    330876
03:29:09 AM  51410008 388653652   2062596      0.52   4040916 323405608  94867800     23.53 147090216 181097132      3228    769076  13940012      8912     18740    330860
03:29:14 AM  51378756 388623752   2092412      0.53   4040916 323406928  97685740     24.22 147090328 181121384      4172    792204  13940128      8912     19100    330892
03:29:19 AM  51348744 388595064   2120352      0.54   4040916 323408276  97994140     24.30 147090440 181125056      4864    794120  13940852      8912     19156    330924
03:29:24 AM  51451832 388701376   2014576      0.51   4040916 323411492  87264824     21.64 147090532 181030140      3432    696380  13940324      8848     16968    330812
03:29:29 AM  51381692 388630692   2085412      0.53   4040916 323410896  97688980     24.23 147090668 181127216      4632    794172  13940224      8912     19124    330876
03:29:34 AM  51375088 388625068   2091012      0.53   4040916 323411888  94357684     23.40 147090700 181120036       880    786192  13940236      8912     18720    330844
03:29:39 AM  51404640 388656856   2059432      0.52   4040916 323414132  90969788     22.56 147090832 181093980      2252    758104  13940020      8880     18252    330860
03:29:44 AM  51361192 388614552   2102092      0.53   4040916 323415252  97889380     24.28 147090948 181125812      3500    788728  13939688      8896     18600    330844
03:29:49 AM  51375416 388629572   2087676      0.53   4040916 323416020  94972800     23.55 147091088 181116384      4396    778744  13939112      8912     18776    330876
03:29:54 AM  51366612 388621920   2095416      0.53   4040916 323417216  98094372     24.33 147091188 181129648      4460    791444  13938980      8928     19120    330828
03:29:59 AM  51363592 388620600   2097124      0.53   4040916 323418868  94191376     23.36 147091224 181100936      1360    760076  13938640      8896     19228    330844
03:30:04 AM  51379432 388637908   2079492      0.53   4040916 323420336  93891820     23.28 147091292 181109440      2516    767576  13938964      8912     18752    330844
03:30:09 AM  51388628 388648520   2068040      0.52   4040916 323421808  91277336     22.64 147091428 181084684      3124    741688  13939748      8896     18428    330812
03:30:14 AM  51361396 388621820   2095072      0.53   4040916 323422292  97485544     24.18 147091544 181138856      4376    795568  13939464      8896     19140    330812
03:30:19 AM  51360492 388621864   2094824      0.53   4040916 323423236  97787928     24.25 147091652 181136988      5164    792592  13939672      8912     19240    330876
03:30:24 AM  51445904 388709592   2007276      0.51   4040916 323425520  90393832     22.42 147091732 181074180      4572    727652  13939524      8880     18080    330844
03:30:29 AM  51408920 388672692   2044116      0.52   4040916 323425568  95072448     23.58 147091844 181114492      4628    768068  13939620      8912     18708    330828
03:30:34 AM  51401856 388666640   2050076      0.52   4040916 323426584  98095380     24.33 147091956 181137636      4308    790296  13939708      8896     18876    330876
03:30:39 AM  51418852 388684704   2032000      0.51   4040916 323427652  94295420     23.38 147091996 181110384       240    761992  13939720      8944     18724    330876
03:30:44 AM  51427860 388695196   2020836      0.51   4040916 323429140  97484024     24.17 147092128 181145668      2068    795688  13940388      8912     19168    330876
03:30:49 AM  51436256 388704836   2010904      0.51   4040916 323430376  96133864     23.84 147092248 181101388      2732    750496  13940688      8864     18716    330892
03:30:54 AM  51368440 388637704   2078144      0.53   4040916 323431064  97268500     24.12 147092332 181140980        36    789416  13940576      8976     19128    330892
03:30:59 AM  51363152 388633752   2082252      0.53   4040916 323432368  98095720     24.33 147092432 181146348      1488    793716  13940452      8976     19228    330940
03:31:04 AM  51376856 388648408   2067848      0.52   4040916 323433288  97476232     24.17 147092484 181137852      1924    784328  13940232      8912     18616    330956
03:31:09 AM  51382720 388655872   2060272      0.52   4040916 323434900  98096724     24.33 147092652 181148108      3620    793128  13940332      8928     19140    330940
03:31:14 AM  51355248 388629848   2085980      0.53   4040916 323436360  96758892     23.99 147092688 181146972         0    789924  13940636      8928     19088    330908
03:31:19 AM  51329436 388604540   2111304      0.53   4040916 323436856  97790336     24.25 147092800 181155048      1376    798272  13940628      8928     19200    330892
03:31:24 AM  51392200 388668268   2047360      0.52   4040916 323437808  90760732     22.51 147092876 181111020      2460    753516  13940856      8928     18488    330908
03:31:29 AM  51334600 388612696   2103480      0.53   4040916 323439776  94669964     23.48 147093016 181146444      3792    787104  13940368      8928     19008    330940
03:31:34 AM  51309852 388589612   2125940      0.54   4040916 323441472  97687172     24.23 147093164 181153676      4596    792288  13940960      8928     19196    330940
03:31:39 AM  51306080 388586896   2128876      0.54   4040916 323442548  97633720     24.21 147093248 181145092      5012    783060  13940720      8864     18964    330740
03:31:44 AM  51293956 388575024   2140704      0.54   4040916 323442764  97942948     24.29 147093280 181147892      4924    785716  13940800      8896     18968    330772
03:31:49 AM  51297820 388580812   2135236      0.54   4040916 323444692  93840984     23.27 147093320 181118568      1792    754412  13940476      8896     18536    330772
03:31:54 AM  51320012 388603668   2112988      0.54   4040916 323445328  97427176     24.16 147093480 181138708      2412    774196  13939896      8896     18184    330772
03:31:59 AM  51300548 388586096   2130536      0.54   4040916 323447236  97736136     24.24 147093692 181148780      4052    782600  13939904      8896     18920    330756
03:32:04 AM  51289216 388575380   2141376      0.54   4040916 323447836  97533920     24.19 147093720 181150100      4608    783416  13939796      8896     18936    330788
03:32:09 AM  51294404 388582484   2134456      0.54   4040916 323449744  97881484     24.27 147093760 181159940      1648    791528  13939620      8896     19048    330772
03:32:14 AM  51319044 388608876   2108824      0.53   4040916 323451444  94826404     23.52 147093924 181139996      3032    769744  13938912      8880     18512    330740
03:32:19 AM  51405548 388696656   2020816      0.51   4040916 323452716  90039060     22.33 147094032 181092972      3692    721164  13939144      8880     17868    330708
03:32:24 AM  51342784 388634196   2083376      0.53   4040916 323453016  97531820     24.19 147094148 181153828      4440    782316  13939048      8896     18984    330708
03:32:29 AM  51424064 388718376   1999392      0.51   4040916 323455912  86851952     21.54 147094184 181064752      1556    690124  13938856      8880     17404    330724
03:32:34 AM  51359904 388653332   2064648      0.52   4040916 323455028  94925012     23.54 147094268 181137552      1592    764004  13938644      8880     18220    330756
03:32:39 AM  51365300 388660856   2056340      0.52   4040916 323457096  94034456     23.32 147094440 181119068      2856    743600  13939488      8880     18176    330724
03:32:44 AM  51313452 388610176   2107184      0.53   4040916 323458260  98084820     24.32 147094592 181166192      4500    789952  13939328      8912     19000    330772
03:32:49 AM  51288576 388585920   2131408      0.54   4040916 323458920  97636276     24.21 147094628 181160972      4968    783948  13939320      8912     18908    330788
03:32:54 AM  51293276 388592484   2124876      0.54   4040916 323460748  97943924     24.29 147094732 181163972      5284    784824  13939324      8912     19028    330788
03:32:59 AM  51297992 388598692   2118824      0.54   4040916 323462272  97707952     24.23 147094876 181164980      5112    785324  13939136      8912     19008    330804
03:33:04 AM  51289032 388590652   2126944      0.54   4040916 323463136  97539208     24.19 147094956 181166860      4708    785508  13939112      8912     18968    330772
03:33:09 AM  51276624 388579760   2137812      0.54   4040916 323464648  97742420     24.24 147095028 181171064      5932    788788  13939140      8896     19052    330772
03:33:14 AM  51267204 388571820   2146240      0.54   4040916 323466120  95131684     23.59 147095180 181167300      4924    783584  13938660      8880     18556    330804
03:33:19 AM  51264560 388570352   2148140      0.54   4040916 323467268  97842092     24.26 147095300 181170984      5040    786288  13938256      8912     18968    330804
03:33:24 AM  51264456 388571196   2147356      0.54   4040916 323468188  97638848     24.21 147095412 181169408      4612    783992  13938224      8896     18948    330804
03:33:29 AM  51343260 388652164   2066112      0.52   4040916 323470396  90243336     22.38 147095444 181108336      4684    720844  13938456      8880     18424    330836
03:33:34 AM  51286424 388595504   2122748      0.54   4040916 323470508  91896336     22.79 147095592 181140024      4020    752512  13938544      8880     18156    330836
03:33:39 AM  51292820 388604780   2113348      0.54   4040916 323473372  91024460     22.57 147095744 181139692      4732    749472  13938684      8880     18308    330820
03:33:44 AM  51281172 388593380   2124760      0.54   4040916 323473636  97636248     24.21 147095860 181176328      4644    786012  13938656      8896     18948    330852
03:33:49 AM  51275604 388589196   2128952      0.54   4040916 323475004  94930740     23.54 147095936 181179404      4992    787668  13938664      8896     18896    330836
03:33:54 AM  51278248 388592472   2125868      0.54   4040916 323475640  98049232     24.31 147096020 181179052      4620    786736  13938468      8896     18880    330852
03:33:59 AM  51269680 388586488   2131736      0.54   4040916 323478196  97532308     24.19 147096188 181177512      4992    782748  13938612      8944     18956    330820
03:34:04 AM  51268844 388586164   2132496      0.54   4040916 323478700  97742984     24.24 147096228 181185688      5332    790448  13938184      8912     19004    330836
03:34:09 AM  51266600 388585920   2132000      0.54   4040916 323480716  94515692     23.44 147096320 181163656      6132    766504  13938908      8896     18832    330820
03:34:14 AM  51302756 388624268   2092776      0.53   4040916 323482860  90137936     22.35 147096504 181114960      3972    716012  13939832      8880     17808    330852
03:34:19 AM  51239012 388561108   2155100      0.55   4040916 323483420  97537592     24.19 147096616 181185628      5152    785700  13940692      8896     18988    330852
03:34:24 AM  51243760 388565992   2149976      0.54   4040916 323483552  97739360     24.24 147096672 181184284      4748    784800  13940936      8896     18964    330884
03:34:29 AM  51247876 388572180   2143928      0.54   4040916 323485636  97644520     24.21 147096736 181193656      5988    792104  13940784      8896     19052    330916
03:34:34 AM  51233132 388558144   2158088      0.55   4040916 323486308  97634940     24.21 147096856 181184784      5120    782712  13940696      8896     18944    330900
03:34:39 AM  51242344 388568836   2148092      0.54   4040916 323487796  97433804     24.16 147096984 181189956      5400    786340  13939992      8880     18968    330916
03:34:44 AM  51237304 388564776   2152816      0.55   4040916 323488776  97537180     24.19 147097140 181187016      4212    782416  13939328      8896     18816    330852
03:34:49 AM  51257092 388586204   2131376      0.54   4040916 323490364  97739856     24.24 147097180 181193012      5316    787108  13939392      8896     19008    330852
03:34:54 AM  51268708 388598852   2119084      0.54   4040916 323491404  94825064     23.52 147097240 181175708      5516    768864  13939028      8896     18356    330852
03:34:59 AM  51290692 388621268   2096460      0.53   4040916 323491828  92005592     22.82 147097368 181167272      4460    759924  13939244      8896     18332    330868
03:35:04 AM  51229428 388561824   2155724      0.55   4040916 323493656  94651576     23.47 147097512 181186492      4348    777708  13939416      8896     18560    330820
03:35:09 AM  51278512 388612408   2105204      0.53   4040916 323495128  94822376     23.51 147097636 181173052      4312    762892  13939380      8896     18572    330820
03:35:14 AM  51240968 388576364   2141400      0.54   4040916 323496616  93939948     23.30 147097676 181163964      4528    752464  13939240      8912     18392    330820
03:35:19 AM  51206840 388542780   2174756      0.55   4040916 323497176  97639416     24.21 147097732 181198348      4864    787000  13939452      8880     18528    330804
03:35:24 AM  51236596 388573328   2144048      0.54   4040916 323497936  97839988     24.26 147097836 181195800      4912    782548  13939644      8896     18892    330820
03:35:29 AM  51260024 388598964   2117776      0.54   4040916 323500128  94521180     23.44 147098016 181181552      4888    766884  13940296      8896     18652    330852
03:35:34 AM  51233472 388573304   2143488      0.54   4040916 323501016  97950332     24.29 147098116 181206600      4584    791004  13940248      8896     18968    330852
03:35:39 AM  51236520 388577628   2138940      0.54   4040916 323502296  97948640     24.29 147098184 181206384      5360    789172  13940468      8928     19064    330852
03:35:44 AM  51236444 388578596   2137976      0.54   4040916 323503368  97813452     24.26 147098316 181207392      4592    790516  13940436      8896     18928    330836
03:35:49 AM  51231560 388574756   2142064      0.54   4040916 323504384  94826672     23.52 147098404 181203740      4740    785116  13940216      8896     18856    330884
03:35:54 AM  51264544 388610300   2107024      0.53   4040916 323506944  92216460     22.87 147098508 181188476      4444    766720  13939712      8864     17916    330836
03:35:59 AM  51252652 388598556   2118776      0.54   4040916 323507100  97536596     24.19 147098592 181207532      4680    786396  13939696      8896     18832    330836
03:36:04 AM  51296012 388643984   2073484      0.53   4040916 323509156  91025660     22.57 147098712 181175844      4588    752884  13939572      8880     18312    330772
03:36:09 AM  51273744 388622300   2095152      0.53   4040916 323509744  97946560     24.29 147098804 181216220      5336    792564  13939584      8880     19056    330772
03:36:14 AM  51297088 388646908   2070480      0.52   4040916 323511032  94148236     23.35 147098864 181185928      5516    761000  13939624      8864     18476    330772
03:36:19 AM  51249316 388600056   2117288      0.54   4040916 323511776  94688796     23.48 147098960 181210672      4732    785208  13939844      8864     18456    330772
03:36:24 AM  51287908 388639956   2076916      0.53   4040916 323513084  97943460     24.29 147099096 181208296      4716    781560  13940316      8880     18892    330772
03:36:29 AM  51283384 388636944   2080128      0.53   4040916 323514536  97837900     24.26 147099224 181210372      4584    781800  13940176      8880     18952    330788
03:36:34 AM  51292748 388647788   2069008      0.52   4040916 323515968  97331860     24.14 147099308 181218132      5164    788696  13940500      8896     18996    330804
03:36:39 AM  51294688 388650160   2067208      0.52   4040916 323516340  95134664     23.59 147099412 181219380      4916    789824  13939988      8912     19484    330852
03:36:44 AM  51346716 388703496   2013876      0.51   4040916 323517656  92003364     22.82 147099480 181169464      4508    738632  13939976      8896     18316    330788
03:36:49 AM  51284084 388643556   2073872      0.53   4040916 323520316  97535460     24.19 147099616 181220456      5944    787132  13939952      8848     19008    330788
03:36:54 AM  51280172 388640384   2076672      0.53   4040916 323521044  94927752     23.54 147099720 181209620      4836    775660  13940336      8816     18748    330772
03:36:59 AM  51305484 388667372   2049820      0.52   4040916 323522724  90348600     22.41 147099784 181161292      4848    726068  13940196      8784     17832    330724
03:37:04 AM  51285436 388647636   2069292      0.52   4040916 323523036  93939972     23.30 147099892 181187872      4488    751932  13940460      8816     18348    330692
03:37:09 AM  51273584 388637020   2079248      0.53   4040916 323524268  98044620     24.31 147100028 181219704      4812    782672  13941124      8816     18984    330660
03:37:14 AM  51275280 388640028   2075644      0.53   4040916 323525552  94922092     23.54 147100092 181204036      4916    765876  13941748      8816     18800    330660
03:37:19 AM  51275452 388641236   2074336      0.53   4040916 323526592  92013136     22.82 147100212 181197888      4588    758808  13941844      8832     18260    330756
03:37:24 AM  51240428 388607648   2107676      0.53   4040916 323528020  94921004     23.54 147100352 181219492      4036    779204  13942100      8848     18636    330772
03:37:29 AM  51226824 388595348   2120408      0.54   4040916 323529332  98045152     24.31 147100452 181225648      4812    784004  13941660      8832     18940    330740
03:37:34 AM  51232964 388602208   2113652      0.54   4040916 323530056  97839700     24.26 147100480 181226156      5028    783948  13941552      8832     18988    330740
03:37:39 AM  51293944 388664872   2051000      0.52   4040916 323531728  90347416     22.40 147100560 181166956      4704    723068  13941552      8832     17904    330740
03:37:44 AM  51218320 388591144   2125012      0.54   4040916 323533628  97438540     24.16 147100740 181236776      5560    791388  13941264      8832     19048    330772
03:37:49 AM  51245600 388619160   2097060      0.53   4040916 323534348  98149728     24.34 147100872 181231728      4748    785552  13941216      8832     19004    330756
03:37:54 AM  51220264 388595736   2120212      0.54   4040916 323536212  93840660     23.27 147100944 181203236      4372    755216  13941536      8816     18404    330772
03:37:59 AM  51195484 388571748   2144268      0.54   4040916 323537004  97836860     24.26 147101060 181228320      4288    779836  13941468      8800     18752    330756
03:38:04 AM  51220576 388597952   2117940      0.54   4040916 323538116  95034124     23.57 147101104 181222376      5004    772664  13941592      8816     18288    330772
03:38:09 AM  51221608 388599832   2116708      0.54   4040916 323538932  95233468     23.62 147101240 181216700      4580    766420  13940976      8816     18548    330724
03:38:14 AM  51261116 388640596   2075540      0.53   4040916 323540200  95027264     23.57 147101360 181234304      4344    782800  13941368      8816     18828    330692
03:38:19 AM  51296092 388677712   2038288      0.52   4040916 323542296  94042080     23.32 147101428 181210376      4988    756708  13941548      8800     18512    330756
03:38:24 AM  51279800 388662504   2053684      0.52   4040916 323543280  97535412     24.19 147101524 181240388      5760    786024  13941460      8816     18976    330756
03:38:29 AM  51286132 388670072   2045044      0.52   4040916 323544488  97708640     24.23 147101660 181242008      5412    786524  13942560      8816     18996    330692
03:38:34 AM  51280212 388664952   2050260      0.52   4040916 323545252  97540088     24.19 147101716 181248260      5336    791992  13942500      8816     19000    330692
03:38:39 AM  51296416 388683412   2032216      0.51   4040916 323547536  94043852     23.32 147101856 181212784      2468    754560  13942056      8800     18464    330740
03:38:44 AM  51323296 388710868   2004708      0.51   4040916 323548020  91227952     22.62 147101948 181193344      3368    734616  13942200      8816     18052    330692
03:38:49 AM  51281956 388670520   2045952      0.52   4040916 323548984  94718996     23.49 147102084 181242220      3964    782800  13941332      8816     18828    330692
03:38:54 AM  51305848 388695572   2020960      0.51   4040916 323550108  97841772     24.26 147102160 181244464      4780    784220  13941308      8816     18900    330692
03:38:59 AM  51275160 388666416   2049936      0.52   4040916 323551648  97952900     24.29 147102248 181255980      5444    794148  13941480      8832     18988    330724
03:39:04 AM  51295876 388687840   2028876      0.51   4040916 323552352  85288228     21.15 147102340 181186940      3432    723772  13941120      8784     17284    330692
03:39:09 AM  51227392 388621636   2094820      0.53   4040916 323554684  97743144     24.24 147102520 181252840      5092    788096  13941328      8816     18952    330740
03:39:14 AM  51250232 388645404   2070968      0.52   4040916 323555588  94824836     23.52 147102584 181250612      5176    784876  13941436      8816     18432    330724
03:39:19 AM  51289700 388685860   2030868      0.51   4040916 323556608  97940696     24.29 147102712 181246084      4348    779644  13941048      8800     18824    330660
03:39:24 AM  51272284 388669756   2047144      0.52   4040916 323557856  97943412     24.29 147102804 181251984      4752    784256  13940940      8816     18940    330676
03:39:29 AM  51295004 388693624   2023240      0.51   4040916 323559004  96194444     23.85 147102880 181222476       956    753616  13940976      8800     18276    330676
03:39:34 AM  51241848 388642532   2074196      0.53   4040916 323561072  97640660     24.21 147102980 181259832      2856    789028  13941108      8816     18980    330692
03:39:39 AM  51204616 388605604   2110716      0.53   4040916 323561344  98045828     24.31 147103084 181255008      3312    784012  13941548      8816     18704    330724
03:39:44 AM  51245732 388647984   2068228      0.52   4040916 323562612  94719568     23.49 147103196 181236752      4148    764556  13941652      8816     18556    330644
03:39:49 AM  51233480 388637108   2079376      0.53   4040916 323563984  97535868     24.19 147103256 181262760      5684    789400  13941384      8816     19016    330596
03:39:54 AM  51257980 388662188   2054156      0.52   4040916 323564560  97773564     24.25 147103336 181260044      5012    786124  13941528      8816     18948    330628
03:39:59 AM  51245720 388651392   2064856      0.52   4040916 323566028  97641064     24.21 147103476 181263320      4904    787524  13941620      8832     19004    330644
03:40:04 AM  51314516 388723364   1992476      0.50   4040916 323569204  90239052     22.38 147103596 181198712      5220    720244  13942028      8816     17976    330580
03:40:09 AM  51259264 388667820   2048564      0.52   4040916 323568912  97947660     24.29 147103728 181264244      4756    786348  13941484      8832     18968    330580
03:40:14 AM  51252748 388663204   2053876      0.52   4040916 323570812  91431900     22.67 147103804 181225872      4088    746088  13940788      8832     18060    330580
03:40:19 AM  51250068 388661260   2055080      0.52   4040916 323571552  94339444     23.39 147103920 181230220      4188    750380  13941524      8832     18276    330612
03:40:24 AM  51224444 388637680   2079100      0.53   4040916 323573592  94647248     23.47 147104024 181264696      5924    782520  13941088      8832     19112    330644
03:40:29 AM  51232204 388647284   2069416      0.52   4040916 323575432  94622524     23.47 147104204 181271316      5524    787412  13941172      8848     18932    330612
03:40:34 AM  51210292 388626148   2090528      0.53   4040916 323576208  97744464     24.24 147104284 181275352      5136    790628  13941196      8832     18932    330628
03:40:39 AM  51196948 388613220   2103596      0.53   4040916 323576636  97740480     24.24 147104344 181273068      5032    788312  13941044      8864     18948    330644
03:40:44 AM  51284744 388703196   2013632      0.51   4040916 323578820  84438404     20.94 147104380 181174520       184    687456  13941028      8832     17348    330628
03:40:49 AM  51197756 388616684   2100292      0.53   4040916 323579284  97429148     24.16 147104576 181267940      2344    780648  13940892      8848     18924    330660
03:40:54 AM  51206712 388627748   2089000      0.53   4040916 323581392  94922856     23.54 147104712 181253520      3884    764280  13941120      8832     18432    330692
03:40:59 AM  51185148 388606644   2109832      0.53   4040916 323581896  97535620     24.19 147104792 181277316      4640    787496  13941348      8848     18912    330708
03:41:04 AM  51167972 388590904   2125636      0.54   4040916 323583320  97677200     24.22 147104852 181282948      5480    791936  13941296      8848     19016    330724
03:41:09 AM  51162240 388586620   2130184      0.54   4040916 323584776  97843664     24.26 147104988 181281072      5384    788684  13941024      8848     18976    330740
