Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

01:36:43 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
04:17:09 AM  50658564 388626420   2090184      0.53   4040916 324123440  93936748     23.30 147149548 181742108      4648    755516  13946036      8784     18296    330708
04:17:14 AM  50626020 388595104   2121664      0.54   4040916 324124648  97947040     24.29 147149656 181779532      5012    792044  13945892      8816     18908    330660
04:17:19 AM  50658272 388629236   2087412      0.53   4040916 324126508  95032564     23.57 147149796 181779940      5016    790616  13946032      8816     18896    330628
04:17:24 AM  50663560 388634816   2081956      0.53   4040916 324126760  97942804     24.29 147149860 181779052      4752    789620  13945948      8816     18928    330676
04:17:29 AM  50662184 388635240   2082152      0.53   4040916 324128532  93940616     23.30 147149944 181750572      4856    759468  13945356      8816     18472    330676
04:17:34 AM  50601820 388575800   2141660      0.54   4040916 324129412  97743872     24.24 147150088 181784004      4680    791560  13945332      8800     18984    330724
04:17:39 AM  50636388 388611724   2104776      0.53   4040916 324130764  94921140     23.54 147150184 181773436      4348    780304  13946296      8800     18580    330740
04:17:44 AM  50590320 388567532   2149172      0.54   4040916 324132620  97741640     24.24 147150252 181785884      5864    790872  13946112      8784     19004    330708
04:17:49 AM  50587304 388565348   2151040      0.54   4040916 324133408  97951412     24.29 147150424 181788808      4760    793152  13946472      8784     18988    330692
04:17:54 AM  50581140 388560280   2156788      0.55   4040916 324134504  97436588     24.16 147150508 181787172      4712    790616  13945792      8784     18944    330708
04:17:59 AM  50562548 388542788   2174200      0.55   4040916 324135608  97631748     24.21 147150560 181783396      5276    785640  13945868      8784     18884    330724
04:18:04 AM  50591028 388572548   2144296      0.54   4040916 324136884  97839408     24.26 147150700 181786748      4740    787864  13946016      8784     18948    330724
04:18:09 AM  50603552 388587036   2129688      0.54   4040916 324138872  93839424     23.27 147150800 181756912      4404    756144  13946112      8784     18340    330740
04:18:14 AM  50592016 388576396   2139864      0.54   4040916 324139740  97640112     24.21 147150904 181793876      5324    792220  13946604      8784     18956    330756
04:18:19 AM  50606236 388591480   2124428      0.54   4040916 324140604  97640576     24.21 147151016 181792792      4852    790548  13946956      8784     18964    330724
04:18:24 AM  50661416 388648372   2067696      0.52   4040916 324142316  94042712     23.32 147151088 181759456      4252    755500  13946796      8784     18324    330676
04:18:29 AM  50711424 388700008   2015912      0.51   4040916 324143968  88415596     21.93 147151200 181725824      4708    720408  13946920      8784     18204    330692
04:18:34 AM  50632636 388621804   2094204      0.53   4040916 324144548  97639032     24.21 147151320 181795212      4928    789244  13946836      8784     18944    330660
04:18:39 AM  50654852 388645516   2070500      0.52   4040916 324145960  90818028     22.52 147151424 181755872      4348    748704  13946912      8768     18240    330692
04:18:44 AM  50624912 388616536   2099520      0.53   4040916 324146924  94719292     23.49 147151508 181794640      4920    786552  13946868      8784     18452    330692
04:18:49 AM  50592680 388585216   2131176      0.54   4040916 324147812  97742344     24.24 147151600 181798088      4964    788672  13946556      8784     18908    330708
04:18:54 AM  50596780 388591080   2125236      0.54   4040916 324149580  97740404     24.24 147151756 181799272      4544    788280  13946628      8784     18968    330708
04:18:59 AM  50613972 388610100   2105916      0.53   4040916 324151392  93940032     23.30 147151808 181771228      5868    759004  13946944      8784     18496    330724
04:19:04 AM  50618580 388615464   2100604      0.53   4040916 324152136  97734900     24.24 147151984 181797708      4400    784820  13946904      8784     18948    330724
04:19:09 AM  50586564 388584880   2131444      0.54   4040916 324153560  98048296     24.31 147152096 181806188      4616    792076  13946656      8784     18988    330740
04:19:14 AM  50586796 388586308   2130156      0.54   4040916 324154748  97944848     24.29 147152192 181804712      4628    789644  13946524      8784     18964    330772
04:19:19 AM  50612216 388613664   2102716      0.53   4040916 324156680  91127544     22.60 147152224 181774460      1128    757180  13946612      8784     18296    330724
04:19:24 AM  50560576 388562780   2153772      0.55   4040916 324157440  98154616     24.34 147152400 181812264      2436    794552  13946436      8816     19008    330692
04:19:29 AM  50595100 388598524   2117928      0.54   4040916 324158628  88001784     21.82 147152440 181753788      2836    734808  13946568      8800     17916    330692
04:19:34 AM  50563940 388569320   2147212      0.54   4040916 324160584  94722600     23.49 147152564 181805472      4232    784672  13946488      8800     18328    330708
04:19:39 AM  50558620 388563940   2152368      0.55   4040916 324160520  97638124     24.21 147152660 181807728      4568    787292  13946716      8816     18948    330724
04:19:44 AM  50584484 388591332   2124712      0.54   4040916 324162076  97534192     24.19 147152792 181807088      4548    785196  13946952      8832     18912    330708
04:19:49 AM  50601288 388609288   2106808      0.53   4040916 324163204  97740240     24.24 147152892 181813000      4616    790044  13946924      8816     18936    330660
04:19:54 AM  50637384 388646760   2069372      0.52   4040916 324164576  94143936     23.35 147152916 181782832      4584    758376  13946892      8800     18416    330676
04:19:59 AM  50628944 388639460   2076844      0.53   4040916 324165692  94726604     23.49 147153028 181817020      5568    791744  13946744      8816     18932    330708
04:20:04 AM  50689456 388701972   2014244      0.51   4040916 324167688  84715744     21.01 147153144 181730988      3816    703772  13946836      8800     17452    330724
04:20:09 AM  50631884 388645708   2070748      0.52   4040916 324169036  94117772     23.34 147153288 181792396      4812    764108  13946556      8800     18432    330772
04:20:14 AM  50595896 388609812   2107300      0.53   4040916 324169060  97637484     24.21 147153368 181817516      4736    789216  13945968      8816     18932    330772
04:20:19 AM  50593132 388607692   2109272      0.53   4040916 324169696  94927472     23.54 147153400 181803280       272    774348  13946124      8832     18556    330788
04:20:24 AM  50597220 388613932   2103004      0.53   4040916 324171864  97839528     24.26 147153604 181815924      2196    785128  13946136      8832     18888    330788
04:20:29 AM  50611968 388630272   2086784      0.53   4040916 324173444  97841148     24.26 147153748 181819320      3772    787048  13946028      8832     18956    330772
04:20:34 AM  50595664 388614868   2101992      0.53   4040916 324174340  97532592     24.19 147153780 181820020      4416    786764  13946228      8832     18828    330772
04:20:39 AM  50663376 388683324   2033772      0.52   4040916 324175084  94244872     23.37 147153836 181788184      4296    754272  13945992      8816     18300    330724
04:20:44 AM  50629612 388651036   2066176      0.52   4040916 324176568  97739284     24.24 147153984 181823068      4808    787852  13945868      8848     18956    330756
04:20:49 AM  50566712 388590592   2126780      0.54   4040916 324179024  98147384     24.34 147154164 181825516      4888    787916  13945708      8832     19048    330724
04:20:54 AM  50561068 388585380   2132064      0.54   4040916 324179416  97637400     24.21 147154228 181825268      4600    787412  13945676      8832     18896    330740
04:20:59 AM  50552964 388577948   2139432      0.54   4040916 324180096  97839844     24.26 147154284 181824244      4772    786156  13945732      8832     18864    330740
04:21:04 AM  50574232 388600584   2116564      0.54   4040916 324181464  91803692     22.77 147154376 181823516      4668    783620  13945964      8832     18672    330708
04:21:09 AM  50564976 388593300   2123656      0.54   4040916 324183400  97847772     24.26 147154572 181831408      4684    790056  13946192      8832     18960    330676
04:21:14 AM  50586652 388615836   2101124      0.53   4040916 324184256  98048092     24.31 147154576 181835632      5392    793276  13946192      8832     19020    330676
04:21:19 AM  50592716 388622800   2094408      0.53   4040916 324185168  97944424     24.29 147154704 181830848      4756    787632  13945932      8832     18944    330708
04:21:24 AM  50567272 388599300   2117740      0.54   4040916 324187036  97843964     24.26 147154768 181836056      5772    791088  13946176      8832     19056    330708
04:21:29 AM  50568092 388601668   2114496      0.54   4040916 324188592  95133396     23.59 147154988 181836308      4796    790044  13947044      8832     18912    330788
04:21:34 AM  50575308 388609336   2106816      0.53   4040916 324189040  97742208     24.24 147155020 181836696      4788    789856  13947060      8832     18952    330772
04:21:39 AM  50579100 388613836   2101980      0.53   4040916 324189716  94718628     23.49 147155084 181831524       784    783716  13947428      8832     18696    330772
04:21:44 AM  50607048 388643456   2072568      0.52   4040916 324191400  92110520     22.84 147155204 181797604      2164    748812  13947208      8832     18212    330740
04:21:49 AM  50607928 388645928   2070160      0.52   4040916 324192984  95022232     23.56 147155324 181809264      3392    758360  13947152      8816     18388    330756
04:21:54 AM  50571676 388610468   2105636      0.53   4040916 324193768  98150716     24.34 147155400 181842216      3940    791080  13947144      8832     18992    330756
04:21:59 AM  50564028 388603356   2112860      0.54   4040916 324194276  94927248     23.54 147155456 181836044       588    784484  13947060      8832     18636    330756
04:22:04 AM  50569964 388611268   2105028      0.53   4040916 324196124  95026184     23.57 147155576 181824028      2304    770676  13947108      8832     18812    330692
04:22:09 AM  50598120 388641544   2074740      0.53   4040916 324198248  91228240     22.62 147155696 181793680      3572    738356  13947116      8832     18044    330708
04:22:14 AM  50569320 388613660   2102412      0.53   4040916 324199156  94344948     23.40 147155808 181811396      4136    755348  13947336      8832     18968    330708
04:22:19 AM  50553004 388597528   2118344      0.54   4040916 324199308  97770372     24.25 147155876 181841608      4688    785576  13947568      8832     18880    330788
04:22:24 AM  50583564 388629684   2086504      0.53   4040916 324200912  91020028     22.57 147155940 181809160      4664    751324  13947244      8832     18360    330772
04:22:29 AM  50587152 388635044   2081276      0.53   4040916 324202648  90811152     22.52 147156084 181784836      4200    725608  13947148      8800     17804    330772
04:22:34 AM  50506596 388555480   2160856      0.55   4040916 324203636  97944964     24.29 147156252 181849048      4464    788840  13947136      8832     18960    330740
04:22:39 AM  50490792 388541504   2174804      0.55   4040916 324205492  97540848     24.19 147156260 181857816      5880    796004  13947136      8832     19040    330772
04:22:44 AM  50487592 388538168   2177848      0.55   4040916 324205280  97944884     24.29 147156356 181849516      4752    787904  13947504      8832     18912    330740
04:22:49 AM  50505016 388557576   2159176      0.55   4040916 324207232  97637648     24.21 147156420 181852916      1620    789420  13946800      8832     18832    330740
04:22:54 AM  50590452 388644664   2072216      0.52   4040916 324208872  91220396     22.62 147156532 181797648      2324    725508  13946684      8832     18460    330644
04:22:59 AM  50588964 388643484   2073592      0.53   4040916 324209188  97734928     24.24 147156688 181848860      3584    783724  13946480      8832     18956    330708
04:23:04 AM  50562928 388618624   2097796      0.53   4040916 324210352  97741728     24.24 147156784 181856852      4396    790688  13947148      8832     18956    330740
04:23:09 AM  50597916 388654568   2061912      0.52   4040916 324211252  97641020     24.21 147156840 181857736      4988    790632  13947144      8832     18924    330772
04:23:14 AM  50569780 388628308   2088256      0.53   4040916 324213028  98055076     24.32 147156956 181866516      5268    797860  13947160      8832     18996    330724
04:23:19 AM  50585944 388646012   2070496      0.52   4040916 324214524  97638064     24.21 147157084 181861208      5204    790660  13947260      8832     18940    330772
04:23:24 AM  50572520 388633628   2082668      0.53   4040916 324215528  97532704     24.19 147157216 181855492      4380    784544  13947508      8832     18888    330820
04:23:29 AM  50584260 388646280   2070380      0.52   4040916 324216328  94825400     23.52 147157276 181860116      4672    788444  13947256      8832     18816    330820
04:23:34 AM  50556016 388619860   2096968      0.53   4040916 324218116  97740184     24.24 147157388 181862608      4968    789244  13947124      8832     18872    330772
04:23:39 AM  50582884 388648376   2068564      0.52   4040916 324219824  94043980     23.32 147157460 181836060      5000    761144  13946952      8816     18444    330724
04:23:44 AM  50547812 388613760   2103200      0.53   4040916 324220212  97810696     24.26 147157544 181870872      5348    795520  13947000      8832     19048    330788
04:23:49 AM  50556508 388623652   2093028      0.53   4040916 324221376  98148548     24.34 147157696 181863944      4604    787844  13947312      8832     18996    330788
04:23:54 AM  50586956 388654628   2061672      0.52   4040916 324221848  88882444     22.04 147157736 181823924      3928    747104  13947748      8832     18312    330772
04:23:59 AM  50564536 388634760   2081656      0.53   4040916 324224412  94149272     23.35 147157824 181841920      5096    762556  13947620      8816     18468    330756
04:24:04 AM  50609464 388679824   2036872      0.52   4040916 324224524  97738176     24.24 147157936 181866268      4600    786992  13947364      8832     18668    330708
04:24:09 AM  50577516 388649324   2067780      0.52   4040916 324225928  97743340     24.24 147158020 181872832      5452    792216  13947000      8832     18972    330756
04:24:14 AM  50625916 388699848   2016768      0.51   4040916 324228016  91126188     22.60 147158136 181820540      4568    738000  13947524      8832     18012    330756
04:24:19 AM  50599612 388674332   2042256      0.52   4040916 324228800  97744824     24.24 147158276 181878968      5252    795844  13947556      8816     18992    330740
04:24:24 AM  50602896 388678828   2037820      0.52   4040916 324229992  93943408     23.30 147158324 181845352      4508    760824  13947516      8832     18392    330772
04:24:29 AM  50584884 388662360   2053804      0.52   4040916 324231528  94144936     23.35 147158432 181842196      5032    756388  13948008      8832     18564    330788
04:24:34 AM  50556040 388633676   2082556      0.53   4040916 324231696  97740160     24.24 147158552 181873452      4332    787620  13947932      8832     18864    330804
04:24:39 AM  50534032 388613732   2103304      0.53   4040916 324233676  97540076     24.19 147158692 181882400      4968    794796  13947212      8832     19032    330772
04:24:44 AM  50526608 388608012   2108936      0.53   4040916 324235316  97950008     24.29 147158776 181885672      5264    796516  13947364      8832     19028    330756
04:24:49 AM  50533336 388615516   2101504      0.53   4040916 324236072  94823536     23.51 147158812 181878156      5800    788472  13947312      8848     18916    330804
04:24:54 AM  50546128 388630032   2086588      0.53   4040916 324237816  94926408     23.54 147158988 181861064      5036    769660  13947692      8832     18720    330756
04:24:59 AM  50536892 388621536   2095620      0.53   4040916 324238540  97635800     24.21 147159128 181878448      4528    786364  13947172      8832     18832    330724
04:25:04 AM  50564852 388651052   2066452      0.52   4040916 324240088  98045324     24.31 147159188 181884636      5244    790960  13946832      8832     19008    330740
04:25:09 AM  50552080 388639212   2078344      0.53   4040916 324240992  97840884     24.26 147159324 181879624      4456    785260  13946808      8832     18828    330772
04:25:14 AM  50546544 388635024   2081924      0.53   4040916 324242328  97737236     24.24 147159436 181883200      4472    787660  13947428      8832     18924    330772
04:25:19 AM  50549316 388639228   2077768      0.53   4040916 324243752  97636512     24.21 147159496 181886028      5328    789068  13947388      8832     18932    330804
04:25:24 AM  50568848 388659940   2056732      0.52   4040916 324244924  98048964     24.31 147159632 181889632      4652    791544  13947720      8832     18972    330772
04:25:29 AM  50566000 388658336   2058324      0.52   4040916 324246168  97944016     24.29 147159736 181885408      4700    786276  13947732      8816     18896    330708
04:25:34 AM  50534236 388627876   2089124      0.53   4040916 324247476  97736584     24.24 147159848 181887912      4516    787676  13947388      8816     18952    330676
04:25:39 AM  50501996 388597084   2119992      0.54   4040916 324248920  97536888     24.19 147159924 181894188      5428    792528  13947316      8816     19000    330692
04:25:44 AM  50528260 388624004   2093016      0.53   4040916 324249576  96195184     23.86 147159976 181861584      4640    759272  13947372      8800     18424    330692
04:25:49 AM  50530468 388629032   2087656      0.53   4040916 324252424  93837392     23.27 147160124 181862952      5452    757908  13947676      8816     18456    330724
04:25:54 AM  50505828 388605168   2111264      0.53   4040916 324253104  91019736     22.57 147160256 181839976      3944    734552  13948028      8800     18192    330676
04:25:59 AM  50459120 388559020   2157520      0.55   4040916 324253664  97778304     24.25 147160368 181898788      4752    792980  13947920      8816     18936    330692
04:26:04 AM  50458648 388559356   2157156      0.55   4040916 324254480  97631600     24.21 147160416 181892364      4752    785576  13947940      8816     18916    330676
04:26:09 AM  50559300 388663276   2052324      0.52   4040916 324257796  80706600     20.01 147160508 181758064      3232    647572  13948804      8784     16524    330676
04:26:14 AM  50430940 388534792   2180716      0.55   4040916 324257584  97742224     24.24 147160680 181906484      4824    796992  13948984      8816     19012    330676
04:26:19 AM  50486608 388591200   2124052      0.54   4040916 324258292  97530376     24.19 147160752 181895188      4660    784920  13949272      8816     18836    330676
04:26:24 AM  50474712 388581184   2133692      0.54   4040916 324260076  97640300     24.21 147160864 181903572      4920    791752  13949744      8816     18888    330676
04:26:29 AM  50572816 388681652   2033276      0.51   4040916 324262476  87223504     21.63 147160940 181822860      4660    708496  13949656      8800     17568    330676
04:26:34 AM  50498924 388607676   2107192      0.53   4040916 324262356  98046732     24.31 147161096 181902064      4716    788632  13949752      8832     18940    330644
04:26:39 AM  50510036 388619472   2095368      0.53   4040916 324263040  97539328     24.19 147161124 181906208      5012    791660  13949780      8832     18912    330644
04:26:44 AM  50511608 388622816   2092056      0.53   4040916 324264820  97741124     24.24 147161228 181909996      5308    793672  13949740      8832     19012    330644
04:26:49 AM  50531724 388644776   2070140      0.52   4040916 324266656  95034792     23.57 147161352 181896136      5588    778176  13949704      8816     18652    330660
04:26:54 AM  50588640 388702868   2012312      0.51   4040916 324267828  87634176     21.73 147161480 181845296      3764    726196  13949444      8784     17740    330676
04:26:59 AM  50511260 388625984   2089248      0.53   4040916 324268328  97639960     24.21 147161572 181912516      4872    793064  13949388      8800     18960    330692
04:27:04 AM  50549352 388664736   2050408      0.52   4040916 324268988  94616668     23.46 147161600 181889932      4716    769936  13949476      8784     18700    330692
04:27:09 AM  50586492 388704320   2011792      0.51   4040916 324271368  85700996     21.25 147161780 181852012      3724    729604  13948572      8768     17804    330660
04:27:14 AM  50523364 388642352   2073612      0.53   4040916 324272496  97736588     24.24 147161924 181908680      4508    785460  13948752      8784     18916    330660
04:27:19 AM  50518308 388638376   2077764      0.53   4040916 324273580  98155388     24.34 147162016 181919712      4728    794976  13948572      8800     18980    330692
04:27:24 AM  50540392 388662380   2053604      0.52   4040916 324275496  93942748     23.30 147162052 181888968      4952    762840  13948732      8768     18456    330676
04:27:29 AM  50500244 388622500   2093760      0.53   4040916 324275892  94587072     23.46 147162132 181898172      5204    771684  13948328      8784     18568    330692
04:27:34 AM  50502760 388627276   2089112      0.53   4040916 324278148  97846220     24.26 147162332 181921248      5004    792772  13948204      8784     19012    330676
04:27:39 AM  50536796 388661668   2054752      0.52   4040916 324278512  97430124     24.16 147162412 181914624      4644    785876  13948164      8784     18884    330708
04:27:44 AM  50557520 388683280   2033252      0.51   4040916 324279432  91906764     22.79 147162488 181896440      4252    766936  13948020      8784     18464    330740
04:27:49 AM  50538184 388665048   2051520      0.52   4040916 324280528  97738260     24.24 147162552 181922256      5124    791076  13947992      8784     18984    330740
04:27:54 AM  50535304 388664184   2052468      0.52   4040916 324282544  97943108     24.29 147162720 181917272      4604    784876  13947908      8800     18952    330724
04:27:59 AM  50543396 388674148   2042664      0.52   4040916 324284420  94041108     23.32 147162832 181891476      4492    757080  13947744      8784     18412    330724
04:28:04 AM  50508124 388639932   2076484      0.53   4040916 324285472  93834736     23.27 147162916 181891964      4404    756692  13948144      8800     18356    330708
04:28:09 AM  50494976 388627272   2089296      0.53   4040916 324285968  97533600     24.19 147163016 181924396      4808    788748  13947984      8800     18924    330740
04:28:14 AM  50507896 388641108   2075780      0.53   4040916 324286888  97839596     24.26 147163080 181924188      4908    787716  13947660      8800     18980    330788
04:28:19 AM  50487436 388622532   2094400      0.53   4040916 324288800  97845052     24.26 147163176 181934508      5800    796108  13947588      8800     19048    330804
04:28:24 AM  50463448 388599560   2117156      0.54   4040916 324289840  97636368     24.21 147163364 181925524      4492    786500  13947780      8800     18976    330756
04:28:29 AM  50480040 388617044   2099680      0.53   4040916 324290708  97946980     24.29 147163368 181933284      5456    793180  13947796      8800     19004    330756
04:28:34 AM  50485100 388623156   2093248      0.53   4040916 324291752  97873584     24.27 147163504 181929400      4684    788412  13948124      8800     18976    330740
04:28:39 AM  50522772 388661648   2055112      0.52   4040916 324292548  90817288     22.52 147163564 181876232      4276    734612  13947792      8784     17912    330708
04:28:44 AM  50478308 388619612   2097036      0.53   4040916 324294988  93936384     23.29 147163724 181897700      4424    753684  13947892      8800     18460    330692
04:28:49 AM  50453116 388594916   2121564      0.54   4040916 324295432  97845388     24.26 147163808 181938268      4796    793936  13948112      8800     18960    330692
04:28:54 AM  50498136 388641548   2074856      0.53   4040916 324297000  97741464     24.24 147163872 181937456      5244    791744  13948232      8816     19036    330724
04:28:59 AM  50514328 388659176   2057228      0.52   4040916 324298356  93738096     23.25 147163984 181907556      4732    760028  13948312      8816     18484    330788
04:29:04 AM  50486744 388632620   2083396      0.53   4040916 324299380  97943780     24.29 147164096 181937424      5212    789464  13948704      8816     19016    330820
04:29:09 AM  50482036 388628692   2087580      0.53   4040916 324300192  95026644     23.57 147164200 181930712      4480    782188  13948416      8816     18628    330804
04:29:14 AM  50444356 388592340   2124644      0.54   4040916 324301496  98049724     24.32 147164312 181942380      4632    792584  13947728      8816     18976    330804
04:29:19 AM  50448636 388597676   2119288      0.54   4040916 324302560  97839760     24.26 147164340 181941064      5492    790160  13947740      8816     18976    330852
04:29:24 AM  50441084 388591180   2125392      0.54   4040916 324303604  97946092     24.29 147164484 181940708      4704    789100  13948144      8816     18932    330820
04:29:29 AM  50426332 388577428   2139852      0.54   4040916 324304616  97425824     24.16 147164580 181935816      4496    783192  13947424      8816     18824    330772
04:29:34 AM  50407980 388560656   2156620      0.55   4040916 324306212  95132712     23.59 147164728 181941080      4260    787100  13947412      8816     18868    330788
04:29:39 AM  50469832 388623320   2093960      0.53   4040916 324307060  98046616     24.31 147164756 181944980      4812    790080  13947372      8800     18928    330804
04:29:44 AM  50487748 388642912   2074660      0.53   4040916 324308732  97744256     24.24 147164848 181949952      5344    793424  13947084      8816     18960    330756
04:29:49 AM  50517228 388674412   2042604      0.52   4040916 324310728  94041244     23.32 147164960 181918260      5328    759788  13947664      8816     18536    330740
04:29:54 AM  50500232 388657900   2059384      0.52   4040916 324311304  94722028     23.49 147165084 181931924      4852    773060  13947304      8816     18248    330788
04:29:59 AM  50485528 388644100   2073168      0.53   4040916 324312204  97740836     24.24 147165192 181948260      4852    788664  13947324      8864     18972    330756
04:30:04 AM  50474064 388634444   2082628      0.53   4040916 324314020  97531804     24.19 147165272 181951880      5520    790528  13947512      8848     19088    330756
04:30:09 AM  50480832 388641864   2074344      0.53   4040916 324314656  97328280     24.14 147165396 181948304      4620    786348  13948392      8864     19016    330756
04:30:14 AM  50473348 388636084   2079660      0.53   4040916 324316344  97841948     24.26 147165492 181955128      5188    791692  13948872      8832     18996    330740
04:30:19 AM  50482868 388647148   2068808      0.52   4040916 324317880  96091976     23.83 147165556 181926608      5596    761452  13948668      8816     18488    330740
04:30:24 AM  50468648 388633296   2083452      0.53   4040916 324318260  97331580     24.14 147165700 181951244      4388    785924  13947864      8832     18796    330724
04:30:29 AM  50472056 388639080   2077860      0.53   4040916 324320624  93736844     23.25 147165776 181925292      4996    757768  13947684      8816     18408    330676
04:30:34 AM  50443456 388611228   2105904      0.53   4040916 324321372  97536044     24.19 147165916 181957704      5088    789536  13947492      8832     18976    330756
04:30:39 AM  50441288 388610080   2107472      0.53   4040916 324322408  97638504     24.21 147165988 181962308      5284    793276  13947056      8832     19000    330708
04:30:44 AM  50437688 388607180   2110372      0.53   4040916 324323028  97942872     24.29 147166076 181960188      4744    790416  13947136      8832     18936    330724
04:30:49 AM  50510760 388681624   2035736      0.52   4040916 324324404  91330020     22.65 147166196 181908684      4244    737728  13947324      8816     18068    330708
04:30:54 AM  50450992 388623676   2093388      0.53   4040916 324326224  98049212     24.31 147166364 181963444      4588    790844  13947620      8832     18960    330692
04:30:59 AM  50464012 388637344   2079832      0.53   4040916 324326872  95025276     23.56 147166396 181958976      4656    785308  13947508      8848     18792    330740
04:31:04 AM  50463548 388638160   2079036      0.53   4040916 324328148  97636008     24.21 147166504 181964972      4768    790640  13947492      8848     18968    330708
04:31:09 AM  50491452 388667908   2049224      0.52   4040916 324330020  93938788     23.30 147166560 181933348      5320    757320  13947528      8848     18516    330676
04:31:14 AM  50467964 388645684   2071212      0.52   4040916 324331244  97838404     24.26 147166752 181963324      4832    786120  13947804      8848     18996    330708
04:31:19 AM  50492096 388671480   2045572      0.52   4040916 324332908  94247356     23.37 147166812 181937732      5176    758908  13947648      8848     18944    330724
04:31:24 AM  50491304 388670496   2046776      0.52   4040916 324332712  94821068     23.51 147166864 181946884      4632    768428  13947432      8832     18424    330788
04:31:29 AM  50478328 388659784   2057404      0.52   4040916 324334996  97536920     24.19 147166988 181975188      6004    794504  13947496      8848     19000    330772
04:31:34 AM  50488644 388672140   2044664      0.52   4040916 324336900  93831664     23.27 147167188 181933468      4048    751216  13948016      8832     18376    330740
04:31:39 AM  50476800 388661780   2055008      0.52   4040916 324338376  93937424     23.30 147167308 181937896      4212    754156  13948040      8832     18368    330788
04:31:44 AM  50451012 388636368   2080316      0.53   4040916 324338736  97637112     24.21 147167348 181977296      5228    793216  13948160      8848     18980    330772
04:31:49 AM  50435228 388621992   2094380      0.53   4040916 324340124  97645220     24.21 147167408 181983816      6084    798372  13948492      8848     18988    330820
04:31:54 AM  50417516 388606620   2109280      0.53   4040916 324342472  94622536     23.47 147167572 181982524      5972    794864  13948956      8848     19012    330820
04:31:59 AM  50431716 388620856   2095288      0.53   4040916 324342488  98150128     24.34 147167708 181978724      4748    791312  13948732      8848     18988    330804
04:32:04 AM  50430264 388620520   2095776      0.53   4040916 324343572  97945932     24.29 147167792 181979128      4644    790748  13948612      8848     18956    330756
04:32:09 AM  50476976 388669288   2046680      0.52   4040916 324345604  94145852     23.35 147167848 181951228      5052    760708  13948964      8832     18460    330772
04:32:14 AM  50453020 388645532   2070692      0.52   4040916 324345828  97735156     24.24 147167972 181977248      4552    786264  13948684      8848     18912    330772
04:32:19 AM  50463356 388657532   2058632      0.52   4040916 324347472  97742652     24.24 147168068 181987100      5320    795016  13948764      8848     18988    330788
04:32:24 AM  50445956 388641276   2075108      0.53   4040916 324348620  97840696     24.26 147168176 181984236      4964    791080  13948540      8848     18904    330772
04:32:29 AM  50453660 388650064   2066160      0.52   4040916 324349660  97943772     24.29 147168292 181982860      4792    788780  13948744      8848     18944    330836
04:32:34 AM  50415620 388613340   2103024      0.53   4040916 324350972  97744120     24.24 147168356 181990212      5264    795004  13948608      8848     18996    330852
04:32:39 AM  50434412 388633056   2083228      0.53   4040916 324351948  97735864     24.24 147168484 181979008      4708    782960  13948636      8848     18880    330820
04:32:44 AM  50462064 388663788   2052184      0.52   4040916 324355048  93844548     23.27 147168540 181964312      5328    765320  13948928      8848     18448    330868
04:32:49 AM  50452728 388653652   2062812      0.52   4040916 324354204  94929452     23.54 147168664 181973448      4600    775464  13948480      8848     18572    330820
04:32:54 AM  50408392 388611144   2105824      0.53   4040916 324356036  97742956     24.24 147168828 181991584      4612    791712  13947972      8848     18940    330772
04:32:59 AM  50466044 388670676   2046352      0.52   4040916 324357912  93941936     23.30 147168860 181962048      5196    760276  13947916      8848     18440    330804
04:33:04 AM  50427848 388632840   2084680      0.53   4040916 324358244  97842900     24.26 147168992 181994380      4772    792004  13947452      8864     18984    330820
04:33:09 AM  50443740 388650000   2067464      0.52   4040916 324359520  92111336     22.84 147169128 181973684      4200    770672  13947500      8864     18484    330836
04:33:14 AM  50422792 388630444   2086780      0.53   4040916 324360924  95131016     23.59 147169200 181977972      4792    773536  13947728      8864     18616    330836
04:33:19 AM  50408764 388617088   2099932      0.53   4040916 324361576  97742436     24.24 147169268 181998460      4884    793508  13947952      8864     18952    330868
04:33:24 AM  50395800 388605424   2111264      0.53   4040916 324362896  97740984     24.24 147169372 181994716      4728    788604  13948264      8864     18924    330868
04:33:29 AM  50377192 388587988   2128572      0.54   4040916 324364048  95026044     23.57 147169472 181995020      4528    787684  13948412      8864     18632    330820
04:33:34 AM  50386468 388598780   2118768      0.54   4040916 324365560  97736892     24.24 147169608 181995520      4632    786980  13947428      8864     18968    330852
04:33:39 AM  50391800 388604948   2112592      0.54   4040916 324366384  97733156     24.24 147169668 181993504      4928    784164  13947448      8864     18940    330868
04:33:44 AM  50439440 388655028   2062480      0.52   4040916 324368808  90141092     22.35 147169724 181937136      4236    725272  13947496      8832     17816    330820
04:33:49 AM  50389388 388605384   2112288      0.53   4040916 324369180  94726428     23.49 147169872 181989280      5044    777256  13947368      8864     18636    330788
04:33:54 AM  50398192 388615756   2102188      0.53   4040916 324370760  97948668     24.29 147170056 182003768      4476    790448  13947084      8864     18948    330756
04:33:59 AM  50396672 388614688   2103276      0.53   4040916 324371200  98052100     24.32 147170060 182009244      5020    795444  13947076      8880     18952    330804
