Timestamp,CPU,CPU MHz
2024-01-24T12:55:58,0,3200.0
2024-01-24T12:55:58,1,3200.0
2024-01-24T12:55:58,2,3200.0
2024-01-24T12:55:58,3,1530.951
2024-01-24T12:55:58,4,3200.0
2024-01-24T12:55:58,5,3200.0
2024-01-24T12:55:58,6,3200.0
2024-01-24T12:55:58,7,3200.0
2024-01-24T12:55:58,8,3200.0
2024-01-24T12:55:58,9,3200.0
2024-01-24T12:55:58,10,3200.0
2024-01-24T12:55:58,11,3200.0
2024-01-24T12:55:58,12,3200.0
2024-01-24T12:55:58,13,3200.0
2024-01-24T12:55:58,14,3200.0
2024-01-24T12:55:58,15,3200.0
2024-01-24T12:55:58,16,3200.0
2024-01-24T12:55:58,17,3200.0
2024-01-24T12:55:58,18,1973.836
2024-01-24T12:55:58,19,3200.0
2024-01-24T12:55:58,20,3200.0
2024-01-24T12:55:58,21,3200.0
2024-01-24T12:55:58,22,3200.0
2024-01-24T12:55:58,23,3200.0
2024-01-24T12:55:58,24,3200.0
2024-01-24T12:55:58,25,3200.0
2024-01-24T12:55:58,26,3200.0
2024-01-24T12:55:58,27,3200.0
2024-01-24T12:55:58,28,3200.0
2024-01-24T12:55:58,29,3200.0
2024-01-24T12:55:58,30,3200.0
2024-01-24T12:55:58,31,3200.0
2024-01-24T12:56:03,0,3200.0
2024-01-24T12:56:03,1,3200.0
2024-01-24T12:56:03,2,3200.0
2024-01-24T12:56:03,3,3200.0
2024-01-24T12:56:03,4,3200.0
2024-01-24T12:56:03,5,3200.0
2024-01-24T12:56:03,6,3200.0
2024-01-24T12:56:03,7,1263.497
2024-01-24T12:56:03,8,3200.0
2024-01-24T12:56:03,9,3200.0
2024-01-24T12:56:03,10,3200.0
2024-01-24T12:56:03,11,3200.0
2024-01-24T12:56:03,12,3200.0
2024-01-24T12:56:03,13,3200.0
2024-01-24T12:56:03,14,3200.0
2024-01-24T12:56:03,15,3200.0
2024-01-24T12:56:03,16,3200.0
2024-01-24T12:56:03,17,3200.0
2024-01-24T12:56:03,18,3200.0
2024-01-24T12:56:03,19,3200.0
2024-01-24T12:56:03,20,3200.0
2024-01-24T12:56:03,21,3200.0
2024-01-24T12:56:03,22,3200.0
2024-01-24T12:56:03,23,3200.0
2024-01-24T12:56:03,24,3200.0
2024-01-24T12:56:03,25,3200.0
2024-01-24T12:56:03,26,3200.0
2024-01-24T12:56:03,27,3200.0
2024-01-24T12:56:03,28,3200.0
2024-01-24T12:56:03,29,3200.0
2024-01-24T12:56:03,30,3200.0
2024-01-24T12:56:03,31,3200.0
2024-01-24T12:56:08,0,3200.0
2024-01-24T12:56:08,1,3200.0
2024-01-24T12:56:08,2,3200.0
2024-01-24T12:56:08,3,3200.0
2024-01-24T12:56:08,4,3200.0
2024-01-24T12:56:08,5,3200.0
2024-01-24T12:56:08,6,3200.0
2024-01-24T12:56:08,7,1894.927
2024-01-24T12:56:08,8,3200.0
2024-01-24T12:56:08,9,3200.0
2024-01-24T12:56:08,10,3200.0
2024-01-24T12:56:08,11,3200.0
2024-01-24T12:56:08,12,3200.0
2024-01-24T12:56:08,13,3200.0
2024-01-24T12:56:08,14,3200.0
2024-01-24T12:56:08,15,3200.0
2024-01-24T12:56:08,16,3200.0
2024-01-24T12:56:08,17,3200.0
2024-01-24T12:56:08,18,3200.0
2024-01-24T12:56:08,19,3200.0
