Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

01:08:15 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
01:23:30 AM  52649340 388053720   2660948      0.67   4040916 321590804 170507984     42.28 146918164 179992536       740   1301820  13917132      9296     32688    330884
01:23:35 AM  52642064 388046372   2667576      0.68   4040916 321591136 173245324     42.96 146918384 179991500       964   1306204  13917448      9296     32700    330916
01:23:40 AM  52607756 388012340   2701596      0.68   4040916 321591444 173262396     42.97 146918432 179993868       472   1308196  13917428      9296     32724    330964
01:23:45 AM  52623684 388028492   2685468      0.68   4040916 321591572 167360164     41.50 146918536 179940536       484   1255140  13917500      9264     31436    330996
01:23:50 AM  52619272 388024444   2689492      0.68   4040916 321591892 167332804     41.50 146918656 179931192       592   1245672  13917568      9264     31516    330996
01:23:55 AM  52596820 388002464   2711572      0.69   4040916 321592276 167427672     41.52 146918760 179962640       568   1276752  13917556      9264     31628    331028
01:24:00 AM  52672668 388078688   2635200      0.67   4040916 321592580 167420408     41.52 146918832 179940568       568   1254532  13917776      9264     31704    331060
01:24:05 AM  52703076 388109392   2604644      0.66   4040916 321592860 167336404     41.50 146918880 179930648       396   1244460  13917644      9264     31652    331060
01:24:10 AM  52711260 388117848   2596188      0.66   4040916 321593132 167369504     41.51 146918884 179945636       284   1259076  13917644      9264     31708    331124
01:24:15 AM  52703664 388110528   2603508      0.66   4040916 321593404 167374072     41.51 146918904 179951732       256   1264828  13917648      9280     31724    331140
01:24:20 AM  52677956 388085100   2628852      0.67   4040916 321593736 167489384     41.54 146918908 179994836       260   1307188  13917680      9280     31772    331140
01:24:25 AM  52716288 388123780   2590200      0.66   4040916 321594056 167415024     41.52 146918916 179971812       272   1284380  13917680      9280     31804    331140
