Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

01:08:15 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:08:20 AM     all      3.69      0.00      4.26      0.08      0.00     91.96
01:08:20 AM       0      0.60      0.00      4.63      2.41      0.00     92.35
01:08:20 AM       1      0.60      0.00      4.61      0.00      0.00     94.79
01:08:20 AM       2      1.20      0.00      4.20      0.00      0.00     94.60
01:08:20 AM       3      1.20      0.00      4.00      0.00      0.00     94.80
01:08:20 AM       4      0.20      0.00      4.82      0.00      0.00     94.98
01:08:20 AM       5      1.20      0.00      4.00      0.00      0.00     94.80
01:08:20 AM       6      3.01      0.00      5.01      0.00      0.00     91.98
01:08:20 AM       7      0.80      0.00      4.21      0.00      0.00     94.99
01:08:20 AM       8      0.40      0.00      4.80      0.00      0.00     94.80
01:08:20 AM       9      1.00      0.00      4.20      0.00      0.00     94.80
01:08:20 AM      10      0.80      0.00      4.20      0.00      0.00     95.00
01:08:20 AM      11      1.20      0.00      4.00      0.00      0.00     94.80
01:08:20 AM      12      0.60      0.00      4.40      0.00      0.00     95.00
01:08:20 AM      13      1.40      0.00      3.80      0.00      0.00     94.80
01:08:20 AM      14      0.80      0.00      4.02      0.00      0.00     95.18
01:08:20 AM      15      1.00      0.00      4.19      0.00      0.00     94.81
01:08:20 AM      16      0.60      0.00      4.80      0.00      0.00     94.60
01:08:20 AM      17      0.60      0.00      4.60      0.00      0.00     94.80
01:08:20 AM      18      0.60      0.00      4.59      0.00      0.00     94.81
01:08:20 AM      19      0.60      0.00      4.41      0.00      0.00     94.99
01:08:20 AM      20      0.80      0.00      4.40      0.00      0.00     94.80
01:08:20 AM      21      1.20      0.00      4.19      0.00      0.00     94.61
01:08:20 AM      22      1.40      0.00      3.80      0.00      0.00     94.80
01:08:20 AM      23      0.40      0.00      4.80      0.00      0.00     94.80
01:08:20 AM      24      0.80      0.00      4.40      0.00      0.00     94.80
01:08:20 AM      25      1.00      0.00      4.20      0.00      0.00     94.80
01:08:20 AM      26     90.00      0.00      1.40      0.20      0.00      8.40
01:08:20 AM      27      0.80      0.00      4.40      0.00      0.00     94.80
01:08:20 AM      28      1.00      0.00      4.19      0.00      0.00     94.81
01:08:20 AM      29      0.80      0.00      4.21      0.00      0.00     94.99
01:08:20 AM      30      0.80      0.00      4.21      0.00      0.00     94.99
01:08:20 AM      31      0.60      0.00      4.79      0.00      0.00     94.61

01:08:20 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:08:25 AM     all      1.26      0.00      0.28      1.63      0.00     96.83
01:08:25 AM       0      0.00      0.00      0.40      1.81      0.00     97.79
01:08:25 AM       1      1.20      0.00      0.20      0.00      0.00     98.59
01:08:25 AM       2      2.01      0.00      0.20      0.00      0.00     97.79
01:08:25 AM       3      0.80      0.00      0.40      0.80      0.00     98.00
01:08:25 AM       4      0.00      0.00      0.20      0.00      0.00     99.80
01:08:25 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
01:08:25 AM       6      0.00      0.00      0.60      0.40      0.00     99.00
01:08:25 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
01:08:25 AM       8      0.00      0.00      0.60      0.00      0.00     99.40
01:08:25 AM       9      2.01      0.00      0.40      1.20      0.00     96.39
01:08:25 AM      10      1.20      0.00      0.40      1.20      0.00     97.19
01:08:25 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
01:08:25 AM      12      2.21      0.00      0.20      2.01      0.00     95.58
01:08:25 AM      13      0.00      0.00      0.40      0.00      0.00     99.60
01:08:25 AM      14      0.00      0.00      0.20      0.00      0.00     99.80
01:08:25 AM      15      0.00      0.00      0.00      0.00      0.00    100.00
01:08:25 AM      16      1.80      0.00      1.40      2.00      0.00     94.81
01:08:25 AM      17      0.80      0.00      0.60      1.80      0.00     96.80
01:08:25 AM      18      0.00      0.00      0.00      0.00      0.00    100.00
01:08:25 AM      19      0.20      0.00      0.20      0.00      0.00     99.60
01:08:25 AM      20      0.00      0.00      0.00      0.00      0.00    100.00
01:08:25 AM      21      0.00      0.00      0.00      0.00      0.00    100.00
