Linux 5.15.30-2-pve (superserver2) 	01/28/2024 	_x86_64_	(32 CPU)

08:21:36 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
08:28:51 PM 312465284 388913188   2710004      0.69    857864  75730248   6646592      1.65  50759916  26769416       112   1107220   3110384      9728     10228    862720
08:28:56 PM 312463696 388915508   2707616      0.69    857864  75734080   6646592      1.65  50759916  26773232        40   1107220   3110528      9744     10228    862720
08:29:01 PM 311636192 388093508   3520452      0.89    857864  75739248 130998788     32.48  50760832  27685764      3004   2016232   3120028     10704     34616    863392
08:29:06 PM 311213756 387672192   3942432      1.00    857864  75740340 176527056     43.77  50760968  27808904       344   2138440   3119392     10656     38340    863360
08:29:11 PM 311229116 387687640   3927300      0.99    857864  75740448 176531228     43.78  50760976  27810636       512   2140000   3119056     10656     38352    863328
08:29:16 PM 311231712 387690328   3924792      0.99    857864  75740580 176535972     43.78  50760976  27815216       384   2144316   3118836     10672     38408    863304
08:29:21 PM 311307268 387766164   3849244      0.97    857864  75740824 176533956     43.78  50760980  27827536       592   2156540   3118584     10672     38352    863312
08:29:26 PM 311333352 387792580   3822836      0.97    857864  75741264 176533956     43.78  50761060  27831980       500   2160812   3118468     10672     38356    863312
08:29:31 PM 311395284 387855008   3760652      0.95    857864  75741696 176561148     43.78  50761088  27843968       644   2172404   3118288     10704     38508    863304
08:29:36 PM 311437192 387897296   3718380      0.94    857864  75742072 176701508     43.82  50761092  27896424       584   2224676   3118276     10672     38588    863264
08:29:41 PM 311504000 387964360   3651248      0.92    857864  75742324 176653380     43.81  50761092  27882104       460   2209768   3118348     10672     38600    863280
08:29:46 PM 311501112 387961672   3653904      0.93    857864  75742568 176653380     43.81  50761088  27884100       352   2211368   3118336     10672     38600    863248
08:29:51 PM 311492084 387952880   3662904      0.93    857864  75742856 176653380     43.81  50761084  27885604       776   2212568   3118076     10672     38596    863248
08:29:56 PM 311510648 387971736   3644460      0.92    857864  75743080 176665360     43.81  50761092  27892140       312   2218560   3117732     10672     38616    863264
08:30:01 PM 311501932 387963260   3652996      0.93    857864  75743384 176709844     43.82  50761088  27911012       420   2237524   3117608     10672     38568    863264
08:30:06 PM 311495504 387957216   3658616      0.93    857864  75743740 176752032     43.83  50761092  27929616       424   2255712   3118060     10688     38776    863280
08:30:11 PM 311505972 387967956   3647888      0.92    857864  75744160 176780348     43.84  50761088  27944904       456   2270700   3117900     10688     38828    863280
08:30:16 PM 311517724 387980204   3635568      0.92    857864  75744564 176790300     43.84  50761088  27950784       468   2275856   3118064     10688     38852    863344
08:30:21 PM 311541548 388004320   3611332      0.91    857868  75745060 173070348     42.92  50761092  27914836       608   2239768   3117976     10688     38344    863344
08:30:26 PM 311465148 387928516   3687688      0.93    857868  75745416 176770160     43.84  50761168  27946592       632   2270908   3117664     10720     38912    863352
08:30:31 PM 311512480 387976700   3639588      0.92    857868  75746332 170168520     42.20  50761280  27868360       596   2191992   3117516     10688     37696    863344
08:30:36 PM 311448020 387912128   3704296      0.94    857868  75746188 173856564     43.11  50761640  27887496      1188   2211704   3117412     10704     37988    863360
08:30:41 PM 311428088 387892368   3724020      0.94    857868  75746368 173715304     43.08  50761908  27832912      2176   2157240   3117440     10704     38084    863384
08:30:46 PM 311330500 387795148   3821856      0.97    857868  75746700 173801420     43.10  50762064  27872344       540   2196420   3116860     10704     38132    863392
08:30:51 PM 311334380 387799380   3817244      0.97    857868  75747024 176522732     43.77  50762152  27843360       588   2167280   3117268     10704     38348    863360
08:30:56 PM 311346072 387811392   3805204      0.96    857868  75747328 176540368     43.78  50762216  27853944       304   2177576   3117312     10720     38388    863312
