Linux 5.15.30-2-pve (superserver2) 	01/28/2024 	_x86_64_	(32 CPU)

08:21:36 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:21:41 PM     all      2.98      0.00      4.46      0.26      0.00     92.30
08:21:41 PM       0      0.60      0.00      4.62      0.00      0.00     94.78
08:21:41 PM       1      0.40      0.00      4.61      2.40      0.00     92.59
08:21:41 PM       2      0.60      0.00      4.81      0.00      0.00     94.59
08:21:41 PM       3      0.60      0.00      4.61      0.00      0.00     94.79
08:21:41 PM       4      0.60      0.00      4.60      0.00      0.00     94.80
08:21:41 PM       5      1.00      0.00      4.20      0.00      0.00     94.80
08:21:41 PM       6      0.60      0.00      4.60      0.00      0.00     94.80
08:21:41 PM       7      0.60      0.00      4.60      0.00      0.00     94.80
08:21:41 PM       8      0.40      0.00      4.42      0.00      0.00     95.18
08:21:41 PM       9     72.46      0.00      2.00      5.79      0.00     19.76
08:21:41 PM      10      0.60      0.00      4.60      0.00      0.00     94.80
08:21:41 PM      11      0.40      0.00      4.61      0.00      0.00     94.99
08:21:41 PM      12      0.60      0.00      4.61      0.00      0.00     94.79
08:21:41 PM      13      0.40      0.00      4.80      0.00      0.00     94.80
08:21:41 PM      14      0.40      0.00      4.42      0.00      0.00     95.18
08:21:41 PM      15      0.80      0.00      4.39      0.00      0.00     94.81
08:21:41 PM      16      0.60      0.00      4.59      0.00      0.00     94.81
08:21:41 PM      17      1.00      0.00      4.01      0.00      0.00     94.99
08:21:41 PM      18      0.40      0.00      4.80      0.00      0.00     94.80
08:21:41 PM      19      0.80      0.00      4.01      0.00      0.00     95.19
08:21:41 PM      20      0.60      0.00      4.80      0.00      0.00     94.60
08:21:41 PM      21      0.80      0.00      4.40      0.00      0.00     94.80
08:21:41 PM      22      1.00      0.00      4.39      0.00      0.00     94.61
08:21:41 PM      23      2.80      0.00      5.00      0.00      0.00     92.20
08:21:41 PM      24      1.39      0.00      4.58      0.00      0.00     94.02
08:21:41 PM      25      0.40      0.00      4.61      0.00      0.00     94.99
08:21:41 PM      26      0.60      0.00      4.60      0.00      0.00     94.80
08:21:41 PM      27      0.60      0.00      4.80      0.00      0.00     94.60
