timestamp,module,event
2024-01-23T22:49:30,topoaa,start
2024-01-23T22:49:39,topoaa,finish
2024-01-23T22:49:40,rigidbody,start
2024-01-24T06:04:48,rigidbody,finish
2024-01-24T06:04:50,caprieval,start
2024-01-24T06:39:41,caprieval,finish
2024-01-24T06:39:42,seletop,start
2024-01-24T06:39:43,seletop,finish
2024-01-24T06:39:43,caprieval,start
2024-01-24T06:41:25,caprieval,finish
2024-01-24T06:41:26,flexref,start
2024-01-24T09:12:21,caprieval,start
2024-01-24T09:12:21,flexref,finish
2024-01-24T09:13:51,caprieval,finish
2024-01-24T09:13:52,emref,start
2024-01-24T09:26:58,emref,finish
2024-01-24T09:26:58,caprieval,start
2024-01-24T09:28:26,caprieval,finish
2024-01-24T09:28:26,clustfcc,start
2024-01-24T09:28:54,clustfcc,finish
2024-01-24T09:28:54,seletopclusts,start
2024-01-24T09:29:37,seletopclusts,finish
2024-01-24T09:29:38,caprieval,start
2024-01-24T09:30:42,caprieval,finish
