timestamp,module,event
2024-01-21 18:26:37,topoaa,start
2024-01-21 18:26:45,topoaa,finish
2024-01-21 18:26:46,rigidbody,start
2024-01-21 18:35:46,rigidbody,finish
2024-01-21 18:35:47,seletop,start
2024-01-21 18:35:47,seletop,finish
2024-01-21 18:35:47,caprieval,start
2024-01-21 18:36:10,caprieval,finish
2024-01-21 18:36:11,flexref,start
2024-01-21 18:50:28,flexref,finish
2024-01-21 18:50:29,caprieval,start
2024-01-21 18:50:53,caprieval,finish
2024-01-21 18:50:54,emref,start
2024-01-21 18:52:38,emref,finish
2024-01-21 18:52:38,caprieval,start
2024-01-21 18:53:03,caprieval,finish
