timestamp,module,event
2024-01-28T00:57:22,topoaa,start
2024-01-28T00:57:28,topoaa,finish
2024-01-28T00:57:29,rigidbody,start
2024-01-28T13:03:49,rigidbody,finish
2024-01-28T13:03:50,caprieval,start
2024-01-28T13:35:47,caprieval,finish
2024-01-28T13:35:49,seletop,start
2024-01-28T13:35:49,seletop,finish
2024-01-28T13:35:49,caprieval,start
2024-01-28T13:37:18,caprieval,finish
2024-01-28T13:37:20,flexref,start
2024-01-28T17:59:19,caprieval,start
2024-01-28T17:59:19,flexref,finish
2024-01-28T18:00:52,caprieval,finish
2024-01-28T18:00:53,emref,start
2024-01-28T18:22:17,emref,finish
2024-01-28T18:22:17,caprieval,start
2024-01-28T18:23:44,caprieval,finish
2024-01-28T18:23:45,clustfcc,start
2024-01-28T18:24:05,clustfcc,finish
2024-01-28T18:24:05,seletopclusts,start
2024-01-28T18:24:34,seletopclusts,finish
2024-01-28T18:24:34,caprieval,start
2024-01-28T18:25:47,caprieval,finish
