timestamp,module,event
2024-01-24T11:40:20,topoaa,start
2024-01-24T11:40:33,topoaa,finish
2024-01-24T11:40:34,rigidbody,start
2024-01-24T12:11:37,rigidbody,finish
2024-01-24T12:11:37,seletop,start
2024-01-24T12:11:40,seletop,finish
2024-01-24T12:11:40,caprieval,start
2024-01-24T12:12:48,caprieval,finish
2024-01-24T12:12:51,flexref,start
2024-01-24T12:57:56,flexref,finish
2024-01-24T12:57:56,caprieval,start
2024-01-24T12:58:51,caprieval,finish
2024-01-24T12:58:53,emref,start
2024-01-24T13:03:35,emref,finish
2024-01-24T13:03:35,caprieval,start
2024-01-24T13:04:17,caprieval,finish
