timestamp,module,event
2024-01-27T07:57:47,topoaa,start
2024-01-27T07:57:53,topoaa,finish
2024-01-27T07:57:54,rigidbody,start
2024-01-27T19:53:05,rigidbody,finish
2024-01-27T19:53:07,caprieval,start
2024-01-27T20:29:52,caprieval,finish
2024-01-27T20:29:54,seletop,start
2024-01-27T20:29:56,seletop,finish
2024-01-27T20:29:58,caprieval,start
2024-01-27T20:31:29,caprieval,finish
2024-01-27T20:31:30,flexref,start
2024-01-28T00:54:48,caprieval,start
2024-01-28T00:54:48,flexref,finish
2024-01-28T00:56:27,caprieval,finish
2024-01-28T00:56:28,emref,start
2024-01-28T01:17:58,emref,finish
2024-01-28T01:17:59,caprieval,start
2024-01-28T01:19:35,caprieval,finish
2024-01-28T01:19:35,clustfcc,start
2024-01-28T01:20:00,clustfcc,finish
2024-01-28T01:20:00,seletopclusts,start
2024-01-28T01:20:32,seletopclusts,finish
2024-01-28T01:20:32,caprieval,start
2024-01-28T01:21:46,caprieval,finish
