Linux 5.15.0-91-generic (gl5) 	01/31/2024 	_x86_64_	(32 CPU)

07:08:57 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
07:09:02 PM 291902960 389860808   1811728      0.46   1571040  95859256   4673396      1.16  42811252  55167720       284    577180   3713564     10688      6224    280096
07:09:07 PM 291896532 389856244   1816344      0.46   1571040  95861072   4675084      1.16  42811300  55169768       364    577260   3713560     10672      6192    280112
07:09:12 PM 291886900 389847244   1824676      0.46   1571040  95861744   7216964      1.79  42811592  55202384       392    609488   3714188      9664      6800    279176
07:09:17 PM 291915712 389876892   1795072      0.45   1571040  95862568   4196384      1.04  42811744  55169328       340    575752   3714156      9632      5980    279128
07:09:22 PM 291910256 389872840   1799436      0.46   1571040  95863808   4197348      1.04  42811748  55170568       244    575764   3714008      9632      5980    279128
07:09:27 PM 291910768 389874636   1797632      0.46   1571040  95865020   4197348      1.04  42811748  55171796       296    575764   3714088      9632      5984    279096
07:09:32 PM 291903836 389868856   1803656      0.46   1571040  95866164   4197348      1.04  42811744  55172900       196    575768   3713852      9632      5984    279128
07:09:37 PM 291905192 389871564   1800948      0.46   1571040  95867452   4197348      1.04  42811752  55174240       276    575772   3713916      9648      5992    279096
07:09:42 PM 291894216 389862068   1810204      0.46   1571040  95868808   4197348      1.04  42811752  55175544       168    575772   3714280      9616      5988    279096
07:09:47 PM 291895196 389864296   1808056      0.46   1571040  95870000   4197348      1.04  42811756  55176952       172    575952   3714256      9616      5984    279080
07:09:52 PM 291890984 389861376   1810840      0.46   1571040  95871296   4197348      1.04  42811748  55178208       160    575964   3714388      9648      6024    279128
07:09:57 PM 291891500 389863344   1808900      0.46   1571040  95872624   4197348      1.04  42811756  55179576       184    575948   3714484      9616      5988    279096
07:10:02 PM 291886616 389859472   1812824      0.46   1571040  95873776   4201568      1.04  42811752  55182928        16    578164   3714292      9648      6112    279136
07:10:07 PM 291888204 389862484   1809848      0.46   1571040  95875100   4201252      1.04  42811764  55183836       672    577828   3714356      9648      6108    279120
07:10:12 PM 291900708 389876616   1795648      0.45   1571040  95876672   4197348      1.04  42811756  55183644      1456    575956   3714480      9616      5992    279144
07:10:17 PM 291900780 389878168   1794108      0.45   1571040  95878056   4197348      1.04  42811764  55185016       504    575972   3714564      9616      5988    279096
07:10:22 PM 291900572 389879028   1793256      0.45   1571040  95879068   4196564      1.04  42811756  55185836       420    575748   3714612      9584      5920    279048
07:10:27 PM 291901212 389881080   1791108      0.45   1571040  95880408   4197348      1.04  42811764  55187440       460    576016   3714780      9616      5992    279064
07:10:32 PM 291899260 389880672   1791568      0.45   1571040  95881916   4197348      1.04  42811764  55188956       200    576056   3714764      9600      5984    279080
07:10:37 PM 291892764 389875692   1796512      0.45   1571040  95883340   4197348      1.04  42811768  55190404       308    576076   3714892      9600      5988    279048
07:10:42 PM 291891584 389875724   1796520      0.45   1571040  95884496   4197348      1.04  42811768  55191596       212    576172   3714908      9616      6020    279048
07:10:47 PM 291888804 389874564   1797520      0.46   1571040  95885932   4197348      1.04  42811768  55193052       352    576136   3715252      9600      5988    279064
