Linux 5.15.30-2-pve (superserver2) 	01/31/2024 	_x86_64_	(32 CPU)

07:25:03 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
07:35:13 AM 307450652 389126096   2487840      0.63    858408  80822472   6632140      1.64  54705532  27856032        40   1046680   3254412      9680     10048    863076
07:35:18 AM 307448988 389126784   2487380      0.63    858408  80824660   6629084      1.64  54705528  27858320       220   1046816   3254348      9664     10048    863076
07:35:23 AM 307446296 389126116   2488108      0.63    858408  80826568   6629084      1.64  54705536  27860308        24   1046868   3254404      9616     10036    863060
07:35:28 AM 307444812 389126540   2487512      0.63    858408  80828364   6629216      1.64  54705536  27862264       200   1047080   3254688      9664     10052    863092
07:35:33 AM 307443576 389127756   2486452      0.63    858408  80830636   6629472      1.64  54705536  27864772        60   1047292   3254712      9680     10052    863092
07:35:38 AM 307440896 389127336   2486924      0.63    858408  80832740   6629472      1.64  54705536  27867024        80   1047436   3254816      9680     10052    863108
07:35:43 AM 307437756 389126504   2487884      0.63    858408  80834904   6629860      1.64  54705536  27869380        52   1047600   3254832      9664     10300    863124
07:35:48 AM 307435792 389126760   2487528      0.63    858408  80836976   6629860      1.64  54705532  27871512        64   1047668   3255080      9648     10024    863108
07:35:53 AM 307433384 389126808   2487448      0.63    858408  80839272   6629860      1.64  54705536  27874948       152   1048784   3255272      9648     11032    863108
07:35:58 AM 307431428 389127080   2486856      0.63    858408  80841352   6630260      1.64  54705532  27876112        68   1047932   3255740      9680     10056    863092
07:36:03 AM 307429768 389127832   2486096      0.63    858408  80843616   6644876      1.65  54705540  27882324        56   1051852   3255896      9632     10304    863132
07:36:08 AM 307426628 389126932   2486852      0.63    858408  80845696   6633356      1.64  54705528  27882192       280   1049684   3256200      9696     10144    863148
07:36:13 AM 307423204 389125780   2487880      0.63    858408  80847856   6630648      1.64  54705524  27883208        64   1048456   3256436      9696     10064    863092
07:36:18 AM 307417984 389122968   2490392      0.63    858408  80850104   6630648      1.64  54705536  27885520       240   1048564   3256896      9728     10140    863108
07:36:23 AM 306854112 388563768   3045744      0.77    858408  80854652 100804280     25.00  54706536  28444176       124   1603960   3260868     10240     25024    863524
07:36:28 AM 306843392 388553488   3056240      0.77    858408  80855056 101308776     25.12  54706544  28449648       744   1608976   3260688     10224     24748    863556
07:36:33 AM 306837328 388547868   3061812      0.78    858408  80855492 101000204     25.05  54706540  28452768        96   1611604   3260744     10192     24952    863556
07:36:38 AM 306822388 388533600   3076328      0.78    858408  80856156 100283000     24.87  54706572  28452996       176   1611208   3260504     10224     24692    863572
07:36:43 AM 306869420 388583416   3026720      0.77    858408  80858948  91880872     22.78  54706800  28400500      2528   1556328   3260288     10224     23556    863492
