Linux 5.15.30-2-pve (superserver2) 	02/01/2024 	_x86_64_	(32 CPU)

06:27:42 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
06:27:47 AM 290094048 388975604   2592880      0.66    858656  97663200   7092264      1.76  69337292  30054760      1156   1036280   3665000     10688     10184    864036
06:27:52 AM 290071588 388954752   2613460      0.66    858656  97664776   9637992      2.39  69337632  30090424       264   1070672   3665304      9712     11316    863300
06:27:57 AM 290101216 388985264   2582896      0.65    858656  97665616   6618480      1.64  69337932  30057104        48   1036768   3665400      9664     10140    863220
06:28:02 AM 290101992 388987620   2580412      0.65    858656  97667128   6618480      1.64  69337928  30058688       112   1036812   3665596      9664     10140    863188
06:28:07 AM 290101532 388988628   2579128      0.65    858656  97668504   6618480      1.64  69337928  30060432        96   1037232   3665964      9648     10388    863156
06:28:12 AM 290102316 388991164   2576236      0.65    858656  97670156   6618480      1.64  69337932  30061792       304   1036880   3666420      9664     10140    863172
06:28:17 AM 290100228 388990720   2576712      0.65    858656  97671704   6618612      1.64  69337932  30063840        32   1037428   3666484      9664     10644    863140
06:28:22 AM 290099308 388991520   2575948      0.65    858656  97673328   6618612      1.64  69337932  30065036        64   1036952   3666544      9664     10140    863156
06:28:27 AM 290097312 388991164   2576340      0.65    858656  97674872   6618612      1.64  69337932  30066572        36   1036976   3666604      9664     10144    863140
06:28:32 AM 290098416 388993996   2573880      0.65    858656  97676504   6618756      1.64  69337932  30068292       116   1037032   3666328      9664     10140    863124
06:28:37 AM 290096988 388994020   2573996      0.65    858656  97677852   6618756      1.64  69337932  30069596        48   1037044   3666292      9664     10144    863124
06:28:42 AM 290097068 388995748   2572196      0.65    858656  97679396   6618756      1.64  69337932  30071256        76   1037108   3666468      9648     10144    863092
06:28:47 AM 290095580 388995784   2571900      0.65    858656  97680832   6618756      1.64  69337932  30072748        64   1037160   3666816      9664     10140    863140
06:28:52 AM 290094656 388996392   2571152      0.65    858656  97682260   6618756      1.64  69337932  30074248       184   1037232   3667060      9664     10140    863140
06:28:57 AM 290091444 388995004   2572148      0.65    858656  97683972   6618888      1.64  69337932  30076880        20   1038220   3667564      9696     10656    863140
06:29:02 AM 290088928 388994164   2573252      0.65    858656  97685544   6618888      1.64  69337928  30077664       252   1037368   3667404      9664     10144    863156
06:29:07 AM 290088448 388995152   2572664      0.65    858656  97686948   6618888      1.64  69337932  30079388        76   1037724   3667068      9616     10384    863140
06:29:12 AM 290089012 388997164   2570456      0.65    858656  97688356   6618888      1.64  69337932  30080604        84   1037492   3667304      9664     10136    863140
06:29:17 AM 290088056 388997848   2569592      0.65    858656  97689904   6631116      1.64  69337928  30085772        64   1041160   3667576      9648     10388    863140
06:29:22 AM 290088592 388999976   2567288      0.65    858656  97691420   6619036      1.64  69337932  30083792        92   1037616   3667828      9664     10140    863140
06:29:27 AM 290085852 388998728   2568152      0.65    858656  97692824   6619036      1.64  69337932  30085240        48   1037700   3668300      9664     10136    863156
06:29:32 AM 290085708 389000256   2566988      0.65    858656  97694396   6619036      1.64  69337932  30086896        72   1037748   3668036      9664     10136    863140
06:29:37 AM 290084968 389000992   2566584      0.65    858656  97695800   6619036      1.64  69337932  30088320        76   1037812   3667776      9664     10136    863140
06:29:42 AM 290085804 389003388   2564112      0.65    858656  97697260   6619184      1.64  69337932  30089888       204   1037872   3667952      9664     10136    863124
06:29:47 AM 290084344 389003676   2563584      0.65    858656  97698892   6619184      1.64  69337932  30091560        40   1037932   3668308      9664     10136    863108
06:29:52 AM 290085188 389006156   2561432      0.65    858656  97700436   6619184      1.64  69337932  30093180       188   1037988   3668072      9664     10140    863108
