Linux 5.15.0-91-generic (gl5) 	01/19/2024 	_x86_64_	(32 CPU)

04:41:29 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
04:56:44 PM 379842576 389257480   2687472      0.68   1236024   9679664 168571676     41.80   4271800   8322220       412   1707364   1412812     10704     33992    268708
04:56:49 PM 379849028 389264512   2680672      0.68   1236024   9680128 168557224     41.80   4271840   8320320       912   1704540   1412696     10704     33988    268660
04:56:54 PM 379821872 389237936   2707412      0.69   1236028   9680732 165746632     41.10   4271884   8303580      1916   1687580   1412504     10688     33388    268708
04:56:59 PM 379763092 389179472   2766132      0.70   1236028   9680932 168579188     41.81   4271952   8326744       940   1710232   1412364     10704     34072    268692
04:57:04 PM 379747948 389164924   2779832      0.70   1236036   9681584 168548864     41.80   4272068   8313156      2192   1696632   1413148     10720     33936    268836
04:57:09 PM 379744004 389161964   2782616      0.70   1236036   9682444 164902060     40.89   4272192   8298368      1132   1680440   1413448     10720     33252    268788
04:57:14 PM 379757664 389175440   2768988      0.70   1236036   9682420 168472296     41.78   4272372   8281168      2116   1663932   1413440     10720     33812    268836
04:57:19 PM 379783960 389202156   2742140      0.69   1236040   9682752 168467240     41.78   4272468   8274964       804   1657100   1413656     10752     33860    268740
04:57:24 PM 379806464 389225132   2718948      0.69   1236048   9683260 165598036     41.07   4272584   8238792      2016   1620972   1413828     10720     33068    268772
04:57:29 PM 379790660 389209708   2734504      0.69   1236056   9683544 165583660     41.06   4272744   8247740       916   1629512   1413784     10720     33504    268788
04:57:34 PM 379749088 389168412   2776080      0.70   1236060   9683860 168498212     41.79   4272844   8279672      1684   1661652   1413460     10784     33816    268740
04:57:39 PM 379777092 389196840   2747840      0.70   1236060   9684288 168418664     41.77   4272888   8254568       584   1636032   1413268     10768     33772    268756
