JobName,power_energy_pkg,power_energy_ram,perf_elapsed
daa-local-nc16_gl5-41.cfg,2249227.25,155987.89,22469.992897786
daa-local-nc16_gl5-42.cfg,2232074.23,154422.48,22054.90713882
daa-local-nc16_gl5-43.cfg,2251680.28,155518.16,22517.214813189
daa-local-nc32_gl5-41.cfg,1975858.26,128710.51,17684.442538745
daa-local-nc32_gl5-42.cfg,1979983.85,127524.5,17812.979922292
daa-local-nc32_gl5-43.cfg,1955756.03,126646.63,17391.099385184
