JobName,power_energy_pkg,power_energy_ram,perf_elapsed
daa-local-nc16_gl6-41.cfg,2309572.7,240595.25,22122.744460914
daa-local-nc16_gl6-42.cfg,2329910.82,243888.81,22591.492251543
daa-local-nc16_gl6-43.cfg,2309047.68,242819.13,22145.934287579
daa-local-nc32_gl6-41.cfg,1990448.08,193486.56,17422.48676991
daa-local-nc32_gl6-42.cfg,1983603.64,192156.41,17201.990459402
daa-local-nc32_gl6-43.cfg,2006500.19,196237.13,17634.310747516
