Linux 5.15.30-2-pve (superserver2) 	01/31/2024 	_x86_64_	(32 CPU)

02:36:37 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
02:36:42 AM 311961712 388994564   2635948      0.67    858380  76289600   7088584      1.76  51046580  26967188       172   1031780   3128144     10672     10244    863440
02:36:47 AM 311930056 388964052   2665052      0.67    858380  76290752   9636104      2.39  51046928  27003488       352   1067432   3129544      9760     11220    862760
02:36:52 AM 311961788 388997008   2632212      0.67    858380  76291888   6613776      1.64  51047212  26968868        28   1031816   3129516      9680      9936    862736
02:36:57 AM 311957364 388995028   2634208      0.67    858380  76294184   6613776      1.64  51047220  26971528        44   1032180   3129648      9680      9932    862704
02:37:02 AM 311957716 388997268   2631948      0.67    858380  76295976   6625832      1.64  51047220  26978440       248   1036772   3129764      9680     10440    862640
02:37:07 AM 311954836 388996000   2633792      0.67    858380  76297492   6613908      1.64  51047220  26974936       180   1032264   3129284      9696      9932    862656
02:37:12 AM 311955372 388998096   2631720      0.67    858380  76298992   6613908      1.64  51047220  26976472       160   1032292   3129320      9696      9936    862608
02:37:17 AM 311954964 388999132   2630484      0.67    858380  76300336   6613908      1.64  51047220  26977808        64   1032324   3129620      9696      9932    862656
02:37:22 AM 311956988 389002580   2627016      0.67    858380  76301712   6613908      1.64  51047220  26979328        56   1032476   3129688      9760     10452    862608
02:37:27 AM 311955564 389002860   2626828      0.67    858380  76303336   6614052      1.64  51047220  26980888        32   1032388   3129676      9712      9940    862624
02:37:32 AM 311958700 389007676   2622368      0.66    858380  76304936   6613048      1.64  51047216  26982204        32   1032072   3129400      9632     10112    862592
02:37:37 AM 311957988 389008764   2620744      0.66    858380  76306592   6613048      1.64  51047216  26983636        60   1031848   3130080      9680      9876    862640
02:37:42 AM 311960576 389013016   2616784      0.66    858380  76308192   6613048      1.64  51047212  26985292        28   1031912   3129852      9648     10116    862608
02:37:47 AM 311960388 389014412   2615320      0.66    858380  76309680   6613180      1.64  51047216  26986840         0   1031988   3130016      9712      9872    862656
02:37:52 AM 311960404 389016208   2613520      0.66    858380  76311364   6625260      1.64  51047216  26992368       204   1035816   3130116      9728     10388    862608
02:37:57 AM 311952704 389010092   2619940      0.66    858380  76312852   6613180      1.64  51047212  26990592       184   1032608   3129908      9712      9988    862640
02:38:02 AM 311951952 389011124   2618720      0.66    858380  76314540   6616052      1.64  51047212  26993028       252   1033272   3130192      9728      9968    862632
02:38:07 AM 311956820 389017464   2612288      0.66    858380  76315916   6613328      1.64  51047204  26993272       176   1032260   3130380      9712      9876    862576
02:38:12 AM 311958144 389020780   2608988      0.66    858380  76317832   6613328      1.64  51047212  26995360        76   1032332   3130440      9696      9876    862592
02:38:17 AM 311957920 389022288   2607720      0.66    858380  76319456   6613328      1.64  51047216  26997056         0   1032404   3130308      9696      9876    862640
02:38:22 AM 311957284 389023248   2606432      0.66    858380  76320972   6613328      1.64  51047216  26999148        64   1032988   3130716      9728     10388    862624
02:38:27 AM 311956228 389023792   2605832      0.66    858380  76322484   6613476      1.64  51047212  27000304       200   1032632   3130860      9728      9912    862592
02:38:32 AM 311957032 389026488   2602992      0.66    858380  76324228   6614480      1.64  51047224  27002704         8   1033296   3131152      9744      9940    862624
02:38:37 AM 311955660 389026864   2602616      0.66    858380  76325860   6614480      1.64  51047220  27004308         8   1033316   3131268      9728      9932    862608
02:38:42 AM 311953680 389026644   2602816      0.66    858380  76327516   6614480      1.64  51047220  27006516       164   1033856   3131392      9728     10436    862608
02:38:47 AM 311953776 389028528   2600984      0.66    858380  76329144   6614612      1.64  51047216  27007668       120   1033384   3131500      9712      9932    862608
02:38:52 AM 311952516 389028868   2600636      0.66    858380  76330692   6626692      1.64  51047220  27012800        60   1036964   3131560      9712     10436    862624
02:38:57 AM 311953096 389031272   2598308      0.66    858380  76332400   6614612      1.64  51047220  27010964       148   1033456   3131600      9728      9932    862608
02:39:02 AM 311949092 389029028   2600536      0.66    858380  76334056   6617484      1.64  51047220  27015692       228   1035504   3131720      9744     10548    862648
02:39:07 AM 311950404 389032388   2597120      0.66    858380  76335992   6614744      1.64  51047220  27014688       256   1033556   3131888      9728      9936    862592
02:39:12 AM 311950376 389034012   2595372      0.66    858380  76337540   6614744      1.64  51047220  27016260        16   1033568   3132116      9712      9936    862560
02:39:17 AM 311949928 389035324   2594104      0.66    858380  76339200   6614744      1.64  51047220  27017924       192   1033608   3132172      9712      9932    862576
02:39:22 AM 311950996 389038060   2591608      0.66    858380  76340772   6614744      1.64  51047220  27019456        20   1033568   3132028      9680      9928    862576
02:39:27 AM 311951808 389040740   2588608      0.66    858380  76342508   6614876      1.64  51047220  27021280         8   1033616   3132480      9680      9896    862544
02:39:32 AM 311952116 389042840   2586512      0.66    858380  76344192   6614876      1.64  51047220  27023556        68   1034212   3132584      9712     10440    862592
02:39:37 AM 311953264 389045720   2583628      0.65    858380  76345824   6614876      1.64  51047220  27024920       364   1033940   3132688      9728      9988    862608
02:39:42 AM 311954824 389048804   2580540      0.65    858380  76347256   6614876      1.64  51047216  27026208        60   1033772   3132784      9712      9936    862608
02:39:47 AM 311956132 389051652   2577736      0.65    858380  76348692   6615016      1.64  51047220  27027676       192   1033828   3132844      9712      9932    862592
02:39:52 AM 311957392 389054476   2575008      0.65    858380  76350176   6627072      1.64  51047216  27032380        68   1037044   3132828      9680      9924    862608
02:39:57 AM 311954920 389053656   2575908      0.65    858380  76351728   6616296      1.64  51047220  27031992       176   1035152   3132848      9712      9940    862624
02:40:02 AM 311952180 389053052   2576804      0.65    858380  76353748   6619168      1.64  51047224  27035572       172   1036168   3132672      9712      9928    862664
02:40:07 AM 311951784 389054196   2575076      0.65    858380  76355200   6616428      1.64  51047220  27035572         0   1035212   3133344      9712      9964    862640
02:40:12 AM 311953204 389057168   2572112      0.65    858380  76356664   6616428      1.64  51047220  27037052        36   1035248   3133424      9712      9964    862624
02:40:17 AM 311955040 389060740   2568644      0.65    858380  76358288   6616428      1.64  51047220  27038688       152   1035280   3133432      9712      9968    862608
02:40:22 AM 311956336 389063624   2565968      0.65    858380  76359776   6616428      1.64  51047216  27040180        96   1035280   3133324      9680      9960    862624
02:40:27 AM 311957624 389066708   2562656      0.65    858380  76361456   6616560      1.64  51047220  27042072       132   1035492   3133668      9760     10076    862608
02:40:32 AM 311959204 389070168   2559368      0.65    858380  76363196   6616560      1.64  51047220  27043640        60   1035324   3133636      9680      9960    862640
02:40:37 AM 311957984 389070816   2558808      0.65    858380  76364944   6616560      1.64  51047220  27045552        40   1035444   3133668      9712      9964    862656
02:40:42 AM 311959932 389074476   2555140      0.65    858380  76366548   6616560      1.64  51047220  27047672        20   1035964   3133784      9728     10472    862656
02:40:47 AM 311960268 389076492   2553020      0.65    858380  76368116   6616692      1.64  51047220  27048780       144   1035496   3134000      9728      9964    862656
02:40:52 AM 311959260 389077240   2552260      0.65    858380  76369772   6628748      1.64  51047220  27053996        48   1039060   3134112      9728      9964    862656
02:40:57 AM 311959456 389079000   2550932      0.65    858380  76371228   6616692      1.64  51047220  27051956       128   1035560   3133788      9744      9964    862640
02:41:02 AM 311957736 389079020   2551008      0.65    858380  76372892   6616692      1.64  51047220  27054632       116   1036112   3133768      9728     10468    862640
02:41:07 AM 311954620 389077752   2551832      0.65    858380  76374600   6619384      1.64  51047216  27056576        84   1036824   3134352      9776     10072    862632
02:41:12 AM 311956052 389081024   2548764      0.65    858380  76376312   6616848      1.64  51047208  27057084       192   1035568   3134276      9664      9956    862608
02:41:17 AM 311953604 389080256   2549244      0.65    858380  76377896   6616848      1.64  51047220  27058760        36   1035704   3134660      9728      9972    862624
02:41:22 AM 311953152 389081540   2547972      0.65    858380  76379520   6616848      1.64  51047220  27060864       248   1036172   3134760      9696     10460    862624
02:41:27 AM 311951704 389081296   2547924      0.65    858380  76380672   6616848      1.64  51047220  27061568         0   1035744   3135104      9712      9932    862608
02:41:32 AM 311952740 389084068   2545284      0.64    858380  76382296   6616980      1.64  51047224  27063620        32   1036152   3135084      9712     10216    862624
02:41:37 AM 311949772 389082556   2546504      0.64    858380  76383644   6616980      1.64  51047220  27064672        32   1035836   3135484      9712      9968    862608
02:41:42 AM 311949852 389084196   2544904      0.64    858380  76385104   6629060      1.64  51047220  27069672        36   1039404   3135544      9712     10476    862608
02:41:47 AM 311948924 389084688   2545068      0.64    858380  76386404   6616980      1.64  51047220  27067488        84   1035896   3135008      9728      9968    862640
02:41:52 AM 311948180 389085392   2544376      0.64    858380  76387804   6617112      1.64  51047220  27068892        60   1035924   3135044      9712      9972    862624
02:41:57 AM 311946228 389085064   2544356      0.64    858380  76389324   6617112      1.64  51047220  27070464        88   1035952   3135496      9696      9968    862608
02:42:02 AM 311946000 389086240   2543568      0.64    858380  76390640   6617112      1.64  51047212  27071476        48   1035648   3135196      9728     10172    862624
02:42:07 AM 311944168 389085976   2543584      0.64    858380  76392100   6617112      1.64  51047216  27073304         0   1036008   3135552      9712      9972    862624
02:42:12 AM 311945280 389088620   2541028      0.64    858380  76393528   6620084      1.64  51047216  27076284       212   1037632   3135568      9776     10088    862616
02:42:17 AM 311942292 389087176   2542632      0.64    858380  76394996   6617244      1.64  51047220  27076264       236   1036092   3135484      9696      9968    862592
02:42:22 AM 311942840 389089360   2540620      0.64    858380  76396528   6617244      1.64  51047216  27077792        44   1036072   3135416      9648     10212    862592
02:42:27 AM 311939632 389087576   2541800      0.64    858380  76397872   6617244      1.64  51047220  27079288        12   1036252   3136100      9744     10036    862576
02:42:32 AM 311940656 389090116   2539268      0.64    858380  76399276   6617244      1.64  51047220  27080604        32   1036164   3136204      9696     10468    862576
02:42:37 AM 311937920 389088776   2540628      0.64    858380  76400572   6617376      1.64  51047220  27081912        68   1036192   3136284      9696      9968    862592
02:42:42 AM 311938220 389090648   2538740      0.64    858380  76402032   6629456      1.64  51047220  27086944        16   1039744   3136412      9696     10472    862592
02:42:47 AM 311936576 389090456   2539176      0.64    858380  76403384   6617376      1.64  51047220  27085168       140   1036724   3136268      9744     10068    862576
02:42:52 AM 311937080 389091948   2537684      0.64    858380  76404312   6617376      1.64  51047216  27085748         0   1036264   3136328      9696      9964    862608
02:42:57 AM 311939424 389095936   2533680      0.64    858380  76405856   6617376      1.64  51047220  27087304        56   1036304   3136444      9712      9964    862560
02:43:02 AM 311938388 389096280   2533596      0.64    858380  76407176   6617508      1.64  51047212  27088244       132   1035912   3136244      9680     10156    862608
02:43:07 AM 311934656 389093804   2535540      0.64    858380  76408328   6617508      1.64  51047216  27089832        60   1036368   3136880      9712      9964    862576
02:43:12 AM 311935808 389096608   2532708      0.64    858380  76409868   6617508      1.64  51047216  27091440        32   1036400   3137020      9696      9968    862576
02:43:17 AM 311932220 389094552   2534624      0.64    858380  76411312   6620044      1.64  51047220  27093440        92   1036984   3137248      9728     10024    862632
02:43:22 AM 311931756 389095660   2533580      0.64    858380  76412824   6620480      1.64  51047216  27095944        28   1037944   3137244      9728     10072    862648
02:43:27 AM 311927268 389092732   2536284      0.64    858380  76414280   6617640      1.64  51047220  27095856        16   1036476   3137572      9712      9972    862560
02:43:32 AM 311927292 389094332   2534672      0.64    858380  76415740   6617640      1.64  51047220  27097412        56   1036504   3137700      9696      9968    862560
02:43:37 AM 311922076 389090596   2538580      0.64    858380  76417116   6617640      1.64  51047220  27098796         0   1036532   3137632      9680      9968    862592
