Linux 5.15.0-91-generic (gl5) 	01/21/2024 	_x86_64_	(32 CPU)

12:36:45 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
12:36:50 AM 368870296 390263488   1649936      0.42   1344360  21281980   4708352      1.17   9796680  13383268       252    582040   1711976     10592      6120    271116
12:36:55 AM 368800724 390196180   1717092      0.43   1344364  21284232  10277420      2.55   9796704  13452308      1224    648688   1712136      9728      7516    270284
12:37:00 AM 368859488 390255788   1657476      0.42   1344364  21285092   4235816      1.05   9796828  13387160       200    582740   1712128      9616      6080    270188
12:37:05 AM 368856832 390254724   1658520      0.42   1344372  21286596   4236712      1.05   9796980  13388728      1032    583012   1712228      9808      5904    270204
12:37:10 AM 368856796 390256552   1656568      0.42   1344372  21288512   4236712      1.05   9796992  13390696       180    583028   1712300      9664      6156    270188
12:37:15 AM 368852652 390254516   1658444      0.42   1344376  21290516   4236712      1.05   9796996  13393280       972    583224   1712560     10000      6216    270220
12:37:20 AM 368852008 390255480   1657688      0.42   1344376  21292224   4236712      1.05   9796992  13394312        40    582896   1712252      9616      6084    270188
12:37:25 AM 368850052 390255372   1657852      0.42   1344380  21293964   4235928      1.05   9796996  13396108       420    582940   1712300      9632      6116    270124
12:37:30 AM 368847956 390255128   1658416      0.42   1344384  21295752   4236712      1.05   9797000  13397944      1424    583048   1712040      9664      6152    270108
12:37:35 AM 368848788 390257844   1655808      0.42   1344388  21297492   4236712      1.05   9797012  13399696       312    583016   1712072      9600      6088    270124
12:37:40 AM 368839864 390250928   1662704      0.42   1344392  21299412   4240984      1.05   9797020  13403764      1536    585240   1712176      9632      6204    270148
12:37:45 AM 368839992 390252952   1660708      0.42   1344392  21301184   4236712      1.05   9797020  13403428       416    583048   1712272      9632      6112    270124
12:37:50 AM 368837540 390252208   1661168      0.42   1344392  21302960   4236712      1.05   9797016  13405236      1480    583128   1712488      9648      6152    270156
12:37:55 AM 368837616 390253852   1659608      0.42   1344396  21304392   4236712      1.05   9797028  13406832       304    583316   1712536      9696      6256    270108
12:38:00 AM 368832760 390250648   1662816      0.42   1344396  21305956   4240984      1.05   9797040  13410640      1388    585660   1712620      9680      6300    270228
12:38:05 AM 368833704 390253592   1659884      0.42   1344396  21307876   4236712      1.05   9797032  13410312       288    583244   1712688      9632      6124    270188
12:38:10 AM 368838572 390260264   1653124      0.42   1344400  21309620   4236712      1.05   9797032  13412076      1256    583292   1712832      9664      6188    270204
12:38:15 AM 368840616 390264280   1648932      0.42   1344408  21311472   4236712      1.05   9797040  13413864       204    583176   1713120      9616      6088    270204
12:38:20 AM 368834276 390259708   1654028      0.42   1344412  21313148   4236712      1.05   9797048  13415736      1260    583436   1712684      9680      6212    270188
12:38:25 AM 368834944 390261928   1651776      0.42   1344424  21314592   4236712      1.05   9797072  13417676       184    583928   1712812      9696      6244    270172
12:38:30 AM 368836324 390265380   1648452      0.42   1344424  21316516   4188508      1.04   9797096  13411660       560    576064   1712832      9616      5968    270036
12:38:35 AM 368837416 390268420   1645480      0.42   1344428  21318344   4188508      1.04   9797100  13413576       176    576108   1712880      9616      5972    270004
12:38:40 AM 368846160 390278996   1634776      0.41   1344432  21320016   4192780      1.04   9797100  13417336      1288    578272   1713164      9664      6108    270044
12:38:45 AM 368846776 390281448   1632284      0.41   1344432  21321776   4188508      1.04   9797104  13416988        40    576060   1713280      9600      5940    270036
12:38:50 AM 368837808 390274336   1639328      0.42   1344432  21323496   4188508      1.04   9797104  13420128       596    577348   1713484     10048      6220    270036
12:38:55 AM 368837628 390276448   1637624      0.41   1344436  21325620   4188508      1.04   9797116  13420868         0    576128   1713240      9568      5908    270052
12:39:00 AM 368832348 390272924   1640976      0.42   1344440  21327260   4188508      1.04   9797116  13423488       640    576684   1713524      9824      6012    270068
12:39:05 AM 368833408 390276084   1637800      0.41   1344448  21329248   4188508      1.04   9797136  13424672       380    576304   1713644      9648      6012    270020
12:39:10 AM 368833336 390277900   1635840      0.41   1344448  21331044   4187724      1.04   9797128  13426272       496    576116   1713880      9600      5940    269940
12:39:15 AM 368824540 390270912   1642900      0.42   1344452  21332744   4188508      1.04   9797136  13428120       888    576384   1713912      9616      5972    269988
12:39:20 AM 368829272 390277632   1636212      0.41   1344456  21334656   4188508      1.04   9797140  13430080       352    576420   1713952      9632      5968    270020
12:39:25 AM 368821304 390271380   1642464      0.42   1344456  21336632   4188640      1.04   9797144  13432232      1376    576508   1713692      9632      5972    270084
12:39:30 AM 368821600 390273488   1640404      0.42   1344460  21338344   4188640      1.04   9797140  13433928       344    576452   1713740      9616      5932    270084
12:39:35 AM 368817456 390271244   1642264      0.42   1344460  21340144   4192544      1.04   9797152  13437148      1296    578496   1714224      9664      6056    270124
12:39:40 AM 368817040 390272960   1640520      0.42   1344460  21342144   4193044      1.04   9797156  13440144       512    578892   1714384      9616      6032    270092
12:39:45 AM 368808984 390266616   1646812      0.42   1344464  21343704   4188772      1.04   9797152  13439540      1188    576684   1714584      9632      5964    270084
12:39:50 AM 368807076 390266540   1646844      0.42   1344472  21345424   4190052      1.04   9797168  13442772       348    578292   1714732      9664      6040    270068
12:39:55 AM 368799636 390261440   1651680      0.42   1344472  21347556   4190052      1.04   9797168  13444892      1160    578236   1715204      9664      6008    270020
12:40:00 AM 368808908 390272248   1640976      0.42   1344472  21349000   4190184      1.04   9797172  13446440       264    578392   1715192      9664      6004    270020
12:40:05 AM 368804520 390270000   1643584      0.42   1344480  21350952   4190184      1.04   9797180  13448468      1136    578432   1715012      9680      6044    270036
12:40:10 AM 368803756 390271448   1642068      0.42   1344488  21353072   4190184      1.04   9797180  13450576       324    578412   1715164      9664      5972    270020
12:40:15 AM 368796896 390266536   1646984      0.42   1344488  21354916   4190316      1.04   9797188  13452588      1136    578548   1715264      9664      6008    269988
12:40:20 AM 368797240 390268788   1644752      0.42   1344488  21356740   4190316      1.04   9797188  13454428       180    578616   1715328      9664      6004    269972
12:40:25 AM 368805976 390279492   1633956      0.41   1344492  21358712   4190316      1.04   9797192  13456436      1276    578688   1715412      9680      6020    270004
12:40:30 AM 368804912 390280360   1633184      0.41   1344496  21360520   4190448      1.04   9797196  13458420       172    578812   1715436      9664      6020    269988
12:40:35 AM 368796948 390274612   1638744      0.42   1344500  21362632   4194720      1.04   9797184  13462344      1044    581552   1715724      9952      6288    270092
12:40:40 AM 368796660 390276236   1637324      0.41   1344504  21364408   4190448      1.04   9797208  13462412       148    578924   1715652      9648      5988    270036
12:40:45 AM 368809924 390291600   1621776      0.41   1344508  21366356   4190448      1.04   9797196  13464772      1084    579324   1715984     10000      6416    270068
12:40:50 AM 368809248 390292732   1620752      0.41   1344508  21368036   4190580      1.04   9797220  13466164        24    579048   1716004      9616      5952    270052
12:40:55 AM 368809832 390295264   1618308      0.41   1344508  21369860   4189796      1.04   9797216  13468024       424    579072   1716040      9616      5944    269972
12:41:00 AM 368801620 390289172   1624432      0.41   1344520  21371828   4190580      1.04   9797224  13470120      1428    579232   1716148      9648      5984    270036
12:41:05 AM 368798692 390288244   1625408      0.41   1344528  21373728   4194984      1.04   9797220  13474060       424    581292   1716192      9664      6072    270028
12:41:10 AM 368805256 390296944   1616924      0.41   1344536  21375708   4190712      1.04   9797244  13474196      1484    579372   1716124      9600      5952    270084
12:41:15 AM 368803620 390297196   1616692      0.41   1344536  21377512   4190712      1.04   9797252  13476152       280    579596   1716188      9632      5976    270084
12:41:20 AM 368795388 390291168   1622684      0.41   1344544  21379508   4190844      1.04   9797256  13478616      1392    579552   1716424      9600      5952    270052
12:41:25 AM 368794092 390291756   1622032      0.41   1344548  21381276   4190844      1.04   9797252  13479832       268    579456   1716600      9632      5948    270052
12:41:30 AM 368783736 390283508   1630536      0.41   1344552  21383148   4190844      1.04   9797276  13481848      1280    579644   1716576      9664      6048    270052
12:41:35 AM 368783980 390285576   1628420      0.41   1344556  21384844   4195116      1.04   9797280  13485744       360    581888   1716748      9680      6132    270076
12:41:40 AM 368776176 390279960   1634076      0.41   1344560  21386880   4190976      1.04   9797280  13485436      1220    579436   1716856      9632      5940    270052
12:41:45 AM 368774264 390280076   1633976      0.41   1344560  21388804   4190976      1.04   9797288  13487588       252    579736   1716944      9648      6016    270036
12:41:50 AM 368780900 390288528   1625512      0.41   1344560  21390472   4190976      1.04   9797292  13489344      1236    579840   1717104      9632      5984    270036
12:41:55 AM 368779764 390289460   1624564      0.41   1344560  21392392   4191124      1.04   9797288  13491152       256    579712   1717268      9632      5944    270020
12:42:00 AM 368776376 390288060   1625684      0.41   1344564  21394192   4191124      1.04   9797292  13493096      1188    579816   1717732      9584      5948    270020
12:42:05 AM 368773232 390286832   1626988      0.41   1344568  21395972   4191124      1.04   9797288  13494816       180    579744   1717788      9616      5988    270052
12:42:10 AM 368766324 390282040   1631656      0.41   1344572  21397928   4191124      1.04   9797300  13496912      1164    579960   1718068      9664      6044    270068
12:42:15 AM 368766012 390283540   1630232      0.41   1344572  21399608   4191124      1.04   9797304  13498648       168    579948   1718124      9648      5980    270052
12:42:20 AM 368776536 390295876   1617704      0.41   1344572  21401252   4191256      1.04   9797300  13500320      1260    580004   1718484      9840      6208    270052
12:42:25 AM 368774880 390296332   1617224      0.41   1344576  21403240   4191256      1.04   9797312  13502272       172    580020   1718628      9616      5940    270020
12:42:30 AM 368770492 390293792   1619756      0.41   1344580  21405044   4195528      1.04   9797312  13507680      1112    583088   1718676      9968      6284    270140
12:42:35 AM 368768904 390294028   1619612      0.41   1344588  21406784   4191408      1.04   9797324  13506056       172    580268   1718660      9648      5980    270100
12:42:40 AM 368766496 390293564   1620204      0.41   1344592  21408592   4190624      1.04   9797332  13507624       120    579960   1718664      9616      5916    270036
12:42:45 AM 368757780 390286880   1627200      0.41   1344600  21410556   4195312      1.04   9797344  13511540      1416    582032   1718412      9664      6048    270060
12:42:50 AM 368757052 390287784   1626108      0.41   1344600  21412076   4191408      1.04   9797348  13511444       516    580344   1718712      9712      6048    270052
12:42:55 AM 368757140 390289892   1624084      0.41   1344612  21413948   4191796      1.04   9797352  13513556       432    580552   1718764      9680      6008    270084
12:43:00 AM 368754784 390289560   1624428      0.41   1344612  21415844   4191796      1.04   9797368  13515344       352    580464   1718880      9712      6040    270084
12:43:05 AM 368747648 390284204   1629668      0.41   1344624  21417604   4191796      1.04   9797360  13517076      1420    580452   1719004      9648      5944    270052
12:43:10 AM 368745968 390284556   1629452      0.41   1344624  21419464   4191928      1.04   9797380  13519152       360    580676   1719040      9696      6056    270052
12:43:15 AM 368744324 390284876   1629128      0.41   1344628  21421344   4192184      1.04   9797372  13520944      1376    580520   1719124      9632      5908    270068
12:43:20 AM 368744688 390287112   1626988      0.41   1344632  21423092   4192184      1.04   9797392  13523112       356    580972   1719148      9680      6032    270068
12:43:25 AM 368739292 390283636   1630136      0.41   1344632  21424848   4196456      1.04   9797384  13526740      1464    582840   1719640      9696      6056    270108
12:43:30 AM 368738104 390284604   1629264      0.41   1344632  21426860   4192316      1.04   9797388  13526924       436    580984   1719688      9696      5980    270084
12:43:35 AM 368734380 390282724   1631276      0.41   1344632  21428744   4192316      1.04   9797388  13528756      1188    580972   1719516      9712      6076    269956
12:43:40 AM 368732892 390283220   1630864      0.41   1344632  21430600   4192572      1.04   9797400  13531144       272    581560   1719560      9728      6220    270004
12:43:45 AM 368725548 390277816   1636212      0.41   1344632  21432444   4192572      1.04   9797392  13532780      1216    581268   1719712      9616      5984    270036
12:43:50 AM 368725104 390279168   1634988      0.41   1344632  21434136   4192704      1.04   9797396  13534568       332    581352   1719688      9616      5980    270004
12:43:55 AM 368722384 390278452   1635824      0.41   1344632  21436036   4192704      1.04   9797396  13536484      1140    581424   1719672      9616      5980    270036
12:44:00 AM 368721616 390279612   1634516      0.41   1344636  21437860   4192960      1.04   9797396  13538432       164    581532   1719920      9616      5980    270004
12:44:05 AM 368719504 390279056   1634820      0.41   1344640  21439460   4193104      1.04   9797392  13540420      1084    581956   1720124      9808      6268    270036
12:44:10 AM 368717340 390279108   1634608      0.41   1344652  21441536   4193104      1.04   9797404  13542264       168    581716   1720412      9632      6016    270020
12:44:15 AM 368708176 390271980   1641796      0.42   1344652  21443440   4193104      1.04   9797416  13543532       920    580964   1720484     10000      5736    270100
12:44:20 AM 368707520 390273240   1640608      0.42   1344656  21445240   4197764      1.04   9797428  13548224       172    584008   1720524      9648      6076    270092
12:44:25 AM 368706308 390273676   1640316      0.42   1344660  21446808   4192708      1.04   9797432  13547856       272    582000   1720456      9600      5980    270004
12:44:30 AM 368697324 390266552   1647476      0.42   1344664  21448696   4193492      1.04   9797432  13549756      1476    582056   1720388      9600      5988    270020
12:44:35 AM 368694904 390266084   1648012      0.42   1344664  21450520   4193492      1.04   9797436  13551596       308    581996   1720448      9568      5912    270020
12:44:40 AM 368693776 390267064   1647176      0.42   1344668  21452496   4193492      1.04   9797440  13553732      1436    582272   1720432      9616      6016    270020
12:44:45 AM 368693504 390268740   1645392      0.42   1344672  21454296   4193880      1.04   9797440  13555600       288    582232   1720684      9584      5956    270036
12:44:50 AM 368684048 390261416   1652724      0.42   1344680  21456212   4198152      1.04   9797464  13559804      1556    584632   1720884      9584      6048    270060
12:44:55 AM 368683384 390262648   1651556      0.42   1344684  21457964   4193880      1.04   9797460  13559516       388    582536   1720960      9584      5984    269988
12:45:00 AM 368678844 390260012   1654316      0.42   1344688  21459788   4194020      1.04   9797460  13561448      1512    582628   1720912      9584      5988    270004
12:45:05 AM 368678324 390261452   1652892      0.42   1344692  21461636   4194276      1.04   9797476  13563428       284    582780   1721004      9584      5984    269988
12:45:10 AM 368673412 390258444   1655452      0.42   1344696  21463444   4194276      1.04   9797468  13565240      1500    582808   1721544      9584      5996    270084
12:45:15 AM 368672448 390259484   1654736      0.42   1344696  21465300   4198180      1.04   9797484  13568760       248    584448   1721368      9584      6044    270060
12:45:20 AM 368666512 390255644   1658272      0.42   1344700  21467244   4194408      1.04   9797480  13569212      1444    582972   1721820      9536      5924    270004
12:45:25 AM 368666388 390257308   1656744      0.42   1344700  21468908   4194408      1.04   9797488  13571004       216    583076   1721808      9536      5952    269988
12:45:30 AM 368674684 390267696   1646236      0.42   1344700  21470804   4194664      1.04   9797492  13573044      1336    583232   1722124      9584      5996    270004
12:45:35 AM 368673036 390268064   1646036      0.42   1344704  21472716   4194664      1.04   9797492  13575076       176    583336   1722056      9584      5992    269988
12:45:40 AM 368681160 390278204   1635732      0.41   1344704  21474512   4194796      1.04   9797496  13576884      1372    583424   1722440      9584      5988    270004
12:45:45 AM 368680732 390279620   1634304      0.41   1344704  21476228   4194796      1.04   9797500  13578748       196    583504   1722580      9552      5956    269988
12:45:50 AM 368684208 390285188   1628600      0.41   1344704  21478128   4199464      1.04   9797508  13582392      1380    585052   1722908      9696      5676    270012
12:45:55 AM 368682824 390285432   1628404      0.41   1344716  21479604   4195192      1.04   9797212  13582596       176    583680   1723000      9584      6000    269988
12:46:00 AM 368675036 390279376   1634732      0.41   1344728  21481236   4195192      1.04   9797204  13584860       956    584620   1722816     10048      6360    270020
12:46:05 AM 368671944 390278496   1635340      0.41   1344740  21483152   4195192      1.04   9797244  13586344       196    583888   1723372      9552      5956    270020
12:46:10 AM 368670180 390278752   1635076      0.41   1344744  21485036   4194664      1.04   9797244  13588312       264    583960   1723512      9584      5996    269972
12:46:15 AM 368667656 390278456   1635336      0.41   1344744  21487020   4199852      1.04   9797252  13592548      1572    586212   1723792      9632      6112    270012
12:46:20 AM 368666240 390278532   1635264      0.41   1344744  21488456   4195580      1.04   9797248  13591932       464    584200   1723844      9616      6032    269988
12:46:25 AM 368657272 390271896   1642072      0.42   1344748  21490500   4195580      1.04   9797252  13594108      1544    584312   1723956      9600      6036    270004
12:46:30 AM 368655540 390272252   1641632      0.42   1344748  21492464   4195968      1.04   9797252  13596180       368    584420   1724164      9584      5996    270004
12:46:35 AM 368655420 390274112   1639732      0.42   1344748  21494476   4195968      1.04   9797256  13598312      1444    584540   1724172      9584      6000    270004
12:46:40 AM 368653828 390274256   1639660      0.42   1344748  21496116   4195968      1.04   9797256  13600020       352    584616   1724196      9536      5932    270004
